state,month,year_month,routed_in_state,answered_in_state,in_state_answer_rate_reported,in_state_answer_rate,abandoned_in_state_count,abandoned_in_state_rate,flowout_to_national_backup_count,flowout_to_national_backup_rate,average_speed_to_answer_seconds,average_talk_time_seconds,source_pdf,page,raw_row_text,fee_cents_max,fee_schedule_note,primary_policy_group,actual_collection_start,operational_start,ever_core_fee_collection,post_2024_monitor_policy,established_not_collected_by_2024,fee_collection_active,operational_treatment_active,months_since_collection_start,months_since_operational_start,post2025_policy_monitor_active,state_name,primary_policy_group_timing,first_revenue_year,fcc_confirmed_collection_by_2024,date_confidence,source_ids,policy_note,year,population,population_lookup_year,population_carried_forward,has_population_denominator,population_source_note,fee_revenue_nominal,fee_revenue_nominal_for_2021_2024,fee_revenue_per_capita,fee_revenue_per_100k,fee_revenue_per_routed_contact,fee_active_months,operational_active_months,mechanism_observation_note,month_id,calendar_month,post_988_launch,months_since_988_launch,is_state_dc,is_territory_or_pr,answer_rate_pp,flowout_rate_pp,abandoned_rate_pp,routed_per_100k,answered_per_100k,log_routed_in_state,log_routed_per_100k,asa_minutes,talk_minutes,treated_ever_by_2024,primary_analysis_sample,observed_month_count,balanced_full_window_state,baseline_prelaunch_answer_rate,baseline_prelaunch_flowout_rate,baseline_prelaunch_asa_seconds,baseline_prelaunch_routed_per_100k,baseline_prelaunch_months,low_baseline_answer_rate,high_baseline_volume,baseline_answer_rate_centered,baseline_volume_centered,received_in_state,answer_rate_validated,answer_rate_routed_calc,answer_rate_received_calc,answer_rate_denominator_note,in_state_answer_rate_original,in_state_answer_rate_rescue,answer_rate_pp_rescue,answer_rate_rescue_change,bill_enactment_date,statutory_effective_date,fee_collection_start_date,first_observed_fee_revenue_date,first_operational_use_date,restricted_988_only_funding_indicator,broader_crisis_system_funding_indicator,enacted_start,collection_start_audit,operational_lag_0m_start,operational_lag_0m_active,operational_lag_1m_start,operational_lag_1m_active,operational_lag_3m_start,operational_lag_3m_active,operational_lag_6m_start,operational_lag_6m_active,operational_lag_12m_start,operational_lag_12m_active,enacted_active,collection_start_audit_active,first_revenue_positive_start,revenue_positive_active,fee_amount_per_line_dollars,restricted_988_only_active,broader_crisis_system_active
GA,2022-02-01,2022-02,4581.0,2942.0,0.64,0.6422178563632395,1184.0,0.25845885177908756,455.0,0.099323291857673,27.0,939.0,temp/raw_downloads/988_state_monthly_reports/2022-02_988_in_state_monthly_report.pdf,1,"GA 4,581 4,581 2,942 64% 1,184 455 00:27 15:39",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-02,2,0,-5,True,False,64.22178563632394,9.9323291857673,25.845885177908755,41.912199020822705,26.91676261062222,8.42989086301344,3.75915614497122,0.45,15.65,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,4581.0,0.6422178563632395,0.6422178563632395,0.6422178563632395,routed and received denominators match or received denominator unavailable,0.6422178563632395,0.6422178563632395,64.22178563632394,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2022-03-01,2022-03,5032.0,3400.0,0.68,0.6756756756756757,1294.0,0.257154213036566,338.0,0.06717011128775835,26.0,801.0,temp/raw_downloads/988_state_monthly_reports/2022-03_988_in_state_monthly_report.pdf,1,"GA 5,032 5,032 3,400 68% 1,294 338 00:26 13:21",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-03,3,0,-4,True,False,67.56756756756756,6.717011128775835,25.715421303656598,46.03846004644834,31.10706759895158,8.52377150677636,3.850965565946685,0.43333333333333335,13.35,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,5032.0,0.6756756756756757,0.6756756756756757,0.6756756756756757,routed and received denominators match or received denominator unavailable,0.6756756756756757,0.6756756756756757,67.56756756756756,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2022-04-01,2022-04,4391.0,2982.0,0.68,0.6791163744021863,1072.0,0.24413573217945797,337.0,0.07674789341835572,26.0,872.0,temp/raw_downloads/988_state_monthly_reports/2022-04_988_in_state_monthly_report.pdf,1,"GA 4,391 4,391 2,982 68% 1,072 337 00:26 14:32",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-04,4,0,-3,True,False,67.91163744021863,7.674789341835572,24.413573217945796,40.17386289029306,27.28272811178636,8.387539983189367,3.7178036591746033,0.43333333333333335,14.533333333333333,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,4391.0,0.6791163744021863,0.6791163744021863,0.6791163744021863,routed and received denominators match or received denominator unavailable,0.6791163744021863,0.6791163744021863,67.91163744021863,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2022-05-01,2022-05,5616.0,3989.0,0.71,0.7102920227920227,1280.0,0.22792022792022792,347.0,0.061787749287749286,26.0,837.0,temp/raw_downloads/988_state_monthly_reports/2022-05_988_in_state_monthly_report.pdf,1,"GA 5,616 5,616 3,989 71% 1,280 347 00:26 13:57",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-05,5,0,-2,True,False,71.02920227920228,6.178774928774929,22.79202279202279,51.38155636344473,36.49590960359349,8.633552992532433,3.9585545515714164,0.43333333333333335,13.95,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,5616.0,0.7102920227920227,0.7102920227920227,0.7102920227920227,routed and received denominators match or received denominator unavailable,0.7102920227920227,0.7102920227920227,71.02920227920228,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2022-06-01,2022-06,5996.0,4588.0,0.77,0.7651767845230153,1026.0,0.17111407605070048,379.0,0.06320880587058039,22.0,695.0,temp/raw_downloads/988_state_monthly_reports/2022-06_988_in_state_monthly_report.pdf,1,"GA 5,996 5,993 4,588 77% 1,026 379 00:22 11:35",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-06,6,0,-1,True,False,76.51767845230152,6.320880587058039,17.11140760507005,54.85822862450403,41.976242983526426,8.69901462316851,4.022816849031485,0.36666666666666664,11.583333333333334,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,5993.0,0.7655598197897547,0.7651767845230153,0.7655598197897547,official reported answer rate aligns with answered/received contacts; current pipeline used answered/routed,0.7651767845230153,0.7655598197897547,76.55598197897547,0.0003830352667394399,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2022-07-01,2022-07,6942.0,5625.0,0.86,0.81028522039758,740.0,0.1065975223278594,180.0,0.02592912705272256,20.0,666.0,temp/raw_downloads/988_state_monthly_reports/2022-07_988_in_state_monthly_report.pdf,1,"GA 6,942 6,545 5,625 86% 740 180 00:20 11:06",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-07,7,1,0,True,False,81.028522039758,2.592912705272256,10.65975223278594,63.51331272703585,51.46389860120666,8.845489236753274,4.166871601373184,0.3333333333333333,11.1,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6545.0,0.8594346829640948,0.81028522039758,0.8594346829640948,official reported answer rate aligns with answered/received contacts; current pipeline used answered/routed,0.81028522039758,0.8594346829640948,85.94346829640948,0.04914946256651476,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2022-08-01,2022-08,7251.0,5967.0,0.88,0.822920976417046,668.0,0.09212522410701972,173.0,0.023858778099572472,20.0,650.0,temp/raw_downloads/988_state_monthly_reports/2022-08_988_in_state_monthly_report.pdf,1,"GA 7,251 6,808 5,967 88% 668 173 00:20 10:50",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-08,8,1,1,True,False,82.2920976417046,2.3858778099572473,9.212522410701972,66.3403962235288,54.592903636160024,8.889032571874742,4.209760297640905,0.3333333333333333,10.833333333333334,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6808.0,0.8764688601645123,0.822920976417046,0.8764688601645123,official reported answer rate aligns with answered/received contacts; current pipeline used answered/routed,0.822920976417046,0.8764688601645123,87.64688601645123,0.05354788374746633,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2022-09-01,2022-09,6830.0,5548.0,0.85,0.812298682284041,574.0,0.08404099560761347,421.0,0.0616398243045388,17.0,724.0,temp/raw_downloads/988_state_monthly_reports/2022-09_988_in_state_monthly_report.pdf,1,"GA 6,830 6,543 5,548 85% 574 421 00:17 12:04",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-09,9,1,2,True,False,81.2298682284041,6.16398243045388,8.404099560761347,62.48860932377626,50.759415011465705,8.82922635473185,4.150860509080066,0.2833333333333333,12.066666666666666,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6543.0,0.8479290845178052,0.812298682284041,0.8479290845178052,official reported answer rate aligns with answered/received contacts; current pipeline used answered/routed,0.812298682284041,0.8479290845178052,84.79290845178052,0.035630402233764236,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2022-10-01,2022-10,6673.0,5386.0,0.81,0.8071332234377342,604.0,0.09051401168889554,683.0,0.10235276487337029,17.0,695.0,temp/raw_downloads/988_state_monthly_reports/2022-10_988_in_state_monthly_report.pdf,1,"GA 6,673 6,673 5,386 81% 604 683 00:17 11:35",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-10,10,1,3,True,False,80.71332234377341,10.235276487337028,9.051401168889555,61.05219473170703,49.27725473175095,8.80597465931132,4.127975881399105,0.2833333333333333,11.583333333333334,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6673.0,0.8071332234377342,0.8071332234377342,0.8071332234377342,routed and received denominators match or received denominator unavailable,0.8071332234377342,0.8071332234377342,80.71332234377341,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2022-11-01,2022-11,6051.0,4992.0,0.82,0.8249876053544869,606.0,0.10014873574615767,453.0,0.07486365889935548,17.0,673.0,temp/raw_downloads/988_state_monthly_reports/2022-11_988_in_state_monthly_report.pdf,1,"GA 6,051 6,051 4,992 82% 606 453 00:17 11:13",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-11,11,1,4,True,False,82.4987605354487,7.486365889935548,10.014873574615766,55.36143118860472,45.6724945452842,8.708144074908246,4.031785080402258,0.2833333333333333,11.216666666666667,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6051.0,0.8249876053544869,0.8249876053544869,0.8249876053544869,routed and received denominators match or received denominator unavailable,0.8249876053544869,0.8249876053544869,82.4987605354487,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2022-12-01,2022-12,6402.0,5199.0,0.81,0.8120899718837863,663.0,0.10356138706654171,540.0,0.08434864104967198,15.0,688.0,temp/raw_downloads/988_state_monthly_reports/2022-12_988_in_state_monthly_report.pdf,1,"GA 6,402 6,402 5,199 81% 663 540 00:15 11:28",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2022,10929992.0,2022,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2022-12,12,1,5,True,False,81.20899718837863,8.434864104967197,10.356138706654171,58.57277846132001,47.56636601380861,8.764521909518802,4.087198732508912,0.25,11.466666666666667,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6402.0,0.8120899718837863,0.8120899718837863,0.8120899718837863,routed and received denominators match or received denominator unavailable,0.8120899718837863,0.8120899718837863,81.20899718837863,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-01-01,2023-01,6800.0,5776.0,0.85,0.8494117647058823,581.0,0.08544117647058823,443.0,0.0651470588235294,16.0,679.0,temp/raw_downloads/988_state_monthly_reports/2023-01_988_in_state_monthly_report.pdf,1,"GA 6,800 6,800 5,776 85% 581 443 00:16 11:19",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-01,1,1,6,True,False,84.94117647058823,6.51470588235294,8.544117647058822,61.462431676146494,52.20691255315032,8.824824939175638,4.134565282831766,0.26666666666666666,11.316666666666666,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6800.0,0.8494117647058823,0.8494117647058823,0.8494117647058823,routed and received denominators match or received denominator unavailable,0.8494117647058823,0.8494117647058823,84.94117647058823,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-02-01,2023-02,5904.0,5072.0,0.86,0.8590785907859079,450.0,0.07621951219512195,382.0,0.0647018970189702,16.0,671.0,temp/raw_downloads/988_state_monthly_reports/2023-02_988_in_state_monthly_report.pdf,1,"GA 5,904 5,904 5,072 86% 450 382 00:16 11:11",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-02,2,1,7,True,False,85.90785907859079,6.470189701897019,7.621951219512195,53.36385244352484,45.84374315609044,8.683554728631462,3.9956994558580297,0.26666666666666666,11.183333333333334,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,5904.0,0.8590785907859079,0.8590785907859079,0.8590785907859079,routed and received denominators match or received denominator unavailable,0.8590785907859079,0.8590785907859079,85.90785907859079,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-03-01,2023-03,5740.0,4877.0,0.85,0.8496515679442509,544.0,0.09477351916376307,319.0,0.055574912891986065,18.0,683.0,temp/raw_downloads/988_state_monthly_reports/2023-03_988_in_state_monthly_report.pdf,1,"GA 5,740 5,740 4,877 85% 544 319 00:18 11:23",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-03,3,1,8,True,False,84.96515679442508,5.557491289198606,9.477351916376307,51.881523208982486,44.08121754184801,8.655388690167637,3.9680540001395896,0.3,11.383333333333333,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,5740.0,0.8496515679442509,0.8496515679442509,0.8496515679442509,routed and received denominators match or received denominator unavailable,0.8496515679442509,0.8496515679442509,84.96515679442508,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-04-01,2023-04,5825.0,4982.0,0.86,0.8552789699570815,626.0,0.10746781115879828,217.0,0.03725321888412017,21.0,710.0,temp/raw_downloads/988_state_monthly_reports/2023-04_988_in_state_monthly_report.pdf,1,"GA 5,825 5,825 4,982 86% 626 217 00:21 11:50",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-04,4,1,9,True,False,85.52789699570815,3.725321888412017,10.746781115879827,52.64980360493431,45.030269795670854,8.67008593751938,3.9824778083977668,0.35,11.833333333333334,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,5825.0,0.8552789699570815,0.8552789699570815,0.8552789699570815,routed and received denominators match or received denominator unavailable,0.8552789699570815,0.8552789699570815,85.52789699570815,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-05-01,2023-05,6078.0,5322.0,0.88,0.8756169792694966,583.0,0.09591971043106284,173.0,0.028463310299440606,21.0,703.0,temp/raw_downloads/988_state_monthly_reports/2023-05_988_in_state_monthly_report.pdf,1,"GA 6,078 6,078 5,322 88% 583 173 00:21 11:43",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-05,5,1,10,True,False,87.56169792694965,2.8463310299440607,9.591971043106284,54.9365676070027,48.10339137947818,8.712595487748722,4.02421832741799,0.35,11.716666666666667,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6078.0,0.8756169792694966,0.8756169792694966,0.8756169792694966,routed and received denominators match or received denominator unavailable,0.8756169792694966,0.8756169792694966,87.56169792694965,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-06-01,2023-06,5988.0,5248.0,0.88,0.8764195056780227,634.0,0.10587842351369406,106.0,0.017702070808283232,25.0,688.0,temp/raw_downloads/988_state_monthly_reports/2023-06_988_in_state_monthly_report.pdf,1,"GA 5,988 5,988 5,248 88% 634 106 00:25 11:28",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-06,6,1,11,True,False,87.64195056780227,1.7702070808283232,10.587842351369407,54.123094246583115,47.434535505355406,8.697679732264463,4.009568761678847,0.4166666666666667,11.466666666666667,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,5988.0,0.8764195056780227,0.8764195056780227,0.8764195056780227,routed and received denominators match or received denominator unavailable,0.8764195056780227,0.8764195056780227,87.64195056780227,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-07-01,2023-07,6443.0,5642.0,0.88,0.875679031507062,621.0,0.09638367220239019,180.0,0.02793729629054788,24.0,667.0,temp/raw_downloads/988_state_monthly_reports/2023-07_988_in_state_monthly_report.pdf,1,"GA 6,443 6,443 5,642 88% 621 180 00:24 11:07",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-07,7,1,12,True,False,87.5679031507062,2.793729629054788,9.638367220239019,58.2356540131488,50.99574110541448,8.770904744296866,4.081523624337563,0.4,11.116666666666667,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6443.0,0.875679031507062,0.875679031507062,0.875679031507062,routed and received denominators match or received denominator unavailable,0.875679031507062,0.875679031507062,87.5679031507062,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-08-01,2023-08,6329.0,5365.0,0.85,0.84768525833465,813.0,0.12845631221361983,151.0,0.02385842945173013,24.0,676.0,temp/raw_downloads/988_state_monthly_reports/2023-08_988_in_state_monthly_report.pdf,1,"GA 6,329 6,329 5,365 85% 813 151 00:24 11:16",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-08,8,1,13,True,False,84.768525833465,2.385842945173013,12.845631221361984,57.205254423283996,48.49205087390087,8.753055515138222,4.063975632849211,0.4,11.266666666666667,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6329.0,0.84768525833465,0.84768525833465,0.84768525833465,routed and received denominators match or received denominator unavailable,0.84768525833465,0.84768525833465,84.768525833465,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-09-01,2023-09,6713.0,5766.0,0.86,0.8589304334872635,808.0,0.12036347385669596,139.0,0.02070609265604052,22.0,665.0,temp/raw_downloads/988_state_monthly_reports/2023-09_988_in_state_monthly_report.pdf,1,"GA 6,713 6,713 5,766 86% 808 139 00:22 11:05",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-09,9,1,14,True,False,85.89304334872635,2.070609265604052,12.036347385669597,60.67607409440757,52.116526624214806,8.81195017753998,4.121896077657492,0.36666666666666664,11.083333333333334,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6713.0,0.8589304334872635,0.8589304334872635,0.8589304334872635,routed and received denominators match or received denominator unavailable,0.8589304334872635,0.8589304334872635,85.89304334872635,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-10-01,2023-10,6560.0,5638.0,0.86,0.8594512195121952,759.0,0.11570121951219513,163.0,0.024847560975609757,21.0,701.0,temp/raw_downloads/988_state_monthly_reports/2023-10_988_in_state_monthly_report.pdf,1,"GA 6,560 6,560 5,638 86% 759 163 00:21 11:41",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-10,10,1,15,True,False,85.94512195121952,2.4847560975609757,11.570121951219512,59.29316938169427,50.95958673384029,8.788898309344878,4.099218820064619,0.35,11.683333333333334,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,6560.0,0.8594512195121952,0.8594512195121952,0.8594512195121952,routed and received denominators match or received denominator unavailable,0.8594512195121952,0.8594512195121952,85.94512195121952,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
GA,2023-11-01,2023-11,5743.0,4898.0,0.85,0.8528643566080446,668.0,0.11631551453943932,177.0,0.030820128852516105,21.0,703.0,temp/raw_downloads/988_state_monthly_reports/2023-11_988_in_state_monthly_report.pdf,1,"GA 5,743 5,743 4,898 85% 668 177 00:21 11:43",0.0,,never_or_no_fee_reported,,,False,False,False,0,0,,,0,Georgia,never_or_no_fee_reported,,False,not_applicable,fcc_fee_report_2024,No FCC-reported state 988 telecom fee collection through the 2024 annual report.,2023,11063669.0,2023,False,True,Vintage 2025 Census annual state resident population estimate.,,0.0,,,,0,0,No fee collection active in this state-year.,2023-11,11,1,16,True,False,85.28643566080446,3.0820128852516104,11.631551453943931,51.90863898766313,44.271027992612574,8.65591111072806,3.9685666334263043,0.35,11.716666666666667,False,True,58,True,0.675439536931327,0.08800790277408037,26.25,44.94957923293298,12.0,True,False,-0.07259249302825577,-3.4251318549706866,5743.0,0.8528643566080446,0.8528643566080446,0.8528643566080446,routed and received denominators match or received denominator unavailable,0.8528643566080446,0.8528643566080446,85.28643566080446,0.0,,,,,,,,,,,0,,0,,0,,0,,0,0,0,,0,0.0,0.0,0.0
