bundle_rank,country,survey_name,wave,idno,mechanism_pathway,required_concept_rows,recommended_concept_rows,raw_verified_required_rows,blocked_required_rows,metadata_missing_required_rows,harmonization_status,climate_linkage_status,outcome_status,modeling_status,readiness_status,next_action
10,Nigeria,"General Household Survey, Panel  2015-2016, Wave 3",2015-2016,NGA_2015_GHSP-W3_v02_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
11,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
11,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
11,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
11,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
11,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
11,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
11,Nigeria,"General Household Survey, Panel 2010-2011, Wave 1",2010-2011,NGA_2010_GHSP-W1_v03_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
12,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
12,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
12,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
12,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
12,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
12,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
12,Tanzania,"National Panel Survey 2008-2009, Wave 1",2008-2009,TZA_2008_NPS-R1_v03_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
13,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
13,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
13,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
13,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
13,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
13,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
13,Tanzania,"National Panel Survey 2010-2011, Wave 2",2010-2011,TZA_2010_NPS-R2_v03_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
14,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
14,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
14,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
14,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
14,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
14,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
14,Tanzania,"National Panel Survey 2012-2013, Wave 3",2012-2013,TZA_2012_NPS-R3_v01_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
15,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
15,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
15,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
15,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
15,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
15,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
15,Uganda,"Social Assistance Grants for Empowerment  Programme 2014, Endline: Impact After Two Years of Programme Operations",2014,UGA_2014_SAGE-EL_v01_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
16,Uganda,"Social Assistance Grants for Empowerment Programme 2012, Evaluation Baseline Survey",2012,UGA_2012_SAGE-BL_v01_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
16,Uganda,"Social Assistance Grants for Empowerment Programme 2012, Evaluation Baseline Survey",2012,UGA_2012_SAGE-BL_v01_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
16,Uganda,"Social Assistance Grants for Empowerment Programme 2012, Evaluation Baseline Survey",2012,UGA_2012_SAGE-BL_v01_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
16,Uganda,"Social Assistance Grants for Empowerment Programme 2012, Evaluation Baseline Survey",2012,UGA_2012_SAGE-BL_v01_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
16,Uganda,"Social Assistance Grants for Empowerment Programme 2012, Evaluation Baseline Survey",2012,UGA_2012_SAGE-BL_v01_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
16,Uganda,"Social Assistance Grants for Empowerment Programme 2012, Evaluation Baseline Survey",2012,UGA_2012_SAGE-BL_v01_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
16,Uganda,"Social Assistance Grants for Empowerment Programme 2012, Evaluation Baseline Survey",2012,UGA_2012_SAGE-BL_v01_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
17,Uganda,"Social Assistance Grants for Empowerment Programme 2013, Evaluation Follow-Up Survey",2013,UGA_2013_SAGE-ML_v01_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
17,Uganda,"Social Assistance Grants for Empowerment Programme 2013, Evaluation Follow-Up Survey",2013,UGA_2013_SAGE-ML_v01_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
17,Uganda,"Social Assistance Grants for Empowerment Programme 2013, Evaluation Follow-Up Survey",2013,UGA_2013_SAGE-ML_v01_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
17,Uganda,"Social Assistance Grants for Empowerment Programme 2013, Evaluation Follow-Up Survey",2013,UGA_2013_SAGE-ML_v01_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
17,Uganda,"Social Assistance Grants for Empowerment Programme 2013, Evaluation Follow-Up Survey",2013,UGA_2013_SAGE-ML_v01_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
17,Uganda,"Social Assistance Grants for Empowerment Programme 2013, Evaluation Follow-Up Survey",2013,UGA_2013_SAGE-ML_v01_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
17,Uganda,"Social Assistance Grants for Empowerment Programme 2013, Evaluation Follow-Up Survey",2013,UGA_2013_SAGE-ML_v01_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
18,Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
18,Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
18,Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
18,Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
18,Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
18,Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
18,Bulgaria,Integrated Household Survey 1995,1995,BGR_1995_IHS_v01_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
19,Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
19,Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
19,Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
19,Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,health_need_illness,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
19,Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,income_consumption_decline,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
19,Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,oop_share_conditional_on_seeking,5,5,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
19,Bulgaria,Integrated Household Survey 1997,1997,BGR_1997_IHS_v01_M,uhc_double_failure_composite,7,4,0,7,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_ready_raw_unverified,metadata_plan_only_raw_unverified,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
20,Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,coping_response_to_health_or_climate,4,5,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
20,Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,food_insecurity,4,4,0,4,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
20,Ethiopia,"Job Creation in Ethiopia - Impact Evaluation Survey, 2016-2020",2016-2020,ETH_2016-2020_FJW_v01_M,forgone_care_after_need,5,4,0,5,0,blocked_until_required_raw_value_audits_pass,blocked_until_raw_timing_geography_and_validation_inputs,metadata_incomplete_for_outcome,blocked_metadata_incomplete,blocked_until_required_raw_mechanism_concepts_verified,inspect raw schemas and complete value/unit/recall/key audits for required mechanism concepts
