country,wave,idno,minimum_batch_row,verification_gate,gate_description,gate_status,gate_blocker,next_action
Jamaica,1997,JAM_1997_SLC_v01_M,0,promotion_packet_registry,Country-wave promotion packet and promoted registry row are refreshed.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,complete_original_raw_package,Complete unchanged official raw package and documentation are locally present.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,household_person_merge_keys,"Household/person IDs, uniqueness, and merge levels are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,household_weights_survey_design,"Weights, strata, PSU/cluster, and design variables are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,consumption_or_income_aggregate,Total consumption or income aggregate is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,oop_health_expenditure,"OOP health expenditure variables, units, and recall periods are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,illness_need_care_access,Illness/need and care-seeking/access variables are raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,survey_timing,Survey month/date or fieldwork timing is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,geography_climate_anchor,"GPS, cluster, EA, or admin geography is raw-verified for climate linkage.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,missing_units_recall_skip_patterns,"Missing codes, units, recall periods, and skip patterns are reviewed.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,climate_linkage_route,CHIRPS or ERA5 linkage route is accepted for the verified geography/timing.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,0,promotion_packet_registry,Country-wave promotion packet and promoted registry row are refreshed.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,complete_original_raw_package,Complete unchanged official raw package and documentation are locally present.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,household_person_merge_keys,"Household/person IDs, uniqueness, and merge levels are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,household_weights_survey_design,"Weights, strata, PSU/cluster, and design variables are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,consumption_or_income_aggregate,Total consumption or income aggregate is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,oop_health_expenditure,"OOP health expenditure variables, units, and recall periods are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,illness_need_care_access,Illness/need and care-seeking/access variables are raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,survey_timing,Survey month/date or fieldwork timing is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,geography_climate_anchor,"GPS, cluster, EA, or admin geography is raw-verified for climate linkage.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,missing_units_recall_skip_patterns,"Missing codes, units, recall periods, and skip patterns are reviewed.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,climate_linkage_route,CHIRPS or ERA5 linkage route is accepted for the verified geography/timing.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Nepal,2010-2011,NPL_2010_LSS-III_v01_M,1,promotion_packet_registry,Country-wave promotion packet and promoted registry row are refreshed.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,complete_original_raw_package,Complete unchanged official raw package and documentation are locally present.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,household_person_merge_keys,"Household/person IDs, uniqueness, and merge levels are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,household_weights_survey_design,"Weights, strata, PSU/cluster, and design variables are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,consumption_or_income_aggregate,Total consumption or income aggregate is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,oop_health_expenditure,"OOP health expenditure variables, units, and recall periods are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,illness_need_care_access,Illness/need and care-seeking/access variables are raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,survey_timing,Survey month/date or fieldwork timing is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,geography_climate_anchor,"GPS, cluster, EA, or admin geography is raw-verified for climate linkage.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,missing_units_recall_skip_patterns,"Missing codes, units, recall periods, and skip patterns are reviewed.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,climate_linkage_route,CHIRPS or ERA5 linkage route is accepted for the verified geography/timing.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2019-2020,MWI_2019_IHS-V_v06_M,0,promotion_packet_registry,Country-wave promotion packet and promoted registry row are refreshed.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,complete_original_raw_package,Complete unchanged official raw package and documentation are locally present.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,household_person_merge_keys,"Household/person IDs, uniqueness, and merge levels are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,household_weights_survey_design,"Weights, strata, PSU/cluster, and design variables are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,consumption_or_income_aggregate,Total consumption or income aggregate is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,oop_health_expenditure,"OOP health expenditure variables, units, and recall periods are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,illness_need_care_access,Illness/need and care-seeking/access variables are raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,survey_timing,Survey month/date or fieldwork timing is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,geography_climate_anchor,"GPS, cluster, EA, or admin geography is raw-verified for climate linkage.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,missing_units_recall_skip_patterns,"Missing codes, units, recall periods, and skip patterns are reviewed.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,climate_linkage_route,CHIRPS or ERA5 linkage route is accepted for the verified geography/timing.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,0,promotion_packet_registry,Country-wave promotion packet and promoted registry row are refreshed.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,complete_original_raw_package,Complete unchanged official raw package and documentation are locally present.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,household_person_merge_keys,"Household/person IDs, uniqueness, and merge levels are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,household_weights_survey_design,"Weights, strata, PSU/cluster, and design variables are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,consumption_or_income_aggregate,Total consumption or income aggregate is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,oop_health_expenditure,"OOP health expenditure variables, units, and recall periods are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,illness_need_care_access,Illness/need and care-seeking/access variables are raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,survey_timing,Survey month/date or fieldwork timing is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,geography_climate_anchor,"GPS, cluster, EA, or admin geography is raw-verified for climate linkage.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,missing_units_recall_skip_patterns,"Missing codes, units, recall periods, and skip patterns are reviewed.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,climate_linkage_route,CHIRPS or ERA5 linkage route is accepted for the verified geography/timing.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Malawi,2010-2011,MWI_2010_IHS-III_v01_M,0,promotion_packet_registry,Country-wave promotion packet and promoted registry row are refreshed.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,complete_original_raw_package,Complete unchanged official raw package and documentation are locally present.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,household_person_merge_keys,"Household/person IDs, uniqueness, and merge levels are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,household_weights_survey_design,"Weights, strata, PSU/cluster, and design variables are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,consumption_or_income_aggregate,Total consumption or income aggregate is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,oop_health_expenditure,"OOP health expenditure variables, units, and recall periods are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,illness_need_care_access,Illness/need and care-seeking/access variables are raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,survey_timing,Survey month/date or fieldwork timing is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,geography_climate_anchor,"GPS, cluster, EA, or admin geography is raw-verified for climate linkage.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,missing_units_recall_skip_patterns,"Missing codes, units, recall periods, and skip patterns are reviewed.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,climate_linkage_route,CHIRPS or ERA5 linkage route is accepted for the verified geography/timing.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2011-2012,UGA_2011_UNPS_v02_M,0,promotion_packet_registry,Country-wave promotion packet and promoted registry row are refreshed.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,complete_original_raw_package,Complete unchanged official raw package and documentation are locally present.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,household_person_merge_keys,"Household/person IDs, uniqueness, and merge levels are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,household_weights_survey_design,"Weights, strata, PSU/cluster, and design variables are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,consumption_or_income_aggregate,Total consumption or income aggregate is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,oop_health_expenditure,"OOP health expenditure variables, units, and recall periods are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,illness_need_care_access,Illness/need and care-seeking/access variables are raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,survey_timing,Survey month/date or fieldwork timing is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,geography_climate_anchor,"GPS, cluster, EA, or admin geography is raw-verified for climate linkage.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,missing_units_recall_skip_patterns,"Missing codes, units, recall periods, and skip patterns are reviewed.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,climate_linkage_route,CHIRPS or ERA5 linkage route is accepted for the verified geography/timing.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2018-2019,UGA_2018_UNPS_v02_M,0,promotion_packet_registry,Country-wave promotion packet and promoted registry row are refreshed.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,complete_original_raw_package,Complete unchanged official raw package and documentation are locally present.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,household_person_merge_keys,"Household/person IDs, uniqueness, and merge levels are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,household_weights_survey_design,"Weights, strata, PSU/cluster, and design variables are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,consumption_or_income_aggregate,Total consumption or income aggregate is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,oop_health_expenditure,"OOP health expenditure variables, units, and recall periods are raw-verified.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,illness_need_care_access,Illness/need and care-seeking/access variables are raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,survey_timing,Survey month/date or fieldwork timing is raw-verified.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,geography_climate_anchor,"GPS, cluster, EA, or admin geography is raw-verified for climate linkage.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,missing_units_recall_skip_patterns,"Missing codes, units, recall periods, and skip patterns are reviewed.",blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,climate_linkage_route,CHIRPS or ERA5 linkage route is accepted for the verified geography/timing.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
Uganda,2015-2016,UGA_2015_UNPS_v02_M,0,promotion_packet_registry,Country-wave promotion packet and promoted registry row are refreshed.,blocked_raw_package_absent,Complete unchanged official raw package is not locally present.,Download or manually place the complete official raw package and documentation.
