metric,value,interpretation
alb2002_gadm36_distinct_normalized_key_count,36,GADM 3.6 normalized keys after documented district-name repairs.
alb2002_gadm36_complete_name_coverage_rows,1,GADM 3.6 name-coverage flag for all 36 ALB_2002 district keys.
alb2002_gadm36_duplicate_boundary_key_count,1,Duplicated GADM 3.6 normalized keys that block automatic promotion.
alb2002_gadm_boundary_lead_climate_linkage_ready_rows,0,GADM boundary lead rows ready for climate-linkage promotion; should remain zero.
alb2002_climate_linkage_ready_rows,0,ALB_2002 district rows ready for climate linkage; should remain zero.
alb2012_household_core_candidate_rows,6671,ALB_2012 temp household core candidate rows.
alb2012_household_core_recipe_ready_rows,0,ALB_2012 household core rows ready for data promotion; should remain zero.
alb2012_climate_linkage_ready_rows,0,ALB_2012 rows ready for climate linkage; should remain zero.
alb2012_provisional_outcome_rows,33,ALB_2012 provisional outcome feasibility audit rows.
alb2012_provisional_outcome_ready_rows,0,ALB_2012 provisional outcome rows ready for data promotion; should remain zero.
alb2012_outcome_semantics_raw_value_rows,61,ALB_2012 raw outcome-semantics value audit rows.
alb2012_outcome_semantics_outcome_ready_rows,0,ALB_2012 raw outcome-semantics rows ready for final promotion; should remain zero.
alb2012_outcome_semantics_sdg382_ready_rows,0,ALB_2012 raw outcome-semantics rows ready for SDG 3.8.2 construction; should remain zero.
alb2012_outcome_semantics_climate_linkage_ready_rows,0,ALB_2012 raw outcome-semantics rows ready for climate linkage; should remain zero.
alb2012_timing_geography_rows,212,ALB_2012 timing/geography exhaustive audit rows.
alb2012_timing_geography_climate_linkage_ready_rows,0,ALB_2012 timing/geography rows ready for climate linkage; should remain zero.
alb2012_questionnaire_timing_field_rows,29,ALB_2012 questionnaire control-sheet timing field rows.
alb2012_questionnaire_timing_raw_gap_rows,12,ALB_2012 raw SPSS timing-like rows that do not verify household interview timing.
alb2012_questionnaire_timing_raw_verified_interview_timing_rows,0,ALB_2012 verified raw household interview timing rows; should remain zero.
alb2012_questionnaire_timing_climate_linkage_ready_rows,0,ALB_2012 questionnaire timing rows ready for climate-linkage promotion; should remain zero.
albania_legacy_questionnaire_present_files,5,ALB_2002/2005/2008 legacy questionnaire files present locally.
albania_legacy_questionnaire_read_ok_files,5,Legacy questionnaire .xls files readable in the current environment.
albania_legacy_questionnaire_missing_reader_blocked_files,0,Legacy questionnaire files blocked by missing .xls reader/converter.
albania_legacy_questionnaire_climate_linkage_ready_rows,0,Legacy questionnaire rows ready for climate-linkage promotion; should remain zero.
albania_legacy_questionnaire_timing_field_rows,83,Legacy questionnaire timing/control field rows.
albania_legacy_questionnaire_timing_raw_gap_rows,58,Legacy raw SPSS timing-like rows reviewed after questionnaire timing audit.
albania_legacy_questionnaire_timing_raw_verified_interview_timing_rows,3599,Verified raw household interview timing rows across ALB_2002/2005/2008.
albania_legacy_questionnaire_timing_climate_linkage_ready_rows,0,Legacy questionnaire timing rows ready for climate-linkage promotion; should remain zero.
alb2005_provisional_outcome_feasibility_rows,23,ALB_2005 provisional outcome feasibility audit rows.
alb2005_provisional_outcome_ready_rows,0,ALB_2005 provisional outcome rows ready for final promotion; should remain zero.
alb2005_outcome_semantics_raw_value_rows,53,ALB_2005 raw outcome-semantics value audit rows.
alb2005_outcome_semantics_outcome_ready_rows,0,ALB_2005 raw outcome-semantics rows ready for final promotion; should remain zero.
alb2005_outcome_semantics_sdg382_ready_rows,0,ALB_2005 raw outcome-semantics rows ready for SDG 3.8.2 construction; should remain zero.
alb2005_outcome_semantics_climate_linkage_ready_rows,0,ALB_2005 raw outcome-semantics rows ready for climate linkage; should remain zero.
alb2005_timing_geography_exhaustive_rows,234,ALB_2005 timing/geography exhaustive audit rows.
alb2005_climate_linkage_ready_rows,0,ALB_2005 rows ready for climate linkage; should remain zero until timing/geography are verified.
alb2005_timing_geography_source_search_rows,11,ALB_2005 timing/geography source-search audit rows.
alb2005_timing_geography_source_search_local_files_scanned,46,Local ALB_2005 file rows scanned for timing/geography source evidence.
alb2005_timing_geography_source_search_local_variables_scanned,1187,Local ALB_2005 raw-variable rows scanned for timing/geography source evidence.
alb2005_timing_geography_source_search_verified_household_timing_rows,0,Verified ALB_2005 household interview timing rows in source-search evidence; should remain zero.
alb2005_timing_geography_source_search_coordinate_candidate_rows,0,ALB_2005 coordinate/GPS candidate rows in source-search evidence; should remain zero.
alb2005_timing_geography_source_search_partial_district_name_nonmissing_rows,1899,Partial ALB_2005 district-name rows observed upstream.
alb2005_timing_geography_source_search_partial_district_code_nonmissing_rows,329,Partial ALB_2005 district-code rows observed upstream.
alb2005_timing_geography_source_search_climate_linkage_ready_rows,0,ALB_2005 timing/geography source-search rows ready for climate linkage; should remain zero.
alb2005_required_value_key_rows,26,ALB_2005 required value/key audit rows.
alb2005_required_value_key_recipe_ready_rows,0,ALB_2005 rows promoted to a harmonization recipe by required value/key audit; should remain zero.
alb2005_required_value_key_not_promoted_rows,26,ALB_2005 required value/key rows kept fail-closed.
alb2005_required_value_key_total_consumption_nonmissing_rows,3638,Nonmissing ALB_2005 total-consumption raw values in poverty.sav.
alb2005_required_value_key_oop_4w_household_positive_rows,2679,Audit-only positive ALB_2005 four-week OOP household sums; not final outcomes.
alb2005_required_value_key_oop_12m_household_positive_rows,2231,Audit-only positive ALB_2005 twelve-month OOP household sums; not final outcomes.
alb2005_required_value_key_district_code_nonmissing_rows,329,Nonmissing partial ALB_2005 district-code rows.
alb2005_required_value_key_interview_timing_verified_rows,0,Verified ALB_2005 household interview timing rows; should remain zero.
alb2005_required_value_key_coordinate_ready_rows,0,Verified ALB_2005 coordinate-ready rows; should remain zero.
alb2005_required_value_key_climate_linkage_ready_rows,0,ALB_2005 climate-linkage-ready rows after required value/key audit; should remain zero.
alb2005_health_questionnaire_semantics_rows,58,ALB_2005 health questionnaire semantics audit rows.
alb2005_health_questionnaire_oop_item_rows,36,Questionnaire-backed ALB_2005 OOP payment item rows.
alb2005_health_questionnaire_old_lek_unit_rows,36,ALB_2005 health questionnaire rows with old-lek unit evidence.
alb2005_health_questionnaire_access_rows,7,ALB_2005 questionnaire access/barrier rows.
alb2005_health_questionnaire_cost_barrier_rows,3,ALB_2005 access rows with cost-barrier codes.
alb2005_health_questionnaire_recipe_ready_rows,0,ALB_2005 questionnaire-semantics rows ready for recipe promotion; should remain zero.
alb2005_health_questionnaire_outcome_ready_rows,0,ALB_2005 questionnaire-semantics rows ready for outcome construction; should remain zero.
alb2005_health_questionnaire_climate_linkage_ready_rows,0,ALB_2005 questionnaire-semantics rows ready for climate linkage; should remain zero.
alb2005_oop_aggregation_policy_rows,11,ALB_2005 OOP aggregation policy stress-test rows.
alb2005_oop_aggregation_policy_household_rows,3840,Households in the ALB_2005 OOP aggregation policy audit.
alb2005_oop_aggregation_policy_total_consumption_rows,3638,ALB_2005 households with positive total-consumption denominator in the stress test.
alb2005_oop_aggregation_policy_outcome_ready_rows,0,ALB_2005 OOP policy rows ready for final outcome promotion; should remain zero.
alb2005_oop_aggregation_policy_recipe_ready_rows,0,ALB_2005 OOP policy rows ready for recipe promotion; should remain zero.
alb2005_oop_aggregation_policy_climate_linkage_ready_rows,0,ALB_2005 OOP policy rows ready for climate linkage; should remain zero.
alb2005_skip_missing_semantics_rows,13,ALB_2005 skip/missing semantics audit rows.
alb2005_skip_missing_payment_nonmissing_when_not_triggered_rows,0,Payment downstream nonmissing rows under negative triggers; should remain zero.
alb2005_skip_missing_payment_positive_when_not_triggered_rows,0,Payment downstream positive rows under negative triggers; should remain zero.
alb2005_skip_missing_payment_zero_or_missing_when_triggered_rows,326,Triggered payment rows with no positive payment; requires zero/missing-code review before promotion.
alb2005_skip_missing_recipe_ready_rows,0,ALB_2005 skip/missing rows ready for recipe promotion; should remain zero.
alb2005_skip_missing_outcome_ready_rows,0,ALB_2005 skip/missing rows ready for outcome promotion; should remain zero.
alb2005_skip_missing_climate_linkage_ready_rows,0,ALB_2005 skip/missing rows ready for climate linkage; should remain zero.
alb2005_consumption_oop_unit_period_rows,12,ALB_2005 consumption/OOP unit-period audit rows.
alb2005_consumption_oop_unit_period_total_consumption_positive_rows,3638,Positive total-consumption rows observed in the ALB_2005 unit-period audit.
alb2005_consumption_oop_unit_period_rcons_positive_rows,3638,Positive per-capita consumption rows observed in the ALB_2005 unit-period audit.
alb2005_consumption_oop_unit_period_metadata_old_lek_rows,6,Public metadata aggregate labels with old-lek evidence.
alb2005_consumption_oop_unit_period_oop_old_lek_rows,36,Questionnaire OOP rows with old-lek unit evidence.
alb2005_consumption_oop_unit_period_four_week_oop_rows,26,Questionnaire OOP rows with four-week recall.
alb2005_consumption_oop_unit_period_twelve_month_oop_rows,10,Questionnaire OOP rows with 12-month recall.
alb2005_consumption_oop_unit_period_sdg382_ready_rows,0,ALB_2005 unit-period rows ready for SDG 3.8.2 denominator construction; should remain zero.
alb2005_consumption_oop_unit_period_recipe_ready_rows,0,ALB_2005 unit-period rows ready for recipe promotion; should remain zero.
alb2005_consumption_oop_unit_period_outcome_ready_rows,0,ALB_2005 unit-period rows ready for outcome promotion; should remain zero.
alb2005_consumption_oop_unit_period_climate_linkage_ready_rows,0,ALB_2005 unit-period rows ready for climate linkage; should remain zero.
alb2005_consumption_aggregate_crosswalk_rows,16,ALB_2005 aggregate metadata/local raw crosswalk audit rows.
alb2005_consumption_aggregate_crosswalk_metadata_rows,9,Public metadata aggregate/component variables checked against local poverty.sav.
alb2005_consumption_aggregate_crosswalk_metadata_present_local_rows,1,Checked public metadata aggregate/component variables present locally.
alb2005_consumption_aggregate_crosswalk_metadata_absent_local_rows,8,Checked public metadata aggregate/component variables absent locally.
alb2005_consumption_aggregate_crosswalk_totcons_positive_rows,3638,Positive local totcons rows in the aggregate crosswalk audit.
alb2005_consumption_aggregate_crosswalk_totcons05_local_rows,0,Local totcons05 rows in poverty.sav; should remain zero in current extract.
alb2005_consumption_aggregate_crosswalk_component_formula_reconstructable_rows,0,Whether public-metadata aggregate formula components are all locally reconstructable; should remain zero.
alb2005_consumption_aggregate_crosswalk_sdg382_ready_rows,0,ALB_2005 aggregate crosswalk rows ready for SDG 3.8.2 denominator construction; should remain zero.
alb2005_consumption_aggregate_crosswalk_recipe_ready_rows,0,ALB_2005 aggregate crosswalk rows ready for recipe promotion; should remain zero.
alb2005_consumption_aggregate_crosswalk_outcome_ready_rows,0,ALB_2005 aggregate crosswalk rows ready for outcome promotion; should remain zero.
alb2005_consumption_aggregate_crosswalk_climate_linkage_ready_rows,0,ALB_2005 aggregate crosswalk rows ready for climate linkage; should remain zero.
alb2005_consumption_component_source_search_rows,37,ALB_2005 consumption component source-search audit rows.
alb2005_consumption_component_source_search_local_files_scanned,46,Local ALB_2005 file rows scanned for component source evidence.
alb2005_consumption_component_source_search_local_variables_scanned,1187,Local ALB_2005 raw-variable rows scanned for component source evidence.
alb2005_consumption_component_source_search_exact_target_variables_found,1,Public metadata target variables found exactly in local raw schema.
alb2005_consumption_component_source_search_exact_target_variables_missing,8,Public metadata target variables missing from local raw schema.
alb2005_consumption_component_source_search_construction_code_files_found,0,Local source-code-like files found under the ALB_2005 extract.
alb2005_consumption_component_source_search_construction_code_targets_found,0,Target variables with construction-code text hits.
alb2005_consumption_component_source_search_recipe_ready_rows,0,ALB_2005 component source-search rows ready for recipe promotion; should remain zero.
alb2005_consumption_component_source_search_outcome_ready_rows,0,ALB_2005 component source-search rows ready for outcome promotion; should remain zero.
alb2005_consumption_component_source_search_sdg382_ready_rows,0,ALB_2005 component source-search rows ready for SDG 3.8.2 denominator construction; should remain zero.
alb2005_consumption_component_source_search_climate_linkage_ready_rows,0,ALB_2005 component source-search rows ready for climate linkage; should remain zero.
alb2005_minimum_recipe_promotion_action_rows,6,ALB_2005 minimum recipe promotion action rows.
alb2005_minimum_recipe_promotion_gate_rows,10,ALB_2005 minimum recipe promotion gate rows.
alb2005_minimum_recipe_promotion_blocked_gates,8,ALB_2005 minimum recipe gates still blocked.
alb2005_minimum_recipe_promotion_harmonized_ready_rows,0,ALB_2005 rows ready for harmonized data promotion; should remain zero.
alb2005_minimum_recipe_promotion_outcome_ready_rows,0,ALB_2005 rows ready for outcome promotion; should remain zero.
alb2005_minimum_recipe_promotion_climate_linkage_ready_rows,0,ALB_2005 rows ready for climate linkage after minimum recipe gates; should remain zero.
alb2005_public_fieldwork_geo_metadata_evidence_rows,10,ALB_2005 public fieldwork/geography metadata evidence rows.
alb2005_public_fieldwork_geo_metadata_verified_source_rows,10,ALB_2005 public fieldwork/geography metadata rows with source snippets verified.
alb2005_public_fieldwork_geo_metadata_source_missing_rows,0,ALB_2005 public fieldwork/geography metadata rows with missing source evidence; should remain zero.
alb2005_public_fieldwork_geo_metadata_household_timing_verified_rows,0,ALB_2005 household timing rows verified after public metadata audit; should remain zero.
alb2005_public_fieldwork_geo_metadata_raw_coordinate_value_rows,0,ALB_2005 raw coordinate value rows verified after public metadata audit; should remain zero.
alb2005_public_fieldwork_geo_metadata_climate_linkage_ready_rows,0,ALB_2005 climate-linkage rows ready after public metadata audit; should remain zero.
alb2005_diary_timing_candidate_audit_rows,11,ALB_2005 bookmetadata diary timing candidate rows.
alb2005_diary_timing_candidate_metadata_found_rows,11,ALB_2005 diary timing candidates found in metadata catalog and DDI.
alb2005_diary_timing_candidate_raw_bookmetadata_files_present,0,Raw bookmetadata files present under temp/raw_downloads; should remain zero in current metadata-only state.
alb2005_diary_timing_candidate_date_candidate_rows,6,Diary beginning/finishing date candidate variables with nonzero DDI valid counts.
alb2005_diary_timing_candidate_household_timing_promoted_rows,0,ALB_2005 household timing rows promoted after diary candidate audit; should remain zero.
alb2005_diary_timing_candidate_climate_linkage_ready_rows,0,ALB_2005 climate-linkage rows ready after diary candidate audit; should remain zero.
alb2005_extracted_module_coverage_ddi_module_rows,68,ALB_2005 DDI/schema modules checked against extracted files.
alb2005_archive_member_manifest_rows,61,Machine-readable ALB_2005 local archive member manifest rows.
alb2005_archive_member_rows,61,Members listed directly from the local ALB_2005 archive.
alb2005_archive_sav_member_rows,44,SPSS .sav members listed directly from the local ALB_2005 archive.
alb2005_archive_questionnaire_member_rows,2,Questionnaire workbook members listed directly from the local ALB_2005 archive.
alb2005_archive_ddi_module_present_rows,41,ALB_2005 DDI/schema modules present in the local archive manifest.
alb2005_archive_ddi_module_absent_rows,27,ALB_2005 DDI/schema modules absent from the local archive manifest.
alb2005_archive_critical_module_absent_rows,8,"Critical ALB_2005 timing, food-diary, and design DDI modules absent from the archive manifest."
alb2005_archive_listing_status,tar_listing_available,Whether the local ALB_2005 archive member list was readable.
alb2005_extracted_module_coverage_present_rows,41,ALB_2005 DDI modules present in extracted files.
alb2005_extracted_module_coverage_missing_rows,27,ALB_2005 DDI modules missing from extracted files.
alb2005_extracted_module_coverage_bookmetadata_missing_rows,1,ALB_2005 bookmetadata_cl missing rows; should be one until raw module is obtained.
alb2005_extracted_module_coverage_critical_missing_rows,8,ALB_2005 critical missing timing/food-diary/design modules.
alb2005_extracted_module_coverage_coordinate_metadata_variable_rows,0,ALB_2005 coordinate/GPS metadata variable rows; zero means GPS claim remains unverified by variable catalog.
alb2005_extracted_module_coverage_coordinate_extracted_file_rows,0,ALB_2005 coordinate/GPS extracted file rows; should remain zero unless a coordinate file is found.
alb2005_extracted_module_coverage_climate_linkage_ready_rows,0,ALB_2005 climate-linkage rows ready after extracted-module audit; should remain zero.
alb2005_fallback_blocker_resolution_rows,12,ALB_2005 fallback blocker matrix rows.
alb2005_fallback_blocker_hard_blocked_rows,12,ALB_2005 rows hard-blocked from fallback promotion.
alb2005_fallback_blocker_harmonized_ready_rows,0,ALB_2005 fallback rows ready for harmonized data; should remain zero.
alb2005_fallback_blocker_outcome_ready_rows,0,ALB_2005 fallback rows ready for outcome promotion; should remain zero.
alb2005_fallback_blocker_climate_linkage_ready_rows,0,ALB_2005 fallback rows ready for climate linkage; should remain zero.
alb2005_fallback_blocker_data_write_ready_rows,0,Rows allowed for data/ write by the ALB_2005 fallback matrix; should remain zero.
alb2005_fallback_blocker_current_decision,blocked_alb2005_no_fallback_ready,Current consolidated ALB_2005 fallback decision.
albania_first_analysis_promotion_wave_rows,4,Local Albania raw waves compared for first analysis promotion.
albania_first_analysis_promotion_gate_rows,40,First-analysis promotion gate checklist rows.
albania_first_analysis_promotion_blocked_gate_rows,19,First-analysis promotion gates still blocked.
albania_first_analysis_promotion_ready_wave_rows,0,Albania waves ready for first analytical-sample promotion; should remain zero.
albania_first_analysis_promotion_harmonized_ready_rows,0,Harmonized-ready rows across compared Albania waves; should remain zero.
albania_first_analysis_promotion_outcome_ready_rows,0,Outcome-ready rows across compared Albania waves; should remain zero.
albania_first_analysis_promotion_climate_linkage_ready_rows,0,Climate-linkage-ready rows across compared Albania waves; should remain zero.
albania_existing_raw_wave_audit_rows,4,Existing Albania raw wave audit rows.
albania_existing_raw_wave_harmonization_ready_rows,0,Existing Albania raw waves ready for harmonized promotion; should remain zero until wave-specific audits pass.
albania_existing_raw_wave_climate_linkage_ready_rows,0,Existing Albania raw waves ready for climate-linkage promotion; should remain zero until timing/geography pass.
alb2008_household_core_candidate_rows,3599,ALB_2008 temp household core candidate rows.
alb2008_household_core_recipe_ready_rows,0,ALB_2008 household core rows ready for data promotion; should remain zero until gates pass.
alb2008_provisional_outcome_feasibility_rows,24,ALB_2008 provisional outcome feasibility audit rows.
alb2008_provisional_outcome_ready_rows,0,ALB_2008 provisional outcome rows ready for final promotion; should remain zero.
alb2008_outcome_semantics_raw_value_rows,61,ALB_2008 raw outcome-semantics value audit rows.
alb2008_outcome_semantics_outcome_ready_rows,0,ALB_2008 raw outcome-semantics rows ready for final promotion; should remain zero.
alb2008_outcome_semantics_sdg382_ready_rows,0,ALB_2008 raw outcome-semantics rows ready for SDG 3.8.2 construction; should remain zero.
alb2008_outcome_semantics_climate_linkage_ready_rows,0,ALB_2008 raw outcome-semantics rows ready for climate linkage; should remain zero.
alb2008_timing_geography_exhaustive_rows,225,ALB_2008 timing/geography exhaustive audit rows.
alb2008_climate_linkage_ready_rows,0,ALB_2008 rows ready for climate linkage; should remain zero until timing/geography are verified.
alb2008_fallback_blocker_resolution_rows,10,ALB_2008 fallback blocker matrix rows.
alb2008_fallback_blocker_hard_blocked_rows,10,ALB_2008 rows hard-blocked from fallback promotion.
alb2008_fallback_blocker_interview_timing_ready_rows,0,ALB_2008 fallback rows with verified interview timing; should remain zero.
alb2008_fallback_blocker_geography_ready_rows,0,ALB_2008 fallback rows with promoted geography; should remain zero.
alb2008_fallback_blocker_outcome_ready_rows,0,ALB_2008 fallback rows ready for outcome promotion; should remain zero.
alb2008_fallback_blocker_climate_linkage_ready_rows,0,ALB_2008 fallback rows ready for climate linkage; should remain zero.
alb2008_fallback_blocker_data_write_ready_rows,0,Rows allowed for data/ write by the ALB_2008 fallback matrix; should remain zero.
alb2008_fallback_blocker_current_decision,blocked_alb2008_no_timing_geography_fallback_ready,Current consolidated ALB_2008 fallback decision.
alb2002_local_geo_artifact_rows,114,ALB_2002 local geography artifact audit rows.
alb2002_local_geo_artifact_summary_rows,16,ALB_2002 local geography artifact summary rows.
alb2002_local_geo_artifact_files_scanned,44,Local extracted ALB_2002 files scanned for geography artifacts.
alb2002_local_geo_artifact_coordinate_raw_variable_rows,0,Raw coordinate/GPS variable rows; should remain zero until a raw coordinate artifact is verified.
alb2002_local_geo_artifact_questionnaire_coordinate_field_rows,2,Questionnaire coordinate/GPS field rows.
alb2002_local_geo_artifact_admin_variable_rows,55,Raw admin/sampling geography variable rows.
alb2002_local_geo_artifact_local_coordinate_ready_rows,0,Rows ready for point climate linkage from local coordinate artifacts; should remain zero.
alb2002_local_geo_artifact_local_boundary_ready_rows,0,Rows ready for admin aggregation from local boundary artifacts; should remain zero.
alb2002_local_geo_artifact_climate_linkage_ready_rows,0,ALB_2002 rows ready for climate linkage after local artifact audit; should remain zero.
first_batch_dataset_verification_gate_rows,10,First-batch dataset verification gate rows.
first_batch_concept_verification_template_rows,130,First-batch concept verification template rows.
first_batch_variable_verification_template_rows,917,First-batch variable verification template rows.
direct_read_bundle_rows,119,Direct-read audit bundle rows.
direct_read_artifact_manifest_rows,453,Curated direct-read artifact manifest rows.
direct_read_summary_rows,467,Direct-read bundle summary rows.
design_scorecard_rows,38,Rows in the refreshed design scorecard.
design_scorecard_current_rows,3,Current-state fail-closed design rows appended to the broad scorecard.
design_no_go_threshold_rows,8,Current design no-go threshold rows.
design_scorecard_data_write_ready_rows,0,Rows allowed for data/ write by the design scorecard; should remain zero.
design_scorecard_current_decision,fail_closed_design_scorecard_currently_no_go_for_estimation_or_policy_learning,Current fail-closed design scorecard decision.
alb2002_promotion_gate_delta_rows,10,ALB_2002 promotion gate delta rows.
alb2002_promotion_gate_delta_hard_blocked_rows,4,ALB_2002 hard-blocked promotion gate rows.
alb2002_promotion_gate_delta_data_write_ready_rows,0,Rows allowed for data/ write by the ALB_2002 gate-delta audit; should remain zero.
alb2002_promotion_gate_delta_decision,partial_gate_delta_documented_keep_data_empty_until_outcome_sdg_geography_gates_pass,Current ALB_2002 promotion-gate delta decision.
alb2002_boundary_blocker_resolution_rows,11,ALB_2002 boundary blocker resolution rows.
alb2002_boundary_blocker_candidate_name_coverage_rows,3,Public boundary leads with complete candidate name coverage but no climate-linkage promotion.
alb2002_boundary_blocker_climate_linkage_ready_rows,0,Rows ready for ALB_2002 boundary climate-linkage promotion; should remain zero.
alb2002_boundary_blocker_data_write_ready_rows,0,Rows allowed for data/ write by the boundary blocker matrix; should remain zero.
alb2002_boundary_blocker_current_decision,blocked_no_alb2002_boundary_source_ready_for_climate_linkage,Current consolidated ALB_2002 boundary-source decision.
alb2002_outcome_blocker_resolution_rows,12,ALB_2002 outcome blocker resolution rows.
alb2002_outcome_blocker_candidate_not_promoted_rows,11,Candidate ALB_2002 outcome rows with evidence but no final promotion.
alb2002_outcome_blocker_outcome_ready_rows,0,Rows ready for final ALB_2002 outcome promotion; should remain zero.
alb2002_outcome_blocker_data_write_ready_rows,0,Rows allowed for data/ write by the outcome blocker matrix; should remain zero.
alb2002_outcome_blocker_current_decision,blocked_no_alb2002_outcome_ready_for_promotion,Current consolidated ALB_2002 outcome-promotion decision.
alb2012_timing_geography_blocker_resolution_rows,10,ALB_2012 fallback blocker matrix rows.
alb2012_timing_geography_blocker_hard_blocked_rows,10,ALB_2012 rows hard-blocked from fallback promotion.
alb2012_timing_geography_blocker_climate_linkage_ready_rows,0,ALB_2012 fallback rows ready for climate linkage; should remain zero.
alb2012_timing_geography_blocker_data_write_ready_rows,0,Rows allowed for data/ write by the ALB_2012 fallback matrix; should remain zero.
alb2012_timing_geography_blocker_current_decision,blocked_alb2012_no_timing_geography_fallback_ready,Current consolidated ALB_2012 fallback decision.
completion_criteria_complete,16,Completion criteria currently complete.
completion_criteria_incomplete,0,Completion criteria currently incomplete.
requirement_status_blocked_raw_microdata,1,Objective requirement status count.
requirement_status_incomplete,1,Objective requirement status count.
requirement_status_satisfied,108,Objective requirement status count.
guardrail_status_satisfied,12,Guardrail status count.
