country,wave,idno,raw_dist_code,raw_dist_label,adm2_name,interview_month,household_rows,lag_months,window_start_month,window_end_month,months_expected,months_available,precip_total_mm,precip_mean_monthly_mm,window_complete
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-08,16,6,2004-02,2004-07,6,6,544.920290,90.820048,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-08,16,12,2003-08,2004-07,12,12,1050.729501,87.560792,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-09,26,1,2004-08,2004-08,1,1,2.166017,2.166017,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-09,26,3,2004-06,2004-08,3,3,11.438555,3.812852,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-09,26,6,2004-03,2004-08,6,6,406.219410,67.703235,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-09,26,12,2003-09,2004-08,12,12,1050.880893,87.573408,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-10,20,1,2004-09,2004-09,1,1,1.791384,1.791384,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-10,20,3,2004-07,2004-09,3,3,8.471526,2.823842,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-10,20,6,2004-04,2004-09,6,6,231.334616,38.555769,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-10,20,12,2003-10,2004-09,12,12,1050.083133,87.506928,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-11,16,1,2004-10,2004-10,1,1,15.827635,15.827635,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-11,16,3,2004-08,2004-10,3,3,19.785035,6.595012,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-11,16,6,2004-05,2004-10,6,6,57.598560,9.599760,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-11,16,12,2003-11,2004-10,12,12,1056.006340,88.000528,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-12,24,1,2004-11,2004-11,1,1,115.241417,115.241417,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-12,24,3,2004-09,2004-11,3,3,132.860436,44.286812,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-12,24,6,2004-06,2004-11,6,6,144.298990,24.049832,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2004-12,24,12,2003-12,2004-11,12,12,1124.281414,93.690118,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2005-01,13,1,2004-12,2004-12,1,1,301.753937,301.753937,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2005-01,13,3,2004-10,2004-12,3,3,432.822989,144.274330,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2005-01,13,6,2004-07,2004-12,6,6,441.294515,73.549086,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2005-01,13,12,2004-01,2004-12,12,12,1220.376583,101.698049,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2005-02,27,1,2005-01,2005-01,1,1,223.320862,223.320862,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2005-02,27,3,2004-11,2005-01,3,3,640.316216,213.438739,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2005-02,27,6,2004-08,2005-01,6,6,660.101251,110.016875,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,104,Rumphi,Rumphi,2005-02,27,12,2004-02,2005-01,12,12,1205.021541,100.418462,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-03,60,1,2004-02,2004-02,1,1,150.943237,150.943237,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-03,60,3,2003-12,2004-02,3,3,583.694031,194.564677,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-03,60,6,2003-09,2004-02,6,6,640.433944,106.738991,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-03,60,12,2003-03,2004-02,12,12,923.951673,76.995973,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-04,60,1,2004-03,2004-03,1,1,161.706299,161.706299,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-04,60,3,2004-01,2004-03,3,3,544.387192,181.462397,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-04,60,6,2003-10,2004-03,6,6,800.804261,133.467377,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-04,60,12,2003-04,2004-03,12,12,879.783063,73.315255,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-05,43,1,2004-04,2004-04,1,1,103.560905,103.560905,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-05,43,3,2004-02,2004-04,3,3,416.210442,138.736814,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-05,43,6,2003-11,2004-04,6,6,898.120571,149.686762,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-05,43,12,2003-05,2004-04,12,12,924.460904,77.038409,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-06,32,1,2004-05,2004-05,1,1,15.365393,15.365393,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-06,32,3,2004-03,2004-05,3,3,280.632597,93.544199,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-06,32,6,2003-12,2004-05,6,6,864.326628,144.054438,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-06,32,12,2003-06,2004-05,12,12,925.910611,77.159218,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-07,84,1,2004-06,2004-06,1,1,1.808977,1.808977,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-07,84,3,2004-04,2004-06,3,3,120.735275,40.245092,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-07,84,6,2004-01,2004-06,6,6,665.122467,110.853744,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-07,84,12,2003-07,2004-06,12,12,925.757907,77.146492,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-08,76,1,2004-07,2004-07,1,1,1.956457,1.956457,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-08,76,3,2004-05,2004-07,3,3,19.130826,6.376942,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-08,76,6,2004-02,2004-07,6,6,435.341268,72.556878,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-08,76,12,2003-08,2004-07,12,12,925.569142,77.130762,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-09,72,1,2004-08,2004-08,1,1,0.785856,0.785856,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-09,72,3,2004-06,2004-08,3,3,4.551289,1.517096,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-09,72,6,2004-03,2004-08,6,6,285.183886,47.530648,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-09,72,12,2003-09,2004-08,12,12,925.617830,77.134819,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-10,53,1,2004-09,2004-09,1,1,1.117311,1.117311,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-10,53,3,2004-07,2004-09,3,3,3.859624,1.286541,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-10,53,6,2004-04,2004-09,6,6,124.594899,20.765816,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-10,53,12,2003-10,2004-09,12,12,925.399160,77.116597,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-11,39,1,2004-10,2004-10,1,1,11.136953,11.136953,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-11,39,3,2004-08,2004-10,3,3,13.040121,4.346707,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-11,39,6,2004-05,2004-10,6,6,32.170947,5.361824,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-11,39,12,2003-11,2004-10,12,12,930.291518,77.524293,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-12,48,1,2004-11,2004-11,1,1,116.065094,116.065094,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-12,48,3,2004-09,2004-11,3,3,128.319359,42.773120,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-12,48,6,2004-06,2004-11,6,6,132.870648,22.145108,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2004-12,48,12,2003-12,2004-11,12,12,997.197276,83.099773,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-01,66,1,2004-12,2004-12,1,1,271.068451,271.068451,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-01,66,3,2004-10,2004-12,3,3,398.270498,132.756833,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-01,66,6,2004-07,2004-12,6,6,402.130122,67.021687,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-01,66,12,2004-01,2004-12,12,12,1067.252589,88.937716,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-02,83,1,2005-01,2005-01,1,1,200.379776,200.379776,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-02,83,3,2004-11,2005-01,3,3,587.513321,195.837774,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-02,83,6,2004-08,2005-01,6,6,600.553442,100.092240,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-02,83,12,2004-02,2005-01,12,12,1035.894709,86.324559,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-03,4,1,2005-02,2005-02,1,1,204.404694,204.404694,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-03,4,3,2004-12,2005-02,3,3,675.852921,225.284307,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-03,4,6,2004-09,2005-02,6,6,804.172279,134.028713,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,105,Mzimba/Mzuzu City,Mzimba,2005-03,4,12,2004-03,2005-02,12,12,1089.356166,90.779680,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-03,40,1,2004-02,2004-02,1,1,184.488693,184.488693,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-03,40,3,2003-12,2004-02,3,3,598.895584,199.631861,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-03,40,6,2003-09,2004-02,6,6,635.368507,105.894751,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-03,40,12,2003-03,2004-02,12,12,930.787835,77.565653,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-04,39,1,2004-03,2004-03,1,1,129.343170,129.343170,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-04,39,3,2004-01,2004-03,3,3,511.166000,170.388667,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-04,39,6,2003-10,2004-03,6,6,763.762004,127.293667,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-04,39,12,2003-04,2004-03,12,12,798.711053,66.559254,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-05,37,1,2004-04,2004-04,1,1,52.324455,52.324455,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-05,37,3,2004-02,2004-04,3,3,366.156319,122.052106,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-05,37,6,2003-11,2004-04,6,6,810.152676,135.025446,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-05,37,12,2003-05,2004-04,12,12,830.243443,69.186954,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-06,44,1,2004-05,2004-05,1,1,6.923450,6.923450,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-06,44,3,2004-03,2004-05,3,3,188.591075,62.863692,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-06,44,6,2003-12,2004-05,6,6,787.486660,131.247777,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-06,44,12,2003-06,2004-05,12,12,829.594756,69.132896,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-07,39,1,2004-06,2004-06,1,1,2.189772,2.189772,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-07,39,3,2004-04,2004-06,3,3,61.437677,20.479226,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-07,39,6,2004-01,2004-06,6,6,572.603677,95.433946,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-07,39,12,2003-07,2004-06,12,12,829.680588,69.140049,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-08,34,1,2004-07,2004-07,1,1,2.559765,2.559765,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-08,34,3,2004-05,2004-07,3,3,11.672987,3.890996,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-08,34,6,2004-02,2004-07,6,6,377.829305,62.971551,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-08,34,12,2003-08,2004-07,12,12,829.729711,69.144143,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-09,47,1,2004-08,2004-08,1,1,1.010989,1.010989,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-09,47,3,2004-06,2004-08,3,3,5.760526,1.920175,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-09,47,6,2004-03,2004-08,6,6,194.351601,32.391934,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-09,47,12,2003-09,2004-08,12,12,829.720108,69.143342,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-10,40,1,2004-09,2004-09,1,1,0.911861,0.911861,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-10,40,3,2004-07,2004-09,3,3,4.482615,1.494205,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-10,40,6,2004-04,2004-09,6,6,65.920292,10.986715,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-10,40,12,2003-10,2004-09,12,12,829.682296,69.140191,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-11,40,1,2004-10,2004-10,1,1,8.268722,8.268722,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-11,40,3,2004-08,2004-10,3,3,10.191571,3.397190,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-11,40,6,2004-05,2004-10,6,6,21.864558,3.644093,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2004-11,40,12,2003-11,2004-10,12,12,832.017234,69.334769,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-01,40,1,2004-12,2004-12,1,1,346.877930,346.877930,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-01,40,3,2004-10,2004-12,3,3,487.297210,162.432403,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-01,40,6,2004-07,2004-12,6,6,491.779825,81.963304,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-01,40,12,2004-01,2004-12,12,12,1064.383502,88.698625,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-02,41,1,2005-01,2005-01,1,1,232.152115,232.152115,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-02,41,3,2004-11,2005-01,3,3,711.180603,237.060201,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-02,41,6,2004-08,2005-01,6,6,721.372175,120.228696,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-02,41,12,2004-02,2005-01,12,12,1099.201480,91.600123,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-03,39,1,2005-02,2005-02,1,1,173.277725,173.277725,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-03,39,3,2004-12,2005-02,3,3,752.307770,250.769257,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-03,39,6,2004-09,2005-02,6,6,893.638911,148.939818,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,201,Kasungu,Kasungu,2005-03,39,12,2004-03,2005-02,12,12,1087.990512,90.665876,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-03,20,1,2004-02,2004-02,1,1,207.469482,207.469482,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-03,20,3,2003-12,2004-02,3,3,706.660446,235.553482,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-03,20,6,2003-09,2004-02,6,6,759.052703,126.508784,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-03,20,12,2003-03,2004-02,12,12,1235.242387,102.936866,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-04,17,1,2004-03,2004-03,1,1,196.862320,196.862320,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-04,17,3,2004-01,2004-03,3,3,654.041153,218.013718,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-04,17,6,2003-10,2004-03,6,6,954.268054,159.044676,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-04,17,12,2003-04,2004-03,12,12,1080.118104,90.009842,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-05,23,1,2004-04,2004-04,1,1,165.161240,165.161240,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-05,23,3,2004-02,2004-04,3,3,569.493042,189.831014,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-05,23,6,2003-11,2004-04,6,6,1113.793552,185.632259,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-05,23,12,2003-05,2004-04,12,12,1147.433625,95.619469,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-06,20,1,2004-05,2004-05,1,1,13.002483,13.002483,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-06,20,3,2004-03,2004-05,3,3,375.026043,125.008681,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-06,20,6,2003-12,2004-05,6,6,1081.686489,180.281082,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-06,20,12,2003-06,2004-05,12,12,1146.973930,95.581161,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-07,20,1,2004-06,2004-06,1,1,4.582861,4.582861,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-07,20,3,2004-04,2004-06,3,3,182.746584,60.915528,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-07,20,6,2004-01,2004-06,6,6,836.787737,139.464623,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-07,20,12,2003-07,2004-06,12,12,1147.484126,95.623677,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-08,19,1,2004-07,2004-07,1,1,6.229256,6.229256,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-08,19,3,2004-05,2004-07,3,3,23.814601,7.938200,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-08,19,6,2004-02,2004-07,6,6,593.307643,98.884607,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-08,19,12,2003-08,2004-07,12,12,1147.871655,95.655971,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-09,21,1,2004-08,2004-08,1,1,2.904701,2.904701,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-09,21,3,2004-06,2004-08,3,3,13.716818,4.572273,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-09,21,6,2004-03,2004-08,6,6,388.742861,64.790477,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-09,21,12,2003-09,2004-08,12,12,1147.795564,95.649630,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-10,20,1,2004-09,2004-09,1,1,1.574013,1.574013,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-10,20,3,2004-07,2004-09,3,3,10.707969,3.569323,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-10,20,6,2004-04,2004-09,6,6,193.454554,32.242426,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2004-10,20,12,2003-10,2004-09,12,12,1147.722607,95.643551,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-01,40,1,2004-12,2004-12,1,1,402.170074,402.170074,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-01,40,3,2004-10,2004-12,3,3,521.789837,173.929946,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-01,40,6,2004-07,2004-12,6,6,532.497806,88.749634,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-01,40,12,2004-01,2004-12,12,12,1369.285544,114.107129,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-02,20,1,2005-01,2005-01,1,1,266.023071,266.023071,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-02,20,3,2004-11,2005-01,3,3,779.733696,259.911232,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-02,20,6,2004-08,2005-01,6,6,792.291621,132.048604,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-02,20,12,2004-02,2005-01,12,12,1385.599264,115.466605,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-03,20,1,2005-02,2005-02,1,1,185.010178,185.010178,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-03,20,3,2004-12,2005-02,3,3,853.203323,284.401108,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-03,20,6,2004-09,2005-02,6,6,974.397099,162.399516,1
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,202,Nkhotakota,Nkhotakota,2005-03,20,12,2004-03,2005-02,12,12,1363.139960,113.594997,1
