artifact_group,relative_path,exists,bytes,rows,sha256,role,current_status
dataset_promotion,report/priority_lsms_isa_threshold_download_sequence.md,1,10265,109,bcb8e41eec119b12749ab31ad76da48a4e7ff0645f2c52a812961a3b40cdf61f,priority LSMS/ISA threshold download sequence report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_threshold_download_sequence.csv,1,43607,19,2ac97cccc18facbd8b6e01d15b00a2ec296af2e4e62f4c17bc76122897aff6db,priority LSMS/ISA threshold download sequence,present_nonempty
dataset_promotion,temp/priority_lsms_isa_threshold_minimum_batch.csv,1,25507,11,05bbd26b34ba03b4ff80643ff6fd26c6ce1f3e00ffc08001b57a33f899373ef6,priority LSMS/ISA threshold minimum batch,present_nonempty
dataset_promotion,temp/priority_lsms_isa_threshold_country_coverage.csv,1,2093,8,cd815b832a3d978a90a8edaed6ee34f051f8a45bdbaf48978554587442d48642,priority LSMS/ISA threshold country coverage,present_nonempty
dataset_promotion,result/priority_lsms_isa_threshold_download_sequence_summary.csv,1,3088,24,8ebc90e95a968e430e51e41a43743100dca1723edc9b361628ce813716fda25f,priority LSMS/ISA threshold download sequence summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_minimum_batch_raw_intake_guide.md,1,9082,95,49ac81610e6831da7201db5f107eeb33815e38efb27a52c3ebd870093fed2811,priority LSMS/ISA minimum-batch raw intake guide report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_minimum_batch_raw_intake_guide.csv,1,26968,11,6b9e634a8edafe2baf50ceaeeb0e50d3e0dc2989f2150733613e64537c64d4ea,priority LSMS/ISA minimum-batch raw intake guide,present_nonempty
dataset_promotion,temp/priority_lsms_isa_minimum_batch_expected_file_manifest.csv,1,382403,890,74339d4773125346cc8042dad889432e4e5ef0973a07ef7ce8ecb86643425944,priority LSMS/ISA minimum-batch expected file manifest,present_nonempty
dataset_promotion,temp/priority_lsms_isa_minimum_batch_core_file_manifest.csv,1,95767,360,74b0fc1bddb81f789bca3f8c07f29d40b88255976bc926cdb96627e3ebd74d06,priority LSMS/ISA minimum-batch core file manifest,present_nonempty
dataset_promotion,result/priority_lsms_isa_minimum_batch_raw_intake_guide_summary.csv,1,1891,15,2e78a83cb4b858e3ea1ec7a809bc034be7781599fd80118542e98ff068ac86c5,priority LSMS/ISA minimum-batch raw intake guide summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_minimum_batch_endpoint_refresh.md,1,9560,106,46c75efcf6fb443da983aedf52a82550e8ca36f500d6c31715f699c24392c19e,priority LSMS/ISA minimum-batch endpoint refresh report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_minimum_batch_endpoint_refresh.csv,1,65425,88,f8a8bd9b065809601d9ce0e27779d3cdbe858e90e673a7620d0caefc66b3037a,priority LSMS/ISA minimum-batch endpoint refresh,present_nonempty
dataset_promotion,temp/priority_lsms_isa_minimum_batch_endpoint_dataset_status.csv,1,3423,11,00d23251be453485120bcedf602105084ea1d34a474ed1004607a3f5d830e270,priority LSMS/ISA minimum-batch endpoint dataset status,present_nonempty
dataset_promotion,result/priority_lsms_isa_minimum_batch_endpoint_refresh_summary.csv,1,2040,16,046c43e3999d8e0fec6bbeb6064738988ade834caa7b4bc64084d6bb0d5ee0b5,priority LSMS/ISA minimum-batch endpoint refresh summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_next_raw_package_action_packet.md,1,10093,116,7c40d28ce521ffb883b04af7e9c672f9b2d9c29e57cbcd4ff04d5b62cb9c5fd3,priority LSMS/ISA next raw package action packet,present_nonempty
dataset_promotion,temp/priority_lsms_isa_next_raw_package_action_queue.csv,1,17034,18,e2025a0981f70a7015625e524afe6e2d568a27e22beb7b1155f94a463bd39396,priority LSMS/ISA next raw package action queue,present_nonempty
dataset_promotion,temp/priority_lsms_isa_next_raw_package_core_files.csv,1,387350,592,b569dba0b6c4c1f384392736cb9aa9aeda10393a0e6bf81a6a5b1906f64a6875,priority LSMS/ISA next raw package core files,present_nonempty
dataset_promotion,result/priority_lsms_isa_next_raw_package_action_summary.csv,1,1656,14,a9d603067ef883ece6224fdfac9422119a6c46810143dac1d3f2be32c251269b,priority LSMS/ISA next raw package action summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_incoming_raw_package_router.md,1,1814,36,3add72455427968d2b6e882c53656ea7ff5456fbbf7eafefa77e24fe94e5f2dc,priority LSMS/ISA incoming raw package router report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_incoming_raw_package_route_plan.csv,1,312,0,ce52fbbc9cbefbbd7602c85a31fe13d87016ad1217675984dc3bf0cd4145b1f5,priority LSMS/ISA incoming raw package route plan,present_nonempty
dataset_promotion,temp/priority_lsms_isa_incoming_raw_package_route_candidates.csv,1,389,0,420712b4be96618d9f1085fc087d130e26cbddc271e51099b84d5eb515c64e97,priority LSMS/ISA incoming raw package route candidates,present_nonempty
dataset_promotion,result/priority_lsms_isa_incoming_raw_package_router_summary.csv,1,923,8,6020ba002d819aeb8061a2ec51d05e5ab3cc8e804c0656f4bdcecee0f280dfaa,priority LSMS/ISA incoming raw package router summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_threshold_gap_control_panel.md,1,3934,55,e26230e42d6b7c96dd619041fc3b109bd8465e03c388c469aefbb3f31794ad25,priority LSMS/ISA threshold gap control panel report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_threshold_gap_download_panel.csv,1,15288,11,b72e21273200a01f42e46b1137dcdf7a9e5dabc1d12ab65e70b8f36b4cebc7e7,priority LSMS/ISA threshold gap download control panel,present_nonempty
dataset_promotion,result/priority_lsms_isa_threshold_gap_country_panel.csv,1,1046,8,33cfcd0c5c01bd7ea3678f3ec9af8734717d7c7589421ad603936a2abcf601bf,priority LSMS/ISA threshold gap country control panel,present_nonempty
dataset_promotion,result/priority_lsms_isa_threshold_gap_control_panel_summary.csv,1,2973,25,8333e606439616be8efb077a81e9cc2533b28e49eeb1e0ec9b79f2ef878edc6b,priority LSMS/ISA threshold gap control panel summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_manual_download_packets.md,1,3928,46,3551d74ef8090a36e4dc26bc88af6c01f9905e597dc94b0cf85b38762c40ebb5,priority LSMS/ISA manual download packet index report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_manual_download_packet_index.csv,1,15719,10,be26e693c424fe163b6cb9ff2e9f9541aaecf137af170cde19829ada86c38e4d,priority LSMS/ISA manual download packet index,present_nonempty
dataset_promotion,temp/priority_lsms_isa_manual_download_packet_core_files.csv,1,81930,323,6438b597d8b642cb6b9ec98ea53ec3d0b33554235851c5ffffa5d727d67e8d21,priority LSMS/ISA manual download packet core-file rows,present_nonempty
dataset_promotion,result/priority_lsms_isa_manual_download_packet_summary.csv,1,1299,11,d225946e9e7d171a502d99f9118bc621e1a660d188099ee93dd9469b56133e33,priority LSMS/ISA manual download packet summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_manual_download_progress_tracker.md,1,2856,40,90609e4d335be7bbcd1785ec24951bbb4ccaf88442d9300691927f71f819f640,priority LSMS/ISA manual download progress tracker report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_manual_download_progress_tracker.csv,1,9383,10,393f7cd32e408e48c0d425441d2dcd2744bc1311b0be3df39f251643c30aa8b5,priority LSMS/ISA manual download progress tracker,present_nonempty
dataset_promotion,result/priority_lsms_isa_manual_download_progress_summary.csv,1,1144,10,a258ffb4bffe04dbd2fc815798c37d82c3042f1efea461c4a53e904f49573d7b,priority LSMS/ISA manual download progress summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_post_download_validation_runner.md,1,8756,77,2ff5c3cacd9a715e0821ee948a6d90287e46b9f768e99198dee56b7864304abb,priority LSMS/ISA post-download validation runner report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_post_download_validation_run_plan.csv,1,17849,50,623d277fa1dafa55cc93b51f2dc7df7d9f0c034c11ed30a0cf7381245e8c9dde,priority LSMS/ISA post-download validation run plan,present_nonempty
dataset_promotion,temp/priority_lsms_isa_post_download_validation_command_log.csv,1,5205,50,2b5e5bc188cef05bb7515df05546eb90a7020cba96e9465cfba7f97ec5d688f5,priority LSMS/ISA post-download validation command log,present_nonempty
dataset_promotion,result/priority_lsms_isa_post_download_validation_runner_summary.csv,1,1304,12,c62fe3ee34037ff04405e7da9a702ac82af00e7d4bc39764677d9e45f8495cfe,priority LSMS/ISA post-download validation runner summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_manual_download_execution_board.md,1,3948,54,f5515c316403b7063934b5e21af09f0cc8e7b8e0b0eebba5ccb807301aa7b7b4,priority LSMS/ISA manual download execution board report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_manual_download_execution_board.csv,1,12497,10,4454ccedda54e9585f12f6ac42913a8a629953f5c7f2b02ceea4ee86bd7c97c9,priority LSMS/ISA manual download execution board,present_nonempty
dataset_promotion,result/priority_lsms_isa_manual_download_execution_board_summary.csv,1,1647,14,8bf56407ba5aa3653b927c8f2fd616e59d6d3b5fa658ea9bac1d05464f7e21e4,priority LSMS/ISA manual download execution board summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_credentialed_download_handoff.md,1,5323,71,3d4d9c67b85b7f94c6ce7baa1ecf7a9285908433ccfd604b164df76634c3e80f,priority LSMS/ISA credentialed download handoff report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_credentialed_download_handoff_plan.csv,1,5075,10,9d6dd17e4516228d3031d44b767414e4069c5c08647f0e88e502a1d03f6e3f8a,priority LSMS/ISA credentialed download handoff plan,present_nonempty
dataset_promotion,temp/priority_lsms_isa_credentialed_download_handoff_log.csv,1,1358,10,c43ff1fe5659dfc6f87c0e32c13a59cb013c977706d2be50ca63f027fa5acf09,priority LSMS/ISA credentialed download handoff log,present_nonempty
dataset_promotion,result/priority_lsms_isa_credentialed_download_handoff_summary.csv,1,1582,14,3dc0a11cd2aeea0ee7c25a846570bf0fc0e84e802c65f49c4a409f25883a07b2,priority LSMS/ISA credentialed download handoff summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_resource_download_route_probe.md,1,10636,107,aea37113cc5586a98c60214ef30f6fd9a845af3699f1b2e1ccd8f0a8754749a0,priority LSMS/ISA public resource route probe report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_resource_download_route_probe.csv,1,183502,240,cc381554c0ec4cefd9ff0ebf74758c5823facbce6b7dd423b5064bdb80e87565,priority LSMS/ISA public resource route probe rows,present_nonempty
dataset_promotion,result/priority_lsms_isa_resource_download_route_probe_summary.csv,1,1895,16,d35c1255e5b65bd1e7977f1fb8116431c39d51c08755836dea41f52c59e6b44d,priority LSMS/ISA public resource route probe summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_download_acceptance_matrix.md,1,12476,148,4aec116f6b8f3958bd1e081ce498da03203de1ae4e4877d1b6bcc976fee223da,priority LSMS/ISA download acceptance matrix report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_download_acceptance_file_matrix.csv,1,430867,838,5342d4c92705017b50ea9ea33ec49808bc014b843ea77486d4679c244ae5fd2e,priority LSMS/ISA download acceptance expected-file matrix,present_nonempty
dataset_promotion,temp/priority_lsms_isa_download_acceptance_requirement_matrix.csv,1,26950,70,ae0efc7980de452798bee992933481d0a0e6b84fd6f36ec55b4653fd6cd0e84e,priority LSMS/ISA download acceptance requirement matrix,present_nonempty
dataset_promotion,result/priority_lsms_isa_download_acceptance_matrix_summary.csv,1,1512,13,78db00e5665581a0250b1dbfa20db2020b9fdc06374f5523f7614ee3663c3c0c,priority LSMS/ISA download acceptance matrix summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_local_target_readmes.md,1,2423,31,4d15933f505fffc8a80c537a398e683127d84444d62096cdbb48cba43956abc3,priority LSMS/ISA local target readmes report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_local_target_readme_manifest.csv,1,16152,10,1ec12e2b4f7650d9a51b0ee769dc9910248ff390988748e2f924158e9fe7e53d,priority LSMS/ISA local target readme manifest,present_nonempty
dataset_promotion,result/priority_lsms_isa_local_target_readme_summary.csv,1,857,8,1811ceb026a726544d9cb255055a6b4e7057531d040713a6dfeee90a08c66967,priority LSMS/ISA local target readme summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_minimum_batch_raw_value_queue.md,1,15622,140,c5a9cc02b7bf8361bd0d125331540f7decf98fd3d8f2e666853cc476ca860e46,priority LSMS/ISA minimum-batch raw-value review queue report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_minimum_batch_raw_value_requirement_queue.csv,1,41512,80,1f8bafe1a976287a1b8a35bdf6e583a92d977dcf96ff3db0eb563e477689ce43,priority LSMS/ISA minimum-batch requirement raw-value queue,present_nonempty
dataset_promotion,temp/priority_lsms_isa_minimum_batch_raw_value_variable_queue.csv,1,195126,811,5ab3a4177b61c7717d3f2dc23bf0fc245b986b885f68314357792aa328564544,priority LSMS/ISA minimum-batch variable raw-value queue,present_nonempty
dataset_promotion,temp/priority_lsms_isa_minimum_batch_raw_value_file_queue.csv,1,109897,323,31796fe6d1b03052612429dba6c4836164ce402f8387956eb828e483d8da8c65,priority LSMS/ISA minimum-batch file raw-value queue,present_nonempty
dataset_promotion,result/priority_lsms_isa_minimum_batch_raw_value_queue_summary.csv,1,1235,11,c95d21ac0a1e49231f1c3f6bd2b24a6027c5b28a5c66f478144a75c5875f532d,priority LSMS/ISA minimum-batch raw-value queue summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_target_folder_receipt_smoke_test.md,1,4138,55,a4e4ecfe4d34c4db475575030d5d325ac329f0bc5c19b07f825fa859cb75ad23,priority LSMS/ISA target-folder receipt smoke-test report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_target_folder_receipt_status.csv,1,4153,10,e9d80d651ab23b7e244abf6d1b82153308efb884521088197122a6cd09056a41,priority LSMS/ISA target-folder receipt status,present_nonempty
dataset_promotion,temp/priority_lsms_isa_target_folder_receipt_file_inventory.csv,1,82171,312,122b894ccd0a371ebe6187ffc82ae0a47825bab2367cf608d03c003bd2a3b38c,priority LSMS/ISA target-folder receipt file inventory,present_nonempty
dataset_promotion,result/priority_lsms_isa_target_folder_receipt_smoke_test_summary.csv,1,1759,14,62163d22c663fb819abbc113528692437b589e91bf7c0ab857e60c1b4455097a,priority LSMS/ISA target-folder receipt smoke-test summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_threshold_replacement_plan.md,1,6601,72,987f0659a762b20f3cd60662399a53bdce6f6c90d767505655a96744c0d1e724,priority LSMS/ISA threshold replacement plan report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_threshold_replacement_candidate_rank.csv,1,6614,8,1e9dfffd6206e82dae3d94471074adfe690733ad3f2df775de4fa37df725a938,priority LSMS/ISA threshold replacement candidate rank,present_nonempty
dataset_promotion,temp/priority_lsms_isa_threshold_replacement_scenarios.csv,1,5832,10,00af4cbcc05f8e45c515d27ff1775c919f7f69ce8a1a5560392d777ed1b83ca0,priority LSMS/ISA threshold replacement scenarios,present_nonempty
dataset_promotion,temp/priority_lsms_isa_threshold_replacement_strategy.csv,1,875,3,0f875ee7767e06a13445a97734170373217c5ad2c10735f490a6f4537ac966e4,priority LSMS/ISA threshold replacement strategy table,present_nonempty
dataset_promotion,result/priority_lsms_isa_threshold_replacement_plan_summary.csv,1,1743,14,3fa42e1f4d779e2f31076af07ebcab230047c204128fbc4bc3430437eb97122b,priority LSMS/ISA threshold replacement plan summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_minimum_batch_climate_linkage_review_queue.md,1,11316,113,2f6af2f6e6eeba1b47e07fae97fca3ba0a08009811fcc11932d6d8d3f5391e06,priority LSMS/ISA minimum-batch climate linkage review queue report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_minimum_batch_climate_linkage_review_queue.csv,1,14335,10,fe5b5da3187f3759f3907f79738b5238cc69f74e2d392afcd85e02ef3dbf29a2,priority LSMS/ISA minimum-batch climate linkage review queue,present_nonempty
dataset_promotion,temp/priority_lsms_isa_minimum_batch_climate_linkage_file_queue.csv,1,37850,102,f79c371d4071fb8171df6b3535ddcf30a00a2845e26ee3104a22db2b27d486d8,priority LSMS/ISA minimum-batch climate linkage file queue,present_nonempty
dataset_promotion,result/priority_lsms_isa_minimum_batch_climate_linkage_review_summary.csv,1,1578,12,f0d43e3d1b007b050809f375e8b9f49f5f770dc566c34e19f9a099ea408d8701,priority LSMS/ISA minimum-batch climate linkage review summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_local_stray_raw_package_locator.md,1,5213,58,15eac47c14585bf9f92291200df697cffb90e2009b9e8334b12844b9d0ae8b57,priority LSMS/ISA local stray raw package locator report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_local_stray_raw_package_candidates.csv,1,426,0,a4b314d8fdf9b743ddbf26ed11a46b1e5d95c64afb353969efaf518ac3a8d916,priority LSMS/ISA local stray raw package candidates,present_nonempty
dataset_promotion,temp/priority_lsms_isa_local_stray_raw_package_route_plan.csv,1,3824,10,2a4c6a8892f9b140ff71ba5687d2595aba8c818aaf6034ee76d4b1592da78b60,priority LSMS/ISA local stray raw package route plan,present_nonempty
dataset_promotion,result/priority_lsms_isa_local_stray_raw_package_locator_summary.csv,1,2656,18,755f81c2b0a27a57aea7d9daf7764984e7eafebc44b62b91471f41c814668e45,priority LSMS/ISA local stray raw package locator summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_promotion_gate_dashboard.md,1,22350,169,cdfa27c42a1ddbe446a01233a961055185e16440ed92fa7e82ffde710d02a075,priority LSMS/ISA promotion gate dashboard report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_promotion_gate_dashboard.csv,1,17030,19,39bd7ba8e30bec555172ad6b51e7812df80c242294b7e8778ead68f9106b13c5,priority LSMS/ISA country-wave promotion gate dashboard,present_nonempty
dataset_promotion,temp/priority_lsms_isa_promotion_gate_requirement_dashboard.csv,1,40144,152,fae8637a9d2c850b13ab8f646e4601947c391c21b59a29647b306f2b496d70b7,priority LSMS/ISA requirement-level promotion gate dashboard,present_nonempty
dataset_promotion,result/priority_lsms_isa_promotion_gate_dashboard_summary.csv,1,1668,14,e79bc9a9498d4249623549ddce72b1363f3abe62daa8bdd47fab8dcacb2a81c8,priority LSMS/ISA promotion gate dashboard summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_minimum_batch_promotion_unlock_board.md,1,4820,53,be08e03d98b3cc0810c4316616fad856cd327d2a21d2e539efb9708a16d7a700,priority LSMS/ISA minimum-batch promotion unlock board report,present_nonempty
dataset_promotion,result/priority_lsms_isa_minimum_batch_promotion_unlock_board.csv,1,15132,10,98fd5305218a8115545bdd945d9723f410b2d302b672b0d8c080ca70d25a1df9,priority LSMS/ISA minimum-batch promotion unlock board,present_nonempty
dataset_promotion,result/priority_lsms_isa_minimum_batch_promotion_unlock_summary.csv,1,2031,16,a83cc1177ceb9297eef90ef7e74cb74a08bbd49b6abae2c5f1faaa7da301d66d,priority LSMS/ISA minimum-batch promotion unlock summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_worldbank_session_bootstrap.md,1,4746,55,bbd8273ebac3971bf9836bbe3b6bb447d8c44a7cd92cae44ddf549eef057ab6e,priority LSMS/ISA World Bank session bootstrap report,present_nonempty
dataset_promotion,result/priority_lsms_isa_worldbank_session_bootstrap.csv,1,11805,10,0eb820304c718978f15c8abefd2aa50751308841964dde78bc97ae3fd26a6a37,priority LSMS/ISA World Bank session bootstrap rows,present_nonempty
dataset_promotion,result/priority_lsms_isa_worldbank_session_bootstrap_summary.csv,1,1327,12,4db825a911348b74dbc20e4528ebfe57e38d74f507a9c558a9d1cce67bec6bda,priority LSMS/ISA World Bank session bootstrap summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_credentialed_fetch_command_packet.md,1,5693,56,448502870a11cb0f7c2f75ffcac1f65e354b78d606dfd75fd95379f0ccb7df13,priority LSMS/ISA credentialed fetch command packet report,present_nonempty
dataset_promotion,result/priority_lsms_isa_credentialed_fetch_command_packet.csv,1,16389,10,ca982621c6e13c4d75942ddcb8ab57008feed682f28e9e15a0b88e4dd1aa1cb4,priority LSMS/ISA credentialed fetch command packet rows,present_nonempty
dataset_promotion,result/priority_lsms_isa_credentialed_fetch_command_packet_summary.csv,1,1192,10,881de4a2ef95e1cb70685d8071bcbfd415ffc394e8d467c38dca5a70584ff69d,priority LSMS/ISA credentialed fetch command packet summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_browser_download_starter.md,1,8858,74,81478c9fedf4e8e901ac00c45fdb3fc9cb5293c89d9e296bf64f94e01bbb624f,priority LSMS/ISA browser download starter report,present_nonempty
dataset_promotion,result/priority_lsms_isa_browser_download_starter.csv,1,15372,10,9406f0c0beee53386965f0870fd91470f6dbb620e5c92dc781c714ae894edd99,priority LSMS/ISA browser download starter rows,present_nonempty
dataset_promotion,result/priority_lsms_isa_browser_download_starter_summary.csv,1,1395,11,9524723e9d4a51d5a2574c49ea6132aac9051106abe0d6e632a986a04c73d39f,priority LSMS/ISA browser download starter summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_first_canary_runbook.md,1,7249,100,a02e4e9c1ae40075bc549afb840bbe9f320a2650e7c50e5768a9751cdba7639d,priority LSMS/ISA first canary download runbook report,present_nonempty
dataset_promotion,result/priority_lsms_isa_first_canary_download_runbook.csv,1,1749,1,b6c7d8d6e371d918f21d6a19330de1afc538b3986530f7d692b0d7121a1d23be,priority LSMS/ISA first canary download runbook rows,present_nonempty
dataset_promotion,result/priority_lsms_isa_first_canary_core_file_checklist.csv,1,8707,25,94a4b378dc67d3a4cdd9d7a0350e0e536ead7f8a1240d35b012ae06f3b94967d,priority LSMS/ISA first canary core file checklist,present_nonempty
dataset_promotion,result/priority_lsms_isa_first_canary_requirement_gate_checklist.csv,1,2946,7,2a895d4c79c2069e95016b1c784cbc924e0c02bd9ca729b3749ceebd88b40ba7,priority LSMS/ISA first canary requirement gate checklist,present_nonempty
dataset_promotion,result/priority_lsms_isa_first_canary_runbook_summary.csv,1,1375,14,b80078f33c8edb824fc7c4d8c3b6ee445fb63a5eaa662837f51338f68118c89c,priority LSMS/ISA first canary runbook summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_local_raw_presence_audit.md,1,4640,61,1e574495bb4d41d8402a079ce9f4d4c9c11829601556d148ed6f6f9d21d23b56,priority LSMS/ISA local raw presence audit report,present_nonempty
dataset_promotion,result/priority_lsms_isa_local_raw_presence_audit.csv,1,7719,19,c0675597e4033c96f6051d67a8f312ce2c2a15c26f88bfb3b704e00969a00732,priority LSMS/ISA local raw presence audit rows,present_nonempty
dataset_promotion,result/priority_lsms_isa_local_nonregistry_raw_files.csv,1,915,4,f75cdbbe8898b56c9b5c96137f09f34e0f661c9675fc0c75b2af0f69f3bb4c5f,priority LSMS/ISA local nonregistry raw-like files,present_nonempty
dataset_promotion,result/priority_lsms_isa_local_raw_presence_summary.csv,1,1037,9,6d7380f7db39877493d02f94d908202dcdb9902d3fe91c56601ca9ce7d02c920,priority LSMS/ISA local raw presence summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_acquisition_to_promotion_handoff.md,1,10779,101,aaf9bd4d9d45f7b64419a154ccadc58e58d0446c152a248510bdf35e7d8b4734,priority LSMS/ISA acquisition-to-promotion handoff report,present_nonempty
dataset_promotion,result/priority_lsms_isa_acquisition_to_promotion_handoff.csv,1,27477,19,6367127306535748800564da5dff23d48e65a85f47def0595ae7702eba2e2526,priority LSMS/ISA acquisition-to-promotion handoff rows,present_nonempty
dataset_promotion,result/priority_lsms_isa_acquisition_to_promotion_gate_checklist.csv,1,63902,209,34e6a3d473b63992661cbd60a159f9d776f03bc0ac2d3f3cd558441965754cd6,priority LSMS/ISA acquisition-to-promotion gate checklist,present_nonempty
dataset_promotion,result/priority_lsms_isa_acquisition_to_promotion_handoff_summary.csv,1,884,8,4cd5e11aead543a2bdd229686419c8b8f63a66507bf35ae18a9f32d2d47dffe2,priority LSMS/ISA acquisition-to-promotion handoff summary,present_nonempty
dataset_promotion,report/priority_analysis_dataset_synthesis_blueprint.md,1,7952,88,e29f84ee3e025ecc8c1dc287efc30ae56a979960a688af2f5ef56c477ec0eed8,priority promoted dataset synthesis blueprint report,present_nonempty
dataset_promotion,temp/priority_analysis_dataset_synthesis_blueprint.csv,1,367776,572,d04df4e97abb9e4cf73b1f07d2b0c4d393cb8e3b0d1766aaad93496de69b6c64,priority target household-climate schema blueprint,present_nonempty
dataset_promotion,temp/priority_analysis_dataset_join_plan.csv,1,6539,13,86ff4f12bab916d90a1f71991c5a6cbaef47bfa00f8c4d6849ec3a20115be9b8,priority dataset-level join plan,present_nonempty
dataset_promotion,result/priority_analysis_dataset_synthesis_blueprint_summary.csv,1,1425,13,ce10f7aa9ea8e5e0c567f9c2c7929c60c9444084cbf2582d8e4c0c4f2bdb099c,priority analysis dataset synthesis blueprint summary,present_nonempty
dataset_promotion,report/priority_country_wave_promotion_packets.md,1,16640,111,2923a5f731359d419a8fafa7923b58acfa342050b99ff6e48382952175e9c065,priority country-wave promotion packet report,present_nonempty
dataset_promotion,temp/priority_country_wave_promotion_packet_index.csv,1,8588,13,7b0813b36756e707c0e8e6edddf230cdfa4ccac2214fb361886f0bf740b6c4c4,priority country-wave promotion packet index,present_nonempty
dataset_promotion,temp/priority_country_wave_promotion_packet_gate_matrix.csv,1,48824,182,9250389980a92b0e4f1ed926ae193bc3fd277f76b1cf22235f902c111617e308,priority country-wave promotion packet gate matrix,present_nonempty
dataset_promotion,temp/priority_country_wave_promotion_packet_action_queue.csv,1,5239,13,98c27abd87d0931fe8ea1b1f43a442f0c113ce371bc2e7b23bed819332e30f9a,priority country-wave promotion packet action queue,present_nonempty
dataset_promotion,result/priority_country_wave_promotion_packet_summary.csv,1,2200,21,f9f3bbc2d687c416de91cb1719348892550a9fc0769d2ef641301bbf773b7576,priority country-wave promotion packet summary,present_nonempty
dataset_promotion,report/priority_lsms_isa_country_wave_promotion_packets.md,1,26921,145,5809feb25d6cf08d0a6fb4f30efa56e75b7c498eefe54e40664437be952dbf35,priority LSMS/ISA country-wave promotion packet report,present_nonempty
dataset_promotion,temp/priority_lsms_isa_country_wave_promotion_packet_index.csv,1,13774,19,85e7093dec755f53953d4ce843052411456339350fb128fcc96fbb223dd0cfac,priority LSMS/ISA country-wave promotion packet index,present_nonempty
dataset_promotion,temp/priority_lsms_isa_country_wave_promotion_packet_gate_matrix.csv,1,124533,361,4f474101ed264c15d6ed508f5edff62ed8dc5c5e237d7ec68e437d48514ce9c5,priority LSMS/ISA country-wave promotion packet gate matrix,present_nonempty
dataset_promotion,temp/priority_lsms_isa_country_wave_promotion_packet_action_queue.csv,1,7474,18,f8520fe5427e144efa8d5417364332c35bc274a7016db46fa3bda6c2fbc1ac7d,priority LSMS/ISA country-wave promotion packet action queue,present_nonempty
dataset_promotion,result/priority_lsms_isa_country_wave_promotion_packet_summary.csv,1,2741,25,bfdb07fb295c26cd9bf9268d0f31d064410ca98f91a7886d9e22a6f6d17e0102,priority LSMS/ISA country-wave promotion packet summary,present_nonempty
dataset_promotion,report/promoted_data_gate.md,1,2683,36,1eff5b60592bbe683caba18d7f81de05f7ea57fbc50f0591695d76b22e9adb5e,promoted data write gate report,present_nonempty
dataset_promotion,result/promoted_data_gate_summary.csv,1,821,7,20fd64d55c114ecc84539718c065c570a4ebcb3aeb5d384ecdceb7781a1bd6d8,promoted data write gate summary,present_nonempty
dataset_promotion,temp/promoted_data_gate_manifest.csv,1,1691,5,5804a1238d279f1ee86f342917e55b6988cd45dbf849a77aacf7f1aee3581623,promoted data quarantine/action manifest,present_nonempty
dataset_promotion,data/README.md,1,648,17,a10d30799d02dedd288dac847f1780f985947721ca1b235866ca0096c3b181ef,data directory promoted-data status note,present_nonempty
