acquisition_batch_rank,batch_role,country,wave,idno,file_rank,file_name,module_priority_role,candidate_categories,candidate_harmonized_variables,candidate_variable_count,candidate_raw_variables_examples,download_priority_reason
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,11,sect11e_plantingw3,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,23,s11eq12;s11eq13;s11eq13b;s11eq19;s11eq20;s11eq20b;s11eq31;s11eq32;lga;state;ea;hhid,need/access; climate geography; weights/design/keys
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,12,sect1_harvestw3,core_main_sample_module_candidate,demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;hhid;pid;psu_or_cluster_id;reason_not_sought_distance;sex,21,s1q40;s1q41;lga;s1q31a;s1q31b;s1q31c;s1q31d;state;ea;hhid;indiv;s1q19,need/access; climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,secta1_harvestw1,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id,68,lga;sa1q9d;state;ea;hhid;plotid;sa1q10c;sa1q11;sa1q12;sa1q13;sa1q14;sa1q15,climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,sect11h_plantingw1,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,59,s11hq15;s11hq16;s11hq16b;s11hq8;s11hq9;s11hq9b;lga;state;ea;hhid;cropcode;cropid,need/access; climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,3,sect11c_plantingw1,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,42,lga;state;ea;hhid;plotid;s11cq1;s11cq10;s11cq11a;s11cq11b;s11cq11c;s11cq12a;s11cq12b,climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,4,sect11b_plantingw1,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;pid;psu_or_cluster_id,41,lga;state;ea;hhid;s11bq2;plotid;s11bq1;s11bq10;s11bq11;s11bq12;s11bq13;s11bq14a,climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,5,secta3_harvestw1,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_not_sought_reason;hhid;psu_or_cluster_id,39,sa3q4;sa3q4b;lga;state;ea;hhid;cropid;plotid;sa3q1;sa3q10;sa3q14;sa3q15a,need/access; climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,6,sect11e_plantingw1,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,36,s11eq12;s11eq13;s11eq13b;s11eq18;s11eq19;s11eq19b;s11eq29;s11eq30;s11eq30b;lga;state;ea,need/access; climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,7,sect4a_harvestw1,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;psu_or_cluster_id;reason_not_sought_distance;sex,34,s4aq14;s4aq17;s4aq19;s4aq20;s4aq20b;s4aq11a;s4aq11a;s4aq11b;s4aq11b;s4aq15;s4aq16;s4aq17,OOP spending; need/access; climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,8,sect8_harvestw1,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;hhid;psu_or_cluster_id,28,lga;state;ea;hhid;s8q1;s8q14a;s8q14b;s8q17;s8q19;s8q2;s8q20;s8q24,climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,9,secta2_harvestw1,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,27,lga;state;ea;hhid;plotid;sa2q10;sa2q11a;sa2q11b;sa2q11c;sa2q12a;sa2q12b;sa2q12c,climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,10,sect11d_plantingw1,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,26,s11dq10;s11dq11;s11dq11b;s11dq16;s11dq17;s11dq17b;s11dq27;s11dq28;s11dq29;s11dq30;lga;state,need/access; climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,11,NGA_HouseholdGeovariables_Y1,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,25,dist_admctr;dist_borderpost;dist_market;dist_popcenter;dist_road;dist_admctr;grn_avg;h2010_grn;h2010_sen;lat_dd_mod;lga;lon_dd_mod,need/access; climate geography; weights/design/keys
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,12,sect1_harvestw1,core_main_sample_module_candidate,demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;hhid;psu_or_cluster_id;reason_not_sought_distance;sex,24,s1q45;lga;s1q36a;s1q36b;s1q36c;s1q36d;state;ea;hhid;s1q14;s1q15;s1q16,need/access; climate geography; weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,SEC_3A_English_Labels,core_main_sample_module_candidate,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,208,s3aq4;s3aq2_1;s3aq2_2;s3aq2_3;s3aq73;hhid;plotnum;s3aq10;s3aq10;s3aq12;s3aq12;s3aq13_1,financial denominator; need/access; weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,2,SEC_3B_English_Labels,core_main_sample_module_candidate,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,190,s3bq4;s3bq2_1;s3bq2_2;s3bq2_3;s3bq66;hhid;plotnum;s3bq10;s3bq12;s3bq12;s3bq13_1;s3bq13_2,financial denominator; need/access; weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,3,SEC_B_C_D_E1_F_G1_U_English_Labels,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;reason_not_sought_distance;sex,70,scq11;scq14_bks;scq14_contr;scq14_fee;scq14_food;scq14_tot;scq14_trans;scq14_tui;scq14_unif;sdq11;sdq5;sdq6,OOP spending; need/access; climate geography; weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,4,HH.Geovariables_Y1,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,48,dist01;dist02;dist03;dist04;dist05;crops11;crops12;crops14;crops15;crops17;crops18;dist05,need/access; climate geography; weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,5,SEC_4A_English_Labels,core_main_sample_module_candidate,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,24,hhid;plotnum;s4aq1;s4aq1;s4aq11_1;s4aq11_2;s4aq12;s4aq13;s4aq14;s4aq15;s4aq16;s4aq17,weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,6,SEC_A_T_English_Labels,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural;shock_module_variable;strata,19,district;region;rural;ward;clusterid;ea;hh_weight;hh_weight_trimmed;hhid;strataid;st2q1;st2q2,climate geography; weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,7,SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels,core_main_sample_module_candidate,demographics;geography;shocks;survey_design,admin1_or_admin2;age;asset_index_or_asset_variable;coping_borrowed;hhid;shock_module_variable,19,shq11e;hhid;sjq12;sjq19;sjq2;sjq20;sjq3_1;sjq3_2;sjq4;sjq5;sjq6;sjq9,climate geography; weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,8,TZY1.HH.Consumption,core_main_sample_module_candidate,consumption;demographics;geography;health_need_access;survey_design,admin1_or_admin2;education;hhid;household_size;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;reason_not_sought_distance;rural;strata;total_consumption_or_income,15,expm;expmR;transport;transportR;region;urban;cluster;hhid;hhweight;intmonth;quarter;strata,financial denominator; need/access; climate geography; weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,9,SEC_S2_English_Labels,core_main_sample_module_candidate,demographics;health_need_access;survey_design,age;asset_index_or_asset_variable;hhid;illness_or_injury_need;sex,13,ssq10_1;ssq10_2;ssq11_1;ssq11_2;ssq8;ssq9;hhid;ssq13;ssq14;ssq4;ssq5mnth;ssq5yr,need/access; weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,10,SECTCEFG,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;shock_module_variable,12,cg03;district;region;ward;ea;ea_id;ce01;ce03;ce12;ce13;ce14;ce15,climate geography; weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,11,SEC_P2_English_Labels,core_main_sample_module_candidate,shocks;survey_design,coping_borrowed;hhid,11,hhid;sp2code;spq10_1;spq10_2;spq10_3;spq3;spq4;spq5;spq6;spq7;spq9,weights/design/keys
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,12,SECTCH,core_main_sample_module_candidate,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;education;psu_or_cluster_id;sex,9,district;region;ward;ea;ea_id;ch12;ch14a;ch19d;ch14c,climate geography; weights/design/keys
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1,AG_SEC3A,core_main_sample_module_candidate,consumption;health_need_access;shocks,agriculture_livelihood;care_not_sought_reason;coping_borrowed;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,108,ag3a_04;ag3a_02_1;ag3a_02_2;ag3a_02_3;ag3a_82;ag3a_02_1;ag3a_02_2;ag3a_02_3;ag3a_03;ag3a_03;ag3a_04;ag3a_04,financial denominator; need/access
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,2,AG_SEC3B,core_main_sample_module_candidate,consumption;health_need_access;shocks,agriculture_livelihood;care_not_sought_reason;coping_borrowed;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,94,ag3b_04;ag3b_02_1;ag3b_02_2;ag3b_02_3;ag3b_75;ag3b_02_1;ag3b_02_2;ag3b_02_3;ag3b_03;ag3b_03;ag3b_04;ag3b_04,financial denominator; need/access
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,3,HH.Geovariables_Y2,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,47,dist01;dist02;dist03;dist04;dist05;dist_Y1Y2;crops11;crops12;crops14;crops15;crops17;crops18,need/access; climate geography; weights/design/keys
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,4,TZY1.HH.Consumption,core_main_sample_module_candidate,consumption;demographics;geography;health_need_access;survey_design,admin1_or_admin2;education;hhid;household_size;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;reason_not_sought_distance;rural;strata;total_consumption_or_income,15,expm;expmR;transport;transportR;region;urban;cluster;hhid;hhweight;intmonth;quarter;strata,financial denominator; need/access; climate geography; weights/design/keys
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,5,HH_SEC_D,core_main_sample_module_candidate,demographics;health_expenditure;health_need_access;survey_design,age;care_sought;education;illness_or_injury_need;oop_health_expenditure;pid,14,hh_d13;hh_d15;hh_d04_1;hh_d04_2;hh_d12_1;hh_d12_2;hh_d48;hh_d49_1;hh_d49_2;hh_d49_3;indidy2;hh_d16,OOP spending; need/access; weights/design/keys
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,6,TZY2.HH.Consumption,core_main_sample_module_candidate,consumption;demographics;geography;health_need_access;survey_design,admin1_or_admin2;education;hhid;household_size;household_weight_or_person_weight;interview_date_or_survey_month;reason_not_sought_distance;rural;strata;total_consumption_or_income,14,expm;expmR;transport;transportR;region;urban;hhid_2008;hhweight;intmonth;quarter;strata;educa,financial denominator; need/access; climate geography; weights/design/keys
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,7,COMSEC_CD,core_main_sample_module_candidate,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id,11,cm_d04b;cm_d05bm;cm_d05by;cm_d06b;cm_d07b;id_01;id_02;id_03;id_04;cm_d01b1;cm_d01b2,climate geography; weights/design/keys
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,8,COMSEC_CE,core_main_sample_module_candidate,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;sex;shock_module_variable,11,id_01;id_02;id_03;id_04;cm_e11;cm_e01;cm_e03;cm_e12;cm_e13;cm_e14;cm_e15,climate geography; weights/design/keys
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,9,COMSEC_CI,core_main_sample_module_candidate,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;education;psu_or_cluster_id;sex;shock_module_variable,10,id_01;id_02;id_03;cm_i15d;id_04;cm_i02;cm_i11;cm_i13a;cm_i13c;cm_i16,climate geography; weights/design/keys
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,10,HH_SEC_B,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;age;hhid;household_head_marker;pid;sex,10,hh_b26_2;hh_b26_3;hh_b28_2;hh_b28_3;hhid_2008;indidy2;hh_b02;hh_b05;hh_b13;hh_b16,climate geography; weights/design/keys
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,11,COMSEC_CJ,core_main_sample_module_candidate,geography;survey_design,admin1_or_admin2;household_weight_or_person_weight;psu_or_cluster_id,9,cm_j02a;cm_j02b;cm_j02c;id_01;id_02;id_03;cm_j01b;cm_j02b;id_04,climate geography; weights/design/keys
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,12,AG_SEC2A,core_main_sample_module_candidate,geography;shocks,agriculture_livelihood;latitude_or_longitude;shock_module_variable,8,ag2a_09;ag2a_10;ag2a_04;ag2a_07;ag2a_08;ag2a_10;plotnum;y1plotnum,climate geography
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,1,AG_SEC_3A,core_main_sample_module_candidate,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,131,ag3a_04;ag3a_02_1;ag3a_02_2;ag3a_02_3;ag3a_84;y3_hhid;ag3a_02_1;ag3a_02_2;ag3a_02_3;ag3a_03;ag3a_03;ag3a_04,financial denominator; need/access; weights/design/keys
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2,AG_SEC_3B,core_main_sample_module_candidate,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,119,ag3b_04;ag3b_02_1;ag3b_02_2;ag3b_02_3;ag3b_77;y3_hhid;ag2a_01;ag2a_01;ag3b_01b;ag3b_02_1;ag3b_02_2;ag3b_02_3,financial denominator; need/access; weights/design/keys
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,3,HouseholdGeovars_Y3,core_main_sample_module_candidate,geography;health_need_access;shocks,admin1_or_admin2;agriculture_livelihood;latitude_or_longitude;reason_not_sought_distance;shock_module_variable,46,dist01;dist02;dist03;dist04;dist05;dist_Y1Y3;crops11;crops12;crops14;crops15;crops17;crops18,need/access; climate geography
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,4,AG_SEC_5A,core_main_sample_module_candidate,health_need_access;shocks;survey_design,agriculture_livelihood;hhid;reason_not_sought_distance;shock_module_variable,40,ag5a_18;ag5a_19;ag5a_20;ag5a_21;ag5a_22;y3_hhid;ag5a_01;ag5a_01;ag5a_04;ag5a_05;ag5a_07_1;ag5a_07_2,need/access; weights/design/keys
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,5,AG_SEC_5B,core_main_sample_module_candidate,health_need_access;shocks;survey_design,agriculture_livelihood;hhid;reason_not_sought_distance;shock_module_variable,40,ag5b_18;ag5b_19;ag5b_20;ag5b_21;ag5b_22;y3_hhid;ag5b_01;ag5b_01;ag5b_04;ag5b_05;ag5b_07_1;ag5b_07_2,need/access; weights/design/keys
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,6,COM_SEC_CE,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;reason_not_sought_distance;sex;shock_module_variable,30,cm_e20_1;cm_e20_10;cm_e20_11;cm_e20_12;cm_e20_2;cm_e20_3;cm_e20_4;cm_e20_5;cm_e20_6;cm_e20_7;cm_e20_8;cm_e20_9,need/access; climate geography; weights/design/keys
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,7,AG_SEC_4A,core_main_sample_module_candidate,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,28,y3_hhid;ag4a_01;ag4a_02;ag4a_03;ag4a_04;ag4a_05;ag4a_06;ag4a_07;ag4a_17;ag4a_19;ag4a_19;ag4a_20,weights/design/keys
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,8,AG_SEC_4B,core_main_sample_module_candidate,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,28,y3_hhid;ag4b_01;ag4b_02;ag4b_03;ag4b_04;ag4b_05;ag4b_06;ag4b_07;ag4b_17;ag4b_19;ag4b_19;ag4b_20,weights/design/keys
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,9,COM_SEC_CF_ID,core_main_sample_module_candidate,geography;survey_design,admin1_or_admin2;latitude_or_longitude;psu_or_cluster_id,23,capital_source;cm_f01;cm_f02;cm_f03;cm_f04;id_01;id_02;id_03;lat1_gr;lat1_min;lat1_sec;lat2_gr,climate geography; weights/design/keys
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,10,HH_SEC_A,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;hhid;household_head_marker;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;rural;strata,21,hh_a01_1;hh_a01_2;hh_a02_1;hh_a02_2;hh_a03_1;hh_a03_2;y3_rural;clusterid;hh_a04_1;hh_a04_2;hh_a09;hh_a18,climate geography; weights/design/keys
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,11,HH_SEC_C,core_main_sample_module_candidate,demographics;health_need_access;survey_design,age;education;hhid;pid;reason_not_sought_distance,18,hh_c14;hh_c15;hh_c28_4;indidy3;y3_hhid;hh_c04;hh_c07;hh_c17;hh_c28_1;hh_c28_2;hh_c28_3;hh_c28_4,need/access; weights/design/keys
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,12,AG_SEC_2A,core_main_sample_module_candidate,geography;shocks;survey_design,agriculture_livelihood;hhid;latitude_or_longitude;shock_module_variable,16,ag2a_06_1;ag2a_06_2;ag2a_06_3;ag2a_06_4;ag2a_09;y3_hhid;ag2a_05;ag2a_06_1;ag2a_06_2;ag2a_06_3;ag2a_06_4;ag2a_07,climate geography; weights/design/keys
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,1,int_welfare_hh,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;coping_sold_assets;education;hhid;household_weight_or_person_weight;illness_or_injury_need;interview_date_or_survey_month;oop_health_expenditure;reason_not_sought_distance;sex;shock_module_variable,113,shock2_15;shock_15;eligilitystatus;hh15_q64;hh15_q67;hh15_q77;hh15_q78a;hh15_q78b;hh15_q78c;hh15_q78d;hh15_q78e;shock2_18,OOP spending; need/access; climate geography; weights/design/keys
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,2,int_access_fin,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;interview_date_or_survey_month;oop_health_expenditure;reason_not_sought_distance;sex,98,credit_item_10;reason_loan_9;eligilitystatus;hh15_q64;hh15_q67;hh15_q77;hh15_q78a;hh15_q78b;hh15_q78c;hh15_q78d;hh15_q78e;county,OOP spending; need/access; climate geography; weights/design/keys
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,3,sage_labourintermed,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;illness_or_injury_need;interview_date_or_survey_month;latitude_or_longitude;pid;reason_not_sought_distance;sex,84,eligilitystatus;hh15_q64;hh15_q67;hh15_q77;hh15_q78a;hh15_q78b;hh15_q78c;hh15_q78d;hh15_q78e;occ_elem_mining;reasons_notjob_sick;county,need/access; climate geography; weights/design/keys
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,4,int_access_health,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_cost;reason_not_sought_distance;reason_not_sought_supply;sex,53,cost_consultation;hh3_q7;hh3_q8;hh4_q2;consult_distance_km;consult_distance_km;consult_distance_min;consult_distance_min;cost_consultation;eligilitystatus;hh3_q1;hh3_q4,OOP spending; need/access; climate geography; weights/design/keys
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,5,int_cohesion,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;hhid;household_weight_or_person_weight;interview_date_or_survey_month;reason_not_sought_distance;sex,49,eligilitystatus;hh15_q64;hh15_q67;hh15_q77;hh15_q78a;hh15_q78b;hh15_q78c;hh15_q78d;hh15_q78e;county;district;newcounty,need/access; climate geography; weights/design/keys
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,6,int_access_educ18plus,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_distance;sex,46,hh3_q8;eligilitystatus;hh3_q1;hh3_q4;hh3_q5;hh3_q6a;hh3_q6a;hh3_q6b;hh3_q7;hh3_q8;reason_left_13;reason_left_4,OOP spending; need/access; climate geography; weights/design/keys
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,7,int_demographics_mem,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_head_marker;household_size;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_distance;sex,46,hh3_q8;eligilitystatus;hh3_q1;hh3_q4;hh3_q5;hh3_q6a;hh3_q6a;hh3_q6b;hh3_q7;hh3_q8;age_elderly_hh;county,OOP spending; need/access; climate geography; weights/design/keys
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,8,int_consexp,core_main_sample_module_candidate,consumption;demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;asset_index_or_asset_variable;care_sought;education;food_consumption;hhid;household_size;household_weight_or_person_weight;nonfood_consumption;oop_health_expenditure;rural;total_consumption_or_income,43,Xfood;Xfood_f;Xfood_pae;Xnfood;Xnfood;cexp14a;cpexp30_pae;nrexp30;nrrexp30_pae;rXfood;rXfood_f;rXfood_pae,financial denominator; OOP spending; need/access; climate geography; weights/design/keys
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,9,int_access_school,core_main_sample_module_candidate,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_distance;sex,40,hh3_q8;eligilitystatus;hh3_q1;hh3_q4;hh3_q5;hh3_q6a;hh3_q6a;hh3_q6b;hh3_q7;hh3_q8;reason_2;reason_7,OOP spending; need/access; climate geography; weights/design/keys
