download_rank,country,wave,idno,catalog_id,expected_file_name,file_description,core_requirements,core_top_variable_names,package_receipt_status,post_download_acceptance_action,data_write_gate_status,modeling_gate_status
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",health_need_and_access;oop_health_expenditure,s4aq15;s4aq16;s4aq17;s4aq1;s4aq6a;s4aq6a_os;s4aq6b;s4aq6b_os;s4aq3;s4aq3b;s4aq3b_os;s4aq20;s4aq20b;s4aq13;s4aq35a;s4aq35b;s4aq35c,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,secta10_harvestw3,"Roster of places or businesses where the household sells and purchases agricultural produce and/or supplies - collected through Post Harvest Agriculture Questionnaire, Section A9b (Fishing Capital and Revenu)",household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,NGA_HouseholdGeovars_Y3,Household level geospatial data,climate_geography,LAT_DD_MOD;LON_DD_MOD,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,secta7_harvestw1,,household_person_keys;weights_and_design,hhid;ea,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,secta8_harvestw1,,household_person_keys;weights_and_design,hhid;ea,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,secta9a1_harvestw1,,household_person_keys;weights_and_design,hhid;ea,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,secta9a2_harvestw1,,household_person_keys;weights_and_design,hhid;ea,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,secta9b1_harvestw1,,household_person_keys;weights_and_design,hhid;ea,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,secta9b2_harvestw1,,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,secta10_harvestw1,,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,secta41_harvestw1,,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,NGA_HouseholdGeovariables_Y1,,climate_geography;weights_and_design,lat_dd_mod;lon_dd_mod;ea;eviarea_avg;grn_avg;h2010_eviarea;h2010_grn;h2010_sen;lga;sen_avg;ea;eviarea_avg;h2010_eviarea,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect3a_harvestw1,,health_need_and_access,s3aq17,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect4a_harvestw1,,health_need_and_access;oop_health_expenditure,s4aq15;s4aq16;s4aq17;s4aq1;s4aq3;s4aq6a;s4aq6b;s4aq6c;s4aq20;s4aq20b;s4aq20;s4aq20b;s4aq19;s4aq13;s4aq17,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sect4b_harvestw1,,health_need_and_access,s4bq3,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,secta_harvestw1,,survey_timing,saq14ah;saq14am;saq14bh;saq14bm;saq18ah;saq18am;saq18bh;saq18bm;saq22ah;saq22am;saq22bh,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,sectc_plantingw1,,survey_timing,interview_date,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,cons_agg_wave1_visit1,Consumption aggregate data (visit 1),climate_geography;consumption_or_income;weights_and_design,ea;totcons;nfdfoth;fdfishpr;fdothpr;fdrestby;fdalcpr;fdbeanpr;ea;hhweight,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,cons_agg_wave1_visit2,Consumption aggregate data (visit 2),climate_geography;consumption_or_income;weights_and_design,ea;totcons;nfdfoth;fdfishpr;fdothpr;fdrestby;ea;hhweight,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_A_T_Swahili_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with Swahili labels,climate_geography;household_person_keys;survey_timing;weights_and_design,ea;hhid;endmin;sa2q17endhr;sa2q17starthr;sa2q17startmins,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_L_Swahili_Labels,SECTION L: Non-Food Expenditures - Past One Week and One Month This file contains data with Swahili labels,consumption_or_income,hhid;slcode;slq1;slq2,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_M_Swahili_Labels,SECTION M: Non-Food Expenditures - Past Twelve Months This file contains data with Swahili labels,consumption_or_income,hhid;smcode;smq1;smq2,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_R_Swahili_Labels,SECTION R: Recent Shocks to Household Welfare This file contains data with Swahili labels,survey_timing,srq5month;srq5year,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_B_C_D_E1_F_G1_U_Swahili_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anthropometry This file contains data with Swahili labels,household_person_keys;oop_health_expenditure,hhid;scq14_fee,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,Agriculture SEC_1_ALL_Swahili_Labels,AGRICULTURE QUESTIONNAIRE - 1. Household Roster This file contains data with Swahili labels,household_person_keys,hhid;rosterid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_2A_Swahili_Labels,Agriculture Questionnaire - Plot Roster Plots anyone in your household owned or cultivated during the 2008 long rainy season. This file contains data with Swahili labels,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_2B_Swahili_Labels,Agriculture Questionnaire - Plot Roster Additional plots owned or cultivated by anyone in the household during the short rainy season This file contains data with Swahili labels,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,nps_weights_oct2010,,weights_and_design,hh_weight;hh_weight_trimmed;strataid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,HH.Geovariables_Y1,,climate_geography,ea_id;lat_modified;lon_modified,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTA1A2_Swahili_Labels,Community Questionnaire Section CA: Identification This file contains data with Swahili labels,climate_geography;weights_and_design,ea_id;ea,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTCB_Swahili_Labels,Community Questionnaire Section CB: Access to Basic Services This file contains data with Swahili labels,climate_geography;weights_and_design,ea_id;ea,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTCEFG,Community Questionnaire Section CE: Agriculture Section CF: Demography and Family Issues Section CG: Governance,climate_geography;weights_and_design,ea_id;ea,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTCH,Community Questionnaire Section CH: Roster of Community Leaders,climate_geography,ea_id,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTCI,Community Questionnaire Section CI: Crime and Policing,climate_geography,ea_id,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_A_T_English_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with English labels,climate_geography;survey_timing;weights_and_design,clusterid;ea;endmin;sa2q17endhr;sa2q17starthr;hh_weight;hh_weight_trimmed;ea;strataid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_B_C_D_E1_F_G1_U_English_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anthropometry This file contains data with English labels,health_need_and_access;household_person_keys;oop_health_expenditure,sdq22;sdq4;sdq43_1;sdq43_2;sdq43_3;sdq55_1;sdq55_2;sdq55_3;sdq6;sdq8;sdq9;hhid;scq14_fee;scq14_food;sdq6;sdq7;scq14_bks;scq14_contr;scq14_tot;scq14_trans;scq14_tui;scq14_unif;sdq5,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_I_English_Labels,"SECTION J: Housing, Water and Sanitation This file contains data with English labels",health_need_and_access,siq8b,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_2A_English_Labels,Agriculture Questionnaire - Plot Roster Plots anyone in your household owned or cultivated during the 2008 long rainy season. This file contains data with English labels,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SEC_2B_English_Labels,Agriculture Questionnaire - Plot Roster Additional plots owned or cultivated by anyone in the household during the short rainy season This file contains data with English labels,household_person_keys,hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,SECTA1A2_English_Labels,Community Questionnaire Section CA: Identification This file contains data with English labels,survey_timing,ca07m;ca07y,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,TZY1.HH.Consumption,Aggregated consumption expenditure data.,consumption_or_income;survey_timing;weights_and_design,hhexpenses;hhexpensesR;expm;expmR;intmonth;hhweight,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,AG_SEC7A,"This file contains data related to section 7A of the Agriculture questionnaire - quantity and value of crop sole, post-procudeion losses and storage for fruit crops.",household_person_keys,y2_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,AG_SEC7B,"This file contains data related to section 7B of the Agriculture questionnaire - quantity and value of crop sole, post-procudeion losses and storage for permanent crops.",household_person_keys,y2_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,AG_SEC10B,This file contains data related to section 10B of the Agriculture questionnaire - quantity and value of livestock byproducts produced by the household during the last 12 months.,household_person_keys,y2_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,Plot.Geovariables_Y2,,climate_geography;weights_and_design,ea_id,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,COMSEC_CA,This file contains data related to section A of the Community questionnaire - presence of community information sharing items.,weights_and_design,id_04,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,COMSEC_CB,"This file contains data related to section B of the Community questionnaire - availability of basic services, the name of the nearest provider and the distance to the location.",weights_and_design,id_04,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,COMSEC_CD,This file contains data related to section D of the Community questionnaire - land use practices in the village and any notable changes in land ownership/appropriation.,weights_and_design,id_04,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,TZY2.EA.Offsets,This file contains the GPS coordinates for the Enumeration Area Center.,climate_geography,clusterid;rum,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,FS_C1,This file contains data related to module C of the Fishery questionnaire - listing of every member of the household who was engaged in fishing activities during the high season.,household_person_keys,y2_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,FS_H2,This file contains data related to module H from the Fishery questionnaire - fish trading costs during the high season.,health_need_and_access,costid;costitem,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,FS_J1,This file contains data related to module J of the Fishery questionnaire - questions 1 through 5 on shared labor/expenses during the low season.,household_person_keys,hhid_2008,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,FS_J3,This file contains data related to module J of the Fishery questionnaire - questions 7 through 13 on hired labor during the low season.,household_person_keys,hhid_2008,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,FS_N2,This file contains data related to module N from the Fishery questionnaire - fish trading costs during the low season.,health_need_and_access,costid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,HH_SEC_A,"This file contains data related to section A of the Household questionnaire - household identifier variables, weights, cluster identification strata identification, 2008/09 household id, enumerator, supervisor, data entry clerk identifiers and data and time of interview.",climate_geography;survey_timing;weights_and_design,clusterid;district;ea;hh_a18_year;region;ward;hh_a18_month;hh_a18_year;strataid;y2_weight,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,HH_SEC_B,"This file contains data related to section B of the Household questionnaire - roster of individuals living in the household, relationship to the household, gender, year of birth, variable to link individuals between survey rounds, marital status, spouse identificaiton, parental status, and place of birth.",household_person_keys,hhid_2008;y2_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,HH_SEC_C,"This file contains data from section C of the Household questionnaire - educational attainment, school characteristics, and expenditures.",survey_timing,hh_c08;hh_c10;hh_c30,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,HH_SEC_D,This file contains data related to section D of the Household questionnaire - general health status and utilization of health services.,health_need_and_access;oop_health_expenditure;survey_timing,hh_d12_1;hh_d12_2;hh_d02;hh_d13;hh_d38;hh_d05_1;hh_d05_2;hh_d07;hh_d08;hh_d09;hh_d13;hh_d15;hh_d29_1;hh_d05_1;hh_d05_2,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,HH_SEC_E1,"This file contains data related to section E of the Household questionnaire - labor market participation during the last seven days, wage work, non-farm enterprise activity, and domestic activities within the home.",survey_timing,hh_e44;hh_e67;hh_e68,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,HH_SEC_G,This file contains data related to section G of the Household questionnaire - subjective welfare assessment of standard of living.,health_need_and_access,hh_g03_5,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,HH_SEC_L,This file contains data related to section L of the Household questionnaire - non-food expenditure during the last week or last month.,consumption_or_income,hh_l01_2;hh_l02;itemcode;y2_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,TZY1.HH.Consumption,Household consumption aggregate from year 1 (2008-2009).,climate_geography;consumption_or_income;health_need_and_access;survey_timing;weights_and_design,urban;hhexpenses;hhexpensesR;expm;expmR;health;healthR;intmonth;hhweight,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,TZY2.HH.Consumption,Household consumption aggregate from year 2.,climate_geography;consumption_or_income;health_need_and_access;household_person_keys;survey_timing;weights_and_design,urban;hhexpenses;hhexpensesR;expm;expmR;health;hhid_2008;intmonth;hhweight,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
7,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,HH.Geovariables_Y2,,climate_geography;weights_and_design,ea_id,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,AG_SEC_08.NSDstat,"Information is asked about amount of inputs redeemed from vouchers, household members that received the vouchers and how the inputs redeemed from vouchers were used by the household.",household_person_keys,y3_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,AG_SEC_01.NSDstat,"Key roster information only, including name, age, sex of household members as well as which member is the key respondent for the agricultural questionnaire.",household_person_keys,y3_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,AG_SEC_11.NSDstat,"Detailed information on the number of farm implements and machinery used or owned by the household in the past 12 months along with associated value if sold, whether the item was used, reasons for no usage, whether any of these items were rented or borrowed for use in the last twelve months and associated rents paid.",health_need_and_access;household_person_keys,ag11_05;y3_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,AG_SEC_12A.NSDstat,"Any extension services or advice that the household received for agricultural or livestock activities in the past 12 months through government extension, NGOs, Cooperative/Farmer’s Association, or Large Scale Farmers, including what activity advice was sought for, subjective rating for advice received, and price paid for receiving advice.",survey_timing,ag12a_07,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,AG_SEC_A.NSDstat,"Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification, supervisor identification, and data entry clerk identification.",climate_geography;survey_timing;weights_and_design,ag_a04_1;ag_a04_2;ag_a13;ag_a12_1,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,COM_SEC_A1A2.NSDstat,"Community identification information including region, district, ward, regional capital identifier, location of market price information, and enumeration area, as well as survey staff information such as interviewers ID code, supervisor, and direct observation questions.",climate_geography;survey_timing,cm_lon_g;cm_lon_m;cm_lon_s;y3_cluster;cm_a07;cm_a07_1;cm_a07_2;cm_a07_3,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,COM_SEC_CB.NSDstat,Information on access to basic services in terms of distance and associated transportation costs for these services.,health_need_and_access,cm_b02,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,COM_SEC_CD.NSDstat,"Land use related issues with estimated percentages of how different types of village land are used (cultivation, forest, pasture, wetland, residential, business), as well as reasons for re-allocation of land (if any), number of households affected, and associated compensation.",weights_and_design,id_04,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,AG_SEC_2A.NSDstat,"Roster of all plots owned or cultivated by the household, including measurement information as calculated by GPS and farmer’s estimate, GPS coordinates, weather conditions at measurement, and reason for missing GPS.",climate_geography;household_person_keys,ag2a_06_3;ag2a_06_4;y3_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,COM_SEC_CG.NSDstat,"Records the local units used for certain items in the surveyed communities. Similar to Section CF, the information is collected both at the village level and the district capital area. The kilogram or liter equivalent for the local units is collected, in addition to the price of the item in that local unit.",weights_and_design,cm_g_weight;cm_g_weight2,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,ConsumptionNPS3.NSDstat,,health_need_and_access,health;healthR,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,HH_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identification, enumerator identification,supervisor identification, and data entry clerk identification.",climate_geography;survey_timing;weights_and_design,hh_a04_1;hh_a04_2;hh_a18;hh_a18_1;hh_a18_2;hh_a18_3;y3_weight;strataid;hh_a04_1;hh_a04_2,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,HH_SEC_B.NSDstat,"SECTION B: HOUSEHOLD MEMBER ROSTER Roster of household members, individual characteristics including: sex, age, relationship to the household head, panel member identification, presence in household, general occupation, parental status, place of birth, marital status, and spouse identification.",household_person_keys,y2_hhid;y3_hhid,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,HH_SEC_D.NSDstat,"SECTION D: HEALTH General health status and utilization of health services; source and financing of health treatments /hospitalization, disaggregated health expenditures, bednet use, pregnancy, prenatal care and births, child health and ailments / diarrhea.",health_need_and_access;oop_health_expenditure,hh_d12_1;hh_d12_2;hh_d02;hh_d13;hh_d23;hh_d05_1;hh_d05_2;hh_d07;hh_d08;hh_d09;hh_d13;hh_d15;hh_d20;hh_d01;hh_d02;hh_d03_1;hh_d03_2,blocked_no_local_package_or_incoming_files,Confirm this file or its archive member is present after placing the complete official package locally.,blocked_no_data_write,blocked
