country,wave,idno,member,variable_name,variable_label,variable_role,raw_value,value_label,raw_count,construct_mapping,proposed_indicator_use,denominator_rule,skip_rule,acceptance_status,remaining_blocker
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27a,What illness do you suffer from: illness 1,chronic_illness_type_1,24,Malnutrition,4,chronic_illness_type_1_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27a,What illness do you suffer from: illness 1,chronic_illness_type_1,18,deaf,3,chronic_illness_type_1_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27a,What illness do you suffer from: illness 1,chronic_illness_type_1,26,Paralysis/stroke,3,chronic_illness_type_1_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27a,What illness do you suffer from: illness 1,chronic_illness_type_1,99,,1,chronic_illness_type_1_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,Sysmiss,Sysmiss,46199,chronic_illness_type_2_system_missing,missing_or_skip_review,exclude unless skip/universe rule requires structural missing,requires upstream skip/universe review,requires_manual_review,System missing values require skip/universe classification.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,99,No other illness given,4905,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,7,Arthritis/rheumatism,32,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,1,Chronic malaria/fever,29,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,9,Stomach disorder,23,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,13,Other,16,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,12,Pneumonia,14,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,8,Nerve disorder,14,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,24,Malnutrition,10,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,2,TB,8,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,5,Asthma,7,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,17,Fainting/epilepsy,6,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,14,"Pain of limbs, joints or swellings",6,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,22,Heart related problems/H.B.Pressure,4,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,19,Dental problem,4,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,10,Sores that don't heal,4,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,25,Eye sight problems,4,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,16,Skin problem,2,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,3,HIV/AIDS,2,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,6,Bilharzia/Schost,2,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d27b,What illness do you suffer from: illness 2,chronic_illness_type_2,4,Diabetes,1,chronic_illness_type_2_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d36,Did you regularly go to health clinic when you were pregnant,antenatal_care_access,Sysmiss,Sysmiss,47023,antenatal_care_access_system_missing,missing_or_skip_review,exclude unless skip/universe rule requires structural missing,requires upstream skip/universe review,requires_manual_review,System missing values require skip/universe classification.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d36,Did you regularly go to health clinic when you were pregnant,antenatal_care_access,1,Yes,3968,antenatal_care_access_yes,candidate_denominator_or_event_signal,include when the relevant construct is used,binary yes/no field; check upstream universe before use,mapping_ready_policy_pending,Needs final construct inclusion rule and universe confirmation.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d36,Did you regularly go to health clinic when you were pregnant,antenatal_care_access,2,No,301,antenatal_care_access_no,candidate_negative_or_no_event_signal,exclude from positive numerator; may remain in denominator depending construct,binary yes/no field; check upstream universe before use,mapping_ready_policy_pending,Needs final denominator and skip/universe rule.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d37,Where did you deliver this child,delivery_place,Sysmiss,Sysmiss,47026,delivery_place_system_missing,missing_or_skip_review,exclude unless skip/universe rule requires structural missing,requires upstream skip/universe review,requires_manual_review,System missing values require skip/universe classification.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d37,Where did you deliver this child,delivery_place,1,Hospital/maternity,1903,facility_delivery_candidate,maternal_access_context_signal,maternal-care context only; not core double-failure unless maternal module retained,conditional on childbirth universe,mapping_ready_policy_pending,Need maternal module inclusion rule.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d37,Where did you deliver this child,delivery_place,3,At home,1266,nonfacility_delivery_candidate,maternal_access_context_signal,maternal-care context only; not core double-failure unless maternal module retained,conditional on childbirth universe,mapping_ready_policy_pending,Need maternal module inclusion rule.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d37,Where did you deliver this child,delivery_place,2,Clinic,648,facility_delivery_candidate,maternal_access_context_signal,maternal-care context only; not core double-failure unless maternal module retained,conditional on childbirth universe,mapping_ready_policy_pending,Need maternal module inclusion rule.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d37,Where did you deliver this child,delivery_place,5,Traditional Birth attendant,406,nonfacility_delivery_candidate,maternal_access_context_signal,maternal-care context only; not core double-failure unless maternal module retained,conditional on childbirth universe,mapping_ready_policy_pending,Need maternal module inclusion rule.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d37,Where did you deliver this child,delivery_place,4,Other,24,delivery_place_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d37,Where did you deliver this child,delivery_place,6,On the way to hospital,19,facility_delivery_candidate,maternal_access_context_signal,maternal-care context only; not core double-failure unless maternal module retained,conditional on childbirth universe,mapping_ready_policy_pending,Need maternal module inclusion rule.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d38,Who delivered this child?,delivery_attendant,Sysmiss,Sysmiss,47027,delivery_attendant_system_missing,missing_or_skip_review,exclude unless skip/universe rule requires structural missing,requires upstream skip/universe review,requires_manual_review,System missing values require skip/universe classification.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d38,Who delivered this child?,delivery_attendant,2,nurse,1863,skilled_delivery_attendant_candidate,maternal_access_context_signal,maternal-care context only; not core double-failure unless maternal module retained,conditional on childbirth universe,mapping_ready_policy_pending,Need maternal module inclusion rule.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d38,Who delivered this child?,delivery_attendant,5,friend or relative,846,delivery_attendant_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d38,Who delivered this child?,delivery_attendant,4,TBA,841,delivery_attendant_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d38,Who delivered this child?,delivery_attendant,1,Doctor or clin. officer,342,skilled_delivery_attendant_candidate,maternal_access_context_signal,maternal-care context only; not core double-failure unless maternal module retained,conditional on childbirth universe,mapping_ready_policy_pending,Need maternal module inclusion rule.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d38,Who delivered this child?,delivery_attendant,3,midwife,310,skilled_delivery_attendant_candidate,maternal_access_context_signal,maternal-care context only; not core double-failure unless maternal module retained,conditional on childbirth universe,mapping_ready_policy_pending,Need maternal module inclusion rule.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d38,Who delivered this child?,delivery_attendant,6,self,59,delivery_attendant_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
Malawi,2004-2005,MWI_2004_IHS-II_v01_M,sec_d.dta,d38,Who delivered this child?,delivery_attendant,7,other,4,delivery_attendant_review,context_or_review_only,retain for manual construct review,review raw universe and upstream skips before use,requires_manual_review,No automatic construct mapping accepted.
