snapshot_date,archive_zip_or_source,file_name,exact_raw_variable_name,exact_label_or_description,normalized_project_name_if_any,role,missingness,direct_official_field,constructed_in_project,notes,source_evidence
2022-01-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Federal Provider Number,Federal Provider Number,facility_id,facility identifier,0.000000,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-01-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv,Rating Cycle 1 Health Deficiency Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,rating_cycle_1_health_deficiency_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv,Rating Cycle 1 Health Revisit Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,rating_cycle_1_health_revisit_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv,Rating Cycle 1 Total Health Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,rating_cycle_1_total_health_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv,Rating Cycle 2 Health Deficiency Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,rating_cycle_2_health_deficiency_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv,Rating Cycle 2 Health Revisit Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,rating_cycle_2_health_revisit_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv,Rating Cycle 2 Total Health Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,rating_cycle_2_total_health_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv,Rating Cycle 3 Health Deficiency Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,rating_cycle_3_health_deficiency_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv,Rating Cycle 3 Health Revisit Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,rating_cycle_3_health_revisit_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv,Rating Cycle 3 Total Health Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,rating_cycle_3_total_health_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv,Total Weighted Health Survey Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,total_weighted_health_survey_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_Claims_Apr2022.csv,Adjusted Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,adjusted_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_Claims_Apr2022.csv,Observed Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,observed_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_Claims_Apr2022.csv,Expected Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,expected_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_Claims_Apr2022.csv,Footnote for Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,footnote_for_score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_MDS_Apr2022.csv,Q1 Measure Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,q1_measure_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_MDS_Apr2022.csv,Footnote for Q1 Measure Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,footnote_for_q1_measure_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_MDS_Apr2022.csv,Q2 Measure Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,q2_measure_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_MDS_Apr2022.csv,Footnote for Q2 Measure Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,footnote_for_q2_measure_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_MDS_Apr2022.csv,Q3 Measure Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,q3_measure_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_MDS_Apr2022.csv,Footnote for Q3 Measure Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,footnote_for_q3_measure_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_MDS_Apr2022.csv,Q4 Measure Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,q4_measure_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_MDS_Apr2022.csv,Footnote for Q4 Measure Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,footnote_for_q4_measure_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_MDS_Apr2022.csv,Four Quarter Average Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,four_quarter_average_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/NH_QualityMsr_MDS_Apr2022.csv,Footnote for Four Quarter Average Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,footnote_for_four_quarter_average_score,possible score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/Skilled_Nursing_Facility_Quality_Reporting_Program_National_Data_Apr2022.csv,Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/Skilled_Nursing_Facility_Quality_Reporting_Program_Provider_Data_Apr2022.csv,Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-04-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-04-27.zip,nursing_homes_including_rehab_services_04_2022/Swing_Bed_SNF_data_Apr2022.csv,Score,Score field in a Provider Data Catalog table; audited as not the official facility-level staffing 0-380 score unless explicitly identified as staffing-domain score.,score,unrelated score fields,not_computed_for_non_providerinfo_file,yes,no,Included to prevent mistaking health/QM score fields for the missing official staffing point score.,Provider Data Catalog archive 2022-04-27; CSV header score-field scan
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Federal Provider Number,Federal Provider Number,facility_id,facility identifier,0.000000,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Provider Name,Provider Name,provider_name,provider characteristics,0.000000,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Provider State,Provider State,state,provider characteristics,0.000000,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Ownership Type,Nature of organization that operates a provider of services,ownership_type,provider characteristics,0.000000,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Number of Certified Beds,Number of Federally Certified Beds,certified_beds,provider characteristics,0.000000,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Average Number of Residents per Day,Average number of residents based on MDS daily census,avg_residents_per_day,provider characteristics,0.004678,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Reported Total Nurse Staffing Hours per Resident per Day,Reported Total Nurse Staffing - Hours per Resident per Day (Aide+LPN+RN),reported_total_nurse_hprd,reported total nurse HPRD,0.036961,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing - Hours per Resident per Day (Aide+LPN+RN),adjusted_total_nurse_hprd,adjusted total nurse HPRD,0.042430,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Reported RN Staffing Hours per Resident per Day,Reported RN Staffing - Hours per Resident per Day,reported_rn_hprd,reported RN HPRD,0.036961,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Adjusted RN Staffing Hours per Resident per Day,Adjusted RN Staffing - Hours per Resident per Day,adjusted_rn_hprd,adjusted RN HPRD,0.042430,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Total number of nurse staff hours per resident per day on the weekend,Total number of nurse staff hours on the weekend - Hours per resident per day,reported_weekend_total_nurse_hprd,reported weekend total nurse HPRD,0.036961,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Registered Nurse hours per resident per day on the weekend,Registered Nurse hours on the weekend - Hours per resident per day,reported_weekend_rn_hprd,reported weekend RN HPRD,0.036961,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Adjusted Weekend Total Nurse Staffing Hours per Resident per Day,,adjusted_weekend_total_nurse_hprd_official,adjusted weekend total nurse HPRD,field_absent,no,no,"Critical absence: July 2022 has reported weekend total nurse HPRD and all-day adjustment components, but not this explicit adjusted weekend field.",Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Total nursing staff turnover,Total nursing staff turnover,total_nursing_staff_turnover,total nurse turnover,0.176901,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Registered Nurse turnover,Registered Nurse turnover,rn_turnover,RN turnover,0.239360,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Number of administrators who have left the nursing home,Number of administrators who have left the nursing home,administrator_departures,administrator turnover/departures,0.305442,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Staffing Rating,Staffing Rating,staffing_rating,staffing star rating,0.020885,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,RN Staffing Rating,,rn_staffing_rating,RN staffing rating,field_absent,no,no,Separate RN staffing star field disappears after the July six-measure staffing-score reform in the audited snapshots.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Overall Rating,Overall Rating,overall_rating,overall star rating,0.013243,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
2022-07-27,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-07-27.zip,nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv,Health Inspection Rating,Health Inspection Rating,health_inspection_rating,health inspection rating,0.013243,yes,no,Direct official Provider Data Catalog field in this snapshot.,Provider Data Catalog archive 2022-07-27; NH_ProviderInfo CSV header; NH_Primary_Data_Dictionary.xlsx ProviderInfo sheet
