action_rank,dataset_idno,dataset,local_target_folder,expected_file_name,module_priority_role,candidate_categories,candidate_harmonized_variables,candidate_variable_count,candidate_raw_variables_examples,expected_file_status,present_matching_files,verification_action
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_3A_Swahili_Labels,core_main_sample_module_candidate,shocks;survey_design,agriculture_livelihood;hhid,2,hhid;plotnum,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_3B_Swahili_Labels,core_main_sample_module_candidate,shocks;survey_design,agriculture_livelihood;hhid,2,hhid;plotnum,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_E2_English_Labels,core_main_sample_module_candidate,survey_design,hhid;pid,2,hhid;sememno,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_I_English_Labels,core_main_sample_module_candidate,demographics;survey_design,hhid;sex,2,hhid;siq2d,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,Agriculture SEC_1_ALL_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_E2_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_G2_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_H1_J_K2_O2_P1_Q1_S1_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_H2_English_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_H2_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_H3_English_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_H3_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_I_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_K1_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_L_English_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_L_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_M_English_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_M_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_N_English_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_N_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_O1_English_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_O1_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_O3_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_P2_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_Q2_English_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_Q2_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_Q3_English_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_Q3_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_R_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,TZA_2008_NPS-R1_v03_M,"Tanzania - National Panel Survey 2008-2009, Wave 1 (2008-2009; TZA_2008_NPS-R1_v03_M)",temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,SEC_S2_Swahili_Labels,core_main_sample_module_candidate,survey_design,hhid,1,hhid,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,LABORF,core_main_sample_module_candidate,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;asset_index_or_asset_variable;care_not_sought_reason;education;pid;sex;shock_module_variable,22,Q25;Q44;Enumdis;Pid;Age;Dwell;Q320;Q321;Q421;Q422;Q514;Q515,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC003,core_main_sample_module_candidate,health_expenditure;health_need_access,care_sought;health_insurance;illness_or_injury_need;oop_health_expenditure,12,a11;a12;a13;a14;a15;a16;a19;a20;a21;a09;a10;a17,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,ANNUAL,core_main_sample_module_candidate,consumption;demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;food_consumption;household_size;household_weight_or_person_weight;nonfood_consumption;total_consumption_or_income,11,cons;non_food;non_food;tot_food;district;edwght;dwelling;electric;hh;hhsize1;hhsize2,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,EDTOTALS,core_main_sample_module_candidate,consumption;demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;food_consumption;household_weight_or_person_weight;nonfood_consumption;sex,9,edfood;ednoncon;ednoncon;district;region;edwght;eddwel;edfem;edmale,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,HHSIZE,core_main_sample_module_candidate,demographics;geography,admin1_or_admin2;age;asset_index_or_asset_variable;household_size;sex,8,district;adfem;admale;child;dwelling;hh;hhsize1;hhsize2,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,NUTR97,core_main_sample_module_candidate,demographics;survey_design,age;household_weight_or_person_weight;sex,7,waz;weight;whz;ageinmth;haz;sex;waz,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC001,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;household_weight_or_person_weight;interview_date_or_survey_month,6,district;region;edwght;int_date;dwelling;hh,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,HEADS,core_main_sample_module_candidate,demographics;geography;survey_design,admin1_or_admin2;age;household_head_marker;pid;sex,5,district;ind;age;relation;sex,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC007,core_main_sample_module_candidate,demographics;survey_design,age;household_weight_or_person_weight,5,c021;c022;c07;c031;c032,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,EXP97,core_main_sample_module_candidate,consumption;geography;survey_design,admin1_or_admin2;food_consumption;psu_or_cluster_id,3,Foodexp;Edsize;Cluster,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC006,core_main_sample_module_candidate,geography;health_need_access,admin1_or_admin2;reason_not_sought_distance,2,b15b;b16d,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC025,core_main_sample_module_candidate,consumption,nonfood_consumption,1,i09i,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC038,access_double_failure_module_candidate,health_need_access;shocks,agriculture_livelihood;reason_not_sought_distance,10,n910n;n910y;n901n;n901y;n907n;n907y;n908n;n908y;n909n;n909y,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC027,access_double_failure_module_candidate,demographics;health_need_access,asset_index_or_asset_variable;reason_not_sought_distance,7,j23;j23p;j01;j07;j08;j09;j17,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC002,access_double_failure_module_candidate,health_need_access,illness_or_injury_need,5,a01;a02;a03;a04;a05,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC043,covariate_mechanism_or_design_module_candidate,shocks,coping_borrowed,5,framt;frpay;hsamt;hspay;mvamt,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC033,access_double_failure_module_candidate,health_need_access;shocks;survey_design,coping_borrowed;reason_not_sought_distance;strata,4,m05d;strat;m03;m05f,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC047,covariate_mechanism_or_design_module_candidate,demographics;survey_design,age;household_head_marker;pid;sex,4,ind;age;relation;sex,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC005,access_double_failure_module_candidate,health_need_access,reason_not_sought_distance,3,b04m;b04y;b05,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC009,access_double_failure_module_candidate,health_need_access,reason_not_sought_distance,3,d08t;d08tp;d08ttot,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC012,access_double_failure_module_candidate,health_need_access,reason_not_sought_distance,3,d17t;d17tp;d17ttot,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC024,access_double_failure_module_candidate,health_need_access,reason_not_sought_distance,3,i04m;i04y;i06,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC039,covariate_mechanism_or_design_module_candidate,demographics,asset_index_or_asset_variable,3,n04_pur;n04_sold;n04_val,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC041,covariate_mechanism_or_design_module_candidate,shocks,coping_borrowed,3,agency;purpose;year,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC028,covariate_mechanism_or_design_module_candidate,demographics,asset_index_or_asset_variable,2,k607n;k607y,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC030,covariate_mechanism_or_design_module_candidate,shocks,coping_borrowed,2,l708n;l708y,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC036,covariate_mechanism_or_design_module_candidate,shocks,coping_borrowed,2,n804n;n804y,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC044,covariate_mechanism_or_design_module_candidate,shocks,agriculture_livelihood;coping_borrowed,2,p01;p01,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC004,access_double_failure_module_candidate,health_need_access,care_sought,1,a25,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC015,covariate_mechanism_or_design_module_candidate,shocks,agriculture_livelihood,1,d8a1,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC016,access_double_failure_module_candidate,health_need_access,reason_not_sought_distance,1,transp,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC034,covariate_mechanism_or_design_module_candidate,demographics,education,1,m07_8,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,JAM_1997_SLC_v01_M,Jamaica - Survey of Living Conditions 1997 (1997; JAM_1997_SLC_v01_M),temp/raw_downloads/JAM_1997_SLC_v01_M/,REC040,covariate_mechanism_or_design_module_candidate,shocks,coping_borrowed,1,o01,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,TZA_2010_NPS-R2_v03_M,"Tanzania - National Panel Survey 2010-2011, Wave 2 (2010-2011; TZA_2010_NPS-R2_v03_M)",temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,AG_SEC3A,core_main_sample_module_candidate,consumption;health_need_access;shocks,agriculture_livelihood;care_not_sought_reason;coping_borrowed;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,108,ag3a_04;ag3a_02_1;ag3a_02_2;ag3a_02_3;ag3a_82;ag3a_02_1;ag3a_02_2;ag3a_02_3;ag3a_03;ag3a_03;ag3a_04;ag3a_04,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,TZA_2010_NPS-R2_v03_M,"Tanzania - National Panel Survey 2010-2011, Wave 2 (2010-2011; TZA_2010_NPS-R2_v03_M)",temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,AG_SEC3B,core_main_sample_module_candidate,consumption;health_need_access;shocks,agriculture_livelihood;care_not_sought_reason;coping_borrowed;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,94,ag3b_04;ag3b_02_1;ag3b_02_2;ag3b_02_3;ag3b_75;ag3b_02_1;ag3b_02_2;ag3b_02_3;ag3b_03;ag3b_03;ag3b_04;ag3b_04,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,TZA_2010_NPS-R2_v03_M,"Tanzania - National Panel Survey 2010-2011, Wave 2 (2010-2011; TZA_2010_NPS-R2_v03_M)",temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,HH.Geovariables_Y2,core_main_sample_module_candidate,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,47,dist01;dist02;dist03;dist04;dist05;dist_Y1Y2;crops11;crops12;crops14;crops15;crops17;crops18,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,TZA_2010_NPS-R2_v03_M,"Tanzania - National Panel Survey 2010-2011, Wave 2 (2010-2011; TZA_2010_NPS-R2_v03_M)",temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,TZY1.HH.Consumption,core_main_sample_module_candidate,consumption;demographics;geography;health_need_access;survey_design,admin1_or_admin2;education;hhid;household_size;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;reason_not_sought_distance;rural;strata;total_consumption_or_income,15,expm;expmR;transport;transportR;region;urban;cluster;hhid;hhweight;intmonth;quarter;strata,not_present,,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
