source name,official URL,access date,file/wave,unit,geography,row count,column count,checksum,status
"Nigeria - General Household Survey, Panel 2010-2011, Wave 1 - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/1002/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2010-2011_NGA_2010_GHSP-W1_v03_M\Nigeria_2010-2011_NGA_2010_GHSP-W1_v03_M_metadata_export.json,catalog/schema/documentation,"National, the survey covered all the 36 states and Federal Capital Territory (FCT).",,2596,c0192fc0cd82968049aafd13dab75ec52d31b0d9f4b7a17475b3228e65336c69,recovered from schema inventory; local snapshot present
"Nigeria - General Household Survey, Panel 2010-2011, Wave 1 - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/NGA_2010_GHSP-W1_v03_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2010-2011_NGA_2010_GHSP-W1_v03_M\Nigeria_2010-2011_NGA_2010_GHSP-W1_v03_M_variables.json,catalog/schema/documentation,"National, the survey covered all the 36 states and Federal Capital Territory (FCT).",,2596,4346de9bb7ad7a538e1dde1b9a5a24d4b9c29859affd8ca62ea1f4e3cc035c93,recovered from schema inventory; local snapshot present
"Nigeria - General Household Survey, Panel 2010-2011, Wave 1 - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/1002,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2010-2011_NGA_2010_GHSP-W1_v03_M\Nigeria_2010-2011_NGA_2010_GHSP-W1_v03_M_data_dictionary.html,catalog/schema/documentation,"National, the survey covered all the 36 states and Federal Capital Territory (FCT).",,2596,0011ed24f9b10a50ebaeb395cf03f3dd9688ea94b8f161b1b737e36e75118624,recovered from schema inventory; local snapshot present
Nigeria - Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016 - World Bank NADA metadata JSON,https://microdata.worldbank.org/metadata/export/2329/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2011-2016_NGA_2011-2016_YouWiNIE_v02_M\Nigeria_2011-2016_NGA_2011-2016_YouWiNIE_v02_M_metadata_export.json,catalog/schema/documentation,National coverage,,1641,44779b1f17a4812648813dd3fe002dd968b386c8df19020b661ec0ed2b169173,recovered from schema inventory; local snapshot present
Nigeria - Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016 - World Bank variable API JSON,https://microdata.worldbank.org/index.php/api/catalog/NGA_2011-2016_YouWiNIE_v02_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2011-2016_NGA_2011-2016_YouWiNIE_v02_M\Nigeria_2011-2016_NGA_2011-2016_YouWiNIE_v02_M_variables.json,catalog/schema/documentation,National coverage,,1641,2987c98b7b90a308a327cddfc3c3886b781d896c17a34ab8eb726b518ff8560d,recovered from schema inventory; local snapshot present
Nigeria - Youth Enterprise With Innovation in Nigeria (YouWiN!) Program Impact Evaluation 2011-2016 - World Bank data dictionary HTML,https://microdata.worldbank.org/catalog/2329,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2011-2016_NGA_2011-2016_YouWiNIE_v02_M\Nigeria_2011-2016_NGA_2011-2016_YouWiNIE_v02_M_data_dictionary.html,catalog/schema/documentation,National coverage,,1641,e3150b9ec48d1236d4ad51b88a488b422eb851873c49136c0041e4a4e496b87b,recovered from schema inventory; local snapshot present
"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/1952/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2012-2013_NGA_2012_GHSP-W2_v02_M\Nigeria_2012-2013_NGA_2012_GHSP-W2_v02_M_metadata_export.json,catalog/schema/documentation,National Zone State Sector,,3016,28ae206e5a664a790bb813aaa35898e58fcdde031edaed4a4094b815653bdee3,recovered from schema inventory; local snapshot present
"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/NGA_2012_GHSP-W2_v02_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2012-2013_NGA_2012_GHSP-W2_v02_M\Nigeria_2012-2013_NGA_2012_GHSP-W2_v02_M_variables.json,catalog/schema/documentation,National Zone State Sector,,3016,8ed5955f855b42ec8edca5f05989f2098c96ae5557da0fb1177c8e4d8032cc60,recovered from schema inventory; local snapshot present
"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/1952,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2012-2013_NGA_2012_GHSP-W2_v02_M\Nigeria_2012-2013_NGA_2012_GHSP-W2_v02_M_data_dictionary.html,catalog/schema/documentation,National Zone State Sector,,3016,3fa5c5a5f876e5e490fe76be1a7d687ffbb24e1fff41d6fd4ba68b349246ab72,recovered from schema inventory; local snapshot present
"Nigeria - General Household Survey, Panel  2015-2016, Wave 3 - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/2734/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2015-2016_NGA_2015_GHSP-W3_v02_M\Nigeria_2015-2016_NGA_2015_GHSP-W3_v02_M_metadata_export.json,catalog/schema/documentation,National coverage,,2907,c1915d29119c212c4e0ecf687317e91878f171947a308818289211ecd4c04204,recovered from schema inventory; local snapshot present
"Nigeria - General Household Survey, Panel  2015-2016, Wave 3 - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/NGA_2015_GHSP-W3_v02_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2015-2016_NGA_2015_GHSP-W3_v02_M\Nigeria_2015-2016_NGA_2015_GHSP-W3_v02_M_variables.json,catalog/schema/documentation,National coverage,,2907,2ff7fb19cd3e0382b3fc4329c64aa3ef1c9aba7cb15106e6bb8ef6ef2c8b13cd,recovered from schema inventory; local snapshot present
"Nigeria - General Household Survey, Panel  2015-2016, Wave 3 - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/2734,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Nigeria_2015-2016_NGA_2015_GHSP-W3_v02_M\Nigeria_2015-2016_NGA_2015_GHSP-W3_v02_M_data_dictionary.html,catalog/schema/documentation,National coverage,,2907,50d7e7c266ac78a759d88186345eedda4c439403a1350a989c573af79f3b7470,recovered from schema inventory; local snapshot present
"Senegal - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-20122 - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/6278/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Senegal_2021-2022_SEN_2021_EHCVM-2_v01_M\Senegal_2021-2022_SEN_2021_EHCVM-2_v01_M_metadata_export.json,catalog/schema/documentation,National coverage,,2208,eda7b618baf6b0b77f9f8decd05aa491a0d5d08a9060f6959f32fd26c997c817,recovered from schema inventory; local snapshot present
"Senegal - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-20122 - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/SEN_2021_EHCVM-2_v01_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Senegal_2021-2022_SEN_2021_EHCVM-2_v01_M\Senegal_2021-2022_SEN_2021_EHCVM-2_v01_M_variables.json,catalog/schema/documentation,National coverage,,2208,0bd14d584094b5372ef30c8c23e0634093bf969acf1b3f4e4affe74e254763b1,recovered from schema inventory; local snapshot present
"Senegal - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-20122 - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/6278,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Senegal_2021-2022_SEN_2021_EHCVM-2_v01_M\Senegal_2021-2022_SEN_2021_EHCVM-2_v01_M_data_dictionary.html,catalog/schema/documentation,National coverage,,2208,d89a99ee75b905f31e9d48bf0de63bac7b0a13a698a28f8d4cc32323394d0b7e,recovered from schema inventory; local snapshot present
Sierra Leone - Integrated Household Survey 2011 - World Bank NADA metadata JSON,https://microdata.worldbank.org/metadata/export/2943/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Sierra_Leone_2011_SLE_2011_SLIHS_v01_M\Sierra_Leone_2011_SLE_2011_SLIHS_v01_M_metadata_export.json,catalog/schema/documentation,National,,1967,e119e612de7e08c5771f4f627f19db972964050182165ffb1981d721ff4e6929,recovered from schema inventory; local snapshot present
Sierra Leone - Integrated Household Survey 2011 - World Bank variable API JSON,https://microdata.worldbank.org/index.php/api/catalog/SLE_2011_SLIHS_v01_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Sierra_Leone_2011_SLE_2011_SLIHS_v01_M\Sierra_Leone_2011_SLE_2011_SLIHS_v01_M_variables.json,catalog/schema/documentation,National,,1967,8a15c95c365df1b11f1708706607b28758d5eb5691e38a64b7a2f2245e66e24d,recovered from schema inventory; local snapshot present
Sierra Leone - Integrated Household Survey 2011 - World Bank data dictionary HTML,https://microdata.worldbank.org/catalog/2943,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Sierra_Leone_2011_SLE_2011_SLIHS_v01_M\Sierra_Leone_2011_SLE_2011_SLIHS_v01_M_data_dictionary.html,catalog/schema/documentation,National,,1967,e2ec694985f9ac66892a6e9998d6d3d36d2231102192cc0711f04072c23eaa05,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2008-2009, Wave 1 - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/76/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2008-2009_TZA_2008_NPS-R1_v03_M\Tanzania_2008-2009_TZA_2008_NPS-R1_v03_M_metadata_export.json,catalog/schema/documentation,"The survey covered all regions and all districts of Tanzania, both mainland and Zanzibar.",,2198,1110ac5fe236eb1508962592a1168b77d55efa3076b80dcd1f4bf99ae7a168a3,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2008-2009, Wave 1 - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/TZA_2008_NPS-R1_v03_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2008-2009_TZA_2008_NPS-R1_v03_M\Tanzania_2008-2009_TZA_2008_NPS-R1_v03_M_variables.json,catalog/schema/documentation,"The survey covered all regions and all districts of Tanzania, both mainland and Zanzibar.",,2198,45c0ef7974644475f60f1927d8272635b9c5559bc3bdbe55b728b275dc05c497,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2008-2009, Wave 1 - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/76,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2008-2009_TZA_2008_NPS-R1_v03_M\Tanzania_2008-2009_TZA_2008_NPS-R1_v03_M_data_dictionary.html,catalog/schema/documentation,"The survey covered all regions and all districts of Tanzania, both mainland and Zanzibar.",,2198,40c2d952f780f4e7ebebd2f314db91cb23c0f241e670674b3453e3f9fa2b1a1b,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2010-2011, Wave 2 - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/1050/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2010-2011_TZA_2010_NPS-R2_v03_M\Tanzania_2010-2011_TZA_2010_NPS-R2_v03_M_metadata_export.json,catalog/schema/documentation,"National Coverage: Dar es Salaam, other urban areas in Mainland, rural areas in Mainland, and Zanzibar",,2062,8f3be27a7d5e0f95ef3fa06d3956ffe257525eff2e8be3371dfb42320a460a2a,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2010-2011, Wave 2 - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/TZA_2010_NPS-R2_v03_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2010-2011_TZA_2010_NPS-R2_v03_M\Tanzania_2010-2011_TZA_2010_NPS-R2_v03_M_variables.json,catalog/schema/documentation,"National Coverage: Dar es Salaam, other urban areas in Mainland, rural areas in Mainland, and Zanzibar",,2062,da0be1c8e6e174e58349855c9defc39d5ac5ed452ac7b6b3f4aac5340bb48202,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2010-2011, Wave 2 - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/1050,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2010-2011_TZA_2010_NPS-R2_v03_M\Tanzania_2010-2011_TZA_2010_NPS-R2_v03_M_data_dictionary.html,catalog/schema/documentation,"National Coverage: Dar es Salaam, other urban areas in Mainland, rural areas in Mainland, and Zanzibar",,2062,bdf47603dfea0a090a74fdfa68f8811218b1cab39115bb3b1db0956e18be6cfe,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2012-2013, Wave 3 - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/2252/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2012-2013_TZA_2012_NPS-R3_v01_M\Tanzania_2012-2013_TZA_2012_NPS-R3_v01_M_metadata_export.json,catalog/schema/documentation,"Representative at the national, urban/rural and major ago-ecological zones levels.",,2139,78e99b77542082f21d89697e05d4680218f49f124a66bcec39085241766c38e8,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2012-2013, Wave 3 - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/TZA_2012_NPS-R3_v01_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2012-2013_TZA_2012_NPS-R3_v01_M\Tanzania_2012-2013_TZA_2012_NPS-R3_v01_M_variables.json,catalog/schema/documentation,"Representative at the national, urban/rural and major ago-ecological zones levels.",,2139,c86504927d6c238e8cdd3164141faa2e845d34cb74787002c9389ed9681aaa01,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2012-2013, Wave 3 - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/2252,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2012-2013_TZA_2012_NPS-R3_v01_M\Tanzania_2012-2013_TZA_2012_NPS-R3_v01_M_data_dictionary.html,catalog/schema/documentation,"Representative at the national, urban/rural and major ago-ecological zones levels.",,2139,787546a683c25f81a33e3878bf5ba34e188d5007fc42a58aa4a691be6f552deb,recovered from schema inventory; local snapshot present
Tanzania - National Panel Survey 2014-2015 - World Bank NADA metadata JSON,https://microdata.worldbank.org/metadata/export/3455/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2013-2016_TZA_2014_NPS-R4_v03_M_v03_A_EXT\Tanzania_2013-2016_TZA_2014_NPS-R4_v03_M_v03_A_EXT_metadata_export.json,catalog/schema/documentation,National,,1963,0bac64cfeb9751ae31ebcc4e68a71413a0cf76624a1a7cb8abd82099bde0f3cc,recovered from schema inventory; local snapshot present
Tanzania - National Panel Survey 2014-2015 - World Bank variable API JSON,https://microdata.worldbank.org/index.php/api/catalog/TZA_2014_NPS-R4_v03_M_v03_A_EXT/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2013-2016_TZA_2014_NPS-R4_v03_M_v03_A_EXT\Tanzania_2013-2016_TZA_2014_NPS-R4_v03_M_v03_A_EXT_variables.json,catalog/schema/documentation,National,,1963,d83a22fb07cd344553260d7c93f4bdf8faf34c4adf10b6f825c16828cd855c95,recovered from schema inventory; local snapshot present
Tanzania - National Panel Survey 2014-2015 - World Bank data dictionary HTML,https://microdata.worldbank.org/catalog/3455,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2013-2016_TZA_2014_NPS-R4_v03_M_v03_A_EXT\Tanzania_2013-2016_TZA_2014_NPS-R4_v03_M_v03_A_EXT_data_dictionary.html,catalog/schema/documentation,National,,1963,2f6e20ca2c042db6e57c0fa7c9eca426c8c5b8ee12e8bb414bdea23f65090e14,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2014-2015, Wave 4 - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/2862/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2014-2015_TZA_2014_NPS-R4_v03_M\Tanzania_2014-2015_TZA_2014_NPS-R4_v03_M_metadata_export.json,catalog/schema/documentation,"Designed for analysis of key indicators at four primary domains of inference, namely: Dar es Salaam, Other Urban, Rural, Zanzibar,",,1993,eec159c6ad7d16d268c0dedb4d55d222772f729baf4501e3be13e972b515cec5,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2014-2015, Wave 4 - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/TZA_2014_NPS-R4_v03_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2014-2015_TZA_2014_NPS-R4_v03_M\Tanzania_2014-2015_TZA_2014_NPS-R4_v03_M_variables.json,catalog/schema/documentation,"Designed for analysis of key indicators at four primary domains of inference, namely: Dar es Salaam, Other Urban, Rural, Zanzibar,",,1993,8a154df561777e5e57c9530f4c0b0ab455cf75e427efb9f3f379f616dc605963,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2014-2015, Wave 4 - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/2862,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2014-2015_TZA_2014_NPS-R4_v03_M\Tanzania_2014-2015_TZA_2014_NPS-R4_v03_M_data_dictionary.html,catalog/schema/documentation,"Designed for analysis of key indicators at four primary domains of inference, namely: Dar es Salaam, Other Urban, Rural, Zanzibar,",,1993,8d2473c6556e50397614f9ca5dfcd9427dc03a7dbdc2f8e5bcad36dba5b03ba3,recovered from schema inventory; local snapshot present
Tanzania - National Panel Survey 2019-2020 - Extended Panel with Sex Disaggregated Data - World Bank NADA metadata JSON,https://microdata.worldbank.org/metadata/export/3885/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2019-2020_TZA_2019_NPS-SDD_v06_M\Tanzania_2019-2020_TZA_2019_NPS-SDD_v06_M_metadata_export.json,catalog/schema/documentation,Designed for analysis of key indicators at the national level.,,2340,f8deca6ce122c49203590f736fbaf1c6a25287c2f21cbad8c0742968aae0e435,recovered from schema inventory; local snapshot present
Tanzania - National Panel Survey 2019-2020 - Extended Panel with Sex Disaggregated Data - World Bank variable API JSON,https://microdata.worldbank.org/index.php/api/catalog/TZA_2019_NPS-SDD_v06_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2019-2020_TZA_2019_NPS-SDD_v06_M\Tanzania_2019-2020_TZA_2019_NPS-SDD_v06_M_variables.json,catalog/schema/documentation,Designed for analysis of key indicators at the national level.,,2340,a16ed7b07fffc41e6545862b45932da84b294affd3a2ab7470d33779769e7fca,recovered from schema inventory; local snapshot present
Tanzania - National Panel Survey 2019-2020 - Extended Panel with Sex Disaggregated Data - World Bank data dictionary HTML,https://microdata.worldbank.org/catalog/3885,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2019-2020_TZA_2019_NPS-SDD_v06_M\Tanzania_2019-2020_TZA_2019_NPS-SDD_v06_M_data_dictionary.html,catalog/schema/documentation,Designed for analysis of key indicators at the national level.,,2340,4322525c6dfe5cff2f75eccc9c63c7d806c4d268d37a2f30982dee50665edb27,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2020-21, Wave 5 - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/5639/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2020-2022_TZA_2020_NPS-R5_v02_M\Tanzania_2020-2022_TZA_2020_NPS-R5_v02_M_metadata_export.json,catalog/schema/documentation,"Designed for analysis of key indicators at four primary domains of inference, namely: Dar es Salaam, Other Urban, Rural, Zanzibar,",,2076,4e0470c76e3a2158e9db219b3db3a6971f862f53eadec33ff1eca8be97103aa4,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2020-21, Wave 5 - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/TZA_2020_NPS-R5_v02_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2020-2022_TZA_2020_NPS-R5_v02_M\Tanzania_2020-2022_TZA_2020_NPS-R5_v02_M_variables.json,catalog/schema/documentation,"Designed for analysis of key indicators at four primary domains of inference, namely: Dar es Salaam, Other Urban, Rural, Zanzibar,",,2076,90d98fd468fc0df8d7c13b1a0f5c89a5f4df8f89071855e76a6d100a760e0dd9,recovered from schema inventory; local snapshot present
"Tanzania - National Panel Survey 2020-21, Wave 5 - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/5639,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Tanzania_2020-2022_TZA_2020_NPS-R5_v02_M\Tanzania_2020-2022_TZA_2020_NPS-R5_v02_M_data_dictionary.html,catalog/schema/documentation,"Designed for analysis of key indicators at four primary domains of inference, namely: Dar es Salaam, Other Urban, Rural, Zanzibar,",,2076,d3d872eb25a739cad66db9c4fc05397d0cbed020d4a38ef47e322f65ae6e0f58,recovered from schema inventory; local snapshot present
Timor-Leste - Survey of Living Standards 2007 and Extension 2008 - World Bank NADA metadata JSON,https://microdata.worldbank.org/metadata/export/78/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Timor-Leste_2007-2008_TLS_2007_TLSLS_v01_M\Timor-Leste_2007-2008_TLS_2007_TLSLS_v01_M_metadata_export.json,catalog/schema/documentation,National coverage. Domains: Urban/rural; Regional,,1244,6c5a0c708bb672dece1a31eea02e78e67eaa4e3a0b4e5351270c68120e63dc4e,recovered from schema inventory; local snapshot present
Timor-Leste - Survey of Living Standards 2007 and Extension 2008 - World Bank variable API JSON,https://microdata.worldbank.org/index.php/api/catalog/TLS_2007_TLSLS_v01_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Timor-Leste_2007-2008_TLS_2007_TLSLS_v01_M\Timor-Leste_2007-2008_TLS_2007_TLSLS_v01_M_variables.json,catalog/schema/documentation,National coverage. Domains: Urban/rural; Regional,,1244,2c021b981623ba4b5d9897ea9883088b0a5ada3c46a590ddbedb88addf0ca197,recovered from schema inventory; local snapshot present
Timor-Leste - Survey of Living Standards 2007 and Extension 2008 - World Bank data dictionary HTML,https://microdata.worldbank.org/catalog/78,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Timor-Leste_2007-2008_TLS_2007_TLSLS_v01_M\Timor-Leste_2007-2008_TLS_2007_TLSLS_v01_M_data_dictionary.html,catalog/schema/documentation,National coverage. Domains: Urban/rural; Regional,,1244,c580f9e67827df2cf2cc8ac920554e9c0e726754204c30707ef75df0decb1a39,recovered from schema inventory; local snapshot present
"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/6279/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Togo_2021-2022_TGO_2021_EHCVM-2_v01_M\Togo_2021-2022_TGO_2021_EHCVM-2_v01_M_metadata_export.json,catalog/schema/documentation,National coverage,,2898,bd27fb41076818d7bf32539ff28b6662ab745f8c29505fdee577469bb66277e3,recovered from schema inventory; local snapshot present
"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/TGO_2021_EHCVM-2_v01_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Togo_2021-2022_TGO_2021_EHCVM-2_v01_M\Togo_2021-2022_TGO_2021_EHCVM-2_v01_M_variables.json,catalog/schema/documentation,National coverage,,2898,1db45be77099492046b40896c94ec1eb9160b2cd8a9df79a339b35bbaf67cefc,recovered from schema inventory; local snapshot present
"Togo - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/6279,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Togo_2021-2022_TGO_2021_EHCVM-2_v01_M\Togo_2021-2022_TGO_2021_EHCVM-2_v01_M_data_dictionary.html,catalog/schema/documentation,National coverage,,2898,6520e543125732ea80484a98da994fd73f5725929318cb238a618ec7c221a3ed,recovered from schema inventory; local snapshot present
"Uganda - Social Assistance Grants for Empowerment Programme 2012, Evaluation Baseline Survey - World Bank NADA metadata JSON",https://microdata.worldbank.org/metadata/export/2652/json,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Uganda_2012_UGA_2012_SAGE-BL_v01_M\Uganda_2012_UGA_2012_SAGE-BL_v01_M_metadata_export.json,catalog/schema/documentation,"The data covers the 14 pilot districts selected for the SAGE programme pilot districts. These districts were as follows: Kiboga, Katwaki, Kaberamaido, Kyenjojo, Nebbi, Apac, Moroto, Nakapiripirit, Kole, Zombo, Amudat, Napak, Kyegegwa and Kyankwanzi. However, for the evaluation the original 8 districts were selected (Apac, Kaberamaido, Katakwi, Kiboga, Kyenjojo, Moroto, Nakapiripirit and Nebbi).",,2975,dc9092b9f29dd89e97beedd32397e050d613f0c8b2133225d119defe9aae624c,recovered from schema inventory; local snapshot present
"Uganda - Social Assistance Grants for Empowerment Programme 2012, Evaluation Baseline Survey - World Bank variable API JSON",https://microdata.worldbank.org/index.php/api/catalog/UGA_2012_SAGE-BL_v01_M/variables,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Uganda_2012_UGA_2012_SAGE-BL_v01_M\Uganda_2012_UGA_2012_SAGE-BL_v01_M_variables.json,catalog/schema/documentation,"The data covers the 14 pilot districts selected for the SAGE programme pilot districts. These districts were as follows: Kiboga, Katwaki, Kaberamaido, Kyenjojo, Nebbi, Apac, Moroto, Nakapiripirit, Kole, Zombo, Amudat, Napak, Kyegegwa and Kyankwanzi. However, for the evaluation the original 8 districts were selected (Apac, Kaberamaido, Katakwi, Kiboga, Kyenjojo, Moroto, Nakapiripirit and Nebbi).",,2975,71b6b51c9708026b0b93e7a431b15424ddfdb0b044f040fb262f3b207eefc0ad,recovered from schema inventory; local snapshot present
"Uganda - Social Assistance Grants for Empowerment Programme 2012, Evaluation Baseline Survey - World Bank data dictionary HTML",https://microdata.worldbank.org/catalog/2652,2026-07-08T14:53:08+00:00,temp\raw_schema_inventory\Uganda_2012_UGA_2012_SAGE-BL_v01_M\Uganda_2012_UGA_2012_SAGE-BL_v01_M_data_dictionary.html,catalog/schema/documentation,"The data covers the 14 pilot districts selected for the SAGE programme pilot districts. These districts were as follows: Kiboga, Katwaki, Kaberamaido, Kyenjojo, Nebbi, Apac, Moroto, Nakapiripirit, Kole, Zombo, Amudat, Napak, Kyegegwa and Kyankwanzi. However, for the evaluation the original 8 districts were selected (Apac, Kaberamaido, Katakwi, Kiboga, Kyenjojo, Moroto, Nakapiripirit and Nebbi).",,2975,e38554d54cfda7b77451b553346a608068e882a67417d79eb7717eb358c529c9,recovered from schema inventory; local snapshot present
