outcome,cutoff,bandwidth,donut,n,coef,se,p,mean_below,mean_above,design
post_weekend_share_total_hours,320,5,1.0,285,-0.053651219972123236,0.010710104901826471,9.664986722057733e-07,0.25337741156668747,0.25175618447461656,donut_RD
post_contract_share_total_hours,320,5,0.0,459,-0.03450308601566955,0.032463762388385733,0.2884280383390201,0.08613440193395955,0.07716737405530562,RD
post_contract_share_total_hours,320,5,1.0,285,0.04530635868524124,0.16083713099162475,0.7783878556444113,0.08033825052649837,0.06355300694376854,donut_RD
post_weekend_rn_lt8_day_share,320,10,0.0,779,-0.00864114197882268,0.013512312730889594,0.5226858273239916,0.031525237814809516,0.030943913217072357,RD
post_weekend_rn_lt8_day_share,320,10,1.0,605,-0.0030600049497359165,0.023997705878350675,0.8985775156075517,0.030311968743038698,0.03117859496507183,donut_RD
post_zero_rn_day_share,320,10,0.0,779,-0.0015603736182672992,0.0074162895205266335,0.833412236764145,0.006547797734341333,0.009335441429833662,RD
post_zero_rn_day_share,320,10,1.0,605,-0.002088657638810254,0.009269906450207963,0.8218100965430153,0.005891617626722296,0.008079209974614586,donut_RD
post_weekend_p10_total_hprd,320,10,0.0,779,0.05739647880533395,0.09551318876907902,0.5480641408549078,3.4664270658088845,3.5682403340636197,RD
post_weekend_p10_total_hprd,320,10,1.0,605,0.019307685869834064,0.1688002510815663,0.9089732981442871,3.4784798773448586,3.607955843743951,donut_RD
post_avg_daily_census,320,10,0.0,779,9.881328359298948,6.792580138720765,0.14615061111732786,69.79233086523226,65.68025713184883,RD
post_avg_daily_census,320,10,1.0,605,23.968145025351046,10.396766065220081,0.021486889428899092,69.6002603842724,64.70237072651933,donut_RD
post_weekend_share_total_hours,320,10,0.0,779,-0.0002402411686640619,0.00225287104715266,0.9151039416949391,0.252431136640795,0.25277835024089473,RD
post_weekend_share_total_hours,320,10,1.0,605,-0.0029687851707387632,0.003778744805154621,0.4323799640530208,0.252629543317894,0.25269436133212986,donut_RD
post_contract_share_total_hours,320,10,0.0,779,-0.010278174703856648,0.02025245488048806,0.6119465585943162,0.08397225744929379,0.08329117408785444,RD
post_contract_share_total_hours,320,10,1.0,605,-0.0015752952018329492,0.03013639886182871,0.9583291909348564,0.08066839647842355,0.08086736099516104,donut_RD
post_weekend_rn_lt8_day_share,320,15,0.0,1096,-0.004724759388414793,0.010270106618841453,0.6455721369450842,0.033004150995362545,0.03167198144366285,RD
post_weekend_rn_lt8_day_share,320,15,1.0,922,0.0006011051155691384,0.01405240273569353,0.9658894239737776,0.032314380107807336,0.03206698173286408,donut_RD
post_zero_rn_day_share,320,15,0.0,1096,0.00039248695987094195,0.005915998782790699,0.9471166440955843,0.006379796363829771,0.009487354956189123,RD
post_zero_rn_day_share,320,15,1.0,922,-0.0011619347383255104,0.006523806090661507,0.8586783347033491,0.005940531974562243,0.008706806379184895,donut_RD
post_weekend_p10_total_hprd,320,15,0.0,1096,0.032457050055877644,0.07743588043491123,0.6751908255250085,3.4555057618441207,3.6103502045093476,RD
post_weekend_p10_total_hprd,320,15,1.0,922,0.01742193978113256,0.11312069132002983,0.877634152896148,3.4626159964575085,3.6504806517624653,donut_RD
post_avg_daily_census,320,15,0.0,1096,1.5172610467231067,5.16441281959285,0.768972991398821,70.01446672024356,65.974181266299,RD
post_avg_daily_census,320,15,1.0,922,1.5623049058404685,7.630220881486945,0.8378110818521103,69.90445018752602,65.42444785200591,donut_RD
post_weekend_share_total_hours,320,15,0.0,1096,3.2456678063380674e-05,0.0017218183269230556,0.9849640236444779,0.2521527470668658,0.252777331957208,RD
post_weekend_share_total_hours,320,15,1.0,922,-0.0009704240147149986,0.002567510732179005,0.7055454689094411,0.25226304589557097,0.25272146503231596,donut_RD
post_contract_share_total_hours,320,15,0.0,1096,-0.0035910220665174315,0.015596799200794704,0.8179476560392147,0.08249765989333167,0.07984453282810267,RD
post_contract_share_total_hours,320,15,1.0,922,0.0055232606780491,0.020323518279628295,0.7858623207538393,0.08024295713384542,0.07710660046242714,donut_RD
post_weekend_rn_lt8_day_share,320,20,0.0,1452,-0.004269345329122561,0.008768755857355088,0.6264159725546512,0.03268153889148119,0.0307970339482465,RD
post_weekend_rn_lt8_day_share,320,20,1.0,1278,0.000924555721233756,0.010863378534204762,0.9321892462244181,0.03218811498262916,0.030877929623027666,donut_RD
post_zero_rn_day_share,320,20,0.0,1452,0.0011813962453646903,0.0048654909416259145,0.8081859598858234,0.006248313285741642,0.009518239805407206,RD
post_zero_rn_day_share,320,20,1.0,1278,0.00017306899711708483,0.004230998773876889,0.9673780420655784,0.00593759525767894,0.008934622574861278,donut_RD
post_weekend_p10_total_hprd,320,20,0.0,1452,0.010259108332923088,0.06862037824592263,0.881175769258778,3.4537455235327976,3.6664740066095707,RD
post_weekend_p10_total_hprd,320,20,1.0,1278,-0.019727864309219658,0.09252852949531079,0.8311984899736067,3.4585906260436325,3.710881800507265,donut_RD
post_avg_daily_census,320,20,0.0,1452,2.0317932801813243,4.441198569552705,0.6473892447332503,71.14645464933226,65.62652037364823,RD
post_avg_daily_census,320,20,1.0,1278,2.6540258162660937,5.699637859049911,0.6415469635594793,71.12387357935793,65.1232953717843,donut_RD
post_weekend_share_total_hours,320,20,0.0,1452,0.00011326696680308556,0.0014779317100059855,0.9389214501009615,0.2522997655680583,0.2532173380401986,RD
post_weekend_share_total_hours,320,20,1.0,1278,-0.0009216491682175295,0.002028073262341865,0.6495854839732145,0.2523831925511922,0.2532848200518556,donut_RD
post_contract_share_total_hours,320,20,0.0,1452,0.00268516406863009,0.013513524289441418,0.8425237675481003,0.08672513416665736,0.07892209360502095,RD
post_contract_share_total_hours,320,20,1.0,1278,0.007939339331375658,0.016598498521458664,0.6325068667510922,0.08536271694745011,0.0766177036823052,donut_RD
post_weekend_rn_lt8_day_share,320,30,0.0,2118,-0.002315127901813621,0.007250712774381258,0.7495331618178147,0.032588217367633385,0.029713244664885424,RD
post_weekend_rn_lt8_day_share,320,30,1.0,1944,0.0012976275674681282,0.008339146214721916,0.8763591806641979,0.032269220160790014,0.02958433796656019,donut_RD
post_zero_rn_day_share,320,30,0.0,2118,0.0032537721619157792,0.0038014872488126156,0.39213856812435366,0.006376002320419531,0.008700006592324682,RD
post_zero_rn_day_share,320,30,1.0,1944,0.0035007577984039378,0.0031191517425339437,0.26185555945913785,0.006180789274001381,0.008164295178787933,donut_RD
post_weekend_p10_total_hprd,320,30,0.0,2118,0.0011647146511993096,0.0604763360369785,0.9846362967614575,3.4275446732280126,3.7092016052192616,RD
post_weekend_p10_total_hprd,320,30,1.0,1944,0.002671082255494381,0.07708325174653712,0.9723608693020276,3.429853082155543,3.746649649076186,donut_RD
post_avg_daily_census,320,30,0.0,2118,-0.7541696498683099,3.64753041434104,0.8362158678125429,71.32516661129289,64.38492010240016,RD
post_avg_daily_census,320,30,1.0,1944,-0.544674726962034,4.41041107199905,0.9017259493654946,71.31612780837516,63.83203129752695,donut_RD
post_weekend_share_total_hours,320,30,0.0,2118,0.0005409134929621226,0.0012247724567033005,0.6587919578914727,0.252388050671246,0.25320005306859666,RD
post_weekend_share_total_hours,320,30,1.0,1944,0.0001650955806105104,0.0015554238300125602,0.9154807718825737,0.2524441890451651,0.25324300762922136,donut_RD
post_contract_share_total_hours,320,30,0.0,2118,-0.0027898016475097526,0.010748215733363592,0.7952288434502335,0.0864255375749688,0.07820416044059406,RD
post_contract_share_total_hours,320,30,1.0,1944,-0.0023080443225410446,0.012247704756498806,0.8505458981060836,0.0855434648043799,0.07651534421069914,donut_RD
post_weekend_rn_lt8_day_share,180,10,0.0,1519,-0.029856432353344765,0.012029164987110158,0.013172279789142705,0.05224061421762572,0.04421138242931659,placebo_cutoff
post_zero_rn_day_share,180,10,0.0,1519,-0.01150476925942966,0.004533446142121812,0.01125614352163562,0.01013836571557711,0.007860465917145579,placebo_cutoff
post_weekend_p10_total_hprd,180,10,0.0,1519,-0.040293491084803755,0.05045594484059079,0.4246547568376957,2.69598895249437,2.7351029968403298,placebo_cutoff
post_avg_daily_census,180,10,0.0,1519,14.154953798653617,5.117514234101259,0.005744070499967835,90.39447702077199,90.80028479387988,placebo_cutoff
post_weekend_share_total_hours,180,10,0.0,1519,-0.003161520254236709,0.001781262227145446,0.07611905532867835,0.25147084605139614,0.25185014406457973,placebo_cutoff
post_contract_share_total_hours,180,10,0.0,1519,0.02331497935368338,0.012540149607536728,0.06318878412530626,0.09833498894164183,0.09140619958035022,placebo_cutoff
post_weekend_rn_lt8_day_share,180,20,0.0,2629,-0.011171189133625324,0.008282594376448151,0.17753207125809212,0.057774189531589255,0.044004002742298626,placebo_cutoff
post_zero_rn_day_share,180,20,0.0,2629,-0.004203317176674749,0.0028931973097676106,0.14639112401016252,0.011729339662949619,0.007849231563050568,placebo_cutoff
post_weekend_p10_total_hprd,180,20,0.0,2629,-0.018595119013096607,0.03598018057189217,0.6053284195158486,2.6786455768626363,2.749689257796227,placebo_cutoff
post_avg_daily_census,180,20,0.0,2629,4.838332582483373,3.802119606998548,0.20329558344563492,90.00102671275177,89.84709044962709,placebo_cutoff
post_weekend_share_total_hours,180,20,0.0,2629,-0.0013048140284460442,0.0011769206529351054,0.26767508301593823,0.25112555082223487,0.25188889029577743,placebo_cutoff
post_contract_share_total_hours,180,20,0.0,2629,0.003316276270271307,0.00930000721208905,0.7214284951468999,0.09434694318404778,0.08909169256430598,placebo_cutoff
post_weekend_rn_lt8_day_share,230,10,0.0,1389,-0.004957317956523136,0.013479015216550622,0.7130931607874555,0.04122433360445057,0.03991855665477713,placebo_cutoff
post_zero_rn_day_share,230,10,0.0,1389,-0.011516564810425626,0.009220368193013466,0.21186324502866216,0.009346507801885376,0.007340676560264601,placebo_cutoff
post_weekend_p10_total_hprd,230,10,0.0,1389,-0.04725606170954533,0.06658389782074803,0.47799596969412117,2.916539814155548,2.9852256818472416,placebo_cutoff
post_avg_daily_census,230,10,0.0,1389,8.695709363017698,5.484906278958062,0.11310628716025417,82.8650370098444,84.18140460865841,placebo_cutoff
post_weekend_share_total_hours,230,10,0.0,1389,0.001115380722624737,0.0014956383743096177,0.4559415999866874,0.25270549743946347,0.253107178051764,placebo_cutoff
post_contract_share_total_hours,230,10,0.0,1389,0.02251888115095673,0.01214704764408721,0.06397220893183198,0.07597833581875332,0.09186876839762849,placebo_cutoff
post_weekend_rn_lt8_day_share,230,20,0.0,2670,-0.0005340417582069066,0.007904152261004356,0.9461372147043623,0.04298661343820135,0.040236633204484305,placebo_cutoff
post_zero_rn_day_share,230,20,0.0,2670,-0.0049847828006902555,0.004561968840538543,0.27463202169583667,0.00840998525941105,0.007674898887340166,placebo_cutoff
post_weekend_p10_total_hprd,230,20,0.0,2670,-0.01759510296264583,0.042566050128341436,0.6793761132875238,2.883215661885078,3.002249855152328,placebo_cutoff
post_avg_daily_census,230,20,0.0,2670,5.395393626523638,4.08872226128797,0.18708879353715635,83.42712682806653,82.14156203918996,placebo_cutoff
post_weekend_share_total_hours,230,20,0.0,2670,-0.00013681566562193445,0.0010013688014029571,0.8913346471106038,0.25270635444282347,0.25345452233841936,placebo_cutoff
post_contract_share_total_hours,230,20,0.0,2670,0.0186502178085205,0.008592088239425514,0.030047371780917764,0.0785568114739786,0.08920707279548148,placebo_cutoff
post_weekend_rn_lt8_day_share,285,10,0.0,1049,0.015595742634234251,0.013476109319655299,0.24741907907718486,0.03867447168437967,0.03366418241504747,placebo_cutoff
post_zero_rn_day_share,285,10,0.0,1049,0.009196781559718082,0.005514528509972425,0.09566761026737325,0.008761542150954132,0.007128729921155076,placebo_cutoff
post_weekend_p10_total_hprd,285,10,0.0,1049,-0.13415868645652265,0.10186115132176339,0.18810250970606357,3.253151466995228,3.288216918521296,placebo_cutoff
post_avg_daily_census,285,10,0.0,1049,-3.5318147444914727,7.980106765995978,0.6581630381628303,80.88301454837664,72.6226987817664,placebo_cutoff
post_weekend_share_total_hours,285,10,0.0,1049,0.0017007350471763656,0.002488344000753006,0.49445466670803895,0.2536973531448842,0.2523609458347366,placebo_cutoff
post_contract_share_total_hours,285,10,0.0,1049,0.0018357382229510176,0.016474329197346437,0.9112965907619368,0.08340422110631537,0.08818310852494013,placebo_cutoff
post_weekend_rn_lt8_day_share,285,20,0.0,2056,0.0006576724694489172,0.008062233676647384,0.9349930560901818,0.0398827471560291,0.033156767921011535,placebo_cutoff
post_zero_rn_day_share,285,20,0.0,2056,-1.310259517917077e-06,0.0030231949555468165,0.9996542371688,0.008604812739750327,0.006928820584646158,placebo_cutoff
post_weekend_p10_total_hprd,285,20,0.0,2056,-0.10598724856937564,0.060876367998220625,0.08182915858992978,3.191233192172697,3.3584601667692597,placebo_cutoff
post_avg_daily_census,285,20,0.0,2056,-8.909632012180762,4.483128522688581,0.04701422492970275,78.33119677387992,72.06601532269444,placebo_cutoff
post_weekend_share_total_hours,285,20,0.0,2056,-0.0017811845090192984,0.0013361079720433787,0.18264231246493967,0.25334647759060464,0.2523732090395486,placebo_cutoff
post_contract_share_total_hours,285,20,0.0,2056,0.01070673443657558,0.010617879859978363,0.31339652882500424,0.08515233780041404,0.08895506867365544,placebo_cutoff
post_weekend_rn_lt8_day_share,345,10,0.0,596,-0.014849337600642984,0.01324793008123242,0.262793498851702,0.02915432445359453,0.023489801395598496,placebo_cutoff
post_zero_rn_day_share,345,10,0.0,596,-0.01099951913381856,0.007925875350307525,0.1657204669146648,0.011347235122623889,0.004795790595817601,placebo_cutoff
post_weekend_p10_total_hprd,345,10,0.0,596,0.05582437685266236,0.14643297773601643,0.7031707214225187,3.7803089815668858,3.9242692359994,placebo_cutoff
post_avg_daily_census,345,10,0.0,596,19.938151240106123,8.076799023531882,0.01384674553800358,64.60882152683406,59.792180572825316,placebo_cutoff
post_weekend_share_total_hours,345,10,0.0,596,7.362237150248357e-05,0.0027107110172946525,0.9783414308912581,0.25338607442612443,0.2532483544460326,placebo_cutoff
post_contract_share_total_hours,345,10,0.0,596,-0.01929485799865239,0.0202430350200794,0.3408978512553804,0.07755156775183075,0.0746872730910212,placebo_cutoff
post_weekend_rn_lt8_day_share,345,20,0.0,1088,-0.015551292694551046,0.008864266412605216,0.0796479306325828,0.030619698279731447,0.029869024192048243,placebo_cutoff
post_zero_rn_day_share,345,20,0.0,1088,-0.00953079598097184,0.004093680744112499,0.020086177231689817,0.00932683412170037,0.005402543925851859,placebo_cutoff
post_weekend_p10_total_hprd,345,20,0.0,1088,-0.03587812818174826,0.1004209266041088,0.7209536859596013,3.709962554413426,3.9889619411555013,placebo_cutoff
post_avg_daily_census,345,20,0.0,1088,4.723455260396004,5.206306836888623,0.36447285271454133,64.33797144206474,57.658479201294085,placebo_cutoff
post_weekend_share_total_hours,345,20,0.0,1088,-0.00010649563917977442,0.0017744065063585398,0.9521526711831492,0.2532560394047508,0.2526650774082097,placebo_cutoff
post_contract_share_total_hours,345,20,0.0,1088,-0.0008543619564022685,0.013019107380216843,0.9476895225853674,0.07763737965487214,0.07047045784099681,placebo_cutoff
