outcome,event_time,estimate,std_error,ci_low,ci_high,p_value,n_obs,n_facilities
weekday_minus_weekend_total_hprd,-3,0.01228918522790201,0.006300468602380393,-5.973323276355948e-05,0.02463810368856758,0.05113269790122721,1209909,15133
weekday_minus_weekend_total_hprd,-2,-0.0054566632939537785,0.004831241957453075,-0.014925897530561805,0.004012570942654248,0.2587244651194456,1209909,15133
weekday_minus_weekend_total_hprd,0,-0.04307466711840069,0.005718625552313419,-0.05428317320093499,-0.03186616103586639,5.262457136723242e-14,1209909,15133
weekday_minus_weekend_total_hprd,1,-0.02498910538034027,0.0060342564757226574,-0.03681624807275668,-0.013161962687923863,3.473572653334145e-05,1209909,15133
weekday_minus_weekend_total_hprd,2,-0.029592056223574636,0.006201524616960803,-0.04174704447281781,-0.017437067974331463,1.8434802999678368e-06,1209909,15133
weekday_minus_weekend_total_hprd,3,-0.0293595520671045,0.0066698633010713404,-0.042432484137204324,-0.016286619997004672,1.0808072662626955e-05,1209909,15133
weekday_minus_weekend_total_hprd,4,-0.03580837688803917,0.006842189184419061,-0.04921906768950053,-0.022397686086577814,1.685813197926933e-07,1209909,15133
weekday_minus_weekend_total_hprd,5,-0.04330603061394889,0.007003200041184973,-0.05703230269467144,-0.02957975853322634,6.420499687465053e-10,1209909,15133
weekday_minus_weekend_total_hprd,6,-0.06489007317798556,0.007109524023089647,-0.07882474026324127,-0.05095540609272985,0.0,1209909,15133
weekday_minus_weekend_total_hprd,7,-0.05313447697803242,0.007054906405571125,-0.06696209353295182,-0.039306860423113016,5.306866057708248e-14,1209909,15133
weekday_minus_weekend_total_hprd,8,-0.04219017646142975,0.008747384941458016,-0.059335050946687465,-0.02504530197617204,1.4266564518639058e-06,1209909,15133
weekday_minus_weekend_total_hprd,9,-0.04473113218930691,0.0072737710986387925,-0.05898772354263894,-0.030474540835974877,7.96069210551309e-10,1209909,15133
weekday_minus_weekend_total_hprd,10,-0.05460113807660005,0.007324997040590582,-0.06895813227615759,-0.04024414387704251,9.547918011776346e-14,1209909,15133
weekday_minus_weekend_total_hprd,11,-0.0542997604882165,0.008950737299831802,-0.07184320559588683,-0.03675631538054616,1.3383130159638768e-09,1209909,15133
weekday_minus_weekend_total_hprd,12,-0.0497551229663602,0.007390155211994697,-0.06423982718186981,-0.035270418750850595,1.7263079854501484e-11,1209909,15133
weekday_minus_weekend_total_hprd,13,-0.04734977843909771,0.007636359817625962,-0.0623170436816446,-0.032382513196550826,5.772013977889401e-10,1209909,15133
weekday_minus_weekend_total_hprd,14,-0.044830129186485324,0.007782963846115019,-0.06008473832487076,-0.029575520048099886,8.573128651434558e-09,1209909,15133
weekday_minus_weekend_total_hprd,15,-0.05531141487398561,0.007445995626066803,-0.06990556630107654,-0.04071726344689468,1.1590728377086634e-13,1209909,15133
weekday_minus_weekend_total_hprd,16,-0.06211168078041107,0.007969017572464035,-0.07773095522244058,-0.046492406338381566,6.8833827526759706e-15,1209909,15133
weekday_minus_weekend_total_hprd,17,-0.0649783531819661,0.007655595827049357,-0.07998332100298283,-0.049973385360949356,0.0,1209909,15133
weekday_minus_weekend_total_hprd,18,-0.06274576087695505,0.00749525625642146,-0.07743646313954111,-0.048055058614368984,0.0,1209909,15133
weekday_minus_weekend_total_hprd,19,-0.06856588753689785,0.007608835943206192,-0.08347920598558199,-0.05365256908821371,0.0,1209909,15133
weekday_minus_weekend_total_hprd,20,0.006424570704453014,0.0538840727791913,-0.09918821194276194,0.11203735335166796,0.9050951236142781,1209909,15133
weekday_minus_weekend_total_hprd,21,-0.05357480981375051,0.007786079904089518,-0.06883552642576597,-0.03831409320173506,6.183498157952272e-12,1209909,15133
weekday_minus_weekend_total_hprd,22,-0.0677304484385175,0.007520657123468458,-0.08247093640051567,-0.05298996047651932,0.0,1209909,15133
weekday_minus_weekend_total_hprd,23,-0.06801737594209645,0.007510698773916266,-0.08273834553897233,-0.053296406345220565,0.0,1209909,15133
weekday_minus_weekend_total_hprd,24,-0.08239462823077726,0.007911014918267989,-0.09790021747058252,-0.066889038990972,0.0,1209909,15133
weekday_minus_weekend_total_hprd,25,-0.06672831463951356,0.007570056705921426,-0.08156562578311956,-0.05189100349590757,0.0,1209909,15133
weekday_minus_weekend_total_hprd,26,-0.07335619558190576,0.007523970003953972,-0.08810317678965554,-0.05860921437415598,0.0,1209909,15133
weekday_minus_weekend_total_hprd,27,-0.07173918281834613,0.007480361805286989,-0.08640069195670863,-0.05707767367998363,0.0,1209909,15133
weekday_minus_weekend_total_hprd,28,-0.061126442613671395,0.007804588602178866,-0.07642343627394198,-0.04582944895340082,5.10702591327572e-15,1209909,15133
weekday_minus_weekend_total_hprd,29,-0.06051902396283859,0.007901483722290418,-0.0760059320585278,-0.04503211586714938,1.9761969838327786e-14,1209909,15133
weekday_minus_weekend_total_hprd,30,-0.0766009179547924,0.007546682822321394,-0.09139241628654234,-0.06180941962304247,0.0,1209909,15133
weekday_minus_weekend_total_hprd,31,-0.07500388684777648,0.00869288890744189,-0.09204194910636258,-0.057965824589190376,0.0,1209909,15133
weekday_minus_weekend_total_hprd,32,-0.07488701231973371,0.0076982626680165474,-0.08997560714904615,-0.05979841749042128,0.0,1209909,15133
weekday_minus_weekend_total_hprd,33,-0.0752488284374665,0.007572833326889368,-0.09009158175816966,-0.06040607511676334,0.0,1209909,15133
weekday_minus_weekend_total_hprd,34,-0.0823826490092614,0.007453406906816199,-0.09699132654662115,-0.06777397147190165,0.0,1209909,15133
weekday_minus_weekend_total_hprd,35,-0.09087722740786969,0.009181469339915597,-0.10887290731410426,-0.07288154750163511,0.0,1209909,15133
weekday_minus_weekend_total_hprd,36,-0.08777061254884877,0.006995776274674487,-0.10148233404721077,-0.07405889105048677,0.0,1209909,15133
