file_year,variable_name,rows,missing,missing_rate
2024,TFINCPOV,437168,500,0.001143725066793544
2024,TFTOTINC,437168,0,0.0
2024,THCYINCPOV,437168,5852,0.013386158181751638
2024,THHLDSTATUS,437168,0,0.0
2024,THINCPOV,437168,151,0.00034540497017165027
2024,THOSPNIT,437168,6860,0.015691907916407424
2024,THTOTINC,437168,0,0.0
2024,TJB1_MSUM,437168,239979,0.5489399956080957
2024,TMDPAY,437168,5153,0.011787230538374263
2024,TMOVER,437168,16891,0.0386373202064195
2024,TPEARN,437168,232818,0.5325595652014786
2024,TPTOTINC,437168,66528,0.15217948248728178
2024,TRESDUR,437168,0,0.0
2024,TSSSAMT,437168,326974,0.7479367199795044
2024,TST_INTV,437168,5153,0.011787230538374263
2024,TVISDENT,437168,13352,0.030542034183654795
2024,TVISDOC,437168,6860,0.015691907916407424
2024,WPFINWGT,437168,0,0.0
