country,survey_name,wave,idno,survey_year,survey_month,exposure_anchor_date,district_code,district_name,geography_level,latitude,longitude,centroid_lat,centroid_lon,boundary_source,boundary_year,geolocation_quality,window_months,start_date,end_date,n_days,precip_total_mm,precip_mean_mm_day,temp_mean_c,temp_max_c,temp_min_c,source,climate_source_role,reference_group,reference_group_rows,precip_within_candidate_z,precip_within_candidate_percentile,temp_within_candidate_z,temp_within_candidate_percentile,diagnostic_low_rain_z_le_m1,diagnostic_severe_low_rain_z_le_m15,diagnostic_extreme_wet_z_ge_15,diagnostic_heat_z_ge_1,diagnostic_extreme_heat_z_ge_15,diagnostic_combined_climate_stress,climate_exposure_scope,data_use_limit,primary_chirps_ready,primary_era5_ready,historical_baseline_ready,climate_linkage_ready,final_analysis_ready,limited_data_write_ready,promotion_status,blocking_reason
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,8,FIER,admin2_bbox_centroid,40.7222,19.5652,40.7222,19.5652,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-11-15,2002-05-14,181,378.59,2.09166,11.4164,22.1,-1.84,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_6,34,-0.10484056971369193,0.5441176470588235,1.5891527518088133,0.8970588235294118,0,0,0,1,1,1,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,8,FIER,admin2_bbox_centroid,40.7222,19.5652,40.7222,19.5652,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-05-15,2002-05-14,365,550.37,1.50786,16.6942,33.74,-1.84,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_12,34,-0.5869889286021555,0.4852941176470588,1.3947415705994362,0.8970588235294118,0,0,0,1,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,8,FIER,admin2_bbox_centroid,40.7222,19.5652,40.7222,19.5652,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,1,2002-05-15,2002-06-14,31,34.85,1.12419,19.9381,26.06,14.91,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_1,26,-1.039425127927155,0.25,1.1312275711937139,0.9038461538461539,1,0,0,1,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,8,FIER,admin2_bbox_centroid,40.7222,19.5652,40.7222,19.5652,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,3,2002-03-15,2002-06-14,92,156.96,1.70609,16.3372,26.06,6.14,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_3,26,-1.067028990858852,0.25,1.2924968127635938,0.9038461538461539,1,0,0,1,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,8,FIER,admin2_bbox_centroid,40.7222,19.5652,40.7222,19.5652,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-12-15,2002-06-14,182,347.88,1.91143,13.2195,26.06,-1.84,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_6,26,-1.0007286137682114,0.25,1.4782463719780916,0.9038461538461539,1,0,0,1,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,8,FIER,admin2_bbox_centroid,40.7222,19.5652,40.7222,19.5652,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-06-15,2002-06-14,365,574.08,1.57282,16.6838,33.74,-1.84,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_12,26,-0.7588894671819449,0.36538461538461536,1.3955021837417365,0.9038461538461539,0,0,0,1,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,9,GRAMSH,admin2_bbox_centroid,40.8543,20.2464,40.8543,20.2464,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,1,2002-03-15,2002-04-14,31,69.78,2.25097,9.78968,20.41,-0.33,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_1,33,-0.32609941674190784,0.5303030303030303,0.4963640567403398,0.6818181818181818,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,9,GRAMSH,admin2_bbox_centroid,40.8543,20.2464,40.8543,20.2464,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,3,2002-01-15,2002-04-14,90,165.9,1.84333,8.63722,22.48,-1.42,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_3,33,-0.9055622660524419,0.13636363636363635,0.44823337725407186,0.6818181818181818,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,9,GRAMSH,admin2_bbox_centroid,40.8543,20.2464,40.8543,20.2464,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-10-15,2002-04-14,182,348.74,1.91615,7.04423,25.42,-12.34,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_6,33,-0.7825272509327523,0.22727272727272727,0.3753300906023148,0.6818181818181818,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,9,GRAMSH,admin2_bbox_centroid,40.8543,20.2464,40.8543,20.2464,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-04-15,2002-04-14,365,549.45,1.50534,14.0023,37.55,-12.34,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_12,33,-0.6546991961813473,0.3484848484848485,0.5402179970775083,0.6818181818181818,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,9,GRAMSH,admin2_bbox_centroid,40.8543,20.2464,40.8543,20.2464,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,1,2002-04-15,2002-05-14,30,62.65,2.08833,14.797,26.24,6.04,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_1,34,-0.08601858107938481,0.5735294117647058,0.63814151573272,0.6617647058823529,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,9,GRAMSH,admin2_bbox_centroid,40.8543,20.2464,40.8543,20.2464,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,3,2002-02-15,2002-05-14,89,194.18,2.1818,11.3794,26.24,-1.02,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_3,34,-0.10925739348675792,0.5735294117647058,0.5222762188960844,0.6617647058823529,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,9,GRAMSH,admin2_bbox_centroid,40.8543,20.2464,40.8543,20.2464,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-11-15,2002-05-14,181,351.84,1.94387,7.26702,26.24,-12.34,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_6,34,-0.9433254286180363,0.1323529411764706,0.3750143590325829,0.6617647058823529,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,9,GRAMSH,admin2_bbox_centroid,40.8543,20.2464,40.8543,20.2464,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-05-15,2002-05-14,365,539.46,1.47797,14.1077,37.55,-12.34,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_12,34,-0.6829749952542818,0.3382352941176471,0.5221628006296634,0.6617647058823529,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,1,2002-03-15,2002-04-14,31,67.38,2.17355,10.839,20.56,2.54,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_1,33,-0.5992572571010746,0.4393939393939394,0.8410875640850113,0.7727272727272727,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,3,2002-01-15,2002-04-14,90,198.92,2.21022,9.78556,20.56,0.87,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_3,33,2.6560871792704437,0.9848484848484849,0.81976590507184,0.7727272727272727,0,0,1,0,0,1,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-10-15,2002-04-14,182,432.01,2.37368,8.88401,23.74,-7.03,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_6,33,0.7514284621172479,0.803030303030303,0.8921981963527466,0.8333333333333334,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,4,2002-04-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-04-15,2002-04-14,365,594.65,1.62918,15.1886,35.8,-7.03,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_4_window_12,33,-0.2878181396532995,0.5606060606060606,0.9381423143841707,0.8333333333333334,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,1,2002-04-15,2002-05-14,30,56.53,1.88433,15.183,23.67,8.41,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_1,34,-0.847991605813241,0.2647058823529412,0.7911794020675688,0.7647058823529411,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,3,2002-02-15,2002-05-14,89,177.39,1.99315,12.1842,23.67,0.87,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_3,34,-0.9315471185474172,0.23529411764705882,0.8034921435468475,0.7647058823529411,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-11-15,2002-05-14,181,415.33,2.29464,8.95017,23.67,-7.03,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_6,34,1.0467831206095086,0.8235294117647058,0.8675161390096668,0.8235294117647058,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,5,2002-05-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-05-15,2002-05-14,365,585.77,1.60485,15.2583,35.8,-7.03,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_5_window_12,34,-0.2755400963853558,0.5588235294117647,0.9103279399017382,0.8235294117647058,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,1,2002-05-15,2002-06-14,31,24.25,0.782258,19.439,30.19,11.94,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_1,26,-1.4689022950711617,0.07692307692307693,0.9452021692184263,0.7307692307692307,1,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,3,2002-03-15,2002-06-14,92,148.16,1.61043,15.1534,30.19,2.54,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_3,26,-1.2939361624299632,0.07692307692307693,0.872014440006102,0.7307692307692307,1,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,6,2001-12-15,2002-06-14,182,364.14,2.00077,11.2375,30.19,-7.03,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_6,26,-0.5163365497006037,0.46153846153846156,0.8758514210918646,0.7307692307692307,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
Albania,Living Standards Measurement Survey 2002,2002,ALB_2002_LSMS_v01_M,2002,6,2002-06-15,10,GJIROKASTER,admin2_bbox_centroid,40.0178,20.1598,40.0178,20.1598,geoBoundaries 2.0.1 ADM2 candidate snapshot,2013,candidate_admin2_bbox_centroid_not_verified_2002_boundary,12,2001-06-15,2002-06-14,365,605.13,1.65789,15.2134,35.8,-7.03,NASA POWER daily point API fallback,nasa_power_fallback_not_primary_chirps_era5,survey_month_6_window_12,26,-0.46616516830143573,0.46153846153846156,0.9259441873847953,0.8076923076923077,0,0,0,0,0,0,alb2002_admin2_centroid_nasa_power_fallback_no_historical_baseline,climate_exposure_admin2_centroid_only_not_for_final_climate_linkage,0,0,0,0,0,1,limited_climate_exposure_promoted_linkage_and_causal_analysis_blocked,"NASA POWER daily summaries are promoted only as a limited fallback exposure file at candidate admin2 bounding-box centroids. They are not final climate-linkage inputs because 2001/2002 boundaries, exact GPS, CHIRPS rainfall, ERA5-Land temperature, and historical local anomaly baselines remain unresolved."
