outcome,cutoff,bandwidth,donut,n,coef,se,p,mean_below,mean_above,design,sample_definition
delta_avg_daily_census,255,5,0,778,3.2168751096237616,3.7522508205115055,0.3915341008057216,5.0317517737720525,5.48490222704474,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,255,5,0,778,0.03664612968035257,0.04402498104782649,0.4054433455222266,0.052799108236596934,0.055032477492222565,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,255,10,0,1225,0.016139458278157395,0.016439293802090336,0.3264120713063552,-0.00039750538531026236,0.00041023179404261464,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,255,10,0,1225,0.39564668041883455,0.4301290694136917,0.3578420011310872,0.006741192411924111,0.02503410641200547,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,255,10,0,1225,0.001719361178184348,0.005241811302010748,0.7429611093609256,0.00046476193281601546,0.0014135109167436111,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,255,10,0,1225,0.1488196656011685,0.4787191530224427,0.755952127627286,0.04529132791327913,0.1311050477489768,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,255,10,0,1225,-0.043529678407600136,0.05857639221837243,0.4575479578437638,-0.09719337007676492,-0.12560619555707803,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,255,10,0,1225,-0.028070118432575633,0.058274836904252864,0.6301160087272164,-0.10374388639591255,-0.12527162576020262,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,255,10,0,1225,-0.03869068709499579,0.06452806507407054,0.5488876113142576,-0.09571864572770193,-0.11934251512702214,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,255,10,0,1225,-0.04491028317802419,0.019771118062255715,0.023289566139458318,-0.020629842271971746,-0.028810782679036282,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,255,10,0,1225,-0.002255164490798777,0.0017216508414812045,0.1904811551322938,0.004665743399534498,0.003051271015109323,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,255,10,0,1225,0.04277212305332155,0.014917446026892742,0.00421162214755233,0.031852029986185235,0.03325403744389887,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,255,10,0,1225,1.8261517184642435,1.5087942986808842,0.22638330562270093,5.392219638726354,5.790799202478129,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,255,10,0,1225,0.010483992990407962,0.014533016918615223,0.4708068632936486,0.05429193523963909,0.055350627074107484,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,255,15,0,1777,0.006155471139578381,0.012194661637098888,0.6137847433658146,0.00026306619797498775,0.002127733710467521,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,255,15,0,1777,0.1518556720301269,0.31933908383058807,0.6344670373676753,0.025808457711442793,0.07024665981500514,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,255,15,0,1777,0.003136710408567264,0.004297329517022164,0.46553499210228066,0.0018820296268652315,0.0014177870726420705,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,255,15,0,1777,0.2838119277623843,0.3931080203588421,0.47040854782290786,0.1752902155887231,0.13079821856800272,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,255,15,0,1777,-0.04637861193969839,0.04636566777403607,0.31731191620183186,-0.10528682040301002,-0.12146209313431276,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,255,15,0,1777,-0.02933704244556034,0.04614407133031723,0.5250080249201869,-0.11156322982888749,-0.12432963210218104,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,255,15,0,1777,-0.04699457613815282,0.05044594114998695,0.35167895483926626,-0.10960256233634318,-0.11978952465304478,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,255,15,0,1777,-0.02492774880709601,0.014592037570724062,0.08775355287236364,-0.025014281225062083,-0.030487340477893105,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,255,15,0,1777,-0.0024854250977598587,0.0012334161665372024,0.04404755334974708,0.004575181119480986,0.003371859482677013,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,255,15,0,1777,0.02049214985414131,0.010690706485406178,0.055421503203440414,0.03471258112670005,0.0344459455430776,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,255,15,0,1777,0.8844857088776438,1.1378599550424344,0.437071413822153,5.598357827034686,5.900732009300757,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,255,15,0,1777,0.00432017474021445,0.011083340553025001,0.696738694168044,0.056249410342463405,0.057833278766829636,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,255,20,0,2345,0.005326595159156906,0.009467327202018757,0.5737412461414104,0.0012907476474143128,0.0027082849918191264,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,255,20,0,2345,0.1306251221885664,0.24780879522858987,0.5981597849345666,0.05153030303030305,0.08550200803212854,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,255,20,0,2345,0.0009064019217152007,0.003386450338811827,0.7889881161518395,0.002293861251469947,0.0023514801717176427,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,255,20,0,2345,0.08027537128436152,0.3098364314355257,0.7955889526302033,0.21309090909090908,0.216479250334672,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,255,20,0,2345,-0.009462236153504574,0.03834145136918874,0.8050934106934573,-0.10171652983957542,-0.1311136122830332,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,255,20,0,2345,0.0023000592761326637,0.03828203159948498,0.9520954906977348,-0.1087218490354288,-0.1357159170637785,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,255,20,0,2345,-0.0014866869970048785,0.04145959942132796,0.971398091085703,-0.10555192665703328,-0.1301433900395115,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,255,20,0,2345,-0.008983354118135637,0.012304986942990315,0.4654277813639083,-0.023756208444466263,-0.03187483560763008,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,255,20,0,2345,-0.0013082377949483449,0.001021160255599635,0.20027532838128637,0.004875204855083233,0.003375903380809444,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,255,20,0,2345,0.005209023961926245,0.00915569961891247,0.5694529019944554,0.03369377793783742,0.036483672622239796,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,255,20,0,2345,1.0864959560885152,0.9774764216727064,0.26645372564295156,5.949352879005053,5.863448884529642,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,255,20,0,2345,0.005154638578088006,0.009152986644300995,0.5733767000191134,0.058233151384331036,0.05818845044773819,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,255,30,0,3473,0.0021078406275278254,0.007234534312963552,0.770794827851049,0.0006216663515848595,0.002033684791519548,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,255,30,0,3473,0.04771079680462286,0.18942423611266695,0.8011543696964223,0.033692277842452475,0.06916429249762586,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,255,30,0,3473,-0.0002643308701924019,0.0027340369970465196,0.9229848957537599,0.0016549579631019121,0.0019149045989130214,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,255,30,0,3473,-0.026809158718878918,0.2501460877945151,0.914657133038868,0.15511253395421032,0.1769515669515669,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,255,30,0,3473,-0.01847372724243614,0.031124284267386126,0.5528537996620373,-0.1011814025482931,-0.13058089708537113,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,255,30,0,3473,-0.008581815940668045,0.03127091495881755,0.7837671226143048,-0.10674027473788422,-0.13497255725675475,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,255,30,0,3473,-0.005893787852431405,0.03354389401160453,0.860536946903879,-0.1023534886132947,-0.13061342203193899,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,255,30,0,3473,-0.0019823824507903386,0.010034441051117554,0.8434026018235099,-0.022983676046012088,-0.037209461295145185,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,255,30,0,3473,-0.0018831007058759531,0.0008603186134818315,0.028674832070236134,0.004792661973778744,0.0035436899315778544,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,255,30,0,3473,-0.0025910120048634536,0.0072455154350560234,0.7206628126856196,0.029764866739364983,0.038374870300786325,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,255,30,0,3473,0.9736395792626318,0.7894900170669541,0.21756558454612174,6.207535419356167,5.607999910236067,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,255,30,0,3473,0.007249766790628149,0.007580235331070109,0.33893484896556636,0.05983029341662919,0.054947848831808005,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,320,5,0,454,0.11279320173572091,0.05638806586439581,0.04606798654248001,-0.006997748936020542,0.004603454639932626,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,320,5,0,454,2.951837122413987,1.465418922739412,0.044569399672685917,-0.1686067019400353,0.1332704402515723,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,320,5,0,454,0.019930398467883116,0.016141587927067685,0.217577747978829,0.0003290462998307495,0.0017683274553660117,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,320,5,0,454,1.8349733468697729,1.4717003140231102,0.21310511928555087,0.030511463844797183,0.1649685534591195,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,320,5,0,454,-0.2228879763357503,0.19386113634280588,0.25086573243653243,-0.14246647851484204,-0.2025869868348416,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,320,5,0,454,-0.10117084431501405,0.20413198520051865,0.6204081136663362,-0.15871895195324376,-0.20528479582873516,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,320,5,0,454,-0.13758853558047807,0.20671024654291417,0.5060010394617664,-0.15419738876066044,-0.191372236251348,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,320,5,0,454,-0.037792282899797205,0.05044854971081049,0.4541731144639345,-0.03809867191822379,-0.06124846381395431,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,320,5,0,454,-0.003129548972278994,0.005953864616038293,0.5994019887387714,0.0048274486844548554,0.003779481085751061,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,320,5,0,454,0.04005686777752164,0.019087230812040886,0.03640707453893577,0.03877824553863191,0.0393340578460698,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,320,5,0,454,-4.18833175435436,2.3600474430093707,0.07662652238054979,3.1834976275630744,3.112205540714564,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,320,5,0,454,-0.09401143110566226,0.027795997849770562,0.0007818912517207899,0.04232959266435133,0.03830269430795778,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,320,10,0,782,0.03369324208756996,0.025313612020761635,0.18356821335361428,-0.007087532687341668,0.009464264643633388,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,320,10,0,782,0.8777418529237582,0.6591145422324773,0.1833492976837512,-0.17177650429799426,0.2598922247882987,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,320,10,0,782,0.007154078992585843,0.007328580092772903,0.3292742616228621,0.002304971661829766,0.005486506786085056,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,320,10,0,782,0.6587915643512965,0.6681491903287343,0.3244422437449279,0.2112702960840497,0.5044264819091608,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,320,10,0,782,-0.12382663045268605,0.09969364270118132,0.21458447047538343,-0.1359974477153594,-0.23832419439096586,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,320,10,0,782,-0.07986397468458278,0.1032804383394416,0.4395957058830624,-0.14915068420140992,-0.24059027474652359,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,320,10,0,782,-0.09435054581548528,0.10572302458834289,0.3724376923097594,-0.15698755723934235,-0.2312437638561535,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,320,10,0,782,-0.017622743194593907,0.029731215993016324,0.5535305109050137,-0.030815085128667274,-0.062400176440409766,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,320,10,0,782,-0.0016412424577311891,0.002697850935942133,0.5431317356396173,0.0049695238753005135,0.003740055747906694,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,320,10,0,782,0.011513003948348529,0.014082603314493954,0.41387374211516215,0.040875360998982785,0.044905109821963406,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,320,10,0,782,-0.9531212462967327,1.7740280220878033,0.5912389474842321,3.2268883842834253,2.84613829950661,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,320,10,0,782,-0.03410279895008212,0.01914787012227368,0.07529875768212446,0.03779434764303059,0.035994987922807205,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,320,15,0,1114,0.03519891883715966,0.01639533372292284,0.0320184736554785,0.00031399267399267214,0.008977301492864595,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,320,15,0,1114,0.9166782036188376,0.42774783099551544,0.03232726269328645,0.021777777777777778,0.24968873797396718,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,320,15,0,1114,0.004551785789068046,0.0051298628209864895,0.37510347922928045,0.0026039538867696217,0.004614077193799641,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,320,15,0,1114,0.4199574068878547,0.46758405271839687,0.3693040163645054,0.23911111111111114,0.42487266553480474,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,320,15,0,1114,-0.12867396468618691,0.07059205060222135,0.06860522318904061,-0.14698512424020643,-0.23032765860245435,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,320,15,0,1114,-0.10026836200362635,0.07205256112799326,0.16432228627719736,-0.1539848636516009,-0.23368300599523242,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,320,15,0,1114,-0.08871646488889716,0.0757005639302522,0.24147290860180703,-0.16455706044967608,-0.23147007362014727,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,320,15,0,1114,-0.052664925295627336,0.02361117646747203,0.025912978675746823,-0.0442136890883663,-0.055854720818280384,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,320,15,0,1114,-0.0018684152758037355,0.0018247545656874884,0.3060928981057618,0.004829060242332195,0.0036428249829362426,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,320,15,0,1114,0.008205628102124097,0.01124677959045892,0.4657898631963997,0.04357484719792778,0.04309867988536444,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,320,15,0,1114,0.19433234117006065,1.391356224283354,0.8889451498808456,3.565634381675375,2.994772253423985,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,320,15,0,1114,-0.01144039123787091,0.015560906131109997,0.4623724917648384,0.03898897783074904,0.03866444351905625,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,320,20,0,1465,0.02175047691828454,0.01296990830141275,0.0937572931093893,-0.0018552230439022903,0.007519635001884886,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,320,20,0,1465,0.5672260527440978,0.33865144255223717,0.09415699208386297,-0.03508535489667564,0.21048870447210702,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,320,20,0,1465,0.0019607612223713367,0.004523451999882074,0.6647404806631378,0.0019960720978827156,0.004992544138764597,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,320,20,0,1465,0.18287198403826826,0.4125015552463275,0.6575967834155032,0.18335579514824799,0.4591516828031351,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,320,20,0,1465,-0.08586321454422592,0.06151229178029019,0.16296547060104905,-0.13066111676344638,-0.2209310524825755,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,320,20,0,1465,-0.07138725737073481,0.0624943544681533,0.2535167987354652,-0.1382587606156885,-0.22181833367534448,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,320,20,0,1465,-0.059119867046979586,0.0652894651386874,0.36534778082555497,-0.15034540219363493,-0.2170471087421428,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,320,20,0,1465,-0.03636989738607806,0.020995717976915795,0.08343955884403664,-0.04445628580575553,-0.053838390110778664,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,320,20,0,1465,-0.0017727915806724688,0.0015010997484966578,0.23779685179910626,0.004980005854621945,0.003937485074091427,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,320,20,0,1465,0.005484347362690831,0.009814750067982957,0.5763932415797199,0.04320473486452794,0.041266419669039406,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,320,20,0,1465,0.46716413061516626,1.250102154730446,0.7086811766647565,3.748959120725058,2.6513202989550035,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,320,20,0,1465,-0.0017229259151847363,0.014146892333847663,0.9030834314772522,0.04009608382362539,0.034645255494342976,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_day_share,320,30,0,2166,0.019251112935141937,0.009655148619300358,0.04629166687208919,-0.0007436262380754288,0.004802345058626464,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_rn_lt8_days,320,30,0,2166,0.5038717120382729,0.2525245160423027,0.04613134639758809,-0.006262453743239385,0.13758793969849248,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_day_share,320,30,0,2166,0.003706714357777995,0.0037678606702408273,0.32533789776637967,0.001421538306493566,0.0035415367168699042,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_zero_rn_days,320,30,0,2166,0.3417752924484633,0.3440544876124381,0.32063816855705785,0.130999146029035,0.32643216080402015,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p10_total_hprd,320,30,0,2166,-0.0967673786239669,0.05204573339357194,0.06312380196164735,-0.11257078503227179,-0.21042999300862789,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_p25_total_hprd,320,30,0,2166,-0.08522074970533774,0.052283560840393005,0.10325304536936852,-0.12074496877154271,-0.20914374173007222,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_total_hprd,320,30,0,2166,-0.03886253231746908,0.05618927358203974,0.48924012221674373,-0.12050093671634977,-0.220348973729278,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_worst_weekend_rn_hprd,320,30,0,2166,-0.023119896445143336,0.01789795601735642,0.1965777083146456,-0.0438326751045512,-0.05715522545348663,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_weekend_share_total_hours,320,30,0,2166,-0.001281983597899802,0.0011883953246274231,0.2808187223155203,0.005072078689856698,0.004019469137047034,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_contract_share_total_hours,320,30,0,2166,0.0007568252862300927,0.008277871413629163,0.9271613623068635,0.04371939015018747,0.04248654802678856,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_avg_daily_census,320,30,0,2166,0.17736643081829512,1.0507924114698626,0.8659752335213051,4.1782772711920035,2.659356784230828,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
delta_occupancy,320,30,0,2166,0.0024627907437917125,0.011764248780332236,0.8341983771130093,0.046161719535067064,0.0365145165701352,RD_DID,post-minus-pre facility outcomes around V3 reconstructed staffing score cutoff
