source_name,source_url_or_local_path,snapshot_date,file_name,field_name,field_label_if_available,possible_role,usable_for_july2022,missingness,notes,final_decision,n_rows_checked,sample_definition
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Adjusted LPN Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,candidate_context_field,no_not_july_snapshot,0.037997,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Adjusted RN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,candidate_context_field,no_not_july_snapshot,0.037997,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Adjusted Total Nurse Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,adjusted_total_nurse_hprd_component,no_not_july_snapshot,0.037997,CSV header scan; field recorded as candidate by keyword search.,candidate_component,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Rating Cycle 1 Health Deficiency Score,Rating Cycle 1 Health Deficiency Score,possible_official_staffing_score,no_not_july_snapshot,0.000000,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Rating Cycle 1 Health Revisit Score,Rating Cycle 1 Health Revisit Score,possible_official_staffing_score,no_not_july_snapshot,0.000000,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Rating Cycle 1 Total Health Score,Rating Cycle 1 Total Health Score,possible_official_staffing_score,no_not_july_snapshot,0.000000,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Rating Cycle 2 Health Deficiency Score,Rating Cycle 2 Health Deficiency Score,possible_official_staffing_score,no_not_july_snapshot,0.000000,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Rating Cycle 2 Health Revisit Score,Rating Cycle 2 Health Revisit Score,possible_official_staffing_score,no_not_july_snapshot,0.000000,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Rating Cycle 2 Total Health Score,Rating Cycle 2 Total Health Score,possible_official_staffing_score,no_not_july_snapshot,0.000000,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Rating Cycle 3 Health Deficiency Score,Rating Cycle 3 Health Deficiency Score,possible_official_staffing_score,no_not_july_snapshot,0.000000,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Rating Cycle 3 Health Revisit Score,Rating Cycle 3 Health Revisit Score,possible_official_staffing_score,no_not_july_snapshot,0.000000,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Rating Cycle 3 Total Health Score,Rating Cycle 3 Total Health Score,possible_official_staffing_score,no_not_july_snapshot,0.000000,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv,Total Weighted Health Survey Score,Total Weighted Health Survey Score,possible_official_staffing_score,no_not_july_snapshot,0.008597,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_Claims_Jan2022.csv,Adjusted Score,Adjusted Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_Claims_Jan2022.csv,Observed Score,Observed Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_Claims_Jan2022.csv,Expected Score,Expected Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_Claims_Jan2022.csv,Footnote for Score,Footnote for Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_MDS_Jan2022.csv,Q1 Measure Score,Q1 Measure Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_MDS_Jan2022.csv,Footnote for Q1 Measure Score,Footnote for Q1 Measure Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_MDS_Jan2022.csv,Q2 Measure Score,Q2 Measure Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_MDS_Jan2022.csv,Footnote for Q2 Measure Score,Footnote for Q2 Measure Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_MDS_Jan2022.csv,Q3 Measure Score,Q3 Measure Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_MDS_Jan2022.csv,Footnote for Q3 Measure Score,Footnote for Q3 Measure Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_MDS_Jan2022.csv,Q4 Measure Score,Q4 Measure Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_MDS_Jan2022.csv,Footnote for Q4 Measure Score,Footnote for Q4 Measure Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_MDS_Jan2022.csv,Four Quarter Average Score,Four Quarter Average Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_QualityMsr_MDS_Jan2022.csv,Footnote for Four Quarter Average Score,Footnote for Four Quarter Average Score,possible_official_staffing_score,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Facility Information,Achievement Score ,"A measure of each SNF's achievement in the performance period for the SNF VBP Program; scores range from 0 to 100. In the FY 2022 SNF PPS final rule, CMS suppressed the use of SNF readmission measure data for purposes of FY 2022 scoring and payment adjustments in the FY 2022 SNF VBP Program year because the effects of the COVID-19 public health emergency on the data used to calculate the SNFRM inhibited CMS's ability to make fair national comparisons of SNFs' performance. Per this policy, SNFs did not receive an achievement score. ",possible_official_staffing_score,no_not_july_snapshot,,"Achievement Score  | A measure of each SNF's achievement in the performance period for the SNF VBP Program; scores range from 0 to 100. In the FY 2022 SNF PPS final rule, CMS suppressed the use of SNF readmission measure data for purposes of FY 2022 scoring and payment adjustments in the FY 2022 SNF VBP Program year because the effects of the COVID-19 public health emergency on the data used to calculate the SNFRM inhibited CMS's ability to make fair national comparisons of SNFs' performance. Pe",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Facility Information,Footnote—Achievement Score ,Footnote for achievement score ,possible_official_staffing_score,no_not_july_snapshot,,Footnote—Achievement Score  | Footnote for achievement score  | Text,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Facility Information,Improvement Score ,"A measure of each SNF's improvement in the SNF VBP Program from the baseline period to the performance period. In the FY 2022 SNF PPS final rule, CMS suppressed the use of SNF readmission measure data for purposes of FY 2022 scoring and payment adjustments in the FY 2022 SNF VBP Program year because the effects of the COVID-19 public health emergency on the data used to calculate the SNFRM inhibited CMS's ability to make fair national comparisons of SNFs' performance. Per this policy, SNFs did not receive an improvement score. ",possible_official_staffing_score,no_not_july_snapshot,,"Improvement Score  | A measure of each SNF's improvement in the SNF VBP Program from the baseline period to the performance period. In the FY 2022 SNF PPS final rule, CMS suppressed the use of SNF readmission measure data for purposes of FY 2022 scoring and payment adjustments in the FY 2022 SNF VBP Program year because the effects of the COVID-19 public health emergency on the data used to calculate the SNFRM inhibited CMS's ability to make fair national comparisons of SNFs' performance. Per th",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Facility Information,Footnote—Improvement Score ,Footnote for improvement score ,possible_official_staffing_score,no_not_july_snapshot,,Footnote—Improvement Score  | Footnote for improvement score  | Text,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Facility Information,Performance Score,"The higher of a SNF's achievement score and improvement score; scores range from 0 to 100. In the FY 2022 SNF PPS final rule, CMS suppressed the use of SNF readmission measure data for purposes of FY 2022 scoring and payment adjustments in the FY 2022 SNF VBP Program year because the effects of the COVID-19 public health emergency on the data used to calculate the SNFRM inhibited CMS's ability to make fair national comparisons of SNFs' performance. Per this policy, SNFs were assigned a performance score of 0.00000 to mitigate the effect that the COVID-19 public health emergency would otherwise have had on SNFs' performance scores and incentive payment multipliers. CMS then applied the low-volume adjustment policy as previously finalized in the FY 2019 SNF PPS final rule and discussed maintaining the LVA policy for the FY 2022 Program year in the FY 2022 SNF PPS final rule. If a SNF had fewer than 25 eligible stays during the performance period (April 1, 2019, through December 1, 2019), the SNF was assigned a net-neutral performance score of 5.15328 as calculated by CMS to receive a net-neutral incentive payment multiplier.",possible_official_staffing_score,no_not_july_snapshot,,"Performance Score | The higher of a SNF's achievement score and improvement score; scores range from 0 to 100. In the FY 2022 SNF PPS final rule, CMS suppressed the use of SNF readmission measure data for purposes of FY 2022 scoring and payment adjustments in the FY 2022 SNF VBP Program year because the effects of the COVID-19 public health emergency on the data used to calculate the SNFRM inhibited CMS's ability to make fair national comparisons of SNFs' performance. Per this policy, SNFs were ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Facility Information,Footnote—Performance Score,Footnote for performance score,possible_official_staffing_score,no_not_july_snapshot,,Footnote—Performance Score | Footnote for performance score | Text,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Facility Information,Incentive Payment Multiplier ,"This multiplier represents the SNF VBP payment incentive after taking into account the 2% withhold that funds the Program. When making payments to SNF claims, the adjusted federal per diem rate will be multiplied by this factor. In the FY 2022 SNF PPS final rule, CMS suppressed the use of SNF readmission measure data for purposes of FY 2022 scoring and payment adjustments in the FY 2022 SNF VBP Program year because the effects of the COVID-19 public health emergency on the data used to calculate the SNFRM inhibited CMS's ability to make fair national comparisons of SNFs' performance. Per this policy, each SNF received an identical incentive payment multiplier of 0.992 to reflect a net payment reduction of 0.8%, as discussed in the FY 2022 SNF PPS final rule, to mitigate the effect that the COVID-19 public health emergency would otherwise have had on SNFs' performance scores and incentive payment multipliers. CMS then applied the low-volume adjustment policy as previously finalized in the FY 2019 SNF PPS final rule and discussed maintaining the LVA policy for the FY 2022 Program year in the FY 2022 SNF PPS final rule. If a SNF had fewer than 25 eligible stays during the performance period (April 1, 2019, through December 1, 2019), the SNF received a net-neutral incentive payment multiplier of 1.",candidate_context_field,no_not_july_snapshot,,"Incentive Payment Multiplier  | This multiplier represents the SNF VBP payment incentive after taking into account the 2% withhold that funds the Program. When making payments to SNF claims, the adjusted federal per diem rate will be multiplied by this factor. In the FY 2022 SNF PPS final rule, CMS suppressed the use of SNF readmission measure data for purposes of FY 2022 scoring and payment adjustments in the FY 2022 SNF VBP Program year because the effects of the COVID-19 public health emergen",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Aggregate Information,Baseline Period: FY 2018 National Average Readmission Rate,The Skilled Nursing Facility (SNF) Value-Based Purchasing (VBP) Program national unadjusted unplanned readmission rate for Fiscal Year (FY) 2018 at the stay level ,candidate_context_field,no_not_july_snapshot,,"Baseline Period: FY 2018 National Average Readmission Rate | The Skilled Nursing Facility (SNF) Value-Based Purchasing (VBP) Program national unadjusted unplanned readmission rate for Fiscal Year (FY) 2018 at the stay level  | Real number, five decimal places    ",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Aggregate Information,Performance Period: 4/1/2019-12/1/2019 National Average Readmission Rate,"The SNF VBP Program national unadjusted unplanned readmission rate for 4/1/2019-12/1/2019 at the stay level.

Note: In response to the COVID-19 public health emergency, CMS excluded qualifying claims in the first two quarters of Calendar Year (CY) 2020 (January 1, 2020 – June 30, 2020) from use in the SNF VBP Program. Additionally, because the SNFRM assesses hospital readmissions within 30 days of discharge from a prior hospitalization to a SNF and requires data from 12 months prior to the start of the SNF stay for risk adjustment, residents who were discharged from the hospital to the SNF after December 1, 2019 and residents with SNF admissions from July 1, 2020 – September 30, 2020 were excluded from the SNFRM calculations due to missing data. Thus, the FY 2022 SNF VBP Program performance period originally specified in the interim final rule with comment period was restricted to April 1, 2019 through December 1, 2019. For further information please see pages 54835 through 54837 of the interim final rule with comment period (85 FR 54820) and the FY 2022 SNF PPS final rule (86 FR 42424).",candidate_context_field,no_not_july_snapshot,,"Performance Period: 4/1/2019-12/1/2019 National Average Readmission Rate | The SNF VBP Program national unadjusted unplanned readmission rate for 4/1/2019-12/1/2019 at the stay level.

Note: In response to the COVID-19 public health emergency, CMS excluded qualifying claims in the first two quarters of Calendar Year (CY) 2020 (January 1, 2020 – June 30, 2020) from use in the SNF VBP Program. Additionally, because the SNFRM assesses hospital readmissions within 30 days of discharge from a prior h",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Aggregate Information,FY 2022 Achievement Threshold ,"The 25th percentile of national SNF performance on the SNF 30-Day All-Cause Readmission Measure (SNFRM) during the baseline period (FY 2018). This value was previously published in the FY 2020 SNF Prospective Payment System (PPS) final rule. The SNFRM measures the rate of all-cause, unplanned hospital readmissions for SNF residents within 30 days of discharge from a prior hospital stay. The SNFRM is risk adjusted for stay-level factors including clinical and demographic characteristics.",candidate_context_field,no_not_july_snapshot,,"FY 2022 Achievement Threshold  | The 25th percentile of national SNF performance on the SNF 30-Day All-Cause Readmission Measure (SNFRM) during the baseline period (FY 2018). This value was previously published in the FY 2020 SNF Prospective Payment System (PPS) final rule. The SNFRM measures the rate of all-cause, unplanned hospital readmissions for SNF residents within 30 days of discharge from a prior hospital stay. The SNFRM is risk adjusted for stay-level factors including clinical and demo",dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog NH_Primary_Data_Dictionary.xlsx,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_SNFVBP_Data_Dictionary.xlsx::Aggregate Information,Range of Performance Scores ,The range of SNF VBP performance scores for the FY 2022 SNF VBP Program ,possible_official_staffing_score,no_not_july_snapshot,,Range of Performance Scores  | The range of SNF VBP performance scores for the FY 2022 SNF VBP Program  | Real number range ,dictionary_context,,all matching rows in Provider Data Catalog primary data dictionaries
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_StateUSAverages_Jan2022.csv,Reported Nurse Aide Staffing Hours per Resident per Day,Reported Nurse Aide Staffing Hours per Resident per Day,candidate_context_field,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_StateUSAverages_Jan2022.csv,Reported LPN Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,candidate_context_field,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
Provider Data Catalog archived ZIP CSV header,D:\GlobalHealthPolicy Dropbox\Fan Bowei\nh_staffing\nursing_home_staffing_reporting\temp\raw_downloads\provider_archives\nursing_homes_2022-01-27.zip,2022-01-27,nursing_homes_including_rehab_services_01_2022/NH_StateUSAverages_Jan2022.csv,Reported RN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,candidate_context_field,no_not_july_snapshot,,CSV header scan; field recorded as candidate by keyword search.,not_official_score,,all candidate CSV headers in requested Provider Data Catalog ZIP snapshots
