source_name,official_source,download_access_date,file_period,row_count,column_count,checksum,status
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-04-09.zip,2026-07-07,2019-04-09,46329,39,fd5b106fb4d6f13a2c71669029d408d4011d71c8d1598a09ebbe6e70616f264d,parsed SurveySummary_Download.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-04-09.zip,2026-07-07,2019-04-09,354271,18,fd5b106fb4d6f13a2c71669029d408d4011d71c8d1598a09ebbe6e70616f264d,parsed HealthDeficiencies_Download.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-07-09.zip,2026-07-07,2019-07-09,15530,84,9156e76ad27c2acfa2e11bd6e63ce296d8a7ad1c8d065e236e1f3440e9da51fe,parsed ProviderInfo_Download.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-07-09.zip,2026-07-07,2019-07-09,46257,39,9156e76ad27c2acfa2e11bd6e63ce296d8a7ad1c8d065e236e1f3440e9da51fe,parsed SurveySummary_Download.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-07-09.zip,2026-07-07,2019-07-09,358788,18,9156e76ad27c2acfa2e11bd6e63ce296d8a7ad1c8d065e236e1f3440e9da51fe,parsed HealthDeficiencies_Download.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-10-09.zip,2026-07-07,2019-10-09,15491,85,d40d3723f5f25ef10376c8934123a8dfcf416334ab140d745575fec4bd469ba1,parsed ProviderInfo_Download.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-10-09.zip,2026-07-07,2019-10-09,46163,39,d40d3723f5f25ef10376c8934123a8dfcf416334ab140d745575fec4bd469ba1,parsed SurveySummary_Download.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2019-10-09.zip,2026-07-07,2019-10-09,362151,18,d40d3723f5f25ef10376c8934123a8dfcf416334ab140d745575fec4bd469ba1,parsed HealthDeficiencies_Download.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-01-09.zip,2026-07-07,2020-01-09,15454,85,97329aa32f61b3caa0e56307ca988dc66fef8a2daf360a5fa5ba2eaae7a9499d,parsed ProviderInfo_Download.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-01-09.zip,2026-07-07,2020-01-09,46054,39,97329aa32f61b3caa0e56307ca988dc66fef8a2daf360a5fa5ba2eaae7a9499d,parsed SurveySummary_Download.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-01-09.zip,2026-07-07,2020-01-09,365159,19,97329aa32f61b3caa0e56307ca988dc66fef8a2daf360a5fa5ba2eaae7a9499d,parsed HealthDeficiencies_Download.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-04-09.zip,2026-07-07,2020-04-09,15436,85,cb11e012d6ce70ea513b22fae070ab044a86a6c3dfa8bb206ed18ef97a9e3b44,parsed ProviderInfo_Download.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-04-09.zip,2026-07-07,2020-04-09,46003,39,cb11e012d6ce70ea513b22fae070ab044a86a6c3dfa8bb206ed18ef97a9e3b44,parsed SurveySummary_Download.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-04-09.zip,2026-07-07,2020-04-09,366487,19,cb11e012d6ce70ea513b22fae070ab044a86a6c3dfa8bb206ed18ef97a9e3b44,parsed HealthDeficiencies_Download.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-07-09.zip,2026-07-07,2020-07-09,15404,85,be728f08115fda25c2ac26fb14ba70655aa2ff92d27ff31c37e94d27574b7622,parsed ProviderInfo_Download.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-07-09.zip,2026-07-07,2020-07-09,45872,39,be728f08115fda25c2ac26fb14ba70655aa2ff92d27ff31c37e94d27574b7622,parsed SurveySummary_Download.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-07-09.zip,2026-07-07,2020-07-09,367672,19,be728f08115fda25c2ac26fb14ba70655aa2ff92d27ff31c37e94d27574b7622,parsed HealthDeficiencies_Download.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-10-09.zip,2026-07-07,2020-10-09,15350,87,6f64665ca0f513f44ae8c25ff7715709cb554309958bc9d97e5938c14553c5dd,parsed NH_ProviderInfo.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-10-09.zip,2026-07-07,2020-10-09,45693,40,6f64665ca0f513f44ae8c25ff7715709cb554309958bc9d97e5938c14553c5dd,parsed NH_SurveySummary.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2020-10-09.zip,2026-07-07,2020-10-09,363074,20,6f64665ca0f513f44ae8c25ff7715709cb554309958bc9d97e5938c14553c5dd,parsed NH_HealthCitations.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-01-27.zip,2026-07-07,2021-01-27,15340,88,4dafe8afea8a3bcd8adc596081e577e9aa7dd1db5618888ecc664f0e3cce9f78,parsed NH_ProviderInfo_Jan2021.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-01-27.zip,2026-07-07,2021-01-27,45654,41,4dafe8afea8a3bcd8adc596081e577e9aa7dd1db5618888ecc664f0e3cce9f78,parsed NH_SurveySummary_Jan2021.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-01-27.zip,2026-07-07,2021-01-27,367657,21,4dafe8afea8a3bcd8adc596081e577e9aa7dd1db5618888ecc664f0e3cce9f78,parsed NH_HealthCitations_Jan2021.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-04-27.zip,2026-07-07,2021-04-27,15328,88,1297f6a339c88a59720698b1f06ccf1a9c7a1fabfb2a001a3b5fd46cd80ad680,parsed NH_ProviderInfo_Apr2021.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-04-27.zip,2026-07-07,2021-04-27,45577,41,1297f6a339c88a59720698b1f06ccf1a9c7a1fabfb2a001a3b5fd46cd80ad680,parsed NH_SurveySummary_Apr2021.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-04-27.zip,2026-07-07,2021-04-27,368314,21,1297f6a339c88a59720698b1f06ccf1a9c7a1fabfb2a001a3b5fd46cd80ad680,parsed NH_HealthCitations_Apr2021.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-07-27.zip,2026-07-07,2021-07-27,15298,88,5b663bd636786a39b5b0420d21571fb1c00c0907c74fa4e797514d0bf3ae6623,parsed NH_ProviderInfo_Jul2021.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-07-27.zip,2026-07-07,2021-07-27,45497,41,5b663bd636786a39b5b0420d21571fb1c00c0907c74fa4e797514d0bf3ae6623,parsed NH_SurveySummary_Jul2021.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-07-27.zip,2026-07-07,2021-07-27,368683,21,5b663bd636786a39b5b0420d21571fb1c00c0907c74fa4e797514d0bf3ae6623,parsed NH_HealthCitations_Jul2021.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-10-27.zip,2026-07-07,2021-10-27,15270,88,b68e0c57ace84433acee57487cf1e9a607811bc1e6708f366d4af363688ff6f2,parsed NH_ProviderInfo_Oct2021.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-10-27.zip,2026-07-07,2021-10-27,45404,41,b68e0c57ace84433acee57487cf1e9a607811bc1e6708f366d4af363688ff6f2,parsed NH_SurveySummary_Oct2021.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2021-10-27.zip,2026-07-07,2021-10-27,370711,21,b68e0c57ace84433acee57487cf1e9a607811bc1e6708f366d4af363688ff6f2,parsed NH_HealthCitations_Oct2021.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-01-27.zip,2026-07-07,2022-01-27,15238,96,cf0dff01c3efe95486002cc6002e0b55b30a9ed8b5b2c4041d7a977a06a96e12,parsed nursing_homes_including_rehab_services_01_2022/NH_ProviderInfo_Jan2022.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-01-27.zip,2026-07-07,2022-01-27,45327,41,cf0dff01c3efe95486002cc6002e0b55b30a9ed8b5b2c4041d7a977a06a96e12,parsed nursing_homes_including_rehab_services_01_2022/NH_SurveySummary_Jan2022.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-01-27.zip,2026-07-07,2022-01-27,372143,21,cf0dff01c3efe95486002cc6002e0b55b30a9ed8b5b2c4041d7a977a06a96e12,parsed nursing_homes_including_rehab_services_01_2022/NH_HealthCitations_Jan2022.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-04-27.zip,2026-07-07,2022-04-27,15203,96,c26ae16f638da41c3a7a8e14de0147ca9aab9ff0fcccf7a8526c69351307776c,parsed nursing_homes_including_rehab_services_04_2022/NH_ProviderInfo_Apr2022.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-04-27.zip,2026-07-07,2022-04-27,45223,41,c26ae16f638da41c3a7a8e14de0147ca9aab9ff0fcccf7a8526c69351307776c,parsed nursing_homes_including_rehab_services_04_2022/NH_SurveySummary_Apr2022.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-04-27.zip,2026-07-07,2022-04-27,373849,21,c26ae16f638da41c3a7a8e14de0147ca9aab9ff0fcccf7a8526c69351307776c,parsed nursing_homes_including_rehab_services_04_2022/NH_HealthCitations_Apr2022.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-07-27.zip,2026-07-07,2022-07-27,15178,94,d3a71dabbc0ab488c97de96c751dcc33869b83da3d82f5b1c50bfc51aeb70dd5,parsed nursing_homes_including_rehab_services_07_2022/NH_ProviderInfo_Jul2022.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-07-27.zip,2026-07-07,2022-07-27,45174,41,d3a71dabbc0ab488c97de96c751dcc33869b83da3d82f5b1c50bfc51aeb70dd5,parsed nursing_homes_including_rehab_services_07_2022/NH_SurveySummary_Jul2022.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-07-27.zip,2026-07-07,2022-07-27,376329,21,d3a71dabbc0ab488c97de96c751dcc33869b83da3d82f5b1c50bfc51aeb70dd5,parsed nursing_homes_including_rehab_services_07_2022/NH_HealthCitations_Jul2022.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-10-27.zip,2026-07-07,2022-10-27,15147,95,63d3a990fff74871b9fdf146039980a4f5967634a2671b1258b2e3f32cd81087,parsed nursing_homes_including_rehab_services_10_2022/NH_ProviderInfo_Oct2022.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-10-27.zip,2026-07-07,2022-10-27,45110,41,63d3a990fff74871b9fdf146039980a4f5967634a2671b1258b2e3f32cd81087,parsed nursing_homes_including_rehab_services_10_2022/NH_SurveySummary_Oct2022.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2022-10-27.zip,2026-07-07,2022-10-27,377747,21,63d3a990fff74871b9fdf146039980a4f5967634a2671b1258b2e3f32cd81087,parsed nursing_homes_including_rehab_services_10_2022/NH_HealthCitations_Oct2022.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-01-02.zip,2026-07-07,2023-01-02,15107,95,bd93cf9eabefba39ce14de907fffc881e29d5870afbf9eef8b5a25bfd111013d,parsed NH_ProviderInfo_Jan2023.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-01-02.zip,2026-07-07,2023-01-02,45008,41,bd93cf9eabefba39ce14de907fffc881e29d5870afbf9eef8b5a25bfd111013d,parsed NH_SurveySummary_Jan2023.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-01-02.zip,2026-07-07,2023-01-02,381238,23,bd93cf9eabefba39ce14de907fffc881e29d5870afbf9eef8b5a25bfd111013d,parsed NH_HealthCitations_Jan2023.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-04-26.zip,2026-07-07,2023-04-26,15076,95,eb1d2206960a9dd4657e10921b8ac30e6e11c8e55db71ac00ff4a73424982a22,parsed NH_ProviderInfo_Apr2023.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-04-26.zip,2026-07-07,2023-04-26,44940,41,eb1d2206960a9dd4657e10921b8ac30e6e11c8e55db71ac00ff4a73424982a22,parsed NH_SurveySummary_Apr2023.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-04-26.zip,2026-07-07,2023-04-26,384898,23,eb1d2206960a9dd4657e10921b8ac30e6e11c8e55db71ac00ff4a73424982a22,parsed NH_HealthCitations_Apr2023.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-07-25.zip,2026-07-07,2023-07-25,15010,97,27bd52ab037ed406ef99fb553132b47d0ed6699e74c974d5d630f9f3f5904fc1,parsed NH_ProviderInfo_Jul2023.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-07-25.zip,2026-07-07,2023-07-25,44769,41,27bd52ab037ed406ef99fb553132b47d0ed6699e74c974d5d630f9f3f5904fc1,parsed NH_SurveySummary_Jul2023.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-07-25.zip,2026-07-07,2023-07-25,391125,23,27bd52ab037ed406ef99fb553132b47d0ed6699e74c974d5d630f9f3f5904fc1,parsed NH_HealthCitations_Jul2023.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-10-02.zip,2026-07-07,2023-10-02,14944,100,ef30001310637fcf5587302cb3ccf9b50de0bad586e6fda5b772d3ba9aec9626,parsed NH_ProviderInfo_Oct2023.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-10-02.zip,2026-07-07,2023-10-02,44582,41,ef30001310637fcf5587302cb3ccf9b50de0bad586e6fda5b772d3ba9aec9626,parsed NH_SurveySummary_Oct2023.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2023-10-02.zip,2026-07-07,2023-10-02,391778,23,ef30001310637fcf5587302cb3ccf9b50de0bad586e6fda5b772d3ba9aec9626,parsed NH_HealthCitations_Oct2023.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-01-31.zip,2026-07-07,2024-01-31,14906,100,a71146f88e9e76919d6851dd7fd5dc014145e4316f06c5ac2c3d115783fbf5e7,parsed NH_ProviderInfo_Jan2024.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-01-31.zip,2026-07-07,2024-01-31,44477,41,a71146f88e9e76919d6851dd7fd5dc014145e4316f06c5ac2c3d115783fbf5e7,parsed NH_SurveySummary_Jan2024.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-01-31.zip,2026-07-07,2024-01-31,392831,23,a71146f88e9e76919d6851dd7fd5dc014145e4316f06c5ac2c3d115783fbf5e7,parsed NH_HealthCitations_Jan2024.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-04-25.zip,2026-07-07,2024-04-25,14860,100,e0f195ab10099293f4839b213c77f5cf7f3ca5817d602177454a4e4e13fb2df5,parsed NH_ProviderInfo_Apr2024.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-04-25.zip,2026-07-07,2024-04-25,44343,41,e0f195ab10099293f4839b213c77f5cf7f3ca5817d602177454a4e4e13fb2df5,parsed NH_SurveySummary_Apr2024.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-04-25.zip,2026-07-07,2024-04-25,394260,23,e0f195ab10099293f4839b213c77f5cf7f3ca5817d602177454a4e4e13fb2df5,parsed NH_HealthCitations_Apr2024.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-07-31.zip,2026-07-07,2024-07-31,14834,103,b270ea0291b280f91690f2a2f9efec3186cd8a9054ff518aac27f6f8c3fb238b,parsed NH_ProviderInfo_Jul2024.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-07-31.zip,2026-07-07,2024-07-31,44294,41,b270ea0291b280f91690f2a2f9efec3186cd8a9054ff518aac27f6f8c3fb238b,parsed NH_SurveySummary_Jul2024.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-07-31.zip,2026-07-07,2024-07-31,399033,23,b270ea0291b280f91690f2a2f9efec3186cd8a9054ff518aac27f6f8c3fb238b,parsed NH_HealthCitations_Jul2024.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-10-30.zip,2026-07-07,2024-10-30,14814,103,94e5cd42c981dc384753529b7cf4fe78223a31e51b4dfe214aa8e9a8db343f2a,parsed NH_ProviderInfo_Oct2024.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-10-30.zip,2026-07-07,2024-10-30,44243,41,94e5cd42c981dc384753529b7cf4fe78223a31e51b4dfe214aa8e9a8db343f2a,parsed NH_SurveySummary_Oct2024.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2024-10-30.zip,2026-07-07,2024-10-30,402424,23,94e5cd42c981dc384753529b7cf4fe78223a31e51b4dfe214aa8e9a8db343f2a,parsed NH_HealthCitations_Oct2024.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2025-04-30.zip,2026-07-07,2025-04-30,14769,103,d12230813f9549e261f8756ea1a4163cacaf5e031a0bfe6a0fb2fe0fbd7834c9,parsed NH_ProviderInfo_Apr2025.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2025-04-30.zip,2026-07-07,2025-04-30,44139,41,d12230813f9549e261f8756ea1a4163cacaf5e031a0bfe6a0fb2fe0fbd7834c9,parsed NH_SurveySummary_Apr2025.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2025-04-30.zip,2026-07-07,2025-04-30,409355,23,d12230813f9549e261f8756ea1a4163cacaf5e031a0bfe6a0fb2fe0fbd7834c9,parsed NH_HealthCitations_Apr2025.csv
Provider Information archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2025-07-30.zip,2026-07-07,2025-07-30,14752,100,c8d13fa561f94d6a11b83942755d1ba85f4709b5dcd1828714a333e55cbc92bb,parsed NH_ProviderInfo_Jul2025.csv
Survey Summary archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2025-07-30.zip,2026-07-07,2025-07-30,44094,41,c8d13fa561f94d6a11b83942755d1ba85f4709b5dcd1828714a333e55cbc92bb,parsed NH_SurveySummary_Jul2025.csv
Health Citations archive file,https://data.cms.gov/provider-data/sites/default/files/dataset-archives/theme/nursing-homes/nursing-homes_2025-07-30.zip,2026-07-07,2025-07-30,411456,23,c8d13fa561f94d6a11b83942755d1ba85f4709b5dcd1828714a333e55cbc92bb,parsed NH_HealthCitations_Jul2025.csv
