download_priority_order,queue_role,country,wave,idno,requirement,source_profile,actual_member_name,variable_name,variable_role,raw_variable_label,has_value_labels,row_count,nonmissing_count,missing_count,distinct_nonmissing_count,duplicate_if_key_count,numeric_min,numeric_max,top_values,possible_missing_codes,detected_recall_period,detected_unit_or_scale,possible_skip_pattern,raw_profile_status,documentation_match_status,documentation_file_name,documentation_code_match,documentation_label_term_hits,documentation_context,mechanical_raw_check_decision,final_verification_decision,remaining_blocker,next_action
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,health_need_and_access,value_profile,sect4a_harvestw3.dta,s4aq3b_os,,WHAT TYPE OF ILLNESS/INJURY DID [NAME] SUFFER FROM?(OTHER SPECIFY),0,26176,26176,0,235,,1,1,:25775; COUGH:21; EYE PROBLEM:14; STROKE:14; ULCER:10; headache:9; PAINS:8; BODY PAIN:8; MEASLES:7; STOMACH PAIN:7,,,,,value_profile_available_needs_documentation_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,type; name; suffer; specify,uring the past 4 weeks has [NAME] suffered from an illness or injury? What type of illness or injury did [NAME] suffer from? Did [NAME] have to stop [NAME]'s usual activities in the past 4 weeks because of this condition? For how many days did [NAME] have to stop [NAME]'s usual,mechanical_access_profile_available_needs_skip_denominator_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm denominator, skip pattern, barrier coding, and person/household aggregation."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_person_keys,value_profile,sect7a_plantingw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,0,41318,41318,0,4591,,10001,370040,370040:9; 10001:9; 10002:9; 10003:9; 10004:9; 10005:9; 10006:9; 10008:9; 10009:9; 10010:9,,,,,value_profile_available_needs_documentation_review,documented_by_variable_code,PH_W3_Household_Quest.pdf,hhid,,"HHID [ __ / __ / __ / __ / __ / __ ] CONFIDENTIAL Federal Republic of Nigeria National Bureau of Statistics Abuja, Nigeria GENERAL HOUSEHOLD SURVEY-PANEL Wave 3 (2015/16) Post-Harvest Visit Household Questionnaire THIS I",mechanical_raw_profile_available_needs_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm raw labels, valid ranges, missing codes, units, recall periods, and skip patterns."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_person_keys,value_profile,sect7b_plantingw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,0,532555,532555,0,4591,,10001,370040,370040:116; 10001:116; 10002:116; 10003:116; 10004:116; 10005:116; 10006:116; 10008:116; 10009:116; 10010:116,,,,,value_profile_available_needs_documentation_review,documented_by_variable_code,PH_W3_Household_Quest.pdf,hhid,,"HHID [ __ / __ / __ / __ / __ / __ ] CONFIDENTIAL Federal Republic of Nigeria National Bureau of Statistics Abuja, Nigeria GENERAL HOUSEHOLD SURVEY-PANEL Wave 3 (2015/16) Post-Harvest Visit Household Questionnaire THIS I",mechanical_raw_profile_available_needs_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm raw labels, valid ranges, missing codes, units, recall periods, and skip patterns."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,consumption_or_income,value_profile,sect8a_plantingw3.dta,ea,,EA CODE,1,18363,18363,0,400,,0,7586,0=0. Moved:1184; 634:148; 1354:120; 284:116; 100:116; 18:116; 156:104; 516:104; 526:104; 296:96,96; 998,,,,value_profile_available_needs_semantics_review,not_found_in_local_pdf_text,,,,,mechanical_amount_profile_available_needs_unit_recall_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm unit, currency, recall period, aggregation scope, and missing codes."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,consumption_or_income,value_profile,sect8a_plantingw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,0,18363,18363,0,4591,,10001,370040,370040:4; 10001:4; 10002:4; 10003:4; 10004:4; 10005:4; 10006:4; 10008:4; 10009:4; 10010:4,,,,,value_profile_available_needs_documentation_review,documented_by_variable_code,PH_W3_Household_Quest.pdf,hhid,,"HHID [ __ / __ / __ / __ / __ / __ ] CONFIDENTIAL Federal Republic of Nigeria National Bureau of Statistics Abuja, Nigeria GENERAL HOUSEHOLD SURVEY-PANEL Wave 3 (2015/16) Post-Harvest Visit Household Questionnaire THIS I",mechanical_amount_profile_available_needs_unit_recall_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm unit, currency, recall period, aggregation scope, and missing codes."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_person_keys,value_profile,secta10_harvestw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,0,5178,5178,0,2450,,10009,370040,290167:14; 290066:13; 290118:8; 290120:8; 150049:8; 150046:8; 50003:7; 20108:7; 170054:7; 290134:7,,,,,value_profile_available_needs_documentation_review,documented_by_variable_code,PH_W3_Household_Quest.pdf,hhid,,"HHID [ __ / __ / __ / __ / __ / __ ] CONFIDENTIAL Federal Republic of Nigeria National Bureau of Statistics Abuja, Nigeria GENERAL HOUSEHOLD SURVEY-PANEL Wave 3 (2015/16) Post-Harvest Visit Household Questionnaire THIS I",mechanical_raw_profile_available_needs_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm raw labels, valid ranges, missing codes, units, recall periods, and skip patterns."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_person_keys,value_profile,secta_harvestw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,0,4592,4592,0,4592,,10001,370040,10001:1; 10002:1; 10003:1; 10004:1; 10005:1; 10006:1; 10008:1; 10009:1; 10010:1; 10011:1,,,,,value_profile_available_needs_documentation_review,documented_by_variable_code,PH_W3_Household_Quest.pdf,hhid,,"HHID [ __ / __ / __ / __ / __ / __ ] CONFIDENTIAL Federal Republic of Nigeria National Bureau of Statistics Abuja, Nigeria GENERAL HOUSEHOLD SURVEY-PANEL Wave 3 (2015/16) Post-Harvest Visit Household Questionnaire THIS I",mechanical_raw_profile_available_needs_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm raw labels, valid ranges, missing codes, units, recall periods, and skip patterns."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq14ah,,START TIME OF FIRST INTERVIEW - HOUR,0,4592,4589,3,19,,1,20,10:819; 9:670; 12:503; 8:495; 11:493; 13:486; 14:418; 15:290; 16:179; 7:117,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,start; time; first; interview; hour,"N 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / YEAR] 16. DATE OF SEC...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq14am,,START TIME OF FIRST INTERVIEW - MINUTES,0,4592,4589,3,60,,0,59,0:491; 30:449; 10:321; 20:320; 15:310; 5:187; 40:184; 45:133; 50:132; 25:120,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,start; time; first; interview; minutes,"N 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / YEAR] 16. DATE OF SEC...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq14bh,,END TIME OF FIRST INTERVIEW - HOUR,0,4592,4588,4,20,,2,23,13:752; 14:618; 12:604; 15:523; 16:511; 17:466; 18:374; 11:342; 10:167; 19:136,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,time; first; interview; hour,"....1 NO.....2 VERSION 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / ...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq14bm,,END TIME OF FIRST INTERVIEW - MINUTE,0,4592,4588,4,60,,0,59,0:441; 30:354; 20:306; 10:255; 45:199; 40:197; 15:190; 50:187; 5:157; 25:112,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,time; first; interview; minute,"....1 NO.....2 VERSION 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / ...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq17ah,,START TIME OF SECOND INTERVIEW - HOUR,0,4592,1196,3396,14,,6,20,10:193; 9:175; 8:145; 14:139; 13:130; 12:114; 15:88; 11:80; 16:57; 7:53,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,start; time; second; interview; hour,"N 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / YEAR] 16. DATE OF SEC...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq17am,,START TIME OF SECOND INTERVIEW - MINUTE,0,4592,1196,3396,58,,0,59,30:126; 10:125; 0:115; 20:107; 15:82; 40:60; 5:57; 25:43; 45:40; 50:34,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,start; time; second; interview; minute,"N 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / YEAR] 16. DATE OF SEC...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq17bh,,END TIME OF SECOND INTERVIEW - HOUR,0,4592,1196,3396,13,,8,20,12:164; 13:149; 14:142; 16:128; 11:122; 17:121; 15:110; 18:99; 10:75; 9:41,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,time; second; interview; hour,"....1 NO.....2 VERSION 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / ...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq17bm,,END TIME OF SECOND INTERVIEW - MINUTE,0,4592,1196,3396,60,,0,59,0:120; 30:110; 20:96; 10:89; 45:61; 50:53; 15:52; 5:46; 25:40; 40:40,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,time; second; interview; minute,"....1 NO.....2 VERSION 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / ...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq20ah,,START TIME OF THIRD INTERVIEW - HOUR,0,4592,72,4520,12,,6,17,10:20; 13:10; 12:8; 14:8; 11:5; 9:5; 15:5; 8:5; 16:2; 6:2,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,start; time; third; interview; hour,"N 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / YEAR] 16. DATE OF SEC...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq20am,,START TIME OF THIRD INTERVIEW - MINUTE,0,4592,72,4520,27,,0,55,15:10; 10:9; 0:9; 30:5; 20:4; 25:3; 40:3; 2:3; 45:3; 50:2,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,start; time; third; interview; minute,"N 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / YEAR] 16. DATE OF SEC...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq20bh,,END TIME OF THIRD INTERVIEW - HOUR,0,4592,72,4520,11,,7,20,12:13; 13:12; 14:11; 16:10; 15:9; 10:5; 17:4; 18:3; 11:2; 7:2,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,time; third; interview; hour,"....1 NO.....2 VERSION 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / ...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,value_profile,secta_harvestw3.dta,saq20bm,,END TIME OF THIRD INTERVIEW - MINUTE,0,4592,72,4520,28,,0,59,0:11; 20:8; 50:7; 5:6; 1:4; 40:4; 10:3; 25:3; 30:3; 32:2,,,,conditional_missingness,value_profile_available_needs_semantics_review,label_terms_found_needs_manual_confirmation,PH_W3_Household_Quest.pdf,,time; third; interview; minute,"....1 NO.....2 VERSION 1 [DAY / MONTH / YEAR] 13. DATE OF FIRST INTERVIEW: 14a. TIME FIRST INTERVIEW STARTED : 14b. TIME FIRST INTERVIEW ENDED : 15. INTERVIEW STATUS AFTER FIRST VISIT: [MARK WITH ""X"" COMPLETED SECTIONS] 15a. DATA ENTRY STATUS AFTER FIRST VISIT: [DAY / MONTH / ...",mechanical_timing_profile_available_needs_date_window_confirmation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm interview date/month/year or fieldwork window.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_person_keys,value_profile,secta_plantingw3.dta,hhid,,HOUSEHOLD IDENTIFICATION,0,4696,4696,0,4696,,10001,370040,10001:1; 10002:1; 10003:1; 10004:1; 10005:1; 10006:1; 10008:1; 10009:1; 10010:1; 10011:1,,,,,value_profile_available_needs_documentation_review,documented_by_variable_code,PH_W3_Household_Quest.pdf,hhid,,"HHID [ __ / __ / __ / __ / __ / __ ] CONFIDENTIAL Federal Republic of Nigeria National Bureau of Statistics Abuja, Nigeria GENERAL HOUSEHOLD SURVEY-PANEL Wave 3 (2015/16) Post-Harvest Visit Household Questionnaire THIS I",mechanical_raw_profile_available_needs_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm raw labels, valid ranges, missing codes, units, recall periods, and skip patterns."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,weights_and_design,value_profile,sectc1_harvestw3.dta,ea,,Enumeration Area (EA),0,2828,2828,0,402,,4,7586,156:21; 1354:20; 634:20; 1300:19; 296:19; 18:19; 516:18; 100:17; 6:16; 526:15,96; 998,,,,value_profile_available_needs_semantics_review,weak_label_term_found_needs_manual_confirmation,,,area,,mechanical_raw_profile_available_needs_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm raw labels, valid ranges, missing codes, units, recall periods, and skip patterns."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,climate_geography,value_profile,sectc1_harvestw3.dta,ea,,Enumeration Area (EA),0,2828,2828,0,402,,4,7586,156:21; 1354:20; 634:20; 1300:19; 296:19; 18:19; 516:18; 100:17; 6:16; 526:15,96; 998,,,,value_profile_available_needs_semantics_review,weak_label_term_found_needs_manual_confirmation,,,area,,mechanical_geography_profile_available_needs_linkage_policy,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm geography quality and CHIRPS/ERA5 linkage route.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,climate_geography,value_profile,sectc1_harvestw3.dta,lga,,Local Government Area (LGA),1,2828,2828,0,405,,102,3706,2403=2403. ALIMOSHO:31; 3706=3706. MUNICIPAL AREA COUNCIL:23; 3215=3215. OBIO AKPOR:18; 715=715. OGBADIBO:18; 1415=1415. UDENU:17; 410=410. IDEMILI NORTH:16; 1110=1110. IZZI:15; 401=401. AGUATA:15; 3509=3509. JAKUSKO:15; 2806=2806. AKURE SOUTH:15,,,,questionnaire_skip_likely,value_profile_available_needs_semantics_review,documented_by_variable_code,PH_W3_Household_Quest.pdf,lga,,"A-1: HOUSEHOLD IDENTIFICATION FEBRUARY/MARCH 2016 Code 1. Zone 2. STATE: 3. LGA 4. SECTOR (Urban=1, Rural=2) 5. EA 6. RIC 7. HOUSEHOLD NO. 8. WHAT ARE THE GPS COORDINATES OF THE DWELLING? __ __ O __ __ . __ __ __ __ __ __ O __ __ . __ __ __ 9. NAME OF HOUSEHOLD HEAD: 10. ADDRE...",mechanical_geography_profile_available_needs_linkage_policy,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm geography quality and CHIRPS/ERA5 linkage route.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,weights_and_design,value_profile,sectc2_harvestw3.dta,ea,,Enumeration Area (EA),0,12175,12175,0,402,,4,7586,634:100; 1354:75; 526:75; 284:75; 1300:75; 296:75; 100:75; 156:75; 18:75; 516:75,96; 998,,,,value_profile_available_needs_semantics_review,weak_label_term_found_needs_manual_confirmation,,,area,,mechanical_raw_profile_available_needs_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm raw labels, valid ranges, missing codes, units, recall periods, and skip patterns."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,climate_geography,value_profile,sectc2_harvestw3.dta,ea,,Enumeration Area (EA),0,12175,12175,0,402,,4,7586,634:100; 1354:75; 526:75; 284:75; 1300:75; 296:75; 100:75; 156:75; 18:75; 516:75,96; 998,,,,value_profile_available_needs_semantics_review,weak_label_term_found_needs_manual_confirmation,,,area,,mechanical_geography_profile_available_needs_linkage_policy,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm geography quality and CHIRPS/ERA5 linkage route.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,climate_geography,value_profile,sectc2_harvestw3.dta,lga,,Local Government Area (LGA),1,12175,12175,0,406,,102,3706,2403=2403. ALIMOSHO:100; 3215=3215. OBIO AKPOR:75; 3706=3706. MUNICIPAL AREA COUNCIL:75; 2920=2920. IREPODUN:75; 2930=2930. OSOGBO:75; 401=401. AGUATA:75; 410=410. IDEMILI NORTH:75; 722=722. USHONGO:50; 1704=1704. BIRNIWA:50; 1104=1104. EBONYI:50,,,,questionnaire_skip_likely,value_profile_available_needs_semantics_review,documented_by_variable_code,PH_W3_Household_Quest.pdf,lga,,"A-1: HOUSEHOLD IDENTIFICATION FEBRUARY/MARCH 2016 Code 1. Zone 2. STATE: 3. LGA 4. SECTOR (Urban=1, Rural=2) 5. EA 6. RIC 7. HOUSEHOLD NO. 8. WHAT ARE THE GPS COORDINATES OF THE DWELLING? __ __ O __ __ . __ __ __ __ __ __ O __ __ . __ __ __ 9. NAME OF HOUSEHOLD HEAD: 10. ADDRE...",mechanical_geography_profile_available_needs_linkage_policy,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm geography quality and CHIRPS/ERA5 linkage route.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,climate_geography,key_design_geography,aux1.dta,ea,cluster_or_enumeration_area,Enumeration area,1,4590,4590,0,400,,0,7586,0=0. Moved:295; 634:37; 1354:30; 18:29; 284:29; 100:29; 156:26; 526:26; 516:26; 296:24,,,,,geography_variable_present_needs_linkage_review,weak_label_term_found_needs_manual_confirmation,,,area,,mechanical_geography_profile_pass_needs_linkage_policy,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm geography quality, displacement/admin route, and climate linkage level."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_person_keys,key_design_geography,aux1.dta,hhid,household_key_component,HOUSEHOLD IDENTIFICATION,0,4590,4590,0,4590,0,10001,370040,10001:1; 10002:1; 10003:1; 10004:1; 10005:1; 10006:1; 10008:1; 10009:1; 10010:1; 10011:1,,,,,unique_key_at_file_level,documented_by_variable_code,PH_W3_Household_Quest.pdf,hhid,,"HHID [ __ / __ / __ / __ / __ / __ ] CONFIDENTIAL Federal Republic of Nigeria National Bureau of Statistics Abuja, Nigeria GENERAL HOUSEHOLD SURVEY-PANEL Wave 3 (2015/16) Post-Harvest Visit Household Questionnaire THIS I",mechanical_unique_key_pass_needs_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm key role and joins across required modules.
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,climate_geography,key_design_geography,aux2.dta,ea,cluster_or_enumeration_area,Enumeration area,1,4579,4579,0,402,,0,7586,0=0. Moved:329; 634:37; 284:29; 1354:29; 18:29; 100:28; 156:26; 516:26; 526:26; 296:24,,,,,geography_variable_present_needs_linkage_review,weak_label_term_found_needs_manual_confirmation,,,area,,mechanical_geography_profile_pass_needs_linkage_policy,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,"Confirm geography quality, displacement/admin route, and climate linkage level."
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_person_keys,key_design_geography,aux2.dta,hhid,household_key_component,HOUSEHOLD IDENTIFICATION,0,4579,4579,0,4579,0,10001,370040,10001:1; 10002:1; 10003:1; 10004:1; 10005:1; 10008:1; 10009:1; 10010:1; 10011:1; 10012:1,,,,,unique_key_at_file_level,documented_by_variable_code,PH_W3_Household_Quest.pdf,hhid,,"HHID [ __ / __ / __ / __ / __ / __ ] CONFIDENTIAL Federal Republic of Nigeria National Bureau of Statistics Abuja, Nigeria GENERAL HOUSEHOLD SURVEY-PANEL Wave 3 (2015/16) Post-Harvest Visit Household Questionnaire THIS I",mechanical_unique_key_pass_needs_documentation,blocked_manual_acceptance_required,official documentation and reviewer acceptance still required before raw_value_verified,Confirm key role and joins across required modules.
