download_priority_order,queue_role,country,wave,idno,requirement,file_rank,file_id,file_name,file_description,candidate_variable_rows,strong_candidate_variable_rows,top_variable_names,official_metadata_status,raw_value_verification_status
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_person_keys,7,F10,sect7a_plantingw3,"Data on meals prepared and consumed outside home (in the past 7 days) - collected through Post Planting Household Questionnaire, Section 7A (Meals Away from Home)",1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,household_person_keys,8,F107,sect7b_plantingw3,"Data on food expenditure within the household (in the past 7 days) - collected through Post Planting Household Questionnaire, Section 7B (Food Expenditure)",1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,oop_health_expenditure,1,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",6,6,s4aq20;s4aq20b;s4aq13;s4aq35a;s4aq35b;s4aq35c,official_public_metadata_file_candidate,not_raw_value_verified
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,survey_timing,1,F115,secta_harvestw3,"Data on household identifier variables, enumerator, supervisor, and data entry clerk identifiers, date and time of interview and data entry, and observation notes by enumerator regarding ...",12,12,saq14ah;saq14am;saq14bh;saq14bm;saq17ah;saq17am;saq17bh;saq17bm;saq20ah;saq20am;saq20bh;saq20bm,official_public_metadata_file_candidate,not_raw_value_verified
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,weights_and_design,1,F110,HHTrack,Data on status of households across all six visits of the three waves. The data also contains the full set of survey weights.,6,6,wt_combined;wt_w1_w2_w3;wt_w1_w3;wt_w1v1;wt_w1v2;wt_w2_w3,official_public_metadata_file_candidate,not_raw_value_verified
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,weights_and_design,2,F113,cons_agg_wave3_visit1,Consumption aggregate data (visit 1),2,2,ea;hhweight,official_public_metadata_file_candidate,not_raw_value_verified
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,weights_and_design,3,F114,cons_agg_wave3_visit2,Consumption aggregate data (visit 2),2,2,ea;hhweight,official_public_metadata_file_candidate,not_raw_value_verified
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,weights_and_design,4,F104,sectc1_harvestw3,"Community data on respondent characteristics - collected through Post Harvest Community Questionnaire, Section C1 (Respondent Characteristics)",1,1,ea,official_public_metadata_file_candidate,not_raw_value_verified
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,weights_and_design,5,F109,sectc2_harvestw3,"Data on community infrastructure and transportation - collected through Post Harvest Community Questionnaire, Section C2 (Community Infrastructure and Transportation)",1,1,ea,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,climate_geography,1,F2,NGA_HouseholdGeovariables_Y1,,10,10,lat_dd_mod;lon_dd_mod;ea;eviarea_avg;grn_avg;h2010_eviarea;h2010_grn;h2010_sen;lga;sen_avg,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,climate_geography,2,F98,cons_agg_wave1_visit1,Consumption aggregate data (visit 1),1,1,ea,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,climate_geography,3,F99,cons_agg_wave1_visit2,Consumption aggregate data (visit 2),1,1,ea,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,consumption_or_income,1,F98,cons_agg_wave1_visit1,Consumption aggregate data (visit 1),7,7,totcons;nfdfoth;fdfishpr;fdothpr;fdrestby;fdalcpr;fdbeanpr,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,consumption_or_income,2,F99,cons_agg_wave1_visit2,Consumption aggregate data (visit 2),5,5,totcons;nfdfoth;fdfishpr;fdothpr;fdrestby,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,health_need_and_access,1,F34,sect4a_harvestw1,,10,8,s4aq15;s4aq16;s4aq17;s4aq1;s4aq3;s4aq6a;s4aq6b;s4aq6c;s4aq20;s4aq20b,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,health_need_and_access,2,F35,sect4b_harvestw1,,1,0,s4bq3,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,health_need_and_access,3,F32,sect3a_harvestw1,,1,0,s3aq17,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,household_person_keys,1,F10,secta7_harvestw1,,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,household_person_keys,2,F11,secta8_harvestw1,,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,household_person_keys,3,F12,secta9a1_harvestw1,,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,household_person_keys,4,F13,secta9a2_harvestw1,,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,household_person_keys,5,F14,secta9b1_harvestw1,,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,household_person_keys,6,F15,secta9b2_harvestw1,,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,household_person_keys,7,F16,secta10_harvestw1,,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,household_person_keys,8,F17,secta41_harvestw1,,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,oop_health_expenditure,1,F34,sect4a_harvestw1,,5,5,s4aq20;s4aq20b;s4aq19;s4aq13;s4aq17,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,survey_timing,1,F57,secta_harvestw1,,11,11,saq14ah;saq14am;saq14bh;saq14bm;saq18ah;saq18am;saq18bh;saq18bm;saq22ah;saq22am;saq22bh,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,survey_timing,2,F73,sectc_plantingw1,,1,1,interview_date,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,weights_and_design,1,F98,cons_agg_wave1_visit1,Consumption aggregate data (visit 1),2,2,ea;hhweight,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,weights_and_design,2,F99,cons_agg_wave1_visit2,Consumption aggregate data (visit 2),2,2,ea;hhweight,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,weights_and_design,3,F2,NGA_HouseholdGeovariables_Y1,,3,0,ea;eviarea_avg;h2010_eviarea,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,weights_and_design,4,F10,secta7_harvestw1,,1,0,ea,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,weights_and_design,5,F11,secta8_harvestw1,,1,0,ea,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,weights_and_design,6,F12,secta9a1_harvestw1,,1,0,ea,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,weights_and_design,7,F13,secta9a2_harvestw1,,1,0,ea,official_public_metadata_file_candidate,not_raw_value_verified
6,core_selected_lsms_isa_aligned,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,weights_and_design,8,F14,secta9b1_harvestw1,,1,0,ea,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,1,F27,HH.Geovariables_Y1,,3,3,ea_id;lat_modified;lon_modified,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,2,F39,SEC_A_T_English_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with English labels,2,2,clusterid;ea,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,3,F1,SEC_A_T_Swahili_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with Swahili labels,1,1,ea,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,4,F29,SECTA1A2_Swahili_Labels,Community Questionnaire Section CA: Identification This file contains data with Swahili labels,1,1,ea_id,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,5,F32,SECTCB_Swahili_Labels,Community Questionnaire Section CB: Access to Basic Services This file contains data with Swahili labels,1,1,ea_id,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,6,F35,SECTCEFG,Community Questionnaire Section CE: Agriculture Section CF: Demography and Family Issues Section CG: Governance,1,1,ea_id,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,7,F36,SECTCH,Community Questionnaire Section CH: Roster of Community Leaders,1,1,ea_id,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,climate_geography,8,F37,SECTCI,Community Questionnaire Section CI: Crime and Policing,1,1,ea_id,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,consumption_or_income,1,F69,TZY1.HH.Consumption,Aggregated consumption expenditure data.,4,4,hhexpenses;hhexpensesR;expm;expmR,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,consumption_or_income,2,F10,SEC_L_Swahili_Labels,SECTION L: Non-Food Expenditures - Past One Week and One Month This file contains data with Swahili labels,4,4,hhid;slcode;slq1;slq2,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,consumption_or_income,3,F11,SEC_M_Swahili_Labels,SECTION M: Non-Food Expenditures - Past Twelve Months This file contains data with Swahili labels,4,4,hhid;smcode;smq1;smq2,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,health_need_and_access,1,F40,SEC_B_C_D_E1_F_G1_U_English_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anth...,11,0,sdq22;sdq4;sdq43_1;sdq43_2;sdq43_3;sdq55_1;sdq55_2;sdq55_3;sdq6;sdq8;sdq9,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,health_need_and_access,2,F47,SEC_I_English_Labels,"SECTION J: Housing, Water and Sanitation This file contains data with English labels",1,0,siq8b,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_person_keys,1,F20,Agriculture SEC_1_ALL_Swahili_Labels,AGRICULTURE QUESTIONNAIRE - 1. Household Roster This file contains data with Swahili labels,2,2,hhid;rosterid,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_person_keys,2,F2,SEC_B_C_D_E1_F_G1_U_Swahili_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anth...,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_person_keys,3,F21,SEC_2A_Swahili_Labels,Agriculture Questionnaire - Plot Roster Plots anyone in your household owned or cultivated during the 2008 long rainy season. This file contains data with Swahili labels,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_person_keys,4,F22,SEC_2B_Swahili_Labels,Agriculture Questionnaire - Plot Roster Additional plots owned or cultivated by anyone in the household during the short rainy season This file contains data with Swahili labels,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_person_keys,5,F40,SEC_B_C_D_E1_F_G1_U_English_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anth...,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_person_keys,6,F59,SEC_2A_English_Labels,Agriculture Questionnaire - Plot Roster Plots anyone in your household owned or cultivated during the 2008 long rainy season. This file contains data with English labels,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_person_keys,7,F60,SEC_2B_English_Labels,Agriculture Questionnaire - Plot Roster Additional plots owned or cultivated by anyone in the household during the short rainy season This file contains data with English labels,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,household_person_keys,8,F1,SEC_A_T_Swahili_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with Swahili labels,1,1,hhid,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,oop_health_expenditure,1,F40,SEC_B_C_D_E1_F_G1_U_English_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anth...,11,11,scq14_fee;scq14_food;sdq6;sdq7;scq14_bks;scq14_contr;scq14_tot;scq14_trans;scq14_tui;scq14_unif;sdq5,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,oop_health_expenditure,2,F2,SEC_B_C_D_E1_F_G1_U_Swahili_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anth...,1,1,scq14_fee,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,survey_timing,1,F1,SEC_A_T_Swahili_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with Swahili labels,4,0,endmin;sa2q17endhr;sa2q17starthr;sa2q17startmins,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,survey_timing,2,F39,SEC_A_T_English_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with English labels,3,0,endmin;sa2q17endhr;sa2q17starthr,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,survey_timing,3,F65,SECTA1A2_English_Labels,Community Questionnaire Section CA: Identification This file contains data with English labels,2,2,ca07m;ca07y,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,survey_timing,4,F18,SEC_R_Swahili_Labels,SECTION R: Recent Shocks to Household Welfare This file contains data with Swahili labels,2,0,srq5month;srq5year,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,survey_timing,5,F69,TZY1.HH.Consumption,Aggregated consumption expenditure data.,1,1,intmonth,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,weights_and_design,1,F39,SEC_A_T_English_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with English labels,4,4,hh_weight;hh_weight_trimmed;ea;strataid,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,weights_and_design,2,F26,nps_weights_oct2010,,3,3,hh_weight;hh_weight_trimmed;strataid,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,weights_and_design,3,F69,TZY1.HH.Consumption,Aggregated consumption expenditure data.,1,1,hhweight,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,weights_and_design,4,F1,SEC_A_T_Swahili_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with Swahili labels,1,1,ea,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,weights_and_design,5,F29,SECTA1A2_Swahili_Labels,Community Questionnaire Section CA: Identification This file contains data with Swahili labels,1,1,ea,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,weights_and_design,6,F32,SECTCB_Swahili_Labels,Community Questionnaire Section CB: Access to Basic Services This file contains data with Swahili labels,1,1,ea,official_public_metadata_file_candidate,not_raw_value_verified
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,weights_and_design,7,F35,SECTCEFG,Community Questionnaire Section CE: Agriculture Section CF: Demography and Family Issues Section CG: Governance,1,1,ea,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,1,F157,HH_SEC_A,"This file contains data related to section A of the Household questionnaire - household identifier variables, weights, cluster identification strata identification, 2008/09 household id, ...",6,6,clusterid;district;ea;hh_a18_year;region;ward,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,2,F130,TZY2.EA.Offsets,This file contains the GPS coordinates for the Enumeration Area Center.,2,2,clusterid;rum,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,3,F120,Plot.Geovariables_Y2,,1,1,ea_id,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,4,F187,TZY1.HH.Consumption,Household consumption aggregate from year 1 (2008-2009).,1,1,urban,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,5,F188,TZY2.HH.Consumption,Household consumption aggregate from year 2.,1,1,urban,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,6,F189,HH.Geovariables_Y2,,1,1,ea_id,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,consumption_or_income,1,F187,TZY1.HH.Consumption,Household consumption aggregate from year 1 (2008-2009).,4,4,hhexpenses;hhexpensesR;expm;expmR,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,consumption_or_income,2,F188,TZY2.HH.Consumption,Household consumption aggregate from year 2.,4,4,hhexpenses;hhexpensesR;expm;expmR,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,consumption_or_income,3,F176,HH_SEC_L,This file contains data related to section L of the Household questionnaire - non-food expenditure during the last week or last month.,4,4,hh_l01_2;hh_l02;itemcode;y2_hhid,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,1,F160,HH_SEC_D,This file contains data related to section D of the Household questionnaire - general health status and utilization of health services.,5,2,hh_d12_1;hh_d12_2;hh_d02;hh_d13;hh_d38,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,2,F143,FS_H2,This file contains data related to module H from the Fishery questionnaire - fish trading costs during the high season.,2,0,costid;costitem,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,3,F187,TZY1.HH.Consumption,Household consumption aggregate from year 1 (2008-2009).,2,0,health;healthR,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,4,F155,FS_N2,This file contains data related to module N from the Fishery questionnaire - fish trading costs during the low season.,1,0,costid,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,5,F165,HH_SEC_G,This file contains data related to section G of the Household questionnaire - subjective welfare assessment of standard of living.,1,0,hh_g03_5,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,6,F188,TZY2.HH.Consumption,Household consumption aggregate from year 2.,1,0,health,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,1,F158,HH_SEC_B,"This file contains data related to section B of the Household questionnaire - roster of individuals living in the household, relationship to the household, gender, year of birth, variable...",2,2,hhid_2008;y2_hhid,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,2,F115,AG_SEC10B,This file contains data related to section 10B of the Agriculture questionnaire - quantity and value of livestock byproducts produced by the household during the last 12 months.,1,1,y2_hhid,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,3,F108,AG_SEC7A,"This file contains data related to section 7A of the Agriculture questionnaire - quantity and value of crop sole, post-procudeion losses and storage for fruit crops.",1,1,y2_hhid,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,4,F109,AG_SEC7B,"This file contains data related to section 7B of the Agriculture questionnaire - quantity and value of crop sole, post-procudeion losses and storage for permanent crops.",1,1,y2_hhid,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,5,F188,TZY2.HH.Consumption,Household consumption aggregate from year 2.,1,1,hhid_2008,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,6,F146,FS_J1,This file contains data related to module J of the Fishery questionnaire - questions 1 through 5 on shared labor/expenses during the low season.,1,1,hhid_2008,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,7,F148,FS_J3,This file contains data related to module J of the Fishery questionnaire - questions 7 through 13 on hired labor during the low season.,1,1,hhid_2008,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,8,F132,FS_C1,This file contains data related to module C of the Fishery questionnaire - listing of every member of the household who was engaged in fishing activities during the high season.,1,1,y2_hhid,official_public_metadata_file_candidate,not_raw_value_verified
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,oop_health_expenditure,1,F160,HH_SEC_D,This file contains data related to section D of the Household questionnaire - general health status and utilization of health services.,8,8,hh_d05_1;hh_d05_2;hh_d07;hh_d08;hh_d09;hh_d13;hh_d15;hh_d29_1,official_public_metadata_file_candidate,not_raw_value_verified
