acquisition_batch_rank,batch_role,country,wave,idno,item_type,item_id,source_gate_status,manual_fields_required,manual_fields_passed,missing_or_failed_fields,manual_decision_status,review_notes
1,priority_10_wave_batch,Ethiopia,2021-2022,ETH_2021_ESPS-W5_v02_M,concept,care_or_barrier,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,concept,survey_timing,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,concept,survey_weight,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,concept,total_consumption_or_income,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,care_or_barrier,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,climate_geography,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,demographics,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,health_need,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,household_id,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,insurance,blocked_missing_metadata_candidate,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,oop_health_expenditure,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,psu_cluster,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,shocks_or_livelihood,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,strata,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,survey_timing,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,survey_weight,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,concept,total_consumption_or_income,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,care_or_barrier,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,climate_geography,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,demographics,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,health_need,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,household_id,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,insurance,blocked_missing_metadata_candidate,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,oop_health_expenditure,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,psu_cluster,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,shocks_or_livelihood,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,strata,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,survey_timing,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,survey_weight,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,concept,total_consumption_or_income,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,care_or_barrier,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,climate_geography,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,demographics,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,health_need,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,household_id,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,insurance,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,oop_health_expenditure,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,psu_cluster,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,shocks_or_livelihood,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,strata,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,survey_timing,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,survey_weight,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,concept,total_consumption_or_income,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,care_or_barrier,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,climate_geography,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,demographics,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,health_need,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,household_id,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,insurance,blocked_missing_metadata_candidate,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,oop_health_expenditure,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,psu_cluster,blocked_missing_metadata_candidate,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,shocks_or_livelihood,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,strata,blocked_missing_metadata_candidate,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,survey_timing,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,survey_weight,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,concept,total_consumption_or_income,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,care_or_barrier,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,climate_geography,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,demographics,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,health_need,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,household_id,blocked_missing_metadata_candidate,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,insurance,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,oop_health_expenditure,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,psu_cluster,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,shocks_or_livelihood,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,strata,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,survey_timing,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,survey_weight,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,concept,total_consumption_or_income,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,concept,care_or_barrier,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,concept,climate_geography,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,concept,demographics,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,concept,health_need,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,concept,household_id,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,concept,insurance,blocked_missing_metadata_candidate,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,concept,oop_health_expenditure,blocked_raw_file_missing,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,concept,psu_cluster,blocked_missing_metadata_candidate,8,0,fill_raw_file_used; fill_raw_variable_used; fill_value_label_pass; fill_unit_or_recall_pass; fill_merge_key_pass; fill_sample_level_pass; fill_missing_code_pass; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
