download_order,acquisition_batch_rank,batch_role,country,wave,idno,core_file_rank,metadata_file_name,metadata_file_description,candidate_categories,candidate_harmonized_variables,expected_local_name_patterns,current_receipt_status,file_acceptance_status,post_download_verification
4,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,7,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;psu_or_cluster_id;reason_not_sought_distance;sex,sect4a_harvestw2;sect4a_harvestw2.*;sect4a_harvestw2.dta;sect4a_harvestw2.sav;sect4a_harvestw2.por;sect4a_harvestw2.sas7bdat;sect4a_harvestw2.xpt;sect4a_harvestw2.csv;*sect4a_harvestw2*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
4,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,8,sect8_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 8 (Housing). The data also contains geographic area identification variables.",demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;hhid;psu_or_cluster_id,sect8_harvestw2;sect8_harvestw2.*;sect8_harvestw2.dta;sect8_harvestw2.sav;sect8_harvestw2.por;sect8_harvestw2.sas7bdat;sect8_harvestw2.xpt;sect8_harvestw2.csv;*sect8_harvestw2*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
4,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,9,sect9_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 9 (Non-Farm Enterprises and Income Generating Activities). The data also contains geographic area identification variables.",demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance;reason_not_sought_supply;sex;shock_module_variable,sect9_harvestw2;sect9_harvestw2.*;sect9_harvestw2.dta;sect9_harvestw2.sav;sect9_harvestw2.por;sect9_harvestw2.sas7bdat;sect9_harvestw2.xpt;sect9_harvestw2.csv;*sect9_harvestw2*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
4,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,10,secta1_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A1 (Land and Dry Season Planting). The data also contains geographic area identification variables.",geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id,secta1_harvestw2;secta1_harvestw2.*;secta1_harvestw2.dta;secta1_harvestw2.sav;secta1_harvestw2.por;secta1_harvestw2.sas7bdat;secta1_harvestw2.xpt;secta1_harvestw2.csv;*secta1_harvestw2*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
4,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,11,secta2_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A2 (Harvest Labour). The data also contains geographic area identification variables.",geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,secta2_harvestw2;secta2_harvestw2.*;secta2_harvestw2.dta;secta2_harvestw2.sav;secta2_harvestw2.por;secta2_harvestw2.sas7bdat;secta2_harvestw2.xpt;secta2_harvestw2.csv;*secta2_harvestw2*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
4,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,12,secta3_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A3 (Agricultural Production - Harvest of Field and Tree Crops). The data also contains geographic area identification variables.",geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_not_sought_reason;hhid;psu_or_cluster_id,secta3_harvestw2;secta3_harvestw2.*;secta3_harvestw2.dta;secta3_harvestw2.sav;secta3_harvestw2.por;secta3_harvestw2.sas7bdat;secta3_harvestw2.xpt;secta3_harvestw2.csv;*secta3_harvestw2*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,1,sect11_plantingw3,"Household level data on homeownership and characteristics of home - collected through Post Planting Household Questionnaire, Section 11 (Housing)",demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;hhid;psu_or_cluster_id,sect11_plantingw3;sect11_plantingw3.*;sect11_plantingw3.dta;sect11_plantingw3.sav;sect11_plantingw3.por;sect11_plantingw3.sas7bdat;sect11_plantingw3.xpt;sect11_plantingw3.csv;*sect11_plantingw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2,sect11b1_plantingw3,"Data on plot acquisition, tenure and use - collected through Post Planting Agriculture Questionnaire, Section 11B1 (Land Inventory)",geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,sect11b1_plantingw3;sect11b1_plantingw3.*;sect11b1_plantingw3.dta;sect11b1_plantingw3.sav;sect11b1_plantingw3.por;sect11b1_plantingw3.sas7bdat;sect11b1_plantingw3.xpt;sect11b1_plantingw3.csv;*sect11b1_plantingw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,3,sect11e_plantingw3,"Crop level data on source, quantity and cost of seeds used on the plot - collected through Post Planting Agriculture Questionnaire, Section 11E (Seed Acquisition)",geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,sect11e_plantingw3;sect11e_plantingw3.*;sect11e_plantingw3.dta;sect11e_plantingw3.sav;sect11e_plantingw3.por;sect11e_plantingw3.sas7bdat;sect11e_plantingw3.xpt;sect11e_plantingw3.csv;*sect11e_plantingw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,4,sect11f_plantingw3,"Data on crops planted on the plot, amount of crops planted and expected harvest - collected through Post Planting Agriculture Questionnaire, Section 11F (Planted Field and Tree Crops)",geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,sect11f_plantingw3;sect11f_plantingw3.*;sect11f_plantingw3.dta;sect11f_plantingw3.sav;sect11f_plantingw3.por;sect11f_plantingw3.sas7bdat;sect11f_plantingw3.xpt;sect11f_plantingw3.csv;*sect11f_plantingw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,5,sect1_harvestw3,"Individual level data on relationship to the household, gender, year of birth, age, marital status, polygamous marriages, spouse identification, parental status, place of birth, date joined household if new, migration - collected through Post-Harvest Household Questionnaire, Section 1 (Household Roster)",demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;hhid;pid;psu_or_cluster_id;reason_not_sought_distance;sex,sect1_harvestw3;sect1_harvestw3.*;sect1_harvestw3.dta;sect1_harvestw3.sav;sect1_harvestw3.por;sect1_harvestw3.sas7bdat;sect1_harvestw3.xpt;sect1_harvestw3.csv;*sect1_harvestw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,6,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;psu_or_cluster_id;reason_not_sought_distance,sect4a_harvestw3;sect4a_harvestw3.*;sect4a_harvestw3.dta;sect4a_harvestw3.sav;sect4a_harvestw3.por;sect4a_harvestw3.sas7bdat;sect4a_harvestw3.xpt;sect4a_harvestw3.csv;*sect4a_harvestw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,7,secta1_harvestw3,"Data on follow-up on use of land for in post- planting visit and data on any subsequent planting or other use of the plot - collected through Post Harvest Agriculture Questionnaire, Section A-1 (Land)",geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id,secta1_harvestw3;secta1_harvestw3.*;secta1_harvestw3.dta;secta1_harvestw3.sav;secta1_harvestw3.por;secta1_harvestw3.sas7bdat;secta1_harvestw3.xpt;secta1_harvestw3.csv;*secta1_harvestw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,8,secta2_harvestw3,"Data on household members and hired labour that worked in crop harvesting activities on the plot - collected through Post Harvest Agriculture Questionnaire, Section A2 (Labor)",geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,secta2_harvestw3;secta2_harvestw3.*;secta2_harvestw3.dta;secta2_harvestw3.sav;secta2_harvestw3.por;secta2_harvestw3.sas7bdat;secta2_harvestw3.xpt;secta2_harvestw3.csv;*secta2_harvestw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,9,secta3i_harvestw3,"Data on quantity and value of field crops produced - collected through Post Harvest Agriculture Questionnaire, Section A3.i (Crop Harvest)",geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_not_sought_reason;hhid;psu_or_cluster_id,secta3i_harvestw3;secta3i_harvestw3.*;secta3i_harvestw3.dta;secta3i_harvestw3.sav;secta3i_harvestw3.por;secta3i_harvestw3.sas7bdat;secta3i_harvestw3.xpt;secta3i_harvestw3.csv;*secta3i_harvestw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,10,secta3ii_harvestw3,"Data on quantity and value of field crops produced - collected through Post Harvest Agriculture Questionnaire, Section A3.ii (Crop Disposition)",demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;hhid;psu_or_cluster_id,secta3ii_harvestw3;secta3ii_harvestw3.*;secta3ii_harvestw3.dta;secta3ii_harvestw3.sav;secta3ii_harvestw3.por;secta3ii_harvestw3.sas7bdat;secta3ii_harvestw3.xpt;secta3ii_harvestw3.csv;*secta3ii_harvestw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,11,secta11d_harvestw3,"Data on left over (inorganic fertilizer), free (inorganic fertilizer), source of commercial (inorganic fertilizer), organic fertilizer use - collected through Post Harvest Agriculture Questionnaire, Section 11D (Fertilizer Acquisition)",geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,secta11d_harvestw3;secta11d_harvestw3.*;secta11d_harvestw3.dta;secta11d_harvestw3.sav;secta11d_harvestw3.por;secta11d_harvestw3.sas7bdat;secta11d_harvestw3.xpt;secta11d_harvestw3.csv;*secta11d_harvestw3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
5,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,12,NGA_HouseholdGeovars_Y3,Household level geospatial data,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,NGA_HouseholdGeovars_Y3;NGA_HouseholdGeovars_Y3.*;NGA_HouseholdGeovars_Y3.dta;NGA_HouseholdGeovars_Y3.sav;NGA_HouseholdGeovars_Y3.por;NGA_HouseholdGeovars_Y3.sas7bdat;NGA_HouseholdGeovars_Y3.xpt;NGA_HouseholdGeovars_Y3.csv;*NGA_HouseholdGeovars_Y3*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,NGA_HouseholdGeovariables_Y1,,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,NGA_HouseholdGeovariables_Y1;NGA_HouseholdGeovariables_Y1.*;NGA_HouseholdGeovariables_Y1.dta;NGA_HouseholdGeovariables_Y1.sav;NGA_HouseholdGeovariables_Y1.por;NGA_HouseholdGeovariables_Y1.sas7bdat;NGA_HouseholdGeovariables_Y1.xpt;NGA_HouseholdGeovariables_Y1.csv;*NGA_HouseholdGeovariables_Y1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,secta1_harvestw1,,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id,secta1_harvestw1;secta1_harvestw1.*;secta1_harvestw1.dta;secta1_harvestw1.sav;secta1_harvestw1.por;secta1_harvestw1.sas7bdat;secta1_harvestw1.xpt;secta1_harvestw1.csv;*secta1_harvestw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,3,secta2_harvestw1,,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,secta2_harvestw1;secta2_harvestw1.*;secta2_harvestw1.dta;secta2_harvestw1.sav;secta2_harvestw1.por;secta2_harvestw1.sas7bdat;secta2_harvestw1.xpt;secta2_harvestw1.csv;*secta2_harvestw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,4,secta3_harvestw1,,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_not_sought_reason;hhid;psu_or_cluster_id,secta3_harvestw1;secta3_harvestw1.*;secta3_harvestw1.dta;secta3_harvestw1.sav;secta3_harvestw1.por;secta3_harvestw1.sas7bdat;secta3_harvestw1.xpt;secta3_harvestw1.csv;*secta3_harvestw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,5,sect1_harvestw1,,demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;hhid;psu_or_cluster_id;reason_not_sought_distance;sex,sect1_harvestw1;sect1_harvestw1.*;sect1_harvestw1.dta;sect1_harvestw1.sav;sect1_harvestw1.por;sect1_harvestw1.sas7bdat;sect1_harvestw1.xpt;sect1_harvestw1.csv;*sect1_harvestw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,6,sect4a_harvestw1,,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;psu_or_cluster_id;reason_not_sought_distance;sex,sect4a_harvestw1;sect4a_harvestw1.*;sect4a_harvestw1.dta;sect4a_harvestw1.sav;sect4a_harvestw1.por;sect4a_harvestw1.sas7bdat;sect4a_harvestw1.xpt;sect4a_harvestw1.csv;*sect4a_harvestw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,7,sect8_harvestw1,,demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;hhid;psu_or_cluster_id,sect8_harvestw1;sect8_harvestw1.*;sect8_harvestw1.dta;sect8_harvestw1.sav;sect8_harvestw1.por;sect8_harvestw1.sas7bdat;sect8_harvestw1.xpt;sect8_harvestw1.csv;*sect8_harvestw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,8,sect11b_plantingw1,,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;pid;psu_or_cluster_id,sect11b_plantingw1;sect11b_plantingw1.*;sect11b_plantingw1.dta;sect11b_plantingw1.sav;sect11b_plantingw1.por;sect11b_plantingw1.sas7bdat;sect11b_plantingw1.xpt;sect11b_plantingw1.csv;*sect11b_plantingw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,9,sect11c_plantingw1,,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,sect11c_plantingw1;sect11c_plantingw1.*;sect11c_plantingw1.dta;sect11c_plantingw1.sav;sect11c_plantingw1.por;sect11c_plantingw1.sas7bdat;sect11c_plantingw1.xpt;sect11c_plantingw1.csv;*sect11c_plantingw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,10,sect11d_plantingw1,,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,sect11d_plantingw1;sect11d_plantingw1.*;sect11d_plantingw1.dta;sect11d_plantingw1.sav;sect11d_plantingw1.por;sect11d_plantingw1.sas7bdat;sect11d_plantingw1.xpt;sect11d_plantingw1.csv;*sect11d_plantingw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,11,sect11e_plantingw1,,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,sect11e_plantingw1;sect11e_plantingw1.*;sect11e_plantingw1.dta;sect11e_plantingw1.sav;sect11e_plantingw1.por;sect11e_plantingw1.sas7bdat;sect11e_plantingw1.xpt;sect11e_plantingw1.csv;*sect11e_plantingw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
6,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,12,sect11h_plantingw1,,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,sect11h_plantingw1;sect11h_plantingw1.*;sect11h_plantingw1.dta;sect11h_plantingw1.sav;sect11h_plantingw1.por;sect11h_plantingw1.sas7bdat;sect11h_plantingw1.xpt;sect11h_plantingw1.csv;*sect11h_plantingw1*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,HH.Geovariables_Y1,,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,HH.Geovariables_Y1;HH.*;*HH*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,2,SECTCEFG,Community Questionnaire Section CE: Agriculture Section CF: Demography and Family Issues Section CG: Governance,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;shock_module_variable,SECTCEFG;SECTCEFG.*;SECTCEFG.dta;SECTCEFG.sav;SECTCEFG.por;SECTCEFG.sas7bdat;SECTCEFG.xpt;SECTCEFG.csv;*SECTCEFG*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,3,SECTCH,Community Questionnaire Section CH:  Roster of Community Leaders,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;education;psu_or_cluster_id;sex,SECTCH;SECTCH.*;SECTCH.dta;SECTCH.sav;SECTCH.por;SECTCH.sas7bdat;SECTCH.xpt;SECTCH.csv;*SECTCH*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,4,SEC_A_T_English_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with English labels,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural;shock_module_variable;strata,SEC_A_T_English_Labels;SEC_A_T_English_Labels.*;SEC_A_T_English_Labels.dta;SEC_A_T_English_Labels.sav;SEC_A_T_English_Labels.por;SEC_A_T_English_Labels.sas7bdat;SEC_A_T_English_Labels.xpt;SEC_A_T_English_Labels.csv;*SEC_A_T_English_Labels*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,5,SEC_B_C_D_E1_F_G1_U_English_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anthropometry This file contains data with English labels,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;reason_not_sought_distance;sex,SEC_B_C_D_E1_F_G1_U_English_Labels;SEC_B_C_D_E1_F_G1_U_English_Labels.*;SEC_B_C_D_E1_F_G1_U_English_Labels.dta;SEC_B_C_D_E1_F_G1_U_English_Labels.sav;SEC_B_C_D_E1_F_G1_U_English_Labels.por;SEC_B_C_D_E1_F_G1_U_English_Labels.sas7bdat;SEC_B_C_D_E1_F_G1_U_English_Labels.xpt;SEC_B_C_D_E1_F_G1_U_English_Labels.csv;*SEC_B_C_D_E1_F_G1_U_English_Labels*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,6,SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels,"SECTION H. Governance SECTION J: Housing, Water and Sanitation SECTION K: Consumption of Food Over Past One Week SECTION O: Assistance and Groups SECTION P: Credit SECTION Q: Crime and Justice SECTION S: Deaths in Household This file contains data with English labels",demographics;geography;shocks;survey_design,admin1_or_admin2;age;asset_index_or_asset_variable;coping_borrowed;hhid;shock_module_variable,SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels;SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels.*;SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels.dta;SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels.sav;SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels.por;SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels.sas7bdat;SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels.xpt;SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels.csv;*SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
7,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,7,SEC_P2_English_Labels,SECTION P: Credit This file contains data with English labels,shocks;survey_design,coping_borrowed;hhid,SEC_P2_English_Labels;SEC_P2_English_Labels.*;SEC_P2_English_Labels.dta;SEC_P2_English_Labels.sav;SEC_P2_English_Labels.por;SEC_P2_English_Labels.sas7bdat;SEC_P2_English_Labels.xpt;SEC_P2_English_Labels.csv;*SEC_P2_English_Labels*,not_received_no_original_raw_package,blocked_no_raw_or_archive_file,"Confirm this file/module exists directly or inside the complete official package, inspect schema, and connect accepted variables to the manual verification templates."
