acquisition_batch_rank,batch_role,country,wave,idno,file_rank,file_name,local_target_folder,candidate_categories,candidate_harmonized_variables,download_priority_reason,expected_file_status,present_matching_files,current_file_gate_status,verification_action
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,11,sect11e_plantingw3,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,12,sect1_harvestw3,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;hhid;pid;psu_or_cluster_id;reason_not_sought_distance;sex,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,secta1_harvestw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,sect11h_plantingw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,3,sect11c_plantingw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,4,sect11b_plantingw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;pid;psu_or_cluster_id,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,5,secta3_harvestw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_not_sought_reason;hhid;psu_or_cluster_id,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,6,sect11e_plantingw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,7,sect4a_harvestw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;psu_or_cluster_id;reason_not_sought_distance;sex,OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,8,sect8_harvestw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;hhid;psu_or_cluster_id,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,9,secta2_harvestw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,10,sect11d_plantingw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,11,NGA_HouseholdGeovariables_Y1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,12,sect1_harvestw1,temp/raw_downloads/NGA_2010_GHSP-W1_v03_M/,demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;hhid;psu_or_cluster_id;reason_not_sought_distance;sex,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,SEC_3A_English_Labels,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,financial denominator; need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,2,SEC_3B_English_Labels,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,financial denominator; need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,3,SEC_B_C_D_E1_F_G1_U_English_Labels,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;reason_not_sought_distance;sex,OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,4,HH.Geovariables_Y1,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,5,SEC_4A_English_Labels,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,6,SEC_A_T_English_Labels,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_weight_or_person_weight;psu_or_cluster_id;rural;shock_module_variable;strata,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,7,SEC_H1_J_K2_O2_P1_Q1_S1_English_Labels,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,demographics;geography;shocks;survey_design,admin1_or_admin2;age;asset_index_or_asset_variable;coping_borrowed;hhid;shock_module_variable,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,8,TZY1.HH.Consumption,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,consumption;demographics;geography;health_need_access;survey_design,admin1_or_admin2;education;hhid;household_size;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;reason_not_sought_distance;rural;strata;total_consumption_or_income,financial denominator; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,9,SEC_S2_English_Labels,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,demographics;health_need_access;survey_design,age;asset_index_or_asset_variable;hhid;illness_or_injury_need;sex,need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,10,SECTCEFG,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;shock_module_variable,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,11,SEC_P2_English_Labels,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,shocks;survey_design,coping_borrowed;hhid,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,12,SECTCH,temp/raw_downloads/TZA_2008_NPS-R1_v03_M/,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;education;psu_or_cluster_id;sex,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1,AG_SEC3A,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,consumption;health_need_access;shocks,agriculture_livelihood;care_not_sought_reason;coping_borrowed;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,financial denominator; need/access,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,2,AG_SEC3B,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,consumption;health_need_access;shocks,agriculture_livelihood;care_not_sought_reason;coping_borrowed;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,financial denominator; need/access,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,3,HH.Geovariables_Y2,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,4,TZY1.HH.Consumption,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,consumption;demographics;geography;health_need_access;survey_design,admin1_or_admin2;education;hhid;household_size;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;reason_not_sought_distance;rural;strata;total_consumption_or_income,financial denominator; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,5,HH_SEC_D,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,demographics;health_expenditure;health_need_access;survey_design,age;care_sought;education;illness_or_injury_need;oop_health_expenditure;pid,OOP spending; need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,6,TZY2.HH.Consumption,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,consumption;demographics;geography;health_need_access;survey_design,admin1_or_admin2;education;hhid;household_size;household_weight_or_person_weight;interview_date_or_survey_month;reason_not_sought_distance;rural;strata;total_consumption_or_income,financial denominator; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,7,COMSEC_CD,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,8,COMSEC_CE,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;sex;shock_module_variable,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,9,COMSEC_CI,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;education;psu_or_cluster_id;sex;shock_module_variable,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,10,HH_SEC_B,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,demographics;geography;survey_design,admin1_or_admin2;age;hhid;household_head_marker;pid;sex,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,11,COMSEC_CJ,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,geography;survey_design,admin1_or_admin2;household_weight_or_person_weight;psu_or_cluster_id,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,12,AG_SEC2A,temp/raw_downloads/TZA_2010_NPS-R2_v03_M/,geography;shocks,agriculture_livelihood;latitude_or_longitude;shock_module_variable,climate geography,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,1,AG_SEC_3A,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,financial denominator; need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2,AG_SEC_3B,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,consumption;health_need_access;shocks;survey_design,agriculture_livelihood;care_not_sought_reason;coping_borrowed;hhid;reason_not_sought_distance;shock_module_variable;total_consumption_or_income,financial denominator; need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,3,HouseholdGeovars_Y3,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,geography;health_need_access;shocks,admin1_or_admin2;agriculture_livelihood;latitude_or_longitude;reason_not_sought_distance;shock_module_variable,need/access; climate geography,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,4,AG_SEC_5A,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,health_need_access;shocks;survey_design,agriculture_livelihood;hhid;reason_not_sought_distance;shock_module_variable,need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,5,AG_SEC_5B,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,health_need_access;shocks;survey_design,agriculture_livelihood;hhid;reason_not_sought_distance;shock_module_variable,need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,6,COM_SEC_CE,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;psu_or_cluster_id;reason_not_sought_distance;sex;shock_module_variable,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,7,AG_SEC_4A,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,8,AG_SEC_4B,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,shocks;survey_design,agriculture_livelihood;hhid;shock_module_variable,weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,9,COM_SEC_CF_ID,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,geography;survey_design,admin1_or_admin2;latitude_or_longitude;psu_or_cluster_id,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,10,HH_SEC_A,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,demographics;geography;survey_design,admin1_or_admin2;hhid;household_head_marker;household_weight_or_person_weight;interview_date_or_survey_month;psu_or_cluster_id;rural;strata,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,11,HH_SEC_C,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,demographics;health_need_access;survey_design,age;education;hhid;pid;reason_not_sought_distance,need/access; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,12,AG_SEC_2A,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,geography;shocks;survey_design,agriculture_livelihood;hhid;latitude_or_longitude;shock_module_variable,climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,1,int_welfare_hh,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;coping_sold_assets;education;hhid;household_weight_or_person_weight;illness_or_injury_need;interview_date_or_survey_month;oop_health_expenditure;reason_not_sought_distance;sex;shock_module_variable,OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,2,int_access_fin,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;interview_date_or_survey_month;oop_health_expenditure;reason_not_sought_distance;sex,OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,3,sage_labourintermed,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;education;hhid;household_weight_or_person_weight;illness_or_injury_need;interview_date_or_survey_month;latitude_or_longitude;pid;reason_not_sought_distance;sex,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,4,int_access_health,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_cost;reason_not_sought_distance;reason_not_sought_supply;sex,OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,5,int_cohesion,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;asset_index_or_asset_variable;care_not_sought_reason;care_sought;coping_borrowed;hhid;household_weight_or_person_weight;interview_date_or_survey_month;reason_not_sought_distance;sex,need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,6,int_access_educ18plus,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_distance;sex,OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,7,int_demographics_mem,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_head_marker;household_size;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_distance;sex,OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,8,int_consexp,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,consumption;demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;asset_index_or_asset_variable;care_sought;education;food_consumption;hhid;household_size;household_weight_or_person_weight;nonfood_consumption;oop_health_expenditure;rural;total_consumption_or_income,financial denominator; OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,9,int_access_school,temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,demographics;geography;health_expenditure;health_need_access;shocks;survey_design,admin1_or_admin2;age;agriculture_livelihood;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;reason_not_sought_distance;sex,OOP spending; need/access; climate geography; weights/design/keys,not_present,,blocked_missing_raw_file,"inspect raw schema and verify units, labels, missing codes, recall periods, levels, and merge keys before harmonization"
