download_priority_order,queue_role,country,wave,idno,review_source,requirement,actual_member_name,variable_name,variable_role,raw_variable_label,ddi_file_name,ddi_file_content,ddi_variable_label,ddi_interval_type,ddi_format_type,ddi_valid_count,ddi_invalid_count,ddi_range_min,ddi_range_max,ddi_category_count,ddi_categories_preview,raw_row_count,raw_nonmissing_count,raw_missing_count,raw_distinct_nonmissing_count,raw_numeric_min,raw_numeric_max,raw_top_values,raw_possible_missing_codes,raw_detected_recall_period,raw_detected_unit_or_scale,raw_possible_skip_pattern,documentation_recall_period,documentation_unit_or_scale,documentation_missing_code_evidence,documentation_skip_evidence,documentation_level_evidence,raw_vs_ddi_count_status,raw_vs_ddi_range_status,semantics_review_status,remaining_manual_review
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,household_person_keys,FS_E3.dta,y2_hhid,,Unique Household Indentifier,,,,,,,,,,,,1950,1950,0,150,4.03009e+14,5.50102e+15,403009003007002:13; 405002005005603:13; 601006018004403:13; 601006018012401:13; 602005001006701:13; 603013001011601:13; 606007003004801:13; 606007003007401:13; 606007003007701:13; 606007003010501:13,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,health_need_and_access,FS_H2.dta,costid,,Cost ID,,,,,,,,,,,,525,450,75,6,1,6,1=Hired Labour:75; 2=Transport:75; 3=Packaging:75; 4=Ice:75; 5=Tax:75; 6=Other (Specify):75,6=Other (Specify),,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,raw_possible_codes=6=Other (Specify),raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,health_need_and_access,FS_H2.dta,costitem,,COST ITEM,,,,,,,,,,,,525,525,0,13,,,:75; Vibarua:74; Usafiri:74; Ufungashaji:74; Barafu:74; Kodi:74; Nyingine:74; Hired Labour:1; Transport:1; Packaging:1,,,local_currency_amount_needs_unit_confirmation,,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,household_person_keys,FS_J1.dta,hhid_2008,,Full household identification from NPS year 1,,,,,,,,,,,,4007,4007,0,3168,1.01014e+12,5.50202e+13,19030070580080:7; 52020020050006:6; 8060120020036:5; 7030230030112:5; 6060070030074:5; 54020130160038:5; 6060070030077:5; 6060070030105:5; 8010160070016:5; 17040230010020:5,,,year,,,year,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,household_person_keys,FS_J3.dta,hhid_2008,,Full household identification from NPS year 1,,,,,,,,,,,,4007,4007,0,3168,1.01014e+12,5.50202e+13,19030070580080:7; 52020020050006:6; 8060120020036:5; 7030230030112:5; 6060070030074:5; 54020130160038:5; 6060070030077:5; 6060070030105:5; 8010160070016:5; 17040230010020:5,,,year,,,year,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,health_need_and_access,FS_N2.dta,costid,,COST ID,,,,,,,,,,,,420,324,96,6,1,6,1=HIRED LABOUR:54; 2=TRANSPORT:54; 3=PACKAGING:54; 4=ICE:54; 5=TAX:54; 6=OTHER (SPECIFY):54,6=OTHER (SPECIFY),,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,raw_possible_codes=6=OTHER (SPECIFY),raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,weights_and_design,HH_SEC_A.dta,strataid,,Unique ID for sampling stratum,,,,,,,,,,,,3924,3924,0,16,1,16,4:615; 11:477; 13:405; 9:345; 5:329; 7:329; 16:274; 15:271; 3:224; 1:135,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,weights_and_design,HH_SEC_A.dta,y2_weight,,panel weight 2010/2011,,,,,,,,,,,,3924,3924,0,2720,74.9605,10446.7,1559.38:10; 341.518:8; 1718.08:8; 3668.86:7; 1685.66:7; 5262.42:7; 3676.27:6; 3770.46:6; 349.799:6; 2154.24:6,,,survey_weight,,,survey_weight,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,survey_timing,HH_SEC_A.dta,hh_a18_month,,,,,,,,,,,,,,3924,3924,0,12,1,12,11:451; 8:409; 5:392; 7:363; 1:347; 10:343; 12:333; 3:304; 2:284; 6:272,,,month,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,survey_timing,HH_SEC_A.dta,hh_a18_year,,,,,,,,,,,,,,3924,3924,0,2,2010,2011,2011:2954; 2010:970,,,year,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,climate_geography,HH_SEC_A.dta,clusterid,,Unique ID for first-stage sampling unit,,,,,,,,,,,,3924,3924,0,409,1.114e+06,5.5218e+07,19420004:17; 17302007:17; 19307058:16; 18414007:15; 17423001:15; 19208001:14; 10337001:14; 7123067:14; 6112001:14; 14316002:14,,,unit_variable,,,unit_variable,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,climate_geography,HH_SEC_A.dta,district,,district,,,,,,,,,,,,3924,3924,0,8,1,8,1:1118; 2:912; 3:695; 4:421; 5:374; 6:250; 8:83; 7:71,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,climate_geography,HH_SEC_A.dta,ea,,ea,,,,,,,,,,,,3924,3924,0,246,1,999,11:233; 12:204; 31:184; 22:172; 21:158; 32:144; 13:139; 23:113; 41:108; 42:104,96; 97; 98; 99; 999,,,,,,raw_possible_codes=96; 97; 98; 99; 999,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,climate_geography,HH_SEC_A.dta,hh_a18_year,,,,,,,,,,,,,,3924,3924,0,2,2010,2011,2011:2954; 2010:970,,,year,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,climate_geography,HH_SEC_A.dta,region,,region,,,,,,,,,,,,3924,3924,0,26,1,55,7:644; 9:246; 53:224; 17:197; 8:183; 19:182; 12:178; 10:163; 18:161; 14:147,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,climate_geography,HH_SEC_A.dta,ward,,ward,,,,,,,,,,,,3924,3924,0,103,11,411,71:154; 31:132; 91:121; 13:113; 21:111; 41:106; 111:104; 123:101; 101:98; 121:94,,,,,,,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,household_person_keys,HH_SEC_B.dta,hhid_2008,,Full household identification from NPS year 1,,,,,,,,,,,,20559,20559,0,3168,1.01014e+12,5.50202e+13,19030070580080:59; 14020040030072:55; 19070070050735:46; 14050050040622:46; 17060040030028:43; 19080060030106:41; 19040200040340:39; 14030010040460:37; 14030160020329:36; 17060150020071:33,,,year,,,year,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,household_person_keys,HH_SEC_B.dta,y2_hhid,,Unique Year 2 HH ID,,,,,,,,,,,,20559,20559,0,3924,1.01014e+14,5.50202e+15,1402004003007201:55; 1405005004062201:35; 1403016002032901:25; 1907007005073503:24; 1904020004000101:22; 601012001156801:20; 1804014007060701:20; 703018007000701:20; 1702011004011501:20; 1903007058008003:19,,,year,,,year,,,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,survey_timing,HH_SEC_C.dta,hh_c08,,What year did [NAME] leave school for the last time?,,,,,,,,,,,,20559,7516,13043,80,1697,9999,2009:467; 2008:402; 2007:324; 2006:236; 1997:225; 1999:225; 2002:221; 2005:218; 2004:218; 2000:212,9999; 9999=Don't Know,,year,conditional_missingness,,year,raw_possible_codes=9999; 9999=Don't Know,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,survey_timing,HH_SEC_C.dta,hh_c10,,What grade was [NAME] attending last year?,,,,,,,,,,,,20559,6289,14270,29,1,90,11=D1:596; 12=D2:592; 90=NOT YET STARTED:592; 13=D3:587; 1=PP:550; 15=D5:516; 16=D6:507; 14=D4:496; 17=D7:473; 21=F1:339,,,year,conditional_missingness,,year,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,survey_timing,HH_SEC_C.dta,hh_c30,,How many months did [NAME] attend this adult literacy class?,,,,,,,,,,,,20559,490,20069,23,0,48,12:92; 3:88; 24:62; 1:61; 2:51; 4:41; 6:36; 36:17; 5:13; 10:7,,,month,conditional_missingness,,month,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,oop_health_expenditure,HH_SEC_D.dta,hh_d05_1,,How much did [NAME] spend visiting the 1ST health provider?,,,,,,,,,,,,20562,3321,17241,168,0,2.577e+06,0:947; 5000:227; 1000:206; 2000:169; 3000:143; 10000:125; 1500:103; 500:93; 15000:88; 4000:85,,,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,oop_health_expenditure,HH_SEC_D.dta,hh_d05_2,,How much did [NAME] spend visiting the 2ND health provider?,,,,,,,,,,,,20562,380,20182,72,0,195000,0:65; 3000:35; 2000:27; 1500:24; 5000:20; 2500:13; 6000:12; 15000:11; 3500:11; 1000:11,,,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,oop_health_expenditure,HH_SEC_D.dta,hh_d07,,How much in total did the household spend on [NAME] in the p,,,,,,,,,,,,20562,20367,195,195,0,2.577e+06,0:18086; 5000:202; 1000:170; 2000:151; 3000:134; 10000:122; 1500:100; 6000:86; 7000:86; 8000:77,,,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,oop_health_expenditure,HH_SEC_D.dta,hh_d08,,How much in total did the household spend on [NAME] in the p,,,,,,,,,,,,20562,20367,195,30,0,30000,0:20249; 1500:26; 2000:23; 1400:14; 1000:14; 500:6; 1800:4; 800:4; 1600:3; 3000:3,,,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,oop_health_expenditure,HH_SEC_D.dta,hh_d09,,How much in total did the household spend on [NAME] in the p,,,,,,,,,,,,20562,20367,195,95,0,150000,0:16917; 200:479; 500:464; 1000:433; 2000:325; 1500:266; 100:207; 3000:159; 300:140; 400:127,,,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,oop_health_expenditure,HH_SEC_D.dta,hh_d13,,What was the total cost of [NAME]'s hospitalization(s) or ov,,,,,,,,,,,,20562,1230,19332,166,0,1.5e+07,0:166; 15000:88; 5000:81; 10000:75; 20000:65; 30000:53; 50000:35; 25000:29; 3000:27; 18000:26,,,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,oop_health_expenditure,HH_SEC_D.dta,hh_d15,,What was the total cost of [NAME]'s stay(s) at the tradition,,,,,,,,,,,,20562,307,20255,68,0,1.015e+06,0:45; 10000:26; 300:19; 20000:17; 15000:17; 500:15; 2000:13; 50000:12; 30000:11; 5000:9,,,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,oop_health_expenditure,HH_SEC_D.dta,hh_d29_1,,Does this difficulty reduce the amount of work [NAME] can do,,,,,,,,,,,,20562,1671,18891,4,1,4,"2=Yes, sometimes:800; 3=No:508; 1=Yes, all the time:321; 4=Na (if not working or not attending schoool):42",,,,conditional_missingness,,,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,health_need_and_access,HH_SEC_D.dta,hh_d12_1,,1st type of illness or injury that led [NAME] to hospitaliza,,,,,,,,,,,,20562,1232,19330,10,1,10,"2=Malaria:355; 10=Other, specify:294; 9=Maternity:182; 3=Stomach:161; 1=Fever:131; 4=Diarrhea:31; 6=Heart:25; 5=Headache:22; 7=Lung:16; 8=Broken bone:15","10=Other, specify",,,conditional_missingness,,,"raw_possible_codes=10=Other, specify",raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,health_need_and_access,HH_SEC_D.dta,hh_d12_2,,2nd type of illness or injury that led [NAME] to hospitaliza,,,,,,,,,,,,20562,261,20301,10,1,10,"10=Other, specify:93; 2=Malaria:57; 3=Stomach:39; 1=Fever:23; 4=Diarrhea:17; 7=Lung:10; 9=Maternity:8; 5=Headache:8; 6=Heart:4; 8=Broken bone:2","10=Other, specify",,,conditional_missingness,,,"raw_possible_codes=10=Other, specify",raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,health_need_and_access,HH_SEC_D.dta,hh_d02,,Has [NAME] visited a health care provider in the last 4 week,,,,,,,,,,,,20562,20368,194,2,1,2,2=No:17043; 1=Yes:3325,,,,conditional_missingness,,,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,health_need_and_access,HH_SEC_D.dta,hh_d13,,What was the total cost of [NAME]'s hospitalization(s) or ov,,,,,,,,,,,,20562,1230,19332,166,0,1.5e+07,0:166; 15000:88; 5000:81; 10000:75; 20000:65; 30000:53; 50000:35; 25000:29; 3000:27; 18000:26,,,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,health_need_and_access,HH_SEC_D.dta,hh_d38,,Did [NAME] regularly go to a health clinic when you were pre,,,,,,,,,,,,20562,1371,19191,2,1,2,1=Yes:1316; 2=No:55,,,,conditional_missingness,,,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,survey_timing,HH_SEC_D.dta,hh_d05_1,,How much did [NAME] spend visiting the 1ST health provider?,,,,,,,,,,,,20562,3321,17241,168,0,2.577e+06,0:947; 5000:227; 1000:206; 2000:169; 3000:143; 10000:125; 1500:103; 500:93; 15000:88; 4000:85,,,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,survey_timing,HH_SEC_D.dta,hh_d05_2,,How much did [NAME] spend visiting the 2ND health provider?,,,,,,,,,,,,20562,380,20182,72,0,195000,0:65; 3000:35; 2000:27; 1500:24; 5000:20; 2500:13; 6000:12; 15000:11; 3500:11; 1000:11,,,local_currency_amount_needs_unit_confirmation,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,survey_timing,HH_SEC_E1.dta,hh_e44,,"At any time over past 12 months, were you an unpaid apprenti",,,,,,,,,,,,20559,17272,3287,2,1,2,2=No:17090; 1=Yes:182,,past_12_months,local_currency_amount_needs_unit_confirmation; month,conditional_missingness; questionnaire_skip_likely,past_12_months,money_amount_local_currency_needs_malawi_kwacha_confirmation; month,,raw_conditional_nonmissing; question_text_suggests_skip_or_universe; conditional_missingness; questionnaire_skip_likely,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,survey_timing,HH_SEC_E1.dta,hh_e67,,What is/was your total expenditure on wages last month?,,,,,,,,,,,,20559,2259,18300,78,0,1e+07,0:1984; 30000:22; 20000:19; 100000:16; 50000:16; 60000:14; 40000:13; 120000:12; 45000:8; 80000:8,,,local_currency_amount_needs_unit_confirmation; month,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation; month,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,survey_timing,HH_SEC_E1.dta,hh_e68,,What was your total expenditure on raw materials last month?,,,,,,,,,,,,20559,2259,18300,432,0,6.12663e+07,0:679; 20000:61; 60000:47; 10000:44; 15000:37; 100000:37; 150000:37; 300000:36; 50000:35; 30000:34,,,local_currency_amount_needs_unit_confirmation; month,conditional_missingness,,money_amount_local_currency_needs_malawi_kwacha_confirmation; month,,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,health_need_and_access,HH_SEC_G.dta,hh_g03_5,,2.How satisfied or dissatisfied would you say you are with E. The health care av,,,,,,,,,,,,20562,9636,10926,8,1,8,2=SATISFIED:3144; 6=DISSATISFIED:2046; 3=SOMEWHAT SATISFIED:1478; 7=VERY DISSATISFIED:1163; 1=VERY SATISFIED:959; 5=SOMEWHAT DISSATISFIED:458; 4=NEITHER SATISFIED NOR DISSATISFIED:285; 8=NOT APPLICABLE:103,8=NOT APPLICABLE,,,conditional_missingness,,,raw_possible_codes=8=NOT APPLICABLE,raw_conditional_nonmissing; conditional_missingness,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,consumption_or_income,HH_SEC_L.dta,hh_l01_2,,"Over the past 7 days, did you",,,,,,,,,,,,105948,105905,43,2,1,2,2=No:70330; 1=Yes:35575,,,,conditional_missingness; questionnaire_skip_likely,,,,raw_conditional_nonmissing; question_text_suggests_skip_or_universe; conditional_missingness; questionnaire_skip_likely,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,raw_value_profile,consumption_or_income,HH_SEC_L.dta,hh_l02,,How much did you pay in total?,,,,,,,,,,,,105948,35568,70380,423,0,2e+07,1000:3504; 2000:3145; 3000:1946; 1500:1789; 500:1723; 100:1484; 50:1462; 5000:1296; 4000:1244; 1200:1067,,,,conditional_missingness; questionnaire_skip_likely,,money_amount_local_currency_needs_malawi_kwacha_confirmation,,raw_conditional_nonmissing; question_text_suggests_skip_or_universe; conditional_missingness; questionnaire_skip_likely,,count_comparison_not_available,range_comparison_not_available,missing_ddi_documentation_for_profiled_variable,"confirm questionnaire skip universe, units, missing codes, recall period, merge level, and promotion decision before accepting"
