download_priority_order,queue_role,country,wave,idno,survey_name,requirement,requirement_role,candidate_variable_rows,candidate_file_rows,required_checks,raw_package_status,archive_preflight_status,current_receipt_status,current_verification_status,fill_package_file_or_archive,fill_archive_member_or_direct_file,fill_documentation_file,fill_checksum_verified,fill_ready_for_raw_value_review,fill_receipt_accepted,review_notes
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,"National Panel Survey 2012-2013, Wave 3",missing_codes_units_recall_skip_patterns,documentation_semantics_gate,0,0,confirm value labels; missing/refused/don't-know codes; skip universes; units; recall periods; valid ranges; questionnaire text,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,household_person_keys,merge_key_gate,12,12,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,weights_and_design,survey_design_gate,12,12,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,consumption_or_income,financial_denominator_gate,12,2,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,oop_health_expenditure,financial_outcome_gate,12,3,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,health_need_and_access,access_outcome_gate,12,4,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,survey_timing,climate_timing_gate,12,6,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,climate_geography,climate_geography_gate,12,10,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,National Panel Survey 2019-2020,missing_codes_units_recall_skip_patterns,documentation_semantics_gate,0,0,confirm value labels; missing/refused/don't-know codes; skip universes; units; recall periods; valid ranges; questionnaire text,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,Survey of Living Conditions 1997,household_person_keys,merge_key_gate,12,2,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,Survey of Living Conditions 1997,weights_and_design,survey_design_gate,12,10,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,Survey of Living Conditions 1997,consumption_or_income,financial_denominator_gate,12,5,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,Survey of Living Conditions 1997,oop_health_expenditure,financial_outcome_gate,11,2,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,Survey of Living Conditions 1997,health_need_and_access,access_outcome_gate,12,3,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,Survey of Living Conditions 1997,survey_timing,climate_timing_gate,12,5,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,Survey of Living Conditions 1997,climate_geography,climate_geography_gate,12,7,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,Survey of Living Conditions 1997,missing_codes_units_recall_skip_patterns,documentation_semantics_gate,0,0,confirm value labels; missing/refused/don't-know codes; skip universes; units; recall periods; valid ranges; questionnaire text,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,Multipurpose Poverty Survey 1993,household_person_keys,merge_key_gate,12,7,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,Multipurpose Poverty Survey 1993,weights_and_design,survey_design_gate,12,2,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,Multipurpose Poverty Survey 1993,consumption_or_income,financial_denominator_gate,12,3,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,Multipurpose Poverty Survey 1993,oop_health_expenditure,financial_outcome_gate,12,4,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,Multipurpose Poverty Survey 1993,health_need_and_access,access_outcome_gate,12,4,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,Multipurpose Poverty Survey 1993,survey_timing,climate_timing_gate,12,6,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,Multipurpose Poverty Survey 1993,climate_geography,climate_geography_gate,12,5,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,Multipurpose Poverty Survey 1993,missing_codes_units_recall_skip_patterns,documentation_semantics_gate,0,0,confirm value labels; missing/refused/don't-know codes; skip universes; units; recall periods; valid ranges; questionnaire text,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,"Living Standards Survey 2010-2011, Third Round",household_person_keys,merge_key_gate,12,4,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,"Living Standards Survey 2010-2011, Third Round",weights_and_design,survey_design_gate,12,12,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,"Living Standards Survey 2010-2011, Third Round",consumption_or_income,financial_denominator_gate,12,3,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,"Living Standards Survey 2010-2011, Third Round",oop_health_expenditure,financial_outcome_gate,6,1,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,"Living Standards Survey 2010-2011, Third Round",health_need_and_access,access_outcome_gate,12,4,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,"Living Standards Survey 2010-2011, Third Round",survey_timing,climate_timing_gate,12,3,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,"Living Standards Survey 2010-2011, Third Round",climate_geography,climate_geography_gate,12,5,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,"Living Standards Survey 2010-2011, Third Round",missing_codes_units_recall_skip_patterns,documentation_semantics_gate,0,0,confirm value labels; missing/refused/don't-know codes; skip universes; units; recall periods; valid ranges; questionnaire text,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,Fifth Integrated Household Survey 2019-2020,household_person_keys,merge_key_gate,12,12,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,Fifth Integrated Household Survey 2019-2020,weights_and_design,survey_design_gate,12,11,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,Fifth Integrated Household Survey 2019-2020,consumption_or_income,financial_denominator_gate,12,6,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,Fifth Integrated Household Survey 2019-2020,oop_health_expenditure,financial_outcome_gate,12,1,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,Fifth Integrated Household Survey 2019-2020,health_need_and_access,access_outcome_gate,12,2,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,Fifth Integrated Household Survey 2019-2020,survey_timing,climate_timing_gate,12,3,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,Fifth Integrated Household Survey 2019-2020,climate_geography,climate_geography_gate,12,7,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,Fifth Integrated Household Survey 2019-2020,missing_codes_units_recall_skip_patterns,documentation_semantics_gate,0,0,confirm value labels; missing/refused/don't-know codes; skip universes; units; recall periods; valid ranges; questionnaire text,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,Fourth Integrated Household Survey 2016-2017,household_person_keys,merge_key_gate,12,12,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,Fourth Integrated Household Survey 2016-2017,weights_and_design,survey_design_gate,12,12,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,Fourth Integrated Household Survey 2016-2017,consumption_or_income,financial_denominator_gate,12,5,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,Fourth Integrated Household Survey 2016-2017,oop_health_expenditure,financial_outcome_gate,10,1,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,Fourth Integrated Household Survey 2016-2017,health_need_and_access,access_outcome_gate,12,3,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,Fourth Integrated Household Survey 2016-2017,survey_timing,climate_timing_gate,12,3,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,Fourth Integrated Household Survey 2016-2017,climate_geography,climate_geography_gate,12,7,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
15,replacement_backup_wave,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,Fourth Integrated Household Survey 2016-2017,missing_codes_units_recall_skip_patterns,documentation_semantics_gate,0,0,confirm value labels; missing/refused/don't-know codes; skip universes; units; recall periods; valid ranges; questionnaire text,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Third Integrated Household Survey 2010-2011,household_person_keys,merge_key_gate,12,12,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Third Integrated Household Survey 2010-2011,weights_and_design,survey_design_gate,12,11,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Third Integrated Household Survey 2010-2011,consumption_or_income,financial_denominator_gate,12,3,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Third Integrated Household Survey 2010-2011,oop_health_expenditure,financial_outcome_gate,5,1,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Third Integrated Household Survey 2010-2011,health_need_and_access,access_outcome_gate,12,2,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Third Integrated Household Survey 2010-2011,survey_timing,climate_timing_gate,12,6,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Third Integrated Household Survey 2010-2011,climate_geography,climate_geography_gate,12,10,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,Third Integrated Household Survey 2010-2011,missing_codes_units_recall_skip_patterns,documentation_semantics_gate,0,0,confirm value labels; missing/refused/don't-know codes; skip universes; units; recall periods; valid ranges; questionnaire text,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,National Panel Survey 2011-2012,household_person_keys,merge_key_gate,12,11,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,National Panel Survey 2011-2012,weights_and_design,survey_design_gate,12,4,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,National Panel Survey 2011-2012,consumption_or_income,financial_denominator_gate,12,4,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,National Panel Survey 2011-2012,oop_health_expenditure,financial_outcome_gate,5,3,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,National Panel Survey 2011-2012,health_need_and_access,access_outcome_gate,12,9,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,National Panel Survey 2011-2012,survey_timing,climate_timing_gate,12,4,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,National Panel Survey 2011-2012,climate_geography,climate_geography_gate,12,1,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
17,replacement_backup_wave,Uganda,2011-2012,UGA_2011_UNPS_v02_M,National Panel Survey 2011-2012,missing_codes_units_recall_skip_patterns,documentation_semantics_gate,0,0,confirm value labels; missing/refused/don't-know codes; skip universes; units; recall periods; valid ranges; questionnaire text,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,Uganda National Panel Survey 2018-2019,household_person_keys,merge_key_gate,12,11,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,Uganda National Panel Survey 2018-2019,weights_and_design,survey_design_gate,12,7,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,Uganda National Panel Survey 2018-2019,consumption_or_income,financial_denominator_gate,12,4,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,Uganda National Panel Survey 2018-2019,oop_health_expenditure,financial_outcome_gate,2,1,confirm OOP health expenditure variables; payer scope; service/drug categories; recall periods; zero vs missing; aggregation policy,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,Uganda National Panel Survey 2018-2019,health_need_and_access,access_outcome_gate,12,6,confirm illness/need denominator; care sought; care not sought; cost/distance/supply barriers; skip pattern; person vs household level,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,Uganda National Panel Survey 2018-2019,survey_timing,climate_timing_gate,12,4,confirm interview date/month/year or fieldwork window; visit/season module; valid ranges; missing dates; usable lag-window anchor,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,Uganda National Panel Survey 2018-2019,climate_geography,climate_geography_gate,12,4,confirm GPS/cluster/EA/admin variables; coordinate quality; displacement/suppression; admin codes; rural/urban; boundary crosswalk path,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
18,replacement_backup_wave,Uganda,2018-2019,UGA_2018_UNPS_v02_M,Uganda National Panel Survey 2018-2019,missing_codes_units_recall_skip_patterns,documentation_semantics_gate,0,0,confirm value labels; missing/refused/don't-know codes; skip universes; units; recall periods; valid ranges; questionnaire text,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,National Panel Survey 2015-2016,household_person_keys,merge_key_gate,12,12,confirm household/person IDs; module key cardinality; duplicate keys; household-person join path; panel/wave IDs where relevant,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,National Panel Survey 2015-2016,weights_and_design,survey_design_gate,12,4,confirm household/person weights; PSU/cluster; strata; sample domains; positive/nonmissing weight distribution; documentation source,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
19,replacement_backup_wave,Uganda,2015-2016,UGA_2015_UNPS_v02_M,National Panel Survey 2015-2016,consumption_or_income,financial_denominator_gate,12,3,confirm total consumption or income aggregate; currency; period; household level; zero/missing semantics; survey-team aggregate preference,blocked_no_original_package,blocked_no_original_archive_or_direct_files,blocked_no_original_package,blocked_no_original_package,,,,,,,
