acquisition_batch_rank,batch_role,campaign_phase,threshold_role,country,wave,idno,requirement_id,mapped_concepts,selected_concepts,selected_variable_rows,missing_concepts,current_requirement_gate,raw_receipt_status,first_pass_requirement_status,post_download_requirement_action
9,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,illness_need_care_access,health_need;care_or_barrier;insurance,health_need;care_or_barrier;insurance,6,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Illness/need denominator, care-seeking, forgone care, barrier categories, and insurance variables are verified."
9,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,survey_timing,survey_timing,survey_timing,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Interview date/month/year or fieldwork timing is verified and can support pre-interview lag windows.
9,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,geography_climate_linkage,climate_geography,climate_geography,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"GPS, cluster, EA, or admin geography is verified with geolocation quality, displacement/suppression, and boundary/crosswalk notes."
9,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,missing_skip_units_recall,household_id;survey_weight;total_consumption_or_income;oop_health_expenditure;health_need;care_or_barrier;survey_timing;climate_geography,household_id;survey_weight;total_consumption_or_income;oop_health_expenditure;health_need;care_or_barrier;survey_timing;climate_geography,16,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Missing codes, skip patterns, units, recall periods, valid ranges, and outlier handling are documented for all critical variables."
10,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Uganda,2014,UGA_2014_SAGE-EL_v01_M,household_person_merge_keys,household_id;demographics,household_id;demographics,3,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Household/person IDs and module-level keys match across raw files; key cardinality and duplicates are documented.
10,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Uganda,2014,UGA_2014_SAGE-EL_v01_M,weights_and_survey_design,survey_weight;psu_cluster;strata,survey_weight;psu_cluster;strata,4,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Household/person weights, PSU/cluster, strata, and any design notes are verified from raw values and documentation."
10,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Uganda,2014,UGA_2014_SAGE-EL_v01_M,consumption_or_income_aggregate,total_consumption_or_income,total_consumption_or_income,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Survey-team consumption/income aggregate or documented reconstruction variables are verified with units and period.
10,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Uganda,2014,UGA_2014_SAGE-EL_v01_M,oop_health_expenditure,oop_health_expenditure,oop_health_expenditure,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"OOP health spending variables are verified with payer scope, units, recall period, zero/missing semantics, and aggregation level."
10,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Uganda,2014,UGA_2014_SAGE-EL_v01_M,illness_need_care_access,health_need;care_or_barrier;insurance,health_need;care_or_barrier;insurance,5,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Illness/need denominator, care-seeking, forgone care, barrier categories, and insurance variables are verified."
10,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Uganda,2014,UGA_2014_SAGE-EL_v01_M,survey_timing,survey_timing,survey_timing,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Interview date/month/year or fieldwork timing is verified and can support pre-interview lag windows.
10,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Uganda,2014,UGA_2014_SAGE-EL_v01_M,geography_climate_linkage,climate_geography,climate_geography,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"GPS, cluster, EA, or admin geography is verified with geolocation quality, displacement/suppression, and boundary/crosswalk notes."
10,priority_10_wave_batch,phase_1_double_failure_10_wave_base,required_for_10_country_wave_double_failure_threshold,Uganda,2014,UGA_2014_SAGE-EL_v01_M,missing_skip_units_recall,household_id;survey_weight;total_consumption_or_income;oop_health_expenditure;health_need;care_or_barrier;survey_timing;climate_geography,household_id;survey_weight;total_consumption_or_income;oop_health_expenditure;health_need;care_or_barrier;survey_timing;climate_geography,15,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Missing codes, skip patterns, units, recall periods, valid ranges, and outlier handling are documented for all critical variables."
11,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Jamaica,1997,JAM_1997_SLC_v01_M,household_person_merge_keys,household_id;demographics,household_id;demographics,3,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Household/person IDs and module-level keys match across raw files; key cardinality and duplicates are documented.
11,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_survey_design,survey_weight;psu_cluster;strata,survey_weight;psu_cluster;strata,4,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Household/person weights, PSU/cluster, strata, and any design notes are verified from raw values and documentation."
11,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income_aggregate,total_consumption_or_income,total_consumption_or_income,1,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Survey-team consumption/income aggregate or documented reconstruction variables are verified with units and period.
11,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Jamaica,1997,JAM_1997_SLC_v01_M,oop_health_expenditure,oop_health_expenditure,oop_health_expenditure,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"OOP health spending variables are verified with payer scope, units, recall period, zero/missing semantics, and aggregation level."
11,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Jamaica,1997,JAM_1997_SLC_v01_M,illness_need_care_access,health_need;care_or_barrier;insurance,health_need;care_or_barrier;insurance,5,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Illness/need denominator, care-seeking, forgone care, barrier categories, and insurance variables are verified."
11,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,survey_timing,survey_timing,1,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Interview date/month/year or fieldwork timing is verified and can support pre-interview lag windows.
11,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Jamaica,1997,JAM_1997_SLC_v01_M,geography_climate_linkage,climate_geography,climate_geography,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"GPS, cluster, EA, or admin geography is verified with geolocation quality, displacement/suppression, and boundary/crosswalk notes."
11,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Jamaica,1997,JAM_1997_SLC_v01_M,missing_skip_units_recall,household_id;survey_weight;total_consumption_or_income;oop_health_expenditure;health_need;care_or_barrier;survey_timing;climate_geography,household_id;survey_weight;total_consumption_or_income;oop_health_expenditure;health_need;care_or_barrier;survey_timing;climate_geography,13,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Missing codes, skip patterns, units, recall periods, valid ranges, and outlier handling are documented for all critical variables."
12,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_merge_keys,household_id;demographics,household_id;demographics,4,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Household/person IDs and module-level keys match across raw files; key cardinality and duplicates are documented.
12,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,weights_and_survey_design,survey_weight;psu_cluster;strata,survey_weight;psu_cluster;strata,4,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Household/person weights, PSU/cluster, strata, and any design notes are verified from raw values and documentation."
12,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income_aggregate,total_consumption_or_income,total_consumption_or_income,1,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Survey-team consumption/income aggregate or documented reconstruction variables are verified with units and period.
12,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,oop_health_expenditure,oop_health_expenditure,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"OOP health spending variables are verified with payer scope, units, recall period, zero/missing semantics, and aggregation level."
12,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,illness_need_care_access,health_need;care_or_barrier;insurance,health_need;care_or_barrier;insurance,5,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Illness/need denominator, care-seeking, forgone care, barrier categories, and insurance variables are verified."
12,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,survey_timing,survey_timing,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Interview date/month/year or fieldwork timing is verified and can support pre-interview lag windows.
12,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,geography_climate_linkage,climate_geography,climate_geography,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"GPS, cluster, EA, or admin geography is verified with geolocation quality, displacement/suppression, and boundary/crosswalk notes."
12,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,missing_skip_units_recall,household_id;survey_weight;total_consumption_or_income;oop_health_expenditure;health_need;care_or_barrier;survey_timing;climate_geography,household_id;survey_weight;total_consumption_or_income;oop_health_expenditure;health_need;care_or_barrier;survey_timing;climate_geography,15,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Missing codes, skip patterns, units, recall periods, valid ranges, and outlier handling are documented for all critical variables."
13,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_merge_keys,household_id;demographics,household_id;demographics,3,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Household/person IDs and module-level keys match across raw files; key cardinality and duplicates are documented.
13,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_survey_design,survey_weight;psu_cluster;strata,survey_weight;psu_cluster;strata,6,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Household/person weights, PSU/cluster, strata, and any design notes are verified from raw values and documentation."
13,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income_aggregate,total_consumption_or_income,total_consumption_or_income,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Survey-team consumption/income aggregate or documented reconstruction variables are verified with units and period.
13,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,oop_health_expenditure,oop_health_expenditure,oop_health_expenditure,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"OOP health spending variables are verified with payer scope, units, recall period, zero/missing semantics, and aggregation level."
13,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,illness_need_care_access,health_need;care_or_barrier;insurance,health_need;care_or_barrier;insurance,5,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Illness/need denominator, care-seeking, forgone care, barrier categories, and insurance variables are verified."
13,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,survey_timing,survey_timing,1,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,Interview date/month/year or fieldwork timing is verified and can support pre-interview lag windows.
13,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,geography_climate_linkage,climate_geography,climate_geography,2,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"GPS, cluster, EA, or admin geography is verified with geolocation quality, displacement/suppression, and boundary/crosswalk notes."
13,sixth_country_backup_candidate,phase_2_sixth_country_financial_protection_backup,candidate_for_6th_financial_protection_country,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,missing_skip_units_recall,household_id;survey_weight;total_consumption_or_income;oop_health_expenditure;health_need;care_or_barrier;survey_timing;climate_geography,household_id;survey_weight;total_consumption_or_income;oop_health_expenditure;health_need;care_or_barrier;survey_timing;climate_geography,14,,blocked_raw_package_required,not_received_no_original_raw_package,blocked_raw_package_not_received,"Missing codes, skip patterns, units, recall periods, valid ranges, and outlier handling are documented for all critical variables."
