probe_time,acquisition_batch_rank,batch_role,country,wave,idno,catalog_id,endpoint_name,endpoint_url,endpoint_role,http_status,final_url,content_type,content_length_header,bytes_read,truncated,content_sha256_limited,endpoint_classification,raw_download_candidate,access_gate_detected,metadata_endpoint_detected,json_status,json_top_level_keys,candidate_links,evidence_snippet,next_action
2026-07-09T20:47:33+00:00,4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,idno_get_microdata_page,https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata,text/html; charset=UTF-8,,437113,0,6b12f1a0087fd000daffa8b91feaefaf1f5db2ea4a44de85831245f26bd4fa29,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,,,https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/NGA_2012_GHSP-W2_v02_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Data Catalog</title>",Use numeric catalog get-microdata URL for official access workflow.
2026-07-09T20:47:35+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/2734,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/2734,application/json; charset=utf-8,46,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,valid_json,status;message,,"{""status"":""failed"",""message"":""IDNO-NOT-FOUND""}",Use IDNO API or official get-microdata page; do not treat this as raw access.
2026-07-09T20:47:36+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2015_GHSP-W3_v02_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2015_GHSP-W3_v02_M,application/json; charset=utf-8,,14204,0,ade48be406d47546a11dd1a0ff8a20c0cbd571d6b03899bf1e47123a7642948a,public_metadata_endpoint_not_raw_package,0,0,0,valid_json,status;dataset,,"{""status"":""success"",""dataset"":{""id"":2734,""doi"":""https:\/\/doi.org\/10.48529\/7xmj-q133"",""repositoryid"":""lsms"",""type"":""survey"",""idno"":""NGA_2015_GHSP-W3_v02_M"",""title"":""General Household Survey, Panel 2015-2016, Wave 3"",""",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:37+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2015_GHSP-W3_v02_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2015_GHSP-W3_v02_M/variables,application/json; charset=utf-8,,345970,0,2ff7fb19cd3e0382b3fc4329c64aa3ef1c9aba7cb15106e6bb8ef6ef2c8b13cd,public_metadata_endpoint_not_raw_package,0,1,1,valid_json,total;variables,,"{""total"":2907,""variables"":[{""uid"":370046,""sid"":2734,""fid"":""F116"",""vid"":""V3132"",""name"":""hhid"",""labl"":""HOUSEHOLD IDENTIFICATION""},{""uid"":370047,""sid"":2734,""fid"":""F116"",""vid"":""V3133"",""name"":""zone"",""labl"":""ZONE CODE""},{""uid""",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:38+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/2734/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/2734/ddi,application/octet-stream,12422720,524288,1,a67db42b2a95fe8a8a6fdd20245170f90978134115e6ecca1627dd566db16a83,public_metadata_endpoint_not_raw_package,0,0,1,,,,"<?xml version=""1.0"" encoding=""UTF-8""?> <codeBook version=""1.2.2"" ID=""NGA_2015_GHSP-W3_v02_M"" xml-lang=""en"" xmlns=""http://www.icpsr.umich.edu/DDI"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:40+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,metadata_json_export,https://microdata.worldbank.org/metadata/export/2734/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/2734/json,application/json; charset=UTF-8,,13506,0,c1915d29119c212c4e0ecf687317e91878f171947a308818289211ecd4c04204,public_metadata_endpoint_not_raw_package,0,0,1,valid_json,doc_desc;study_desc;schematype;tags,,"{""doc_desc"":{""title"":""NGA_2015_GHSP-W3_v02_M"",""idno"":""DDI_NGA_2015_GHSP-W3_v02_M_WB"",""producers"":[{""name"":""Development Data Group"",""abbreviation"":""DECDG"",""affiliation"":""The World Bank"",""role"":""Documentation of the DDI""}]",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:41+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/2734/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/2734/get-microdata,text/html; charset=UTF-8,,29482,0,d6095eee9b1398bba040612fb1f56a657f2294bac5e05969ee2b1541187b45d2,official_get_microdata_access_gate,0,1,0,,,https://microdata.worldbank.org/catalog/2734/get-microdata;https://microdata.worldbank.org/metadata/export/2734/ddi;https://microdata.worldbank.org/metadata/export/2734/json;https://microdata.worldbank.org/catalog/2734/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/2734/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Nigeria - General House",Use official login/register/terms workflow and download complete raw package.
2026-07-09T20:47:42+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,numeric_download_page,https://microdata.worldbank.org/catalog/2734/download,numeric download route check,200,https://microdata.worldbank.org/catalog/2734/download,text/html; charset=UTF-8,0,0,0,,empty_download_route_not_raw_package,0,0,0,,,,,Use official get-microdata workflow; no public raw payload returned.
2026-07-09T20:47:43+00:00,5,priority_10_wave_batch,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,idno_get_microdata_page,https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata,text/html; charset=UTF-8,,437113,0,f4541988980f36ea1de12f8f8be06fb4a62ec92f9ec2de5844bbe981df47c686,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,,,https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/NGA_2015_GHSP-W3_v02_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Data Catalog</title>",Use numeric catalog get-microdata URL for official access workflow.
2026-07-09T20:47:44+00:00,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/1002,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/1002,application/json; charset=utf-8,46,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,valid_json,status;message,,"{""status"":""failed"",""message"":""IDNO-NOT-FOUND""}",Use IDNO API or official get-microdata page; do not treat this as raw access.
2026-07-09T20:47:45+00:00,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2010_GHSP-W1_v03_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2010_GHSP-W1_v03_M,application/json; charset=utf-8,,17568,0,397de0ef44c5078cfc4a602145529a09097ecc78643280ac5b9083d6b776e9b8,public_metadata_endpoint_not_raw_package,0,0,0,valid_json,status;dataset,,"{""status"":""success"",""dataset"":{""id"":1002,""doi"":""https:\/\/doi.org\/10.48529\/y9e2-b753"",""repositoryid"":""lsms"",""type"":""survey"",""idno"":""NGA_2010_GHSP-W1_v03_M"",""title"":""General Household Survey, Panel 2010-2011, Wave 1"",""y",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:46+00:00,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2010_GHSP-W1_v03_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2010_GHSP-W1_v03_M/variables,application/json; charset=utf-8,,306926,0,4346de9bb7ad7a538e1dde1b9a5a24d4b9c29859affd8ca62ea1f4e3cc035c93,public_metadata_endpoint_not_raw_package,0,1,1,valid_json,total;variables,,"{""total"":2596,""variables"":[{""uid"":1040088,""sid"":1002,""fid"":""F1"",""vid"":""V1"",""name"":""Cropname"",""labl"":""Crop name""},{""uid"":1040089,""sid"":1002,""fid"":""F1"",""vid"":""V2"",""name"":""Agcropid"",""labl"":""Crop code""},{""uid"":1040090,""sid"":",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:47+00:00,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/1002/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/1002/ddi,application/octet-stream,8781185,524288,1,fb76e7bcba48d3da5c88039f5ed0be392d40adead7a74418c2da55a5a6654254,public_metadata_endpoint_not_raw_package,0,0,1,,,,"<?xml version=""1.0"" encoding=""UTF-8""?> <codeBook version=""1.2.2"" ID=""NGA_2010_GHSP-W1_v03_M"" xml-lang=""en"" xmlns=""http://www.icpsr.umich.edu/DDI"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:49+00:00,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,metadata_json_export,https://microdata.worldbank.org/metadata/export/1002/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/1002/json,application/json; charset=UTF-8,,16868,0,c0192fc0cd82968049aafd13dab75ec52d31b0d9f4b7a17475b3228e65336c69,public_metadata_endpoint_not_raw_package,0,0,1,valid_json,doc_desc;study_desc;schematype;tags,,"{""doc_desc"":{""title"":""NGA_2010_GHSP-W1_v03_M"",""idno"":""DDI_NGA_2010_GHSP-W1_v04_M_WB"",""producers"":[{""name"":""Development Data Group"",""abbreviation"":""DECDG"",""affiliation"":""The World Bank"",""role"":""Documentation of the DDI""}]",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:50+00:00,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/1002/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/1002/get-microdata,text/html; charset=UTF-8,,29474,0,499cfa940bdf0dedea3ec89f5026b894808c006a37dc735fb76c22d1b22f1f4a,official_get_microdata_access_gate,0,1,0,,,https://microdata.worldbank.org/catalog/1002/get-microdata;https://microdata.worldbank.org/metadata/export/1002/ddi;https://microdata.worldbank.org/metadata/export/1002/json;https://microdata.worldbank.org/catalog/1002/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/1002/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Nigeria - General House",Use official login/register/terms workflow and download complete raw package.
2026-07-09T20:47:51+00:00,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,numeric_download_page,https://microdata.worldbank.org/catalog/1002/download,numeric download route check,200,https://microdata.worldbank.org/catalog/1002/download,text/html; charset=UTF-8,0,0,0,,empty_download_route_not_raw_package,0,0,0,,,,,Use official get-microdata workflow; no public raw payload returned.
2026-07-09T20:47:52+00:00,6,priority_10_wave_batch,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,idno_get_microdata_page,https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata,text/html; charset=UTF-8,,437113,0,745a1ccc53e003336f37086b7dd21d5ad2fdeb701f6e14df4ad69992c8082b50,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,,,https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Data Catalog</title>",Use numeric catalog get-microdata URL for official access workflow.
2026-07-09T20:47:53+00:00,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/76,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/76,application/json; charset=utf-8,46,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,valid_json,status;message,,"{""status"":""failed"",""message"":""IDNO-NOT-FOUND""}",Use IDNO API or official get-microdata page; do not treat this as raw access.
2026-07-09T20:47:54+00:00,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/TZA_2008_NPS-R1_v03_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/TZA_2008_NPS-R1_v03_M,application/json; charset=utf-8,,16669,0,de28ccb122a22a7dda4d296043c2286b6365d187ea4a29006a84bfa763beb620,public_metadata_endpoint_not_raw_package,0,1,0,valid_json,status;dataset,,"{""status"":""success"",""dataset"":{""id"":76,""doi"":""https:\/\/doi.org\/10.48529\/hz8s-3489"",""repositoryid"":""lsms"",""type"":""survey"",""idno"":""TZA_2008_NPS-R1_v03_M"",""title"":""National Panel Survey 2008-2009, Wave 1"",""year_start"":20",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:55+00:00,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/TZA_2008_NPS-R1_v03_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/TZA_2008_NPS-R1_v03_M/variables,application/json; charset=utf-8,,281122,0,45c0ef7974644475f60f1927d8272635b9c5559bc3bdbe55b728b275dc05c497,public_metadata_endpoint_not_raw_package,0,1,1,valid_json,total;variables,,"{""total"":2198,""variables"":[{""uid"":1037890,""sid"":76,""fid"":""F1"",""vid"":""V1"",""name"":""hhid"",""labl"":""Unique HH Identifier""},{""uid"":1037891,""sid"":76,""fid"":""F1"",""vid"":""V2"",""name"":""region"",""labl"":""1.Region""},{""uid"":1037892,""sid"":",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:56+00:00,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/76/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/76/ddi,application/octet-stream,2683607,524288,1,8275f46bb2f0602a8d572b8a0f6f22515a89b7d0918bec313e42ce424a335295,public_metadata_endpoint_not_raw_package,0,1,1,,,,"<?xml version=""1.0"" encoding=""UTF-8""?> <codeBook version=""1.2.2"" ID=""TZA_2008_NPS-R1_v03_M"" xml-lang=""en"" xmlns=""http://www.icpsr.umich.edu/DDI"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""h",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:58+00:00,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,metadata_json_export,https://microdata.worldbank.org/metadata/export/76/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/76/json,application/json; charset=UTF-8,,15996,0,1110ac5fe236eb1508962592a1168b77d55efa3076b80dcd1f4bf99ae7a168a3,public_metadata_endpoint_not_raw_package,0,1,1,valid_json,doc_desc;study_desc;schematype;tags,,"{""doc_desc"":{""title"":""TZA_2008_NPS-R1_v03_M"",""idno"":""DDI_TZA_2008_NPS- R1_v03_M"",""producers"":[{""name"":""World Bank, Development Economics Data Group"",""abbreviation"":""DECDG"",""affiliation"":"""",""role"":""Production of metadata""",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:47:59+00:00,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/76/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/76/get-microdata,text/html; charset=UTF-8,,29001,0,e345b67e5c4e2be1c09af5811e6629e80de6b710928cba4cfd3fec164294dea8,official_get_microdata_access_gate,0,1,0,,,https://microdata.worldbank.org/catalog/76/get-microdata;https://microdata.worldbank.org/metadata/export/76/ddi;https://microdata.worldbank.org/metadata/export/76/json;https://microdata.worldbank.org/catalog/76/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/76/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Tanzania - National Pan",Use official login/register/terms workflow and download complete raw package.
2026-07-09T20:48:00+00:00,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,numeric_download_page,https://microdata.worldbank.org/catalog/76/download,numeric download route check,200,https://microdata.worldbank.org/catalog/76/download,text/html; charset=UTF-8,0,0,0,,empty_download_route_not_raw_package,0,0,0,,,,,Use official get-microdata workflow; no public raw payload returned.
2026-07-09T20:48:01+00:00,7,priority_10_wave_batch,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,idno_get_microdata_page,https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata,text/html; charset=UTF-8,,437112,0,15f6a18215578620a84c9f9f67283d1210de510e698c22ee10abe7664a89a08b,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,,,https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Data Catalog</title>",Use numeric catalog get-microdata URL for official access workflow.
2026-07-09T20:48:02+00:00,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/1050,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/1050,application/json; charset=utf-8,46,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,valid_json,status;message,,"{""status"":""failed"",""message"":""IDNO-NOT-FOUND""}",Use IDNO API or official get-microdata page; do not treat this as raw access.
2026-07-09T20:48:03+00:00,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/TZA_2010_NPS-R2_v03_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/TZA_2010_NPS-R2_v03_M,application/json; charset=utf-8,,37115,0,9fbd238f363f2b41c7cb50748533e2fe7867e2c43ca90fcf21f97dad0eecf364,public_metadata_endpoint_not_raw_package,0,1,0,valid_json,status;dataset,,"{""status"":""success"",""dataset"":{""id"":1050,""doi"":""https:\/\/doi.org\/10.48529\/jm20-c742"",""repositoryid"":""lsms"",""type"":""survey"",""idno"":""TZA_2010_NPS-R2_v03_M"",""title"":""National Panel Survey 2010-2011, Wave 2"",""year_start"":",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:48:04+00:00,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/TZA_2010_NPS-R2_v03_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/TZA_2010_NPS-R2_v03_M/variables,application/json; charset=utf-8,,263133,0,da0be1c8e6e174e58349855c9defc39d5ac5ed452ac7b6b3f4aac5340bb48202,public_metadata_endpoint_not_raw_package,0,1,1,valid_json,total;variables,,"{""total"":2062,""variables"":[{""uid"":1181167,""sid"":1050,""fid"":""F96"",""vid"":""V2056"",""name"":""y2_hhid"",""labl"":""Unique Household Indentifier""},{""uid"":1181168,""sid"":1050,""fid"":""F96"",""vid"":""V2057"",""name"":""ag2a_01"",""labl"":""Did you",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:48:05+00:00,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/1050/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/1050/ddi,application/octet-stream,2582067,524288,1,fb67a9b6dfd3d900380dba92dc9b644ed893dc766f650fa6f981835330ab461f,public_metadata_endpoint_not_raw_package,0,1,1,,,,"<?xml version=""1.0"" encoding=""UTF-8""?> <codeBook version=""1.2.2"" ID=""TZA_2010_NPS-R2_v03_M"" xml-lang=""en"" xmlns=""http://www.icpsr.umich.edu/DDI"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""h",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:48:06+00:00,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,metadata_json_export,https://microdata.worldbank.org/metadata/export/1050/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/1050/json,application/json; charset=UTF-8,,36445,0,8f3be27a7d5e0f95ef3fa06d3956ffe257525eff2e8be3371dfb42320a460a2a,public_metadata_endpoint_not_raw_package,0,1,1,valid_json,doc_desc;study_desc;schematype;tags,,"{""doc_desc"":{""title"":""TZA_2010_NPS-R2_v03_M"",""idno"":""DDI_TZA_2010_NPS-R2_v03_M"",""producers"":[{""name"":""National Bureau of Statistics"",""abbreviation"":""NBS"",""affiliation"":"""",""role"":""Survey Implementer""}],""prod_date"":""2012-0",Use as metadata evidence only; raw package still requires credentialed download.
2026-07-09T20:48:07+00:00,8,priority_10_wave_batch,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/1050/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/1050/get-microdata,text/html; charset=UTF-8,,29035,0,63905b7a2cfb45477180896c7bc5ad86a1a5b786ffae983ec0c825002b2af1a1,official_get_microdata_access_gate,0,1,0,,,https://microdata.worldbank.org/catalog/1050/get-microdata;https://microdata.worldbank.org/metadata/export/1050/ddi;https://microdata.worldbank.org/metadata/export/1050/json;https://microdata.worldbank.org/catalog/1050/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/1050/get-microdata,"<!DOCTYPE html> <html> <head> <meta charset=""utf-8""> <meta http-equiv=""X-UA-Compatible"" content=""IE=edge""> <meta name=""viewport"" content=""width=device-width, initial-scale=1""> <title>Tanzania - National Pan",Use official login/register/terms workflow and download complete raw package.
