download_priority_order,queue_role,country,wave,idno,member_name,member_key,variable_name,variable_label,readstat_type,original_type,has_value_labels
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d43m,List HH members that did weeding/fertilizing/other non-harvest activity](ID #4),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d43n,How many weeks did each HH member work? (ID CODE #4),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d43o,"During those weeks,how many days did each HH member work per week?(ID CODE #4)",int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d43p,"During those days,how many hours did each HH member work per day?(ID CODE #4)",float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44a,List HH members that worked on[PLOT]for harvesting during[RS](ID CODE #1),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44b,How many weeks did each HH member work? (ID CODE #1),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44c,"During those weeks,how many days did each HH member work per week?(ID CODE #1)",int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44d,"During those days,how many hours did each HH member work per day?(ID CODE #1)",int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44e,List HH members that worked on[PLOT]for harvesting during[RS](ID CODE #2),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44f,How many weeks did each HH member work? (ID CODE #2),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44g,"During those weeks,how many days did each HH member work per week?(ID CODE #2)",int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44h,"During those days,how many hours did each HH member work per day?(ID CODE #2)",int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44i,List HH members that worked on[PLOT]for harvesting during[RS](ID CODE #3),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44j,How many weeks did each HH member work? (ID CODE #3),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44k,"During those weeks,how many days did each HH member work per week?(ID CODE #3)",int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44l,"During those days,how many hours did each HH member work per day?(ID CODE #3)",int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44m,List HH members that worked on[PLOT]for harvesting during[RS](ID CODE #4),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44n,How many weeks did each HH member work? (ID CODE #4),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44o,"During those weeks,how many days did each HH member work per week?(ID CODE #4)",int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d44p,"During those days,how many hours did each HH member work per day?(ID CODE #4)",int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d45,ENUMERATOR: IS THIS A CROSS - SECTIONAL HOUSEHOLD?,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46a,# days HH hired men to work on[PLOT]for any/all types of activities,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46b,Avg daily wage for men hired to work on[PLOT]for any/all types of activities,int32,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46c,# days HH hired women to work on[PLOT]for any/all types of activities,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46d,Avg daily wage for women hired to work for any/all types of activities,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46e,# days HH hired children(<15)to work on[PLOT]for any/all types of activities,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46f,Avg daily wage for children(<15)hired to work for any/all types of activities,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46g,Total crop given to all workers hired for any/all types of activities(TYPE),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46h,Total crop given to all workers hired for any/all types of activities(QUANT),int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46i,Total crop given to all workers hired for any/all types of activities(UNIT),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46i_os,Total crop given to all workers hired for any/all types of activities(UNIT)(O/S),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d46j,Total crop given to all workers hired for any/all types of activities(S/U),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47a,# days HH hired men to work on[PLOT]for non-harvest activities,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47b,Avg daily wage for men hired to work on[PLOT]for non-harvest activities,int32,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47c,# days HH hired women to work on[PLOT]for non-harvest activities,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47d,Avg daily wage for women hired to work for non-harvest activities,int32,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47e,# days HH hired children(<15)to work on[PLOT]for non-harvest activities,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47f,Avg daily wage for children(<15)hired to work for non-harvest activities,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47g,Total crop given to all workers hired for non-harvest activities(TYPE),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47h,Total crop given to all workers hired for non-harvest activities(QUANT),float,%9.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47i,Total crop given to all workers hired for non-harvest activities(UNIT),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47i_os,Total crop given to all workers hired for non-harvest activities(UNIT)(O/S),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d47j,Total crop given to all workers hired for non-harvest activities(S/U),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48a,# days HH hired men to work on[PLOT]for harvesting,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48b,Avg daily wage for men hired to work on[PLOT]for harvesting,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48c,# days HH hired women to work on[PLOT]for harvesting,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48d,Avg daily wage for women hired to work for harvesting,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48e,# days HH hired children(<15)to work on[PLOT]for harvesting,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48f,Avg daily wage for children(<15)hired to work for harvesting,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48g,Total crop given to all workers hired for harvesting(TYPE),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48h,Total crop given to all workers hired for harvesting(QUANT),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48i,Total crop given to all workers hired for harvesting(UNIT),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48i_os,Total crop given to all workers hired for harvesting(UNIT)(O/S),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d48j,Total crop given to all workers hired for harvesting(S/U),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d49,ENUMERATOR: IS THIS A CROSS - SECTIONAL HOUSEHOLD?,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d50a,# days men from other HHs worked on[PLOT]for any and all activities,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d50b,# days women from other HHs worked for any and all activities,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d50c,# days children(<15)from other HHs worked for any and all activities,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d51a,HH exchange/free labor came from to work for any/all activities(#1),string,%2s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d51b,HH exchange/free labor came from to work for any/all activities(#2),string,%2s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d51c,HH exchange/free labor came from to work for any/all activities(#3),string,%2s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d52a,# days men from other HHs worked on[PLOT]for any and all non-harvest activities,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d52b,# days women from other HHs worked for any and all non-harvest activities,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d52c,# days children(<15)from other HHs worked for any and all non-harvest activities,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d53a,HH exchange/free labor came from to work for any/all non-harvest activities(#1),string,%3s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d53b,HH exchange/free labor came from to work for any/all non-harvest activities(#2),string,%3s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d53c,HH exchange/free labor came from to work for any/all non-harvest activities(#3),string,%3s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d54a,# days men from other HHs worked on[PLOT]for harvesting,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d54b,# days women from other HHs worked for harvesting,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d54c,# days children(<15)from other HHs worked for harvesting,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d55a,HH exchange/free labor came from to work for harvesting(#1),string,%3s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d55b,HH exchange/free labor came from to work for harvesting(#2),string,%3s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d55c,HH exchange/free labor came from to work for harvesting(#3),string,%3s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,hhid,Assigned Unique Serial Number for IHS3 Baseline Household,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,case_id,IHS3 Baseline case_id as in IHS3 Public Data,string,%12s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,qx_type,"Sample Group (Panel A, Panel B, Cross-Sectional)",string,%7s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,visit,Panel Visit,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ea_id,Unique EA Identifier,string,%8s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d00,Plot Id,string,%2s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d01,"Who in HH makes decisions concerning crops to be planted,input use,timing of cro",int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d02,ENUMERATOR: Record the ID of the respondent.,int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d03,How did your household acquire this [PLOT]?,int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d03_os,How did your household acquire this [PLOT]?(Other Specify),string,%38s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d04a,Who in this household owns this [PLOT]?(ID CODE #1),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d04b,Who in this household owns this [PLOT]?(ID CODE #2),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d05,"If you were to sell this [PLOT] today, how much could you sell it for?",int32,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d06,"If you were to rent out this[PLOT]for 12 months,how much could you rent it for?",int32,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d10a,How much output from[PLOT]will you give as rent in[RS]?(TYPE),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d10b,How much output from[PLOT]will you give as rent in[RS]?(QUANT),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d10c,How much output from[PLOT]will you give as rent in[RS]?(UNIT),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d10c_os,How much output from[PLOT]will you give as rent in[RS]?(UNIT)(O/S),string,%5s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d10d,How much output from[PLOT]will you give as rent in[RS]?(S/U),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d11a,How much did you already pay the owner for the use of[PLOT]in the[RS]?(CASH),int32,%12.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d11b,How much did you already pay the owner for the use of[PLOT]in the[RS]?(IN-KIND),int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d11c,How much do you still have to pay the owner for the use of[PLOT]in the[RS]?(CASH,int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d11d,How much do you still have to pay the owner for the use of[PLOT]...?(IN-KIND),int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d12,What period of time did this payment cover?,int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d12_os,What period of time did this payment cover?(Other Specify),string,%11s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d13a,Who owns this [PLOT]?(ID CODE #1),string,%2s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d13b,Who owns this [PLOT]?(ID CODE #2),string,%2s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d14,During the [RS] was this [PLOT]...?,int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d14_os,During the [RS] was this [PLOT]...?(Other Specify),string,%1s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d18a,How much output from[PLOT]will you receive as rent in[RS]?(TYPE),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d18b,How much output from[PLOT]will you receive as rent in[RS]?(QUANT),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d18c,How much output from[PLOT]will you receive as rent in[RS]?(UNIT),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d18c_os,How much output from[PLOT]will you receive as rent in[RS]?(UNIT)(O/S),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d18d,How much output from[PLOT]will you receive as rent in[RS]?(S/U),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d19a,How much did you receive from renting out this[PLOT]in the[RS]?(CASH),int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d19b,How much did you receive from renting out this[PLOT]in the[RS]?(IN-KIND),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d19c,How much will you receive from renting out this[PLOT]in the[RS]?(CASH),int16,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d19d,How much will you receive from renting out this[PLOT]in the[RS]?(IN-KIND),int8,%8.0g,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d20a,What crops were planted on this[PLOT]during the[RS]?(1st),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d20b,What crops were planted on this[PLOT]during the[RS]?(2nd),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d20c,What crops were planted on this[PLOT]during the[RS]?(3rd),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d20d,What crops were planted on this[PLOT]during the[RS]?(4th),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d20e,What crops were planted on this[PLOT]during the[RS]?(5th),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d21,What is the predominant soil type of this [PLOT]?,int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d21_os,What is the predominant soil type of this [PLOT]?(Other Specify),string,%25s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d22,What is the soil quality of [PLOT]?,int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d23,How would you rate the extent of erosion on this [PLOT]?,int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d24a,What are the causes of these erosion problems? (1st),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d24a_os,What are the causes of these erosion problems?(1st)(Other Specify),string,%16s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d24b,What are the causes of these erosion problems? (2nd),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d24b_os,What are the causes of these erosion problems?(2nd)(Other Specify),string,%14s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d25a,What type of erosion control/water harvesting facilities are on this[PLOT]?(1st),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d25a_os,What type of erosion control/water harvesting facilities are on this[PLOT]?(O/S),string,%27s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d25b,What type of erosion control/water harvesting facilities are on this[PLOT]?(2nd),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d25b_os,What type of erosion control/water harvesting facilities are on this[PLOT]?(O/S),string,%19s,0
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d26,What is the slope of this [PLOT]?,int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d27,Is this [PLOT] swamp/wetland?,int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d28a,What systems of irrigation are on this [PLOT]? (1st),int8,%8.0g,1
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,ag_mod_d.dta,ag_mod_d.dta,ag_d28a_os,What systems of irrigation are on this [PLOT]? (1st)(Other Specify),string,%17s,0
