threshold_sequence_rank,country,wave,idno,catalog_id,file_id,file_name,file_description,case_quantity,variable_quantity,priority_core_target,current_receipt_status,source_saved_path,post_download_review_action
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,F46,mod_d.NSDstat,"Community characteristics questionnaire, Module CD: Access to basic services",564,88,1,ready_for_raw_value_review,temp/source_snapshots/priority_lsms_isa_public_documentation/3_MWI_2004_IHS-II_v01_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,F47,mod_e.NSDstat,"Community characteristics questionnaire, Module CE: Economic activities",564,25,0,ready_for_raw_value_review,temp/source_snapshots/priority_lsms_isa_public_documentation/3_MWI_2004_IHS-II_v01_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,F48,mod_f.NSDstat,"Community characteristics questionnaire, Module CF: Agriculture",564,46,0,ready_for_raw_value_review,temp/source_snapshots/priority_lsms_isa_public_documentation/3_MWI_2004_IHS-II_v01_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,F49,mod_g.NSDstat,"Community characteristics questionnaire, Module CG: Changes",564,53,0,ready_for_raw_value_review,temp/source_snapshots/priority_lsms_isa_public_documentation/3_MWI_2004_IHS-II_v01_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,F50,mod_g50better.NSDstat,"Community characteristics questionnaire, Module CG: Changes",986,8,0,ready_for_raw_value_review,temp/source_snapshots/priority_lsms_isa_public_documentation/3_MWI_2004_IHS-II_v01_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,F51,mod_g50worse.NSDstat,"Community characteristics questionnaire, Module CG: Changes",2058,8,0,ready_for_raw_value_review,temp/source_snapshots/priority_lsms_isa_public_documentation/3_MWI_2004_IHS-II_v01_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
3,Malawi,2004-2005,MWI_2004_IHS-II_v01_M,2307,F52,mod_h.NSDstat,"Community characteristics questionnaire, Module CH: Prices",26508,9,0,ready_for_raw_value_review,temp/source_snapshots/priority_lsms_isa_public_documentation/3_MWI_2004_IHS-II_v01_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F18,NGA_HouseholdGeovars_Y2,,4803,48,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F19,NGA_PlotGeovariables_Y2,,5340,12,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F20,sect1_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 1 (Household Roster). The data also contains geographic area identification variables.",29315,66,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F21,sect2_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 2 (Education). The data also contains geographic area identification variables.",27165,47,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F22,sect3a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3A (Labor - 7 days). The data also contains geographic area identification variables.",26529,67,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F23,sect3b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3B (Labor - 12 months). The data also contains geographic area identification variables.",6295,29,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F24,sect3c_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3C (Labor - 6 months). The data also contains geographic area identification variables.",4930,29,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F25,sect3d_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3D (Labor Activity Table). The data also contains geographic area identification variables.",6712,43,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F26,sect3e_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3E (Labor Activity Summary). The data also contains geographic area identification variables.",7056,30,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F27,sect4a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 4A (Credit and Savings). The data also contains geographic area identification variables.",16200,46,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F28,sect4b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 4B (Financial Capability). The data also contains geographic area identification variables.",18055,38,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F29,sect5a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 5a (Household Assets). The data also contains geographic area identification variables.",161364,10,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F30,sect5b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 5b (Household Assets). The data also contains geographic area identification variables.",54171,12,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F31,sect6_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 6 (Non-Farm Enterprises and Income Generating Activities). The data also contains geographic area identification variables.",5367,75,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F32,sect7a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 7A (Meals away from home). The data also contains geographic area identification variables.",42273,11,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F33,sect7b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 7B (Food Expenditure). The data also contains geographic area identification variables.",450906,21,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F34,sect8a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8A (Non-Food Expenditure - 7 days). The data also contains geographic area identification variables.",18788,11,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F35,sect8b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8B (Non-Food Expenditure - One month recall). The data also contains geographic area identification variables.",136213,11,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F36,sect8c_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8C (Non-Food Expenditure - 6 months recall). The data also contains geographic area identification variables.",140910,11,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F37,sect8d_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8d (Non-Food Expenditure - 12 months recall). The data also contains geographic area identification variables.",79849,11,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F38,sect8e_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8e (Non-Food Expenditure - 12 months recall, non-food items that may not have been purchased). The data also contains geographic area identification variables.",9394,12,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F39,sect9_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 9 (Food Security). The data also contains geographic area identification variables.",4697,33,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F40,sect10_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 10 (Other Household Income). The data also contains geographic area identification variables.",4697,22,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F42,sect11a_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11A (Plot Roster). The data also contains geographic area identification variables.",3112,9,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F43,sect11a1_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11A (Plot Roster) and questions 4 to 6. The data also contains geographic area identification variables.",5893,14,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F44,sect11b1_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11B1 (Land Inventory). The data also contains geographic area identification variables.",5876,79,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F45,sect11b2_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11B2 (Land Tenure). The data also contains geographic area identification variables.",5802,28,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F46,sect11c1_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11C1 (Planting Labor). The data also contains geographic area identification variables.",5676,33,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F47,sect11c2_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11C2 (Input Cost). The data also contains geographic area identification variables.",5796,72,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F48,sect11d_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11D (Fertilizer Acquisition). The data also contains geographic area identification variables.",5769,54,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F49,sect11e_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11E (Seed Acquisition). The data also contains geographic area identification variables.",12563,57,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F50,sect11f_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11F (Planted Field Crops). The data also contains geographic area identification variables.",11608,30,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F51,sect11g_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11G (Planted Tree Crops). The data also contains geographic area identification variables.",1479,25,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F52,sect11h_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11H (Marketing). The data also contains geographic area identification variables.",11852,56,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F53,sect11i_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11I (Animal Holdings). The data also contains geographic area identification variables.",70863,45,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F54,sect11j_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11J (Animal Costs). The data also contains geographic area identification variables.",27729,15,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F55,sect11k_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11K (Agriculture By-Product). The data also contains geographic area identification variables.",24648,20,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F56,sect11l1_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11L1 (Extension Services 1). The data also contains geographic area identification variables.",36972,11,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F57,sect11l2_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11L2 (Extension Services 2). The data also contains geographic area identification variables.",43134,22,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F58,sect12_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 12 (Network Roster). The data also contains geographic area identification variables.",7209,11,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F59,sectaa_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Type of questionnaire used. The data also contains geographic area identification variables.",3228,10,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F60,sectc_plantingw2,"Data collected using Post Planting Community Questionnaire, Survey Staff Details (data contains date of interview, supervisor and enumerator information). The data also contains geographic area identification variables.",497,12,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F61,sectc1_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 1 (Respondent Characteristics). The data also contains geographic area identification variables.",3158,13,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F62,sectc2_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 2 (Food Prices). The data also contains geographic area identification variables.",21405,9,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F63,sectc3a_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 3 (Labor) and question 1. The data also contains geographic area identification variables.",497,6,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F64,sectc3b_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 3 (Labor) and questions 2 to 13. The data also contains geographic area identification variables.",2770,18,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F65,sectc3c_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 3 (Labor) and questions 14 to 23. The data also contains geographic area identification variables.",636,17,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F66,sectc4a_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 4 (Land Prices and Credit) and questions 1 to 4. The data also contains geographic area identification variables.",3464,10,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F67,sectc4b_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 4 (Land Prices and Credit) and questions 5 to 16. The data also contains geographic area identification variables.",1975,18,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F68,sect1_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 1 (Household Roster). The data also contains geographic area identification variables.",30236,68,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F69,sect2a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 2A (Education - New Household Members). The data also contains geographic area identification variables.",27382,52,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F70,sect2b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 2A (Education - Original Household Members). The data also contains geographic area identification variables.",27729,38,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F71,sect3a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 3A (Labour). The data also contains geographic area identification variables.",28264,79,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F72,sect3b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 3B (Labor - 12 months). The data also contains geographic area identification variables.",28365,29,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F73,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",28352,84,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F74,sect4b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4B (Child Immunization). The data also contains geographic area identification variables.",28451,44,1,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F75,sect5_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 5 (Information and Communication Technology). The data also contains geographic area identification variables.",29971,54,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F76,sect6_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 6 (Remittances). The data also contains geographic area identification variables.",30236,24,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F77,sect7_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 7 (Household Assets Sale and Acquisition). The data also contains geographic area identification variables.",160011,23,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F78,sect8_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 8 (Housing). The data also contains geographic area identification variables.",4789,66,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F79,sect9_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 9 (Non-Farm Enterprises and Income Generating Activities). The data also contains geographic area identification variables.",5930,75,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
4,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F80,sect10a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 10A (Meals away from Home). The data also contains geographic area identification variables.",43101,11,0,blocked_no_original_package,temp/source_snapshots/priority_lsms_isa_public_documentation/4_NGA_2012_GHSP-W2_v02_M/ddi_metadata.xml,Confirm this file or its archive member is present after the complete official package is placed locally.
