acquisition_batch_rank,batch_role,country,wave,idno,gate,status,evidence,required_action
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,official_metadata_variable_evidence_extract,pass,status=complete_official_metadata_evidence_extract; candidates=115; ddi_matches=115; file_matches=115; no_matches=0,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,official_endpoint_matrix_probe,pass,status=metadata_api_confirmed_raw_access_gate_confirmed; endpoints=8; metadata_endpoints=4; variable_api=1; get_microdata_gates=1; raw_candidates=0,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,credentialed_raw_acquisition_ledger,pass,status=ready_for_credentialed_manual_download; full_files=80; core_files=12; target_folder=temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,complete_original_raw_package,fail,receipt_status=not_received_no_original_raw_package; original_files=0; archives=0; raw_tabular=0; missing_targets=12,Download/place the complete unchanged original raw package and documentation in the target folder.
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,priority_raw_module_coverage,fail,targets=12; covered=0; missing=12,Ensure every priority target module is present directly or inside the received archive.
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,manual_requirement_verification,fail,requirements_passed=0/8,"Verify merge keys, survey design, consumption/income, OOP, access, timing, geography, missing codes, units, and recall periods."
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,manual_concept_verification,fail,concepts_passed=0/13,Promote all required concepts only after raw variable value and level checks pass.
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,manual_variable_verification,fail,variables_passed=0/115,Manually verify selected raw variables before harmonization recipe review.
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,financial_protection_value_ready,fail,financial_requirements_passed=0; financial_concepts_passed=0,"Verify total consumption/income, OOP health expenditure, weights/design, and denominator semantics for CHE10/CHE25 and SDG 3.8.2 review."
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,access_forgone_care_value_ready,fail,double_failure_requirements_passed=0; double_failure_concepts_passed=0,"Verify illness/need, care seeking, forgone-care, and barrier variables with raw values and skip patterns."
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,accepted_chirps_era5_climate_linkage,fail,accepted_route=not_accepted_raw_timing_geography_unverified; gate=blocked_raw_timing_geography_not_verified_sources_ready; planned_level=gps_or_cluster_if_raw_verified_else_admin_fallback,Verify timing/geography raw fields and accept a CHIRPS or ERA5 linkage route.
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,analysis_dataset_synthesis_join,fail,join_status=blocked_required_schema_columns_not_verified; required_columns=25; ready_columns=0; blocked_columns=22,Complete required schema-column verification and join readiness before any promoted dataset build.
9,priority_10_wave_batch,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,promoted_data_registry_write_gate,fail,registry_analysis_ready=not_promoted; rows=0,Write to data/ only after the promoted registry marks this wave as analysis-ready.
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,official_public_documentation_receipt,pass,status=complete_full_public_documentation_receipt; saved=data_dictionary_html;ddi_metadata;get_microdata_html;json_metadata;pdf_documentation;related_materials_html; missing_core=,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,official_metadata_variable_evidence_extract,pass,status=partial_official_metadata_evidence_extract; candidates=96; ddi_matches=93; file_matches=93; no_matches=3,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,official_endpoint_matrix_probe,pass,status=metadata_api_confirmed_raw_access_gate_confirmed; endpoints=8; metadata_endpoints=4; variable_api=1; get_microdata_gates=1; raw_candidates=0,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,credentialed_raw_acquisition_ledger,pass,status=ready_for_credentialed_manual_download; full_files=35; core_files=12; target_folder=temp/raw_downloads/UGA_2014_SAGE-EL_v01_M/,
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,complete_original_raw_package,fail,receipt_status=not_received_no_original_raw_package; original_files=0; archives=0; raw_tabular=0; missing_targets=12,Download/place the complete unchanged original raw package and documentation in the target folder.
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,priority_raw_module_coverage,fail,targets=12; covered=0; missing=12,Ensure every priority target module is present directly or inside the received archive.
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,manual_requirement_verification,fail,requirements_passed=0/8,"Verify merge keys, survey design, consumption/income, OOP, access, timing, geography, missing codes, units, and recall periods."
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,manual_concept_verification,fail,concepts_passed=0/13,Promote all required concepts only after raw variable value and level checks pass.
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,manual_variable_verification,fail,variables_passed=0/96,Manually verify selected raw variables before harmonization recipe review.
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,financial_protection_value_ready,fail,financial_requirements_passed=0; financial_concepts_passed=0,"Verify total consumption/income, OOP health expenditure, weights/design, and denominator semantics for CHE10/CHE25 and SDG 3.8.2 review."
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,access_forgone_care_value_ready,fail,double_failure_requirements_passed=0; double_failure_concepts_passed=0,"Verify illness/need, care seeking, forgone-care, and barrier variables with raw values and skip patterns."
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,accepted_chirps_era5_climate_linkage,fail,accepted_route=not_accepted_raw_timing_geography_unverified; gate=blocked_raw_timing_geography_not_verified_sources_ready; planned_level=gps_or_cluster_if_raw_verified_else_admin_fallback,Verify timing/geography raw fields and accept a CHIRPS or ERA5 linkage route.
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,analysis_dataset_synthesis_join,fail,join_status=blocked_required_schema_columns_not_verified; required_columns=25; ready_columns=0; blocked_columns=22,Complete required schema-column verification and join readiness before any promoted dataset build.
10,priority_10_wave_batch,Uganda,2014,UGA_2014_SAGE-EL_v01_M,promoted_data_registry_write_gate,fail,registry_analysis_ready=not_promoted; rows=0,Write to data/ only after the promoted registry marks this wave as analysis-ready.
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,official_public_documentation_receipt,pass,status=complete_full_public_documentation_receipt; saved=data_dictionary_html;ddi_metadata;get_microdata_html;json_metadata;pdf_documentation;related_materials_html; missing_core=,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,official_metadata_variable_evidence_extract,pass,status=partial_official_metadata_evidence_extract; candidates=66; ddi_matches=65; file_matches=65; no_matches=1,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,official_endpoint_matrix_probe,pass,status=metadata_api_confirmed_raw_access_gate_confirmed; endpoints=8; metadata_endpoints=4; variable_api=1; get_microdata_gates=1; raw_candidates=0,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,credentialed_raw_acquisition_ledger,pass,status=ready_for_credentialed_manual_download; full_files=68; core_files=12; target_folder=temp/raw_downloads/JAM_1997_SLC_v01_M/,
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,complete_original_raw_package,fail,receipt_status=not_received_no_original_raw_package; original_files=0; archives=0; raw_tabular=0; missing_targets=12,Download/place the complete unchanged original raw package and documentation in the target folder.
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,priority_raw_module_coverage,fail,targets=12; covered=0; missing=12,Ensure every priority target module is present directly or inside the received archive.
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,manual_requirement_verification,fail,requirements_passed=0/8,"Verify merge keys, survey design, consumption/income, OOP, access, timing, geography, missing codes, units, and recall periods."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,manual_concept_verification,fail,concepts_passed=0/13,Promote all required concepts only after raw variable value and level checks pass.
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,manual_variable_verification,fail,variables_passed=0/66,Manually verify selected raw variables before harmonization recipe review.
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,financial_protection_value_ready,fail,financial_requirements_passed=0; financial_concepts_passed=0,"Verify total consumption/income, OOP health expenditure, weights/design, and denominator semantics for CHE10/CHE25 and SDG 3.8.2 review."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,access_forgone_care_value_ready,fail,double_failure_requirements_passed=0; double_failure_concepts_passed=0,"Verify illness/need, care seeking, forgone-care, and barrier variables with raw values and skip patterns."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,accepted_chirps_era5_climate_linkage,fail,accepted_route=not_accepted_raw_timing_geography_unverified; gate=blocked_raw_timing_geography_not_verified_sources_ready; planned_level=gps_or_cluster_if_raw_verified_else_admin_fallback,Verify timing/geography raw fields and accept a CHIRPS or ERA5 linkage route.
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,analysis_dataset_synthesis_join,fail,join_status=blocked_required_schema_columns_not_verified; required_columns=25; ready_columns=0; blocked_columns=22,Complete required schema-column verification and join readiness before any promoted dataset build.
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,promoted_data_registry_write_gate,fail,registry_analysis_ready=not_promoted; rows=0,Write to data/ only after the promoted registry marks this wave as analysis-ready.
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,official_public_documentation_receipt,pass,status=complete_core_public_documentation_receipt_optional_pdf_unlisted_or_missing; saved=data_dictionary_html;ddi_metadata;get_microdata_html;json_metadata;related_materials_html; missing_core=,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,official_metadata_variable_evidence_extract,pass,status=partial_official_metadata_evidence_extract; candidates=62; ddi_matches=59; file_matches=59; no_matches=3,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,official_endpoint_matrix_probe,pass,status=metadata_api_confirmed_raw_access_gate_confirmed; endpoints=8; metadata_endpoints=4; variable_api=1; get_microdata_gates=1; raw_candidates=0,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,credentialed_raw_acquisition_ledger,pass,status=ready_for_credentialed_manual_download; full_files=15; core_files=12; target_folder=temp/raw_downloads/KGZ_1993_KMPS_v01_M/,
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,complete_original_raw_package,fail,receipt_status=not_received_no_original_raw_package; original_files=0; archives=0; raw_tabular=0; missing_targets=12,Download/place the complete unchanged original raw package and documentation in the target folder.
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,priority_raw_module_coverage,fail,targets=12; covered=0; missing=12,Ensure every priority target module is present directly or inside the received archive.
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,manual_requirement_verification,fail,requirements_passed=0/8,"Verify merge keys, survey design, consumption/income, OOP, access, timing, geography, missing codes, units, and recall periods."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,manual_concept_verification,fail,concepts_passed=0/13,Promote all required concepts only after raw variable value and level checks pass.
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,manual_variable_verification,fail,variables_passed=0/62,Manually verify selected raw variables before harmonization recipe review.
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,financial_protection_value_ready,fail,financial_requirements_passed=0; financial_concepts_passed=0,"Verify total consumption/income, OOP health expenditure, weights/design, and denominator semantics for CHE10/CHE25 and SDG 3.8.2 review."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,access_forgone_care_value_ready,fail,double_failure_requirements_passed=0; double_failure_concepts_passed=0,"Verify illness/need, care seeking, forgone-care, and barrier variables with raw values and skip patterns."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,accepted_chirps_era5_climate_linkage,fail,accepted_route=not_accepted_raw_timing_geography_unverified; gate=blocked_raw_timing_geography_not_verified_sources_ready; planned_level=gps_or_cluster_if_raw_verified_else_admin_fallback,Verify timing/geography raw fields and accept a CHIRPS or ERA5 linkage route.
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,analysis_dataset_synthesis_join,fail,join_status=blocked_required_schema_columns_not_verified; required_columns=25; ready_columns=0; blocked_columns=22,Complete required schema-column verification and join readiness before any promoted dataset build.
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,promoted_data_registry_write_gate,fail,registry_analysis_ready=not_promoted; rows=0,Write to data/ only after the promoted registry marks this wave as analysis-ready.
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,official_public_documentation_receipt,pass,status=complete_full_public_documentation_receipt; saved=data_dictionary_html;ddi_metadata;get_microdata_html;json_metadata;pdf_documentation;related_materials_html; missing_core=,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,official_metadata_variable_evidence_extract,pass,status=partial_official_metadata_evidence_extract; candidates=106; ddi_matches=104; file_matches=104; no_matches=2,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,official_endpoint_matrix_probe,pass,status=metadata_api_confirmed_raw_access_gate_confirmed; endpoints=8; metadata_endpoints=4; variable_api=1; get_microdata_gates=1; raw_candidates=0,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,credentialed_raw_acquisition_ledger,pass,status=ready_for_credentialed_manual_download; full_files=51; core_files=12; target_folder=temp/raw_downloads/NPL_2010_LSS-III_v01_M/,
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,complete_original_raw_package,fail,receipt_status=not_received_no_original_raw_package; original_files=0; archives=0; raw_tabular=0; missing_targets=12,Download/place the complete unchanged original raw package and documentation in the target folder.
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,priority_raw_module_coverage,fail,targets=12; covered=0; missing=12,Ensure every priority target module is present directly or inside the received archive.
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,manual_requirement_verification,fail,requirements_passed=0/8,"Verify merge keys, survey design, consumption/income, OOP, access, timing, geography, missing codes, units, and recall periods."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,manual_concept_verification,fail,concepts_passed=0/13,Promote all required concepts only after raw variable value and level checks pass.
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,manual_variable_verification,fail,variables_passed=0/106,Manually verify selected raw variables before harmonization recipe review.
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,financial_protection_value_ready,fail,financial_requirements_passed=0; financial_concepts_passed=0,"Verify total consumption/income, OOP health expenditure, weights/design, and denominator semantics for CHE10/CHE25 and SDG 3.8.2 review."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,access_forgone_care_value_ready,fail,double_failure_requirements_passed=0; double_failure_concepts_passed=0,"Verify illness/need, care seeking, forgone-care, and barrier variables with raw values and skip patterns."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,accepted_chirps_era5_climate_linkage,fail,accepted_route=not_accepted_raw_timing_geography_unverified; gate=blocked_raw_timing_geography_not_verified_sources_ready; planned_level=gps_or_cluster_if_raw_verified_else_admin_fallback,Verify timing/geography raw fields and accept a CHIRPS or ERA5 linkage route.
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,analysis_dataset_synthesis_join,fail,join_status=blocked_required_schema_columns_not_verified; required_columns=25; ready_columns=0; blocked_columns=22,Complete required schema-column verification and join readiness before any promoted dataset build.
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,promoted_data_registry_write_gate,fail,registry_analysis_ready=not_promoted; rows=0,Write to data/ only after the promoted registry marks this wave as analysis-ready.
