download_rank,country,wave,idno,requirement_review_order,requirement,requirement_role,file_rank,file_name,file_description,candidate_variable_rows,strong_candidate_variable_rows,top_variable_names,acceptance_gate_status,current_file_verification_status,minimum_batch_review_status,fill_file_present_direct_or_archive,fill_file_readable,fill_schema_extracted,fill_required_variables_found,fill_documentation_crosschecked,fill_accept_file_for_requirement,review_notes
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,5,health_need_and_access,access_outcome_gate,1,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",9,9,s4aq15;s4aq16;s4aq17;s4aq1;s4aq3;s4aq20;s4aq6a;s4aq6b;s4aq6c,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,5,health_need_and_access,access_outcome_gate,2,secta7_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A7 (Animal Costs). The data also contains geographic area identification variables.",2,0,cost_cd;cost_desc,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,5,health_need_and_access,access_outcome_gate,3,sect4b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4B (Child Immunization). The data also contains geographic area identification variables.",1,0,s4bq3,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,6,survey_timing,climate_timing_gate,1,secta_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A (Household Identification). The data also contains geographic area identification variables.",12,12,saq14ah;saq14am;saq14bh;saq14bm;saq18ah;saq18am;saq18bh;saq18bm;saq22ah;saq22am;saq22bh;saq22bm,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,7,climate_geography,climate_geography_gate,1,HHTrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",4,0,ea;lga;state;zone,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,7,climate_geography,climate_geography_gate,2,secta_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A (Household Identification). The data also contains geographic area identification variables.",4,0,ea;lga;state;zone,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,7,climate_geography,climate_geography_gate,3,NGA_HouseholdGeovars_Y2,,2,2,LAT_DD_MOD;LON_DD_MOD,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,7,climate_geography,climate_geography_gate,4,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
3,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,7,climate_geography,climate_geography_gate,5,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,1,household_person_keys,merge_key_gate,1,sect11a_plantingw3,"Plot level data on all plots owned and/or managed by the Household - collected through Post Planting Agriculture Questionnaire, Section 11A (Plot Roster), questions 1 and 2",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,1,household_person_keys,merge_key_gate,2,sect1_plantingw3,"Individual level data on relationship to the household, gender, year of birth, age, marital status, spouse identification, parental status, and place of birth - collected through Post Pla...",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,1,household_person_keys,merge_key_gate,3,sect11a1_plantingw3,"Plot level data on all plots owned and/or managed by the Household - collected through Post Planting Agriculture Questionnaire, Section 11A (Plot Roster), questions 4 to 6",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,1,household_person_keys,merge_key_gate,4,sect12_plantingw3,"Roster of places or businesses where the household sells and purchases agricultural produce and/or supplies - collected through Post Planting Agriculture Questionnaire, Section 12 (Networ...",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,1,household_person_keys,merge_key_gate,5,sect1_harvestw3,"Individual level data on relationship to the household, gender, year of birth, age, marital status, polygamous marriages, spouse identification, parental status, place of birth, date join...",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,1,household_person_keys,merge_key_gate,6,secta10_harvestw3,"Roster of places or businesses where the household sells and purchases agricultural produce and/or supplies - collected through Post Harvest Agriculture Questionnaire, Section A9b (Fishin...",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,1,household_person_keys,merge_key_gate,7,sect7a_plantingw3,"Data on meals prepared and consumed outside home (in the past 7 days) - collected through Post Planting Household Questionnaire, Section 7A (Meals Away from Home)",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,1,household_person_keys,merge_key_gate,8,sect7b_plantingw3,"Data on food expenditure within the household (in the past 7 days) - collected through Post Planting Household Questionnaire, Section 7B (Food Expenditure)",1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2,weights_and_design,survey_design_gate,1,HHTrack,Data on status of households across all six visits of the three waves. The data also contains the full set of survey weights.,6,6,wt_combined;wt_w1_w2_w3;wt_w1_w3;wt_w1v1;wt_w1v2;wt_w2_w3,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2,weights_and_design,survey_design_gate,2,cons_agg_wave3_visit1,Consumption aggregate data (visit 1),2,2,ea;hhweight,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2,weights_and_design,survey_design_gate,3,cons_agg_wave3_visit2,Consumption aggregate data (visit 2),2,2,ea;hhweight,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2,weights_and_design,survey_design_gate,4,sectc1_harvestw3,"Community data on respondent characteristics - collected through Post Harvest Community Questionnaire, Section C1 (Respondent Characteristics)",1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2,weights_and_design,survey_design_gate,5,sectc2_harvestw3,"Data on community infrastructure and transportation - collected through Post Harvest Community Questionnaire, Section C2 (Community Infrastructure and Transportation)",1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,3,consumption_or_income,financial_denominator_gate,1,cons_agg_wave3_visit1,Consumption aggregate data (visit 1),5,5,totcons;nfdfoth;fdfishpr;fdothpr;fdrestby,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,3,consumption_or_income,financial_denominator_gate,2,cons_agg_wave3_visit2,Consumption aggregate data (visit 2),5,5,totcons;nfdfoth;fdfishpr;fdothpr;fdrestby,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,3,consumption_or_income,financial_denominator_gate,3,sect8a_plantingw3,"Data on non-food expenditure within the household (in the past 7 days) - collected through Post Planting Household Questionnaire, Section 8 (Non-food Expenditure), questions 1 and 2",2,2,ea;hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,4,oop_health_expenditure,financial_outcome_gate,1,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",6,6,s4aq20;s4aq20b;s4aq13;s4aq35a;s4aq35b;s4aq35c,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,5,health_need_and_access,access_outcome_gate,1,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",11,8,s4aq15;s4aq16;s4aq17;s4aq1;s4aq6a;s4aq6a_os;s4aq6b;s4aq6b_os;s4aq3;s4aq3b;s4aq3b_os,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,5,health_need_and_access,access_outcome_gate,2,sect3_plantingw3,"Individual level data on labor market participation during the last seven days, wage work, and domestic activities within the home (all individuals 5 years and above) - collected through ...",1,0,s3q9b,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,6,survey_timing,climate_timing_gate,1,secta_harvestw3,"Data on household identifier variables, enumerator, supervisor, and data entry clerk identifiers, date and time of interview and data entry, and observation notes by enumerator regarding ...",12,12,saq14ah;saq14am;saq14bh;saq14bm;saq17ah;saq17am;saq17bh;saq17bm;saq20ah;saq20am;saq20bh;saq20bm,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,7,climate_geography,climate_geography_gate,1,sect1_harvestw3,"Individual level data on relationship to the household, gender, year of birth, age, marital status, polygamous marriages, spouse identification, parental status, place of birth, date join...",4,4,s1q31a;s1q31b;s1q31c;s1q31d,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,7,climate_geography,climate_geography_gate,2,NGA_HouseholdGeovars_Y3,Household level geospatial data,2,2,LAT_DD_MOD;LON_DD_MOD,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,7,climate_geography,climate_geography_gate,3,sectc1_harvestw3,"Community data on respondent characteristics - collected through Post Harvest Community Questionnaire, Section C1 (Respondent Characteristics)",2,2,ea;lga,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,7,climate_geography,climate_geography_gate,4,sectc2_harvestw3,"Data on community infrastructure and transportation - collected through Post Harvest Community Questionnaire, Section C2 (Community Infrastructure and Transportation)",2,2,ea;lga,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,7,climate_geography,climate_geography_gate,5,cons_agg_wave3_visit1,Consumption aggregate data (visit 1),1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,7,climate_geography,climate_geography_gate,6,cons_agg_wave3_visit2,Consumption aggregate data (visit 2),1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,household_person_keys,merge_key_gate,1,secta7_harvestw1,,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,household_person_keys,merge_key_gate,2,secta8_harvestw1,,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,household_person_keys,merge_key_gate,3,secta9a1_harvestw1,,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,household_person_keys,merge_key_gate,4,secta9a2_harvestw1,,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,household_person_keys,merge_key_gate,5,secta9b1_harvestw1,,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,household_person_keys,merge_key_gate,6,secta9b2_harvestw1,,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,household_person_keys,merge_key_gate,7,secta10_harvestw1,,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1,household_person_keys,merge_key_gate,8,secta41_harvestw1,,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,weights_and_design,survey_design_gate,1,cons_agg_wave1_visit1,Consumption aggregate data (visit 1),2,2,ea;hhweight,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,weights_and_design,survey_design_gate,2,cons_agg_wave1_visit2,Consumption aggregate data (visit 2),2,2,ea;hhweight,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,weights_and_design,survey_design_gate,3,NGA_HouseholdGeovariables_Y1,,3,0,ea;eviarea_avg;h2010_eviarea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,weights_and_design,survey_design_gate,4,secta7_harvestw1,,1,0,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,weights_and_design,survey_design_gate,5,secta8_harvestw1,,1,0,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,weights_and_design,survey_design_gate,6,secta9a1_harvestw1,,1,0,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,weights_and_design,survey_design_gate,7,secta9a2_harvestw1,,1,0,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,2,weights_and_design,survey_design_gate,8,secta9b1_harvestw1,,1,0,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,3,consumption_or_income,financial_denominator_gate,1,cons_agg_wave1_visit1,Consumption aggregate data (visit 1),7,7,totcons;nfdfoth;fdfishpr;fdothpr;fdrestby;fdalcpr;fdbeanpr,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,3,consumption_or_income,financial_denominator_gate,2,cons_agg_wave1_visit2,Consumption aggregate data (visit 2),5,5,totcons;nfdfoth;fdfishpr;fdothpr;fdrestby,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,4,oop_health_expenditure,financial_outcome_gate,1,sect4a_harvestw1,,5,5,s4aq20;s4aq20b;s4aq19;s4aq13;s4aq17,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,5,health_need_and_access,access_outcome_gate,1,sect4a_harvestw1,,10,8,s4aq15;s4aq16;s4aq17;s4aq1;s4aq3;s4aq6a;s4aq6b;s4aq6c;s4aq20;s4aq20b,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,5,health_need_and_access,access_outcome_gate,2,sect4b_harvestw1,,1,0,s4bq3,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,5,health_need_and_access,access_outcome_gate,3,sect3a_harvestw1,,1,0,s3aq17,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,6,survey_timing,climate_timing_gate,1,secta_harvestw1,,11,11,saq14ah;saq14am;saq14bh;saq14bm;saq18ah;saq18am;saq18bh;saq18bm;saq22ah;saq22am;saq22bh,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,6,survey_timing,climate_timing_gate,2,sectc_plantingw1,,1,1,interview_date,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,7,climate_geography,climate_geography_gate,1,NGA_HouseholdGeovariables_Y1,,10,10,lat_dd_mod;lon_dd_mod;ea;eviarea_avg;grn_avg;h2010_eviarea;h2010_grn;h2010_sen;lga;sen_avg,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,7,climate_geography,climate_geography_gate,2,cons_agg_wave1_visit1,Consumption aggregate data (visit 1),1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
5,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,7,climate_geography,climate_geography_gate,3,cons_agg_wave1_visit2,Consumption aggregate data (visit 2),1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,household_person_keys,merge_key_gate,1,Agriculture SEC_1_ALL_Swahili_Labels,AGRICULTURE QUESTIONNAIRE - 1. Household Roster This file contains data with Swahili labels,2,2,hhid;rosterid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,household_person_keys,merge_key_gate,2,SEC_B_C_D_E1_F_G1_U_Swahili_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anth...,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,household_person_keys,merge_key_gate,3,SEC_2A_Swahili_Labels,Agriculture Questionnaire - Plot Roster Plots anyone in your household owned or cultivated during the 2008 long rainy season. This file contains data with Swahili labels,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,household_person_keys,merge_key_gate,4,SEC_2B_Swahili_Labels,Agriculture Questionnaire - Plot Roster Additional plots owned or cultivated by anyone in the household during the short rainy season This file contains data with Swahili labels,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,household_person_keys,merge_key_gate,5,SEC_B_C_D_E1_F_G1_U_English_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anth...,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,household_person_keys,merge_key_gate,6,SEC_2A_English_Labels,Agriculture Questionnaire - Plot Roster Plots anyone in your household owned or cultivated during the 2008 long rainy season. This file contains data with English labels,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,household_person_keys,merge_key_gate,7,SEC_2B_English_Labels,Agriculture Questionnaire - Plot Roster Additional plots owned or cultivated by anyone in the household during the short rainy season This file contains data with English labels,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,1,household_person_keys,merge_key_gate,8,SEC_A_T_Swahili_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with Swahili labels,1,1,hhid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,2,weights_and_design,survey_design_gate,1,SEC_A_T_English_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with English labels,4,4,hh_weight;hh_weight_trimmed;ea;strataid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,2,weights_and_design,survey_design_gate,2,nps_weights_oct2010,,3,3,hh_weight;hh_weight_trimmed;strataid,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,2,weights_and_design,survey_design_gate,3,TZY1.HH.Consumption,Aggregated consumption expenditure data.,1,1,hhweight,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,2,weights_and_design,survey_design_gate,4,SEC_A_T_Swahili_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with Swahili labels,1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,2,weights_and_design,survey_design_gate,5,SECTA1A2_Swahili_Labels,Community Questionnaire Section CA: Identification This file contains data with Swahili labels,1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,2,weights_and_design,survey_design_gate,6,SECTCB_Swahili_Labels,Community Questionnaire Section CB: Access to Basic Services This file contains data with Swahili labels,1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,2,weights_and_design,survey_design_gate,7,SECTCEFG,Community Questionnaire Section CE: Agriculture Section CF: Demography and Family Issues Section CG: Governance,1,1,ea,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,3,consumption_or_income,financial_denominator_gate,1,TZY1.HH.Consumption,Aggregated consumption expenditure data.,4,4,hhexpenses;hhexpensesR;expm;expmR,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,3,consumption_or_income,financial_denominator_gate,2,SEC_L_Swahili_Labels,SECTION L: Non-Food Expenditures - Past One Week and One Month This file contains data with Swahili labels,4,4,hhid;slcode;slq1;slq2,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,3,consumption_or_income,financial_denominator_gate,3,SEC_M_Swahili_Labels,SECTION M: Non-Food Expenditures - Past Twelve Months This file contains data with Swahili labels,4,4,hhid;smcode;smq1;smq2,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,4,oop_health_expenditure,financial_outcome_gate,1,SEC_B_C_D_E1_F_G1_U_English_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anth...,11,11,scq14_fee;scq14_food;sdq6;sdq7;scq14_bks;scq14_contr;scq14_tot;scq14_trans;scq14_tui;scq14_unif;sdq5,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,4,oop_health_expenditure,financial_outcome_gate,2,SEC_B_C_D_E1_F_G1_U_Swahili_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anth...,1,1,scq14_fee,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,5,health_need_and_access,access_outcome_gate,1,SEC_B_C_D_E1_F_G1_U_English_Labels,SECTION B: Household Member Roster SECTION C: Education SECTION D: Health SECTION E: Labour SECTION F: Food Consumption Outside the HH SECTION G: Children Living Elsewhere SECTION U: Anth...,11,0,sdq22;sdq4;sdq43_1;sdq43_2;sdq43_3;sdq55_1;sdq55_2;sdq55_3;sdq6;sdq8;sdq9,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,5,health_need_and_access,access_outcome_gate,2,SEC_I_English_Labels,"SECTION J: Housing, Water and Sanitation This file contains data with English labels",1,0,siq8b,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,6,survey_timing,climate_timing_gate,1,SEC_A_T_Swahili_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with Swahili labels,4,0,endmin;sa2q17endhr;sa2q17starthr;sa2q17startmins,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
6,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,6,survey_timing,climate_timing_gate,2,SEC_A_T_English_Labels,SECTION A-1: Household Identification SECTION T-1: Household Recontact Information SECTION T-2: Filter Questions for Ag Module This file contains data with English labels,3,0,endmin;sa2q17endhr;sa2q17starthr,missing_required_official_file,blocked_no_original_package,blocked_until_official_raw_package_received,,,,,,,
