download_priority_order,queue_role,country,wave,idno,file_id,expected_file_name,expected_file_key,file_description,priority_core_target,official_file_match_status,matched_local_locations,matched_source_types
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F61,sectc1_plantingw2,sectc1_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 1 (Respondent Characteristics). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F62,sectc2_plantingw2,sectc2_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 2 (Food Prices). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F63,sectc3a_plantingw2,sectc3a_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 3 (Labor) and question 1. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F64,sectc3b_plantingw2,sectc3b_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 3 (Labor) and questions 2 to 13. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F65,sectc3c_plantingw2,sectc3c_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 3 (Labor) and questions 14 to 23. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F66,sectc4a_plantingw2,sectc4a_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 4 (Land Prices and Credit) and questions 1 to 4. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F67,sectc4b_plantingw2,sectc4b_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 4 (Land Prices and Credit) and questions 5 to 16. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F68,sect1_harvestw2,sect1_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 1 (Household Roster). The data also contains geographic area identification variables.",1,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F69,sect2a_harvestw2,sect2a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 2A (Education - New Household Members). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F70,sect2b_harvestw2,sect2b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 2A (Education - Original Household Members). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F71,sect3a_harvestw2,sect3a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 3A (Labour). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F72,sect3b_harvestw2,sect3b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 3B (Labor - 12 months). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F73,sect4a_harvestw2,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",1,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F74,sect4b_harvestw2,sect4b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4B (Child Immunization). The data also contains geographic area identification variables.",1,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F75,sect5_harvestw2,sect5_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 5 (Information and Communication Technology). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F76,sect6_harvestw2,sect6_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 6 (Remittances). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F77,sect7_harvestw2,sect7_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 7 (Household Assets Sale and Acquisition). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F78,sect8_harvestw2,sect8_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 8 (Housing). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F79,sect9_harvestw2,sect9_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 9 (Non-Farm Enterprises and Income Generating Activities). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F80,sect10a_harvestw2,sect10a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 10A (Meals away from Home). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F81,sect10b_harvestw2,sect10b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 10B (Food Expenditure). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F82,sect10c_harvestw2,sect10c_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 10C (Aggregate Food Consumption). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F83,sect10ca_harvestw2,sect10ca_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 10C (Aggregate Food Consumption) and question 9. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F84,sect10cb_harvestw2,sect10cb_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 10C (Aggregate Food Consumption) and questions 10&11. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F85,sect11a_harvestw2,sect11a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 11 (Non-Food Expenditure - 7 days recall). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F86,sect11b_harvestw2,sect11b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 11 (Non-Food Expenditure - One month recall). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F87,sect11c_harvestw2,sect11c_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 11 (Non-Food Expenditure - 6 months recall). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F88,sect11d_harvestw2,sect11d_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 11 (Non-Food Expenditure - 12 months recall). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F89,sect11e_harvestw2,sect11e_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 11 (Non-Food Expenditure - 12 months recall, non-food items that may not have been purchasedl). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F90,sect12_harvestw2,sect12_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 12 (Food Security). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F91,sect13_harvestw2,sect13_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 13 (Other Household Income). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F92,sect14_harvestw2,sect14_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 14 (Safty Nets). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F93,sect15a_harvestw2,sect15a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 15A (Economic Shocks). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F94,sect15b1_harvestw2,sect15b1_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 15B (Deaths) and question 1. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F95,sect15b2_harvestw2,sect15b2_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 15B (Deaths). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F97,secta1_harvestw2,secta1_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A1 (Land and Dry Season Planting). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F98,secta2_harvestw2,secta2_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A2 (Harvest Labour). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F99,secta3_harvestw2,secta3_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A3 (Agricultural Production - Harvest of Field and Tree Crops). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F100,secta5a_harvestw2,secta5a_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A5a (Extension Services). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F101,secta5b_harvestw2,secta5b_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A5b (Extension Services). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F102,secta6_harvestw2,secta6_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A6 (Animal Holdings). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F103,secta7_harvestw2,secta7_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A7 (Animal Costs). The data also contains geographic area identification variables.",1,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F104,secta8_harvestw2,secta8_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A8 (Other Agricultural Income). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F105,secta9a1_harvestw2,secta9a1_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A9a (Fishing) and question 1. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F106,secta9a2_harvestw2,secta9a2_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A9a (Fishing). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F107,secta9b1_harvestw2,secta9b1_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A9b (Fishing Capital and Revenues) and questions 1&2. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F108,secta9b2_harvestw2,secta9b2_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A9b (Fishing Capital and Revenues) and questions 3 to 9. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F109,secta9b3_harvestw2,secta9b3_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A9b (Fishing Capital and Revenues) and questions 10 to 25. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F110,secta10_harvestw2,secta10_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A10 (Network Roster). The data also contains geographic area identification variables.",1,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F111,secta41_harvestw2,secta41_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A4 (Agricultural Capital) and question 1. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F112,secta42_harvestw2,secta42_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A4 (Agricultural Capital) and questions 2 to 8. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F113,sectaa_harvestw2,sectaa_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Type of questionnaire used. The data also contains geographic area identification variables.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F114,food_conv_w2ph,food_conv_w2ph,"This data contains post harvest item names and codes, unit code, conversion rate, and standard unit.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F115,food_conv_w2pp,food_conv_w2pp,"This data contains post planting item names and codes, unit code, conversion rate, and standard unit.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F117,PTrack,ptrack,"This data contains individual interview status, sex of individual, and relationship to head of HH information.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F118,w2agnsconversion,w2agnsconversion,"The data contains crop name, crop code, non-standard unit code, unit conversion value and standard unit.",0,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F119,cons_agg_wave2_visit1,cons_agg_wave2_visit1,Consumption aggregate data (visit 1),1,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F120,cons_agg_wave2_visit2,cons_agg_wave2_visit2,Consumption aggregate data (visit 2),1,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F121,HHTrack,hhtrack,"This data contains household interview status for wave 1 and wave 2, wave 1 and wave 2 population weights, and combined wave 1 and wave 2 population weights.",1,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F122,secta_harvestw2,secta_harvestw2,"Data collected using Post Harvest Agriculture Questionnaire, Section A (Household Identification). The data also contains geographic area identification variables.",1,missing_expected_official_file,,
4,core_selected_lsms_isa_aligned,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,F123,secta_plantingw2,secta_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section A (Household Identification). The data also contains geographic area identification variables.",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F2,sect1_plantingw3,sect1_plantingw3,"Individual level data on relationship to the household, gender, year of birth, age, marital status, spouse identification, parental status, and place of birth - collected through Post Planting Household Questionnaire, Section 1 (Household Roster)",1,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F3,sect3_plantingw3,sect3_plantingw3,"Individual level data on labor market participation during the last seven days, wage work, and domestic activities within the home (all individuals 5 years and above) - collected through Post Planting Household Questionnaire, Section 3 (Labor)",1,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F4,sect4a_plantingw3,sect4a_plantingw3,"Individual level data on saving and insurance (all individuals 15 years and above) - collected through Post Planting Household Questionnaire, Section 4A (Savings and Insurance)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F5,sect4b_plantingw3,sect4b_plantingw3,"Individual level data on mobile phone access and usage habits (all individuals 10 years and above) - collected through Post Planting Household Questionnaire, Section 4B (Mobile Phone Banking)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F6,sect4c1_plantingw3,sect4c1_plantingw3,"Household level data on credit history including loans received, loans pending, or loan refusals - collected through Post Planting Household Questionnaire, Section 4C (Credit), question 1",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F7,sect4c2_plantingw3,sect4c2_plantingw3,"Household level data on credit history including loans received, loans pending, or loan refusals - collected through Post Planting Household Questionnaire, Section 4C (Credit), questions 2 to 11",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F8,sect4c3_plantingw3,sect4c3_plantingw3,"Household level data on credit history including loans received, loans pending, or loan refusals - collected through Post Planting Household Questionnaire, Section 4C (Credit), questions 12 to 17",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F9,sect5_plantingw3,sect5_plantingw3,"Household level data on ownership of assets - collected through Post Planting Household Questionnaire, Section 5 (Household Assets)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F10,sect7a_plantingw3,sect7a_plantingw3,"Data on meals prepared and consumed outside home (in the past 7 days) - collected through Post Planting Household Questionnaire, Section 7A (Meals Away from Home)",1,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F12,sect8a_plantingw3,sect8a_plantingw3,"Data on non-food expenditure within the household (in the past 7 days) - collected through Post Planting Household Questionnaire, Section 8 (Non-food Expenditure), questions 1 and 2",1,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F13,sect8b_plantingw3,sect8b_plantingw3,"Data on non-food expenditure within the household (one month recall) - collected through Post Planting Household Questionnaire, Section 8 (Non-food Expenditure), questions 3 and 4",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F14,sect8c_plantingw3,sect8c_plantingw3,"Data on non-food expenditure within the household (6 month recall) - collected through Post Planting Household Questionnaire, Section 8 (Non-food Expenditure), questions 5 and 6",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F15,sect9_plantingw3,sect9_plantingw3,"Household level data on food security status of households in during the past 7 days/12 months - collected through Post Planting Household Questionnaire, Section 9 (Food Security)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F16,sect9b_plantingw3,sect9b_plantingw3,"Household level data on the stability of food consumption required to meet nutritional needs - collected through Post Planting Household Questionnaire, Section 9B (Subjective Wellbeing)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F17,sect11_plantingw3,sect11_plantingw3,"Household level data on homeownership and characteristics of home - collected through Post Planting Household Questionnaire, Section 11 (Housing)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F18,sectaa_plantingw3,sectaa_plantingw3,"Household level data on household location and identification data as well as administrative data as regards administering and managing the questionnaire - collected through Post Planting Agriculture Questionnaire, Section A-1 (Household Identification)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F19,sect11a_plantingw3,sect11a_plantingw3,"Plot level data on all plots owned and/or managed by the Household - collected through Post Planting Agriculture Questionnaire, Section 11A (Plot Roster), questions 1 and 2",1,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F20,sect11a1_plantingw3,sect11a1_plantingw3,"Plot level data on all plots owned and/or managed by the Household - collected through Post Planting Agriculture Questionnaire, Section 11A (Plot Roster), questions 4 to 6",1,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F21,sect11b1_plantingw3,sect11b1_plantingw3,"Data on plot acquisition, tenure and use - collected through Post Planting Agriculture Questionnaire, Section 11B1 (Land Inventory)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F22,sect11c1_plantingw3,sect11c1_plantingw3,"Plot level data on household members and hired labour that worked in planting activities on the plot - collected through Post Planting Agriculture Questionnaire, Section 11C1 (Labor)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F23,sect11e_plantingw3,sect11e_plantingw3,"Crop level data on source, quantity and cost of seeds used on the plot - collected through Post Planting Agriculture Questionnaire, Section 11E (Seed Acquisition)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F24,sect11f_plantingw3,sect11f_plantingw3,"Data on crops planted on the plot, amount of crops planted and expected harvest - collected through Post Planting Agriculture Questionnaire, Section 11F (Planted Field and Tree Crops)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F25,sect11i_plantingw3,sect11i_plantingw3,"Data on farm animals owned by the household and commercial activity with these animals - collected through Post Planting Agriculture Questionnaire, Section 11I (Animal Holdings)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F26,sect11j_plantingw3,sect11j_plantingw3,"Data on livestock farmer caretaker activities and costs - collected through Post Planting Agriculture Questionnaire, Section 11J (Animal Costs)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F27,sect11k_plantingw3,sect11k_plantingw3,"Data on trading activity in agricultural by-products - collected through Post Planting Agriculture Questionnaire, Section 11K (Agricultural By-product)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F28,sect11l1_plantingw3,sect11l1_plantingw3,"Data on main source (government and non-governmental) of farming advice on select agricultural activities - collected through Post Planting Agriculture Questionnaire, Section 11L1 (Extension Services 1)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F29,sect11l2_plantingw3,sect11l2_plantingw3,"Data on details of information provided by main source on agricultural activities - collected through Post Planting Agriculture Questionnaire, Section 11L2 (Extension Services 2)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F30,sect12_plantingw3,sect12_plantingw3,"Roster of places or businesses where the household sells and purchases agricultural produce and/or supplies - collected through Post Planting Agriculture Questionnaire, Section 12 (Network Roster)",1,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F31,sectc_plantingw3,sectc_plantingw3,"Community level data - collected through Post Planting Community Questionnaire, Community Identification and Survey Staff Details Sections",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F32,sectc1_plantingw3,sectc1_plantingw3,"Community data on respondent characteristics - collected through Post Planting Community Questionnaire, Section 1 (Respondent Characteristics)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F33,sectc2a_plantingw3,sectc2a_plantingw3,"Data on food price, 1st location - collected through Post Planting Community Questionnaire, Section 2 (Food Prices - 1st location)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F34,sectc2b_plantingw3,sectc2b_plantingw3,"Data on food price, 2nd location - collected through Post Planting Community Questionnaire, Section 2 (Food Prices - 2nd location)",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F35,sectc3a_plantingw3,sectc3a_plantingw3,"Community level data on labor - collected through Post Planting Community Questionnaire, Section 3 (Labor), question 1",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F36,sectc3b_plantingw3,sectc3b_plantingw3,"Community level data on type of activities hired laborers performed in the fields - collected through Post Planting Community Questionnaire, Section 3 (Labor), questions 2 to 13",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F37,sectc4a_plantingw3,sectc4a_plantingw3,"Community level data on access/ rights to land and land prices data - collected through Post Planting Community Questionnaire, Section 4 (Land Prices and Credit), questions 1 to 4",0,missing_expected_official_file,,
5,core_selected_lsms_isa_aligned,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,F38,sectc4b_plantingw3,sectc4b_plantingw3,"Community level data on credit - collected through Post Planting Community Questionnaire, Section 4 (Land Prices and Credit), questions 5 to 16",0,missing_expected_official_file,,
