acquisition_batch_rank,batch_role,country,wave,idno,catalog_id,fid,metadata_file_name,metadata_file_description,cases,variable_count,unit_guess,module_guess,source_url,priority_core_target,current_receipt_status,download_review_action
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,F114,pi2_s6b,File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2009 PARTNERSHIP INTERVIEWS (Section 6: Marriage History),362,101,unknown,other,https://microdata.worldbank.org/catalog/3462/data-dictionary/F114?file_name=pi2_s6b,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,F115,pi2_s7,File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2009 PARTNERSHIP INTERVIEWS (Section 7: Economic Shocks),11952,7,unknown,shocks,https://microdata.worldbank.org/catalog/3462/data-dictionary/F115?file_name=pi2_s7,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,F116,pi2_s7check,File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2009 PARTNERSHIP INTERVIEWS (Section 7),845,2,unknown,other,https://microdata.worldbank.org/catalog/3462/data-dictionary/F116?file_name=pi2_s7check,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,F117,pi2_tf,File contains data corresponding to MTM Core Respondent Tracking Form PI 2009,232,42,unknown,other,https://microdata.worldbank.org/catalog/3462/data-dictionary/F117?file_name=pi2_tf,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,F118,ptrack_public,,1183,39,unknown,other,https://microdata.worldbank.org/catalog/3462/data-dictionary/F118?file_name=ptrack_public,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F18,NGA_HouseholdGeovars_Y2,,4803,48,household,other,https://microdata.worldbank.org/catalog/1952/data-dictionary/F18?file_name=NGA_HouseholdGeovars_Y2,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F19,NGA_PlotGeovariables_Y2,,5340,12,agriculture/plot,agriculture,https://microdata.worldbank.org/catalog/1952/data-dictionary/F19?file_name=NGA_PlotGeovariables_Y2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F20,sect1_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 1 (Household Roster). The data also contains geographic area identification variables.",29315,66,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F20?file_name=sect1_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F21,sect2_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 2 (Education). The data also contains geographic area identification variables.",27165,47,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F21?file_name=sect2_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F22,sect3a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3A (Labor - 7 days). The data also contains geographic area identification variables.",26529,67,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F22?file_name=sect3a_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F23,sect3b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3B (Labor - 12 months). The data also contains geographic area identification variables.",6295,29,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F23?file_name=sect3b_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F24,sect3c_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3C (Labor - 6 months). The data also contains geographic area identification variables.",4930,29,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F24?file_name=sect3c_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F25,sect3d_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3D (Labor Activity Table). The data also contains geographic area identification variables.",6712,43,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F25?file_name=sect3d_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F26,sect3e_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 3E (Labor Activity Summary). The data also contains geographic area identification variables.",7056,30,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F26?file_name=sect3e_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F27,sect4a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 4A (Credit and Savings). The data also contains geographic area identification variables.",16200,46,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F27?file_name=sect4a_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F28,sect4b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 4B (Financial Capability). The data also contains geographic area identification variables.",18055,38,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F28?file_name=sect4b_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F29,sect5a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 5a (Household Assets). The data also contains geographic area identification variables.",161364,10,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F29?file_name=sect5a_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F30,sect5b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 5b (Household Assets). The data also contains geographic area identification variables.",54171,12,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F30?file_name=sect5b_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F31,sect6_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 6 (Non-Farm Enterprises and Income Generating Activities). The data also contains geographic area identification variables.",5367,75,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F31?file_name=sect6_plantingw2,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F32,sect7a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 7A (Meals away from home). The data also contains geographic area identification variables.",42273,11,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F32?file_name=sect7a_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F33,sect7b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 7B (Food Expenditure). The data also contains geographic area identification variables.",450906,21,household,consumption/welfare,https://microdata.worldbank.org/catalog/1952/data-dictionary/F33?file_name=sect7b_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F34,sect8a_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8A (Non-Food Expenditure - 7 days). The data also contains geographic area identification variables.",18788,11,household,consumption/welfare,https://microdata.worldbank.org/catalog/1952/data-dictionary/F34?file_name=sect8a_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F35,sect8b_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8B (Non-Food Expenditure - One month recall). The data also contains geographic area identification variables.",136213,11,household,consumption/welfare,https://microdata.worldbank.org/catalog/1952/data-dictionary/F35?file_name=sect8b_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F36,sect8c_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8C (Non-Food Expenditure - 6 months recall). The data also contains geographic area identification variables.",140910,11,household,consumption/welfare,https://microdata.worldbank.org/catalog/1952/data-dictionary/F36?file_name=sect8c_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F37,sect8d_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8d (Non-Food Expenditure - 12 months recall). The data also contains geographic area identification variables.",79849,11,household,consumption/welfare,https://microdata.worldbank.org/catalog/1952/data-dictionary/F37?file_name=sect8d_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F38,sect8e_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 8e (Non-Food Expenditure - 12 months recall, non-food items that may not have been purchased). The data also contains geographic area identification variables.",9394,12,household,consumption/welfare,https://microdata.worldbank.org/catalog/1952/data-dictionary/F38?file_name=sect8e_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F39,sect9_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 9 (Food Security). The data also contains geographic area identification variables.",4697,33,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F39?file_name=sect9_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F40,sect10_plantingw2,"Data collected using Post Planting Household Questionnaire, Section 10 (Other Household Income). The data also contains geographic area identification variables.",4697,22,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F40?file_name=sect10_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F42,sect11a_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11A (Plot Roster). The data also contains geographic area identification variables.",3112,9,person,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F42?file_name=sect11a_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F43,sect11a1_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11A (Plot Roster) and questions 4 to 6. The data also contains geographic area identification variables.",5893,14,person,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F43?file_name=sect11a1_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F44,sect11b1_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11B1 (Land Inventory). The data also contains geographic area identification variables.",5876,79,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F44?file_name=sect11b1_plantingw2,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F45,sect11b2_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11B2 (Land Tenure). The data also contains geographic area identification variables.",5802,28,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F45?file_name=sect11b2_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F46,sect11c1_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11C1 (Planting Labor). The data also contains geographic area identification variables.",5676,33,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F46?file_name=sect11c1_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F47,sect11c2_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11C2 (Input Cost). The data also contains geographic area identification variables.",5796,72,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F47?file_name=sect11c2_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F48,sect11d_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11D (Fertilizer Acquisition). The data also contains geographic area identification variables.",5769,54,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F48?file_name=sect11d_plantingw2,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F49,sect11e_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11E (Seed Acquisition). The data also contains geographic area identification variables.",12563,57,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F49?file_name=sect11e_plantingw2,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F50,sect11f_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11F (Planted Field Crops). The data also contains geographic area identification variables.",11608,30,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F50?file_name=sect11f_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F51,sect11g_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11G (Planted Tree Crops). The data also contains geographic area identification variables.",1479,25,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F51?file_name=sect11g_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F52,sect11h_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11H (Marketing). The data also contains geographic area identification variables.",11852,56,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F52?file_name=sect11h_plantingw2,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F53,sect11i_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11I (Animal Holdings). The data also contains geographic area identification variables.",70863,45,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F53?file_name=sect11i_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F54,sect11j_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11J (Animal Costs). The data also contains geographic area identification variables.",27729,15,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F54?file_name=sect11j_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F55,sect11k_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11K (Agriculture By-Product). The data also contains geographic area identification variables.",24648,20,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F55?file_name=sect11k_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F56,sect11l1_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11L1 (Extension Services 1). The data also contains geographic area identification variables.",36972,11,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F56?file_name=sect11l1_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F57,sect11l2_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 11L2 (Extension Services 2). The data also contains geographic area identification variables.",43134,22,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F57?file_name=sect11l2_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F58,sect12_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Section 12 (Network Roster). The data also contains geographic area identification variables.",7209,11,person,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F58?file_name=sect12_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F59,sectaa_plantingw2,"Data collected using Post Planting Agriculture Questionnaire, Type of questionnaire used. The data also contains geographic area identification variables.",3228,10,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F59?file_name=sectaa_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F60,sectc_plantingw2,"Data collected using Post Planting Community Questionnaire, Survey Staff Details (data contains date of interview, supervisor and enumerator information). The data also contains geographic area identification variables.",497,12,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F60?file_name=sectc_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F61,sectc1_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 1 (Respondent Characteristics). The data also contains geographic area identification variables.",3158,13,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F61?file_name=sectc1_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F62,sectc2_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 2 (Food Prices). The data also contains geographic area identification variables.",21405,9,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F62?file_name=sectc2_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F63,sectc3a_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 3 (Labor) and question 1. The data also contains geographic area identification variables.",497,6,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F63?file_name=sectc3a_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F64,sectc3b_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 3 (Labor) and questions 2 to 13. The data also contains geographic area identification variables.",2770,18,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F64?file_name=sectc3b_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F65,sectc3c_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 3 (Labor) and questions 14 to 23. The data also contains geographic area identification variables.",636,17,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F65?file_name=sectc3c_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F66,sectc4a_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 4 (Land Prices and Credit) and questions 1 to 4. The data also contains geographic area identification variables.",3464,10,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F66?file_name=sectc4a_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F67,sectc4b_plantingw2,"Data collected using Post Planting Community Questionnaire, Section 4 (Land Prices and Credit) and questions 5 to 16. The data also contains geographic area identification variables.",1975,18,community/geography,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F67?file_name=sectc4b_plantingw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F68,sect1_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 1 (Household Roster). The data also contains geographic area identification variables.",30236,68,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F68?file_name=sect1_harvestw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F69,sect2a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 2A (Education - New Household Members). The data also contains geographic area identification variables.",27382,52,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F69?file_name=sect2a_harvestw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F70,sect2b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 2A (Education - Original Household Members). The data also contains geographic area identification variables.",27729,38,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F70?file_name=sect2b_harvestw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F71,sect3a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 3A (Labour). The data also contains geographic area identification variables.",28264,79,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F71?file_name=sect3a_harvestw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F72,sect3b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 3B (Labor - 12 months). The data also contains geographic area identification variables.",28365,29,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F72?file_name=sect3b_harvestw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F73,sect4a_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4A (Health). The data also contains geographic area identification variables.",28352,84,household,health,https://microdata.worldbank.org/catalog/1952/data-dictionary/F73?file_name=sect4a_harvestw2,1,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F74,sect4b_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 4B (Child Immunization). The data also contains geographic area identification variables.",28451,44,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F74?file_name=sect4b_harvestw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F75,sect5_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 5 (Information and Communication Technology). The data also contains geographic area identification variables.",29971,54,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F75?file_name=sect5_harvestw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
4,priority_10_wave_batch,Nigeria,2012-2013,NGA_2012_GHSP-W2_v02_M,1952,F76,sect6_harvestw2,"Data collected using Post Harvest Household Questionnaire, Section 6 (Remittances). The data also contains geographic area identification variables.",30236,24,household,geography,https://microdata.worldbank.org/catalog/1952/data-dictionary/F76?file_name=sect6_harvestw2,0,not_received_no_original_raw_package,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
