country,survey_name,wave,idno,file,raw_variable,raw_label,harmonized_variable,unit,recall_period,construction_rule,quality_flag,notes
,,,,temp\raw_extracted\lsms2002en_4dbf0b087520\lsms2002en\Data_2002\Modul_13C_nonag_c_cl_2.sav,MDC_Q08,Reason for not operating the entire year,care_not_sought_reason,unknown_from_raw_schema,unknown_from_raw_schema,"candidate from raw schema; inspect values, questionnaires, units, and recall period before use",raw_schema_inspected_requires_value_audit,concept_hit=reason_not_sought; dtype=float64; extracted_from=temp\raw_downloads\ALB_2002_LSMS_v01_M\lsms2002en.rar
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq32_n,What is the distance to the nearest community day secondary,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq32_u,What is the distance to the nearest community day secondary,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq42_n,What is the distance to the nearest place where one can purc,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq42_u,What is the distance to the nearest place where one can purc,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq44_n,What is the distance to the nearest place where there is a h,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq44_u,What is the distance to the nearest place where there is a h,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq47_n,What is the distance to the nearest health facility where th,care_sought,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq47_n,What is the distance to the nearest health facility where th,health_facility_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=health_facility_distance; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq47_n,What is the distance to the nearest health facility where th,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq47_u,What is the distance to the nearest health facility where th,care_sought,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=care_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq47_u,What is the distance to the nearest health facility where th,health_facility_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=health_facility_distance; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq47_u,What is the distance to the nearest health facility where th,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq55_n,What is the distance to the nearest place where there is a t,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq55_u,What is the distance to the nearest place where there is a t,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq65_n,What is the distance to the nearest place where there is a c,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq65_u,What is the distance to the nearest place where there is a c,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq67_n,What is the distance to the nearest place where there is a c,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq67_u,What is the distance to the nearest place where there is a c,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq71_n,What is the distance to the nearest place where there is a b,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ccq71_u,What is the distance to the nearest place where there is a b,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ceq08_n,What is the distance to the office/residence of the nearest,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_cmty,ceq08_u,What is the distance to the office/residence of the nearest,reason_not_sought_distance,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=distance_barrier; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), JULY-AUGUST 2009 COMMUNITY QUESTIONNAIRE, R3 (ENGLISH)"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_mortality,d10ab,Was [......] ever bedridden over because of his/her illness,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=illness_need; file_description=File contains data corresponding to  MTM MORTALITY QUESTIONNAIRE HH R3 2009
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_mortality,d11,For how long was [......] ever bedridden due to this illness,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=illness_need; file_description=File contains data corresponding to  MTM MORTALITY QUESTIONNAIRE HH R3 2009
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_mortality,d11b,For how long was [......] ever bedridden due to this illness,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=illness_need; file_description=File contains data corresponding to  MTM MORTALITY QUESTIONNAIRE HH R3 2009
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_mortality,d15,Did [....] ever had a fever in the period of illness that le,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=illness_need; file_description=File contains data corresponding to  MTM MORTALITY QUESTIONNAIRE HH R3 2009
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_mortality,d3,Did [.........] died of an illness or some other cause,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=illness_need; file_description=File contains data corresponding to  MTM MORTALITY QUESTIONNAIRE HH R3 2009
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_mortality,d6,What was the illness that caused [.........]'s death,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=illness_need; file_description=File contains data corresponding to  MTM MORTALITY QUESTIONNAIRE HH R3 2009
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_mortality,d6b,What was the illness that caused [........]'s death,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=illness_need; file_description=File contains data corresponding to  MTM MORTALITY QUESTIONNAIRE HH R3 2009
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q15a,Why did you decide not to get an HIV test? Inconvenient,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q15b,Why did you decide not to get an HIV test? Worried about being tested,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q15c,Why did you decide not to get an HIV test? Worried about learning result,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q15d,Why did you decide not to get an HIV test? Worried others will find out,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q15e,Why did you decide not to get an HIV test? Others advised me against it,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q15f,Why did you decide not to get an HIV test? Spouse/ partner did not allow me to b,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q15g,Why did you decide not to get an HIV test? Did not feel I was in confidential en,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q15h,Why did you decide not to get an HIV test? Other,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q15h_s,Why did you decide not to get an HIV test? Specify other,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q1a_1_s,"Specify other reason for not getting tested, 1st reason",care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q1a_2_s,"Specify other reason for not getting tested, 2nd reason",care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s1q1a_3_s,"Specify other reason for not getting tested, 3rd reason",care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q16h,Why did you refuse to be tested today? Did not like the VCT team,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q16i,Why did you refuse to be tested today? Spouse/ partner did not allow me to be te,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q16j,Why did you refuse to be tested today? Did not feel I was in confidential enviro,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q16k,Why did you refuse to be tested today? Did not want test at home,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17a,Why did you not get the result of your HIV test? Did not want results,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17b,Why did you not get the result of your HIV test? Scared to know HIV status,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17c,Why did you not get the result of your HIV test? Certain to have HIV already,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17d,Why did you not get the result of your HIV test? Certain not to have HIV,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17e,Why did you not get the result of your HIV test? HIV not treatable,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17f,Why did you not get the result of your HIV test? Was sick,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17f,Why did you not get the result of your HIV test? Was sick,illness_or_injury_need,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=illness_need; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17g,Why did you not get the result of your HIV test? Was too busy,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17h,Why did you not get the result of your HIV test? Spouse/ partner did not allow m,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17i,Why did you not get the result of your HIV test? Other,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q17i_s,Why did you not get the result of your HIV test? Specify other,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,hh3_vct,s2q18e,Why did you want to be tested for HIV today? Did not care to know HIV status bec,care_not_sought_reason,household,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,"concept_hit=reason_not_sought; file_description=File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 VCT QUESTIONNAIRE"
