promotion_rank,promotion_tier,country,wave,idno,requirement,official_core_file_rows,official_core_matched_rows,official_core_missing_rows,schema_candidate_rows,schema_present_rows,value_profile_status,semantics_review_status,requirement_gate_status,next_required_action
15,backup_after_minimum_batch,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,survey_timing,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
15,backup_after_minimum_batch,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,climate_geography,7,0,7,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
15,backup_after_minimum_batch,Malawi,2016-2017,MWI_2016_IHS-IV_v04_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
16,backup_after_minimum_batch,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
16,backup_after_minimum_batch,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,weights_and_design,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
16,backup_after_minimum_batch,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,consumption_or_income,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
16,backup_after_minimum_batch,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,oop_health_expenditure,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
16,backup_after_minimum_batch,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,health_need_and_access,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
16,backup_after_minimum_batch,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,survey_timing,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
16,backup_after_minimum_batch,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,climate_geography,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
16,backup_after_minimum_batch,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
17,backup_after_minimum_batch,Uganda,2011-2012,UGA_2011_UNPS_v02_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
17,backup_after_minimum_batch,Uganda,2011-2012,UGA_2011_UNPS_v02_M,weights_and_design,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
17,backup_after_minimum_batch,Uganda,2011-2012,UGA_2011_UNPS_v02_M,consumption_or_income,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
17,backup_after_minimum_batch,Uganda,2011-2012,UGA_2011_UNPS_v02_M,oop_health_expenditure,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
17,backup_after_minimum_batch,Uganda,2011-2012,UGA_2011_UNPS_v02_M,health_need_and_access,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
17,backup_after_minimum_batch,Uganda,2011-2012,UGA_2011_UNPS_v02_M,survey_timing,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
17,backup_after_minimum_batch,Uganda,2011-2012,UGA_2011_UNPS_v02_M,climate_geography,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
17,backup_after_minimum_batch,Uganda,2011-2012,UGA_2011_UNPS_v02_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
18,backup_after_minimum_batch,Uganda,2018-2019,UGA_2018_UNPS_v02_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
18,backup_after_minimum_batch,Uganda,2018-2019,UGA_2018_UNPS_v02_M,weights_and_design,7,0,7,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
18,backup_after_minimum_batch,Uganda,2018-2019,UGA_2018_UNPS_v02_M,consumption_or_income,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
18,backup_after_minimum_batch,Uganda,2018-2019,UGA_2018_UNPS_v02_M,oop_health_expenditure,1,0,1,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
18,backup_after_minimum_batch,Uganda,2018-2019,UGA_2018_UNPS_v02_M,health_need_and_access,6,0,6,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
18,backup_after_minimum_batch,Uganda,2018-2019,UGA_2018_UNPS_v02_M,survey_timing,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
18,backup_after_minimum_batch,Uganda,2018-2019,UGA_2018_UNPS_v02_M,climate_geography,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
18,backup_after_minimum_batch,Uganda,2018-2019,UGA_2018_UNPS_v02_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
19,backup_after_minimum_batch,Uganda,2015-2016,UGA_2015_UNPS_v02_M,household_person_keys,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
19,backup_after_minimum_batch,Uganda,2015-2016,UGA_2015_UNPS_v02_M,weights_and_design,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
19,backup_after_minimum_batch,Uganda,2015-2016,UGA_2015_UNPS_v02_M,consumption_or_income,3,0,3,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
19,backup_after_minimum_batch,Uganda,2015-2016,UGA_2015_UNPS_v02_M,oop_health_expenditure,2,0,2,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
19,backup_after_minimum_batch,Uganda,2015-2016,UGA_2015_UNPS_v02_M,health_need_and_access,5,0,5,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
19,backup_after_minimum_batch,Uganda,2015-2016,UGA_2015_UNPS_v02_M,survey_timing,8,0,8,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
19,backup_after_minimum_batch,Uganda,2015-2016,UGA_2015_UNPS_v02_M,climate_geography,4,0,4,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
19,backup_after_minimum_batch,Uganda,2015-2016,UGA_2015_UNPS_v02_M,missing_codes_units_recall_skip_patterns,0,0,0,0,0,blocked_no_value_profile,blocked_no_semantics_review,blocked_raw_package_not_received,Download/place the complete unchanged official package and documentation.
