probe_time,threshold_sequence_rank,threshold_download_role,country,wave,idno,catalog_id,endpoint_name,endpoint_url,endpoint_role,http_status,final_url,content_type,content_length_header,content_disposition,bytes_read,truncated,content_sha256_limited,endpoint_classification,raw_download_candidate,access_gate_detected,metadata_endpoint_detected,candidate_links,evidence_flags,next_action
2026-07-10T14:44:59+00:00,6,minimum_10_wave_core,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/1002,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/1002,application/json; charset=utf-8,46,,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,,,Use official catalog/get-microdata workflow; do not treat this endpoint as raw access.
2026-07-10T14:45:00+00:00,6,minimum_10_wave_core,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2010_GHSP-W1_v03_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2010_GHSP-W1_v03_M,application/json; charset=utf-8,,,17568,0,5c184d5128f99dd0ee407e640bdfbe3e2fd117e374875e646c1cb7c2c9060883,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:02+00:00,6,minimum_10_wave_core,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/NGA_2010_GHSP-W1_v03_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/NGA_2010_GHSP-W1_v03_M/variables,application/json; charset=utf-8,,,306926,0,4346de9bb7ad7a538e1dde1b9a5a24d4b9c29859affd8ca62ea1f4e3cc035c93,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:03+00:00,6,minimum_10_wave_core,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/1002/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/1002/ddi,application/octet-stream,8781185,"attachment; filename=""NGA_2010_GHSP-W1_v03_M.xml""",524288,1,fb76e7bcba48d3da5c88039f5ed0be392d40adead7a74418c2da55a5a6654254,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:10+00:00,6,minimum_10_wave_core,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,metadata_json_export,https://microdata.worldbank.org/metadata/export/1002/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/1002/json,application/json; charset=UTF-8,,,16868,0,c0192fc0cd82968049aafd13dab75ec52d31b0d9f4b7a17475b3228e65336c69,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:11+00:00,6,minimum_10_wave_core,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/1002/get-microdata,numeric get-microdata page,,,,,,0,0,,request_failed,0,0,0,,request_error,"Retry official endpoint manually. Error: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
2026-07-10T14:45:16+00:00,6,minimum_10_wave_core,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,numeric_download_page,https://microdata.worldbank.org/catalog/1002/download,numeric download route check,200,https://microdata.worldbank.org/catalog/1002/download,text/html; charset=UTF-8,0,,0,0,,empty_download_route_not_raw_package,0,0,0,,empty_body,Use the official get-microdata workflow; no public raw payload returned.
2026-07-10T14:45:18+00:00,6,minimum_10_wave_core,Nigeria,2010-2011,NGA_2010_GHSP-W1_v03_M,1002,idno_get_microdata_page,https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata,text/html; charset=UTF-8,,,437113,0,d38012249fa0a4567a252f317def4874389c9e85efd91be433a04d2b000a4117,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/NGA_2010_GHSP-W1_v03_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata;https://microdata.worldbank.org/catalog/8052/get-microdata;https://microdata.worldbank.org/catalog/8053/get-microdata;https://microdata.worldbank.org/catalog/6537/get-microdata;https://microdata.worldbank.org/catalog/8055/get-microdata;https://microdata.worldbank.org/catalog/8162/get-microdata;https://microdata.worldbank.org/catalog/6534/get-microdata;https://microdata.worldbank.org/catalog/6530/get-microdata;https://microdata.worldbank.org/catalog/6531/get-microdata,access_gate_language,Use numeric catalog get-microdata URL for the official access workflow.
2026-07-10T14:45:22+00:00,7,minimum_10_wave_core,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/76,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/76,application/json; charset=utf-8,46,,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,,,Use official catalog/get-microdata workflow; do not treat this endpoint as raw access.
2026-07-10T14:45:27+00:00,7,minimum_10_wave_core,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/TZA_2008_NPS-R1_v03_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/TZA_2008_NPS-R1_v03_M,application/json; charset=utf-8,,,16669,0,8e2fd194edf765605969881b70093629fb05953f889725c5a8012d4ee91d0f85,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:28+00:00,7,minimum_10_wave_core,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/TZA_2008_NPS-R1_v03_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/TZA_2008_NPS-R1_v03_M/variables,application/json; charset=utf-8,,,281122,0,45c0ef7974644475f60f1927d8272635b9c5559bc3bdbe55b728b275dc05c497,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:30+00:00,7,minimum_10_wave_core,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/76/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/76/ddi,application/octet-stream,2683607,"attachment; filename=""TZA_2008_NPS-R1_v03_M.xml""",524288,1,8275f46bb2f0602a8d572b8a0f6f22515a89b7d0918bec313e42ce424a335295,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:32+00:00,7,minimum_10_wave_core,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,metadata_json_export,https://microdata.worldbank.org/metadata/export/76/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/76/json,application/json; charset=UTF-8,,,15996,0,1110ac5fe236eb1508962592a1168b77d55efa3076b80dcd1f4bf99ae7a168a3,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:33+00:00,7,minimum_10_wave_core,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/76/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/76/get-microdata,text/html; charset=UTF-8,,,29001,0,f5d4fc941b5bd357a33e21d301890ab95a1c7f457a5b4bf15f84e3703759b50b,official_get_microdata_access_gate,0,1,0,https://microdata.worldbank.org/catalog/76/get-microdata;https://microdata.worldbank.org/metadata/export/76/ddi;https://microdata.worldbank.org/metadata/export/76/json;https://microdata.worldbank.org/catalog/76/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/76/get-microdata,access_gate_language,Use official login/register/terms workflow and download the complete package manually.
2026-07-10T14:45:34+00:00,7,minimum_10_wave_core,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,numeric_download_page,https://microdata.worldbank.org/catalog/76/download,numeric download route check,,,,,,0,0,,request_failed,0,0,0,,request_error,"Retry official endpoint manually. Error: ('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
2026-07-10T14:45:39+00:00,7,minimum_10_wave_core,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,76,idno_get_microdata_page,https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata,text/html; charset=UTF-8,,,437112,0,e0c3b5677fae4180111df4886c6f2004e75605b7ab38e42340c2055c84f11514,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/TZA_2008_NPS-R1_v03_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata;https://microdata.worldbank.org/catalog/8052/get-microdata;https://microdata.worldbank.org/catalog/8053/get-microdata;https://microdata.worldbank.org/catalog/6537/get-microdata;https://microdata.worldbank.org/catalog/8055/get-microdata;https://microdata.worldbank.org/catalog/8162/get-microdata;https://microdata.worldbank.org/catalog/6534/get-microdata;https://microdata.worldbank.org/catalog/6530/get-microdata;https://microdata.worldbank.org/catalog/6531/get-microdata,access_gate_language,Use numeric catalog get-microdata URL for the official access workflow.
2026-07-10T14:45:42+00:00,8,minimum_10_wave_core,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/1050,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/1050,application/json; charset=utf-8,46,,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,,,Use official catalog/get-microdata workflow; do not treat this endpoint as raw access.
2026-07-10T14:45:43+00:00,8,minimum_10_wave_core,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/TZA_2010_NPS-R2_v03_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/TZA_2010_NPS-R2_v03_M,application/json; charset=utf-8,,,37115,0,2a0fea7d69df49a1d691d762c8d151b4c7d7d1ae3bab0115be91aa9e12f6d9fe,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:44+00:00,8,minimum_10_wave_core,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/TZA_2010_NPS-R2_v03_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/TZA_2010_NPS-R2_v03_M/variables,application/json; charset=utf-8,,,263133,0,da0be1c8e6e174e58349855c9defc39d5ac5ed452ac7b6b3f4aac5340bb48202,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:45+00:00,8,minimum_10_wave_core,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/1050/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/1050/ddi,application/octet-stream,2582067,"attachment; filename=""TZA_2010_NPS-R2_v03_M.xml""",524288,1,fb67a9b6dfd3d900380dba92dc9b644ed893dc766f650fa6f981835330ab461f,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:47+00:00,8,minimum_10_wave_core,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,metadata_json_export,https://microdata.worldbank.org/metadata/export/1050/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/1050/json,application/json; charset=UTF-8,,,36445,0,8f3be27a7d5e0f95ef3fa06d3956ffe257525eff2e8be3371dfb42320a460a2a,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:48+00:00,8,minimum_10_wave_core,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/1050/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/1050/get-microdata,text/html; charset=UTF-8,,,29035,0,65b71ece98d28ebc287ed7e59bf723d7d778dbb582d6ba94d88b4a184c907534,official_get_microdata_access_gate,0,1,0,https://microdata.worldbank.org/catalog/1050/get-microdata;https://microdata.worldbank.org/metadata/export/1050/ddi;https://microdata.worldbank.org/metadata/export/1050/json;https://microdata.worldbank.org/catalog/1050/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/1050/get-microdata,access_gate_language,Use official login/register/terms workflow and download the complete package manually.
2026-07-10T14:45:49+00:00,8,minimum_10_wave_core,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,numeric_download_page,https://microdata.worldbank.org/catalog/1050/download,numeric download route check,200,https://microdata.worldbank.org/catalog/1050/download,text/html; charset=UTF-8,0,,0,0,,empty_download_route_not_raw_package,0,0,0,,empty_body,Use the official get-microdata workflow; no public raw payload returned.
2026-07-10T14:45:51+00:00,8,minimum_10_wave_core,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,1050,idno_get_microdata_page,https://microdata.worldbank.org/catalog/TZA_2010_NPS-R2_v03_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/TZA_2010_NPS-R2_v03_M/get-microdata,text/html; charset=UTF-8,,,437112,0,61c770e1dd922726a4b4fdded5a67191f81b1dad2aff426899a7afda79262fd1,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,https://microdata.worldbank.org/catalog/TZA_2010_NPS-R2_v03_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/TZA_2010_NPS-R2_v03_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/TZA_2010_NPS-R2_v03_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/TZA_2010_NPS-R2_v03_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/TZA_2010_NPS-R2_v03_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata;https://microdata.worldbank.org/catalog/8052/get-microdata;https://microdata.worldbank.org/catalog/8053/get-microdata;https://microdata.worldbank.org/catalog/6537/get-microdata;https://microdata.worldbank.org/catalog/8055/get-microdata;https://microdata.worldbank.org/catalog/8162/get-microdata;https://microdata.worldbank.org/catalog/6534/get-microdata;https://microdata.worldbank.org/catalog/6530/get-microdata;https://microdata.worldbank.org/catalog/6531/get-microdata,access_gate_language,Use numeric catalog get-microdata URL for the official access workflow.
2026-07-10T14:45:52+00:00,9,minimum_10_wave_core,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/2252,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/2252,application/json; charset=utf-8,46,,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,,,Use official catalog/get-microdata workflow; do not treat this endpoint as raw access.
2026-07-10T14:45:53+00:00,9,minimum_10_wave_core,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/TZA_2012_NPS-R3_v01_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/TZA_2012_NPS-R3_v01_M,application/json; charset=utf-8,,,27688,0,7cd19cc3dc4141efd530c4c4f0574875ef0c8f6fe949dd5c704a710dc16cdd90,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:45:59+00:00,9,minimum_10_wave_core,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/TZA_2012_NPS-R3_v01_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/TZA_2012_NPS-R3_v01_M/variables,application/json; charset=utf-8,,,281931,0,c86504927d6c238e8cdd3164141faa2e845d34cb74787002c9389ed9681aaa01,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:46:04+00:00,9,minimum_10_wave_core,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/2252/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/2252/ddi,application/octet-stream,3420994,"attachment; filename=""TZA_2012_NPS-R3_v01_M.xml""",524288,1,78fe5617de448c8b8b0515d88ac43c4e49a6389d29c509bddc95bb4f8cc17810,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:46:10+00:00,9,minimum_10_wave_core,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,metadata_json_export,https://microdata.worldbank.org/metadata/export/2252/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/2252/json,application/json; charset=UTF-8,,,27021,0,78e99b77542082f21d89697e05d4680218f49f124a66bcec39085241766c38e8,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:46:15+00:00,9,minimum_10_wave_core,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/2252/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/2252/get-microdata,text/html; charset=UTF-8,,,29298,0,0dee360301ef04833c68100789d97bc7104a38010207d7fbedb440e47251dc97,official_get_microdata_access_gate,0,1,0,https://microdata.worldbank.org/catalog/2252/get-microdata;https://microdata.worldbank.org/metadata/export/2252/ddi;https://microdata.worldbank.org/metadata/export/2252/json;https://microdata.worldbank.org/catalog/2252/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/2252/get-microdata,access_gate_language,Use official login/register/terms workflow and download the complete package manually.
2026-07-10T14:46:21+00:00,9,minimum_10_wave_core,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,numeric_download_page,https://microdata.worldbank.org/catalog/2252/download,numeric download route check,200,https://microdata.worldbank.org/catalog/2252/download,text/html; charset=UTF-8,0,,0,0,,empty_download_route_not_raw_package,0,0,0,,empty_body,Use the official get-microdata workflow; no public raw payload returned.
2026-07-10T14:46:22+00:00,9,minimum_10_wave_core,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,2252,idno_get_microdata_page,https://microdata.worldbank.org/catalog/TZA_2012_NPS-R3_v01_M/get-microdata,IDNO get-microdata route check,200,https://microdata.worldbank.org/catalog/TZA_2012_NPS-R3_v01_M/get-microdata,text/html; charset=UTF-8,,,437112,0,f32551b68f5babb227f2fa448af996b6c63f1eedf3b330cd7071220285726cb6,idno_route_returns_catalog_or_search_html_not_raw_package,0,1,0,https://microdata.worldbank.org/catalog/TZA_2012_NPS-R3_v01_M/get-microdata#facet-year;https://microdata.worldbank.org/catalog/TZA_2012_NPS-R3_v01_M/get-microdata#facet-country;https://microdata.worldbank.org/catalog/TZA_2012_NPS-R3_v01_M/get-microdata#facet-tag;https://microdata.worldbank.org/catalog/TZA_2012_NPS-R3_v01_M/get-microdata#facet-collection;https://microdata.worldbank.org/catalog/TZA_2012_NPS-R3_v01_M/get-microdata#facet-dtype;https://microdata.worldbank.org/catalog/8050/get-microdata;https://microdata.worldbank.org/catalog/8051/get-microdata;https://microdata.worldbank.org/catalog/8054/get-microdata;https://microdata.worldbank.org/catalog/6536/get-microdata;https://microdata.worldbank.org/catalog/8161/get-microdata;https://microdata.worldbank.org/catalog/8048/get-microdata;https://microdata.worldbank.org/catalog/8049/get-microdata;https://microdata.worldbank.org/catalog/8052/get-microdata;https://microdata.worldbank.org/catalog/8053/get-microdata;https://microdata.worldbank.org/catalog/6537/get-microdata;https://microdata.worldbank.org/catalog/8055/get-microdata;https://microdata.worldbank.org/catalog/8162/get-microdata;https://microdata.worldbank.org/catalog/6534/get-microdata;https://microdata.worldbank.org/catalog/6530/get-microdata;https://microdata.worldbank.org/catalog/6531/get-microdata,access_gate_language,Use numeric catalog get-microdata URL for the official access workflow.
2026-07-10T14:46:24+00:00,10,minimum_10_wave_core,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,catalog_numeric_api,https://microdata.worldbank.org/index.php/api/catalog/3902,numeric catalog API check,400,https://microdata.worldbank.org/index.php/api/catalog/3902,application/json; charset=utf-8,46,,46,0,942399b1f9db3808a467516c5fbbcc182f40963b1a1c48c3573aa74401bafa9e,http_error_not_public_endpoint,0,0,0,,,Use official catalog/get-microdata workflow; do not treat this endpoint as raw access.
2026-07-10T14:46:25+00:00,10,minimum_10_wave_core,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,catalog_idno_api,https://microdata.worldbank.org/index.php/api/catalog/UGA_2019_UNPS_v03_M,IDNO catalog API check,200,https://microdata.worldbank.org/index.php/api/catalog/UGA_2019_UNPS_v03_M,application/json; charset=utf-8,,,13236,0,4d3aabd54f2718560196e2c7f55cd956a6940e59d203162311ccfcf0ce2e18ea,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:46:31+00:00,10,minimum_10_wave_core,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,variables_idno_api,https://microdata.worldbank.org/index.php/api/catalog/UGA_2019_UNPS_v03_M/variables,IDNO variable metadata API check,200,https://microdata.worldbank.org/index.php/api/catalog/UGA_2019_UNPS_v03_M/variables,application/json; charset=utf-8,,,265910,0,9c7686b14194df14b46b5f89b2e6612962c688f9299e7df9b06519c15483b608,public_metadata_endpoint_not_raw_package,0,1,1,,access_gate_language;metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:46:34+00:00,10,minimum_10_wave_core,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,metadata_ddi_export,https://microdata.worldbank.org/metadata/export/3902/ddi,DDI/XML metadata export,200,https://microdata.worldbank.org/metadata/export/3902/ddi,application/octet-stream,11564460,"attachment; filename=""UGA_2019_UNPS_v03_M.xml""",524288,1,06fd719fd56b048c3ad8c8264a55ee3ed4f1b973fa5c8ab761b1be2862eb9932,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:46:38+00:00,10,minimum_10_wave_core,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,metadata_json_export,https://microdata.worldbank.org/metadata/export/3902/json,JSON metadata export,200,https://microdata.worldbank.org/metadata/export/3902/json,application/json; charset=UTF-8,,,12574,0,bebe8776c47211ca29a87a3e0a24ca9c05ec88229b1f045e456d56108784682d,public_metadata_endpoint_not_raw_package,0,0,1,,metadata_endpoint,Use as metadata evidence only; raw package receipt still requires original files.
2026-07-10T14:46:42+00:00,10,minimum_10_wave_core,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,numeric_get_microdata_page,https://microdata.worldbank.org/catalog/3902/get-microdata,numeric get-microdata page,200,https://microdata.worldbank.org/catalog/3902/get-microdata,text/html; charset=UTF-8,,,29007,0,047fd3d64a589b7e0e701007eed0bfa22794db5de3499262eb85fbecc59dbb5b,official_get_microdata_access_gate,0,1,0,https://microdata.worldbank.org/catalog/3902/get-microdata;https://microdata.worldbank.org/metadata/export/3902/ddi;https://microdata.worldbank.org/metadata/export/3902/json;https://microdata.worldbank.org/catalog/3902/data-dictionary;https://microdata.worldbank.org/auth/login?destination=catalog/3902/get-microdata,access_gate_language,Use official login/register/terms workflow and download the complete package manually.
2026-07-10T14:46:43+00:00,10,minimum_10_wave_core,Uganda,2019-2020,UGA_2019_UNPS_v03_M,3902,numeric_download_page,https://microdata.worldbank.org/catalog/3902/download,numeric download route check,200,https://microdata.worldbank.org/catalog/3902/download,text/html; charset=UTF-8,0,,0,0,,empty_download_route_not_raw_package,0,0,0,,empty_body,Use the official get-microdata workflow; no public raw payload returned.
