acquisition_batch_rank,batch_role,country,wave,idno,catalog_id,metadata_file_name,metadata_file_description,cases,variable_count,unit_guess,module_guess,priority_core_target,current_receipt_status,expected_local_name_patterns,download_review_action
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p2_s12c,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART II (Section 12C)",164,102,household,other,0,not_received_no_original_raw_package,hh3p2_s12c;hh3p2_s12c.*;hh3p2_s12c.dta;hh3p2_s12c.sav;hh3p2_s12c.por;hh3p2_s12c.sas7bdat;hh3p2_s12c.xpt;hh3p2_s12c.csv;*hh3p2_s12c*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p2_s13a,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART II (Section 13A: Partnership Status)",1048,39,household,other,0,not_received_no_original_raw_package,hh3p2_s13a;hh3p2_s13a.*;hh3p2_s13a.dta;hh3p2_s13a.sav;hh3p2_s13a.por;hh3p2_s13a.sas7bdat;hh3p2_s13a.xpt;hh3p2_s13a.csv;*hh3p2_s13a*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p2_s13b,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART II (Section 13B : Partnership Details)",1048,10,household,other,0,not_received_no_original_raw_package,hh3p2_s13b;hh3p2_s13b.*;hh3p2_s13b.dta;hh3p2_s13b.sav;hh3p2_s13b.por;hh3p2_s13b.sas7bdat;hh3p2_s13b.xpt;hh3p2_s13b.csv;*hh3p2_s13b*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p2_s13c,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART II (Section 13C : Partnership Details)",1281,98,household,other,0,not_received_no_original_raw_package,hh3p2_s13c;hh3p2_s13c.*;hh3p2_s13c.dta;hh3p2_s13c.sav;hh3p2_s13c.por;hh3p2_s13c.sas7bdat;hh3p2_s13c.xpt;hh3p2_s13c.csv;*hh3p2_s13c*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p2_s13c2,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART II (Section 13C2 : Partnership Details)",1048,8,household,other,0,not_received_no_original_raw_package,hh3p2_s13c2;hh3p2_s13c2.*;hh3p2_s13c2.dta;hh3p2_s13c2.sav;hh3p2_s13c2.por;hh3p2_s13c2.sas7bdat;hh3p2_s13c2.xpt;hh3p2_s13c2.csv;*hh3p2_s13c2*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p2_s14,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART II (Section 14 : AIDS)",1048,78,household,other,0,not_received_no_original_raw_package,hh3p2_s14;hh3p2_s14.*;hh3p2_s14.dta;hh3p2_s14.sav;hh3p2_s14.por;hh3p2_s14.sas7bdat;hh3p2_s14.xpt;hh3p2_s14.csv;*hh3p2_s14*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_cs,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III",324,44,household,other,0,not_received_no_original_raw_package,hh3p3_cs;hh3p3_cs.*;hh3p3_cs.dta;hh3p3_cs.sav;hh3p3_cs.por;hh3p3_cs.sas7bdat;hh3p3_cs.xpt;hh3p3_cs.csv;*hh3p3_cs*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_s15,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III (Section 15: Family Background)",316,79,household,other,1,not_received_no_original_raw_package,hh3p3_s15;hh3p3_s15.*;hh3p3_s15.dta;hh3p3_s15.sav;hh3p3_s15.por;hh3p3_s15.sas7bdat;hh3p3_s15.xpt;hh3p3_s15.csv;*hh3p3_s15*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_s16,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III (Section 16: Education and Labor)",316,77,household,other,0,not_received_no_original_raw_package,hh3p3_s16;hh3p3_s16.*;hh3p3_s16.dta;hh3p3_s16.sav;hh3p3_s16.por;hh3p3_s16.sas7bdat;hh3p3_s16.xpt;hh3p3_s16.csv;*hh3p3_s16*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_s17,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III (Section 17: Health and Fertility)",316,40,household,health,0,not_received_no_original_raw_package,hh3p3_s17;hh3p3_s17.*;hh3p3_s17.dta;hh3p3_s17.sav;hh3p3_s17.por;hh3p3_s17.sas7bdat;hh3p3_s17.xpt;hh3p3_s17.csv;*hh3p3_s17*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_s17b,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III (Section 17B: Fertility)",329,16,household,other,0,not_received_no_original_raw_package,hh3p3_s17b;hh3p3_s17b.*;hh3p3_s17b.dta;hh3p3_s17b.sav;hh3p3_s17b.por;hh3p3_s17b.sas7bdat;hh3p3_s17b.xpt;hh3p3_s17b.csv;*hh3p3_s17b*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_s18,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III (Section 18: Marriage History)",316,27,household,other,0,not_received_no_original_raw_package,hh3p3_s18;hh3p3_s18.*;hh3p3_s18.dta;hh3p3_s18.sav;hh3p3_s18.por;hh3p3_s18.sas7bdat;hh3p3_s18.xpt;hh3p3_s18.csv;*hh3p3_s18*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_s18b,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III (Section 18B)",324,16,household,other,0,not_received_no_original_raw_package,hh3p3_s18b;hh3p3_s18b.*;hh3p3_s18b.dta;hh3p3_s18b.sav;hh3p3_s18b.por;hh3p3_s18b.sas7bdat;hh3p3_s18b.xpt;hh3p3_s18b.csv;*hh3p3_s18b*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_s18c,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III (Section 18C)",87,101,household,other,0,not_received_no_original_raw_package,hh3p3_s18c;hh3p3_s18c.*;hh3p3_s18c.dta;hh3p3_s18c.sav;hh3p3_s18c.por;hh3p3_s18c.sas7bdat;hh3p3_s18c.xpt;hh3p3_s18c.csv;*hh3p3_s18c*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_s19,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III (Section 19: Sexual Behavior)",316,10,household,other,0,not_received_no_original_raw_package,hh3p3_s19;hh3p3_s19.*;hh3p3_s19.dta;hh3p3_s19.sav;hh3p3_s19.por;hh3p3_s19.sas7bdat;hh3p3_s19.xpt;hh3p3_s19.csv;*hh3p3_s19*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_s19b,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III (Section 19B)",337,87,household,other,0,not_received_no_original_raw_package,hh3p3_s19b;hh3p3_s19b.*;hh3p3_s19b.dta;hh3p3_s19b.sav;hh3p3_s19b.por;hh3p3_s19b.sas7bdat;hh3p3_s19b.xpt;hh3p3_s19b.csv;*hh3p3_s19b*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,hh3p3_s20,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) R3, 2009 PART III (Section 20: AIDS and Social Trust)",316,82,household,other,0,not_received_no_original_raw_package,hh3p3_s20;hh3p3_s20.*;hh3p3_s20.dta;hh3p3_s20.sav;hh3p3_s20.por;hh3p3_s20.sas7bdat;hh3p3_s20.xpt;hh3p3_s20.csv;*hh3p3_s20*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,mkts_foodprices,"File contains data corresponding to MTM Market Questionnaire R3, July-September 2009",323,10,unknown,other,0,not_received_no_original_raw_package,mkts_foodprices;mkts_foodprices.*;mkts_foodprices.dta;mkts_foodprices.sav;mkts_foodprices.por;mkts_foodprices.sas7bdat;mkts_foodprices.xpt;mkts_foodprices.csv;*mkts_foodprices*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,mkts_hlthfac,"File contains data corresponding to MTM R3 Health Facility Questionnaire, July-September 2009",21,19,community/geography,health,0,not_received_no_original_raw_package,mkts_hlthfac;mkts_hlthfac.*;mkts_hlthfac.dta;mkts_hlthfac.sav;mkts_hlthfac.por;mkts_hlthfac.sas7bdat;mkts_hlthfac.xpt;mkts_hlthfac.csv;*mkts_hlthfac*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,mkts_location,"File contains data corresponding to MTM Market Questionnaire R3, July-September 2009",19,38,unknown,other,0,not_received_no_original_raw_package,mkts_location;mkts_location.*;mkts_location.dta;mkts_location.sav;mkts_location.por;mkts_location.sas7bdat;mkts_location.xpt;mkts_location.csv;*mkts_location*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p1_cs,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART I - Cover",1059,42,unknown,other,0,not_received_no_original_raw_package,p1_cs;p1_cs.*;p1_cs.dta;p1_cs.sav;p1_cs.por;p1_cs.sas7bdat;p1_cs.xpt;p1_cs.csv;*p1_cs*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p1_s1,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART I - Section 1",6572,28,unknown,other,0,not_received_no_original_raw_package,p1_s1;p1_s1.*;p1_s1.dta;p1_s1.sav;p1_s1.por;p1_s1.sas7bdat;p1_s1.xpt;p1_s1.csv;*p1_s1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p1_s2,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART I - Section 2",1059,28,unknown,other,0,not_received_no_original_raw_package,p1_s2;p1_s2.*;p1_s2.dta;p1_s2.sav;p1_s2.por;p1_s2.sas7bdat;p1_s2.xpt;p1_s2.csv;*p1_s2*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p1_s3,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART I - Section 3",1059,31,unknown,other,0,not_received_no_original_raw_package,p1_s3;p1_s3.*;p1_s3.dta;p1_s3.sav;p1_s3.por;p1_s3.sas7bdat;p1_s3.xpt;p1_s3.csv;*p1_s3*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p1_s4,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART I - Section 4",18003,22,unknown,other,0,not_received_no_original_raw_package,p1_s4;p1_s4.*;p1_s4.dta;p1_s4.sav;p1_s4.por;p1_s4.sas7bdat;p1_s4.xpt;p1_s4.csv;*p1_s4*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p1_s5,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART I - Section 5",19061,17,unknown,other,0,not_received_no_original_raw_package,p1_s5;p1_s5.*;p1_s5.dta;p1_s5.sav;p1_s5.por;p1_s5.sas7bdat;p1_s5.xpt;p1_s5.csv;*p1_s5*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p1_s6,"File contains data corresponding to MTM MORTALITY QUESTIONNAIRE R1, PART I (Section 6: Economic Shocks)",12705,13,unknown,shocks,0,not_received_no_original_raw_package,p1_s6;p1_s6.*;p1_s6.dta;p1_s6.sav;p1_s6.por;p1_s6.sas7bdat;p1_s6.xpt;p1_s6.csv;*p1_s6*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p1_s7,"File contains data corresponding to MTM MORTALITY QUESTIONNAIRE R1, PART I (Section 7: Well-Being)",1059,13,unknown,other,0,not_received_no_original_raw_package,p1_s7;p1_s7.*;p1_s7.dta;p1_s7.sav;p1_s7.por;p1_s7.sas7bdat;p1_s7.xpt;p1_s7.csv;*p1_s7*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p1_s8,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART I - Section 8: Deaths of Household Members)",1073,23,household,geography,0,not_received_no_original_raw_package,p1_s8;p1_s8.*;p1_s8.dta;p1_s8.sav;p1_s8.por;p1_s8.sas7bdat;p1_s8.xpt;p1_s8.csv;*p1_s8*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p2_cs,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2008, PART II- Cover",1183,40,unknown,other,0,not_received_no_original_raw_package,p2_cs;p2_cs.*;p2_cs.dta;p2_cs.sav;p2_cs.por;p2_cs.sas7bdat;p2_cs.xpt;p2_cs.csv;*p2_cs*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p2_s9,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2008, PART II- Section 9: Education and Labor",1183,38,unknown,other,1,not_received_no_original_raw_package,p2_s9;p2_s9.*;p2_s9.dta;p2_s9.sav;p2_s9.por;p2_s9.sas7bdat;p2_s9.xpt;p2_s9.csv;*p2_s9*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p2_s10,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2008, PART II- Section 10: Family and Social Capital",1183,98,unknown,other,1,not_received_no_original_raw_package,p2_s10;p2_s10.*;p2_s10.dta;p2_s10.sav;p2_s10.por;p2_s10.sas7bdat;p2_s10.xpt;p2_s10.csv;*p2_s10*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p2_s11,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2008, PART II- Section 11: Health and Fertility",1183,65,community/geography,health,1,not_received_no_original_raw_package,p2_s11;p2_s11.*;p2_s11.dta;p2_s11.sav;p2_s11.por;p2_s11.sas7bdat;p2_s11.xpt;p2_s11.csv;*p2_s11*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p2_s12,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2007, PART II- Section 12 : Expectations",1183,42,unknown,other,0,not_received_no_original_raw_package,p2_s12;p2_s12.*;p2_s12.dta;p2_s12.sav;p2_s12.por;p2_s12.sas7bdat;p2_s12.xpt;p2_s12.csv;*p2_s12*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p2_s13,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART II - Section 13: Marriage",1183,112,unknown,other,1,not_received_no_original_raw_package,p2_s13;p2_s13.*;p2_s13.dta;p2_s13.sav;p2_s13.por;p2_s13.sas7bdat;p2_s13.xpt;p2_s13.csv;*p2_s13*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p2_s14,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2007, PART II- Section 14: Sexual Behavior",1183,16,unknown,other,0,not_received_no_original_raw_package,p2_s14;p2_s14.*;p2_s14.dta;p2_s14.sav;p2_s14.por;p2_s14.sas7bdat;p2_s14.xpt;p2_s14.csv;*p2_s14*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p2_s14a,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2008, PART II- Section 14: Sexual Behavior",1183,205,unknown,other,1,not_received_no_original_raw_package,p2_s14a;p2_s14a.*;p2_s14a.dta;p2_s14a.sav;p2_s14a.por;p2_s14a.sas7bdat;p2_s14a.xpt;p2_s14a.csv;*p2_s14a*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,p2_s15,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2007, PART II- Section 15: AIDS and Social Trust",1183,109,unknown,other,0,not_received_no_original_raw_package,p2_s15;p2_s15.*;p2_s15.dta;p2_s15.sav;p2_s15.por;p2_s15.sas7bdat;p2_s15.xpt;p2_s15.csv;*p2_s15*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi_cs,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2007 PART I - Cover",817,42,unknown,other,0,not_received_no_original_raw_package,pi_cs;pi_cs.*;pi_cs.dta;pi_cs.sav;pi_cs.por;pi_cs.sas7bdat;pi_cs.xpt;pi_cs.csv;*pi_cs*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi_mortality,File contains data corresponding to MTM MORTALITY QUESTIONNAIRE,3,47,unknown,other,0,not_received_no_original_raw_package,pi_mortality;pi_mortality.*;pi_mortality.dta;pi_mortality.sav;pi_mortality.por;pi_mortality.sas7bdat;pi_mortality.xpt;pi_mortality.csv;*pi_mortality*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi_s1,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2008 PARTNERSHIP INTERVIEWS (Section 1: Household Roster)",5033,26,household,demographics/roster,0,not_received_no_original_raw_package,pi_s1;pi_s1.*;pi_s1.dta;pi_s1.sav;pi_s1.por;pi_s1.sas7bdat;pi_s1.xpt;pi_s1.csv;*pi_s1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi_s2,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2008 PARTNERSHIP INTERVIEWS (Section 2: Social Capital)",817,39,unknown,other,0,not_received_no_original_raw_package,pi_s2;pi_s2.*;pi_s2.dta;pi_s2.sav;pi_s2.por;pi_s2.sas7bdat;pi_s2.xpt;pi_s2.csv;*pi_s2*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi_s3,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2008 PARTNERSHIP INTERVIEWS (Section 3: Recent Activity)",817,45,unknown,other,0,not_received_no_original_raw_package,pi_s3;pi_s3.*;pi_s3.dta;pi_s3.sav;pi_s3.por;pi_s3.sas7bdat;pi_s3.xpt;pi_s3.csv;*pi_s3*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi_s4,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2008 PARTNERSHIP INTERVIEWS (Section 4: Marriage)",817,88,unknown,other,0,not_received_no_original_raw_package,pi_s4;pi_s4.*;pi_s4.dta;pi_s4.sav;pi_s4.por;pi_s4.sas7bdat;pi_s4.xpt;pi_s4.csv;*pi_s4*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi_s5,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2008 PARTNERSHIP INTERVIEWS (Section 5: Sexual Behavior)",817,15,unknown,other,0,not_received_no_original_raw_package,pi_s5;pi_s5.*;pi_s5.dta;pi_s5.sav;pi_s5.por;pi_s5.sas7bdat;pi_s5.xpt;pi_s5.csv;*pi_s5*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi_s5a,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2008 PARTNERSHIP INTERVIEWS (Section 5A)",817,221,unknown,other,1,not_received_no_original_raw_package,pi_s5a;pi_s5a.*;pi_s5a.dta;pi_s5a.sav;pi_s5a.por;pi_s5a.sas7bdat;pi_s5a.xpt;pi_s5a.csv;*pi_s5a*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi_s6,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2008 PARTNERSHIP INTERVIEWS (Section 6: Economic Shocks)",12726,7,unknown,shocks,0,not_received_no_original_raw_package,pi_s6;pi_s6.*;pi_s6.dta;pi_s6.sav;pi_s6.por;pi_s6.sas7bdat;pi_s6.xpt;pi_s6.csv;*pi_s6*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi_tf,"File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM), 2008 TRACKING FORM",163,23,unknown,other,0,not_received_no_original_raw_package,pi_tf;pi_tf.*;pi_tf.dta;pi_tf.sav;pi_tf.por;pi_tf.sas7bdat;pi_tf.xpt;pi_tf.csv;*pi_tf*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi2_cs,File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2009 Questionnaire,845,39,unknown,other,0,not_received_no_original_raw_package,pi2_cs;pi2_cs.*;pi2_cs.dta;pi2_cs.sav;pi2_cs.por;pi2_cs.sas7bdat;pi2_cs.xpt;pi2_cs.csv;*pi2_cs*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi2_s1,File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2009 PARTNERSHIP INTERVIEWS (Section 1: Household Roster),5661,26,household,demographics/roster,0,not_received_no_original_raw_package,pi2_s1;pi2_s1.*;pi2_s1.dta;pi2_s1.sav;pi2_s1.por;pi2_s1.sas7bdat;pi2_s1.xpt;pi2_s1.csv;*pi2_s1*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi2_s2,File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2009 PARTNERSHIP INTERVIEWS (Section 2: Social Capital),845,38,unknown,other,0,not_received_no_original_raw_package,pi2_s2;pi2_s2.*;pi2_s2.dta;pi2_s2.sav;pi2_s2.por;pi2_s2.sas7bdat;pi2_s2.xpt;pi2_s2.csv;*pi2_s2*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
3,priority_10_wave_batch,Malawi,2007-2009,MWI_2007-2009_MTM_v01_M,3462,pi2_s3,File contains data corresponding to MARRIAGE TRANSITIONS IN MALAWI (MTM) 2009 PARTNERSHIP INTERVIEWS (Section 3: Recent Activity),845,40,unknown,other,0,not_received_no_original_raw_package,pi2_s3;pi2_s3.*;pi2_s3.dta;pi2_s3.sav;pi2_s3.por;pi2_s3.sas7bdat;pi2_s3.xpt;pi2_s3.csv;*pi2_s3*,"After credentialed download, verify this metadata file has a corresponding raw file or documented reason for absence."
