country,survey_name,wave,idno,file,raw_variable,raw_label,harmonized_variable,unit,recall_period,construction_rule,quality_flag,notes
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_6d,"SUGAR, GRAN STATE GENERAL HI PR",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_6e,"SUGAR, GRAN STATE GENERAL LAST",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_7a,"SUGAR, REF STATE GENERAL LOW AV",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_7b,"SUGAR, REF STATE GENERAL LOW PR",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_7c,"SUGAR, REF STATE GENERAL HI  AV",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_7d,"SUGAR, REF STATE GENERAL HI PRI",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_7e,"SUGAR, REF STATE GENERAL LAST A",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_8a,CARAMEL STATE GENERAL LOW AVAIL,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_8b,CARAMEL STATE GENERAL LOW PRICE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_8c,CARAMEL STATE GENERAL HI  AVAIL,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_8d,CARAMEL STATE GENERAL HI PRICE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_8e,CARAMEL STATE GENERAL LAST AVAI,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_9a,CHOC CANDY STATE GENERAL LOW AV,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_9b,CHOC CANDY STATE GENERAL LOW PR,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_9c,CHOC CANDY STATE GENERAL HI  AV,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_9d,CHOC CANDY STATE GENERAL HI PRI,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye3_9e,CHOC CANDY STATE GENERAL LAST A,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_10a,LARD STATE MEAT LOW AVAILABLE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_10b,LARD STATE MEAT LOW PRICE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_10c,LARD STATE MEAT HI AVAILABLE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_10d,LARD STATE MEAT HI PRICE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_10e,LARD STATE MEAT LAST AVAILABLE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_11a,RAVIOLI STATE MEAT LOW AVAILABL,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_11b,RAVIOLI STATE MEAT LOW PRICE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_11c,RAVIOLI STATE MEAT HI AVAILABLE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_11d,RAVIOLI STATE MEAT HI PRICE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_11e,RAVIOLI STATE MEAT LAST AVAILAB,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_12a,HAM STATE MEAT LOW AVAILABLE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_12b,HAM STATE MEAT LOW PRICE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_12c,HAM STATE MEAT HI AVAILABLE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_12d,HAM STATE MEAT HI PRICE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_12e,HAM STATE MEAT LAST AVAILABLE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_13a,CANNED PORK STATE MEAT LOW AVAI,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_13b,CANNED PORK STATE MEAT LOW PRIC,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_13c,CANNED PORK STATE MEAT HI AVAIL,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_13d,CANNED PORK STATE MEAT HI PRICE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_13e,CANNED PORK STATE MEAT LAST AVA,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_14a,CANNED BEEF STATE MEAT LOW AVAI,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_14b,CANNED BEEF STATE MEAT LOW PRIC,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_14c,CANNED BEEF STATE MEAT HI AVAIL,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_14d,CANNED BEEF STATE MEAT HI PRICE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_14e,CANNED BEEF STATE MEAT LAST AVA,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_15a,SAUSAGE CAN STATE MEAT LOW AVAI,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_15b,SAUSAGE CAN STATE MEAT LOW PRIC,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_15c,SAUSAGE CAN STATE MEAT HI AVAIL,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_15d,SAUSAGE CAN STATE MEAT HI PRICE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_15e,SAUSAGE CAN STATE MEAT LAST AVA,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_16a,FRESH FISH STATE MEAT LOW AVAIL,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_16b,FRESH FISH STATE MEAT LOW PRICE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_16c,FRESH FISH STATE MEAT HI AVAILA,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_16d,FRESH FISH STATE MEAT HI PRICE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_16e,FRESH FISH STATE MEAT LAST AVAI,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_17a,FROZEN FISH STATE MEAT LOW AVAI,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_17b,FROZEN FISH STATE MEAT LOW PRIC,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_17c,FROZEN FISH STATE MEAT HI AVAIL,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_17d,FROZEN FISH STATE MEAT HI PRICE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_17e,FROZEN FISH STATE MEAT LAST AVA,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_18a,"FILLET, FRZ STATE MEAT LOW AVAI",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_18b,"FILLET, FRZ STATE MEAT LOW PRIC",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_18c,"FILLET, FRZ STATE MEAT HI AVAIL",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_18d,"FILLET, FRZ STATE MEAT HI PRICE",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_18e,"FILLET, FRZ STATE MEAT LAST AVA",admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_19a,SALTED FISH STATE MEAT LOW AVAI,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_19b,SALTED FISH STATE MEAT LOW PRIC,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_19c,SALTED FISH STATE MEAT HI AVAIL,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_19d,SALTED FISH STATE MEAT HI PRICE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_19e,SALTED FISH STATE MEAT LAST AVA,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_1a,BEEF STATE MEAT LOW AVAILABLE?,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_1b,BEEF STATE MEAT LOW PRICE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_1c,BEEF STATE MEAT HI AVAILABLE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
Kyrgyz Republic,Multipurpose Poverty Survey 1993,1993,KGZ_1993_KMPS_v01_M,KPRICE2,aye4_1d,BEEF STATE MEAT HI PRICE,admin1_or_admin2,unknown,unknown_from_metadata,"candidate only; inspect raw values, questionnaires, units, and recall period before use",metadata_only_requires_raw_verification,concept_hit=admin_geography; file_description=Survey of Availability and Prices of Food Products and Fuel (continued)
