acquisition_batch_rank,batch_role,country,wave,idno,item_type,item_id,source_gate_status,manual_fields_required,manual_fields_passed,missing_or_failed_fields,manual_decision_status,review_notes
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,care_or_barrier:sect8_3_ls_w4.dta:ls_s8_3q23,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,care_or_barrier:sect8_3_ls_w4.dta:ls_s8_3q24,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:ETH_HouseholdGeovariables_Y4.dta:dist_admhq,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:ETH_HouseholdGeovariables_Y4.dta:lat_mod,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:ETH_HouseholdGeovariables_Y4.dta:lon_mod,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:ET_local_area_unit_conversion.dta:region,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:cons_agg_w4.dta;sect01a_com_w4.dta;sect01b_com_w4.dta;sect02_com_w4.dta;sect03_com_w4.dta;sect04_com_w4.dta;sect05_com_w4.dta;sect06_com_w4.dta;sect07_com_w4.dta;sect08_com_w4.dta;sect09_com_w4.dta;sect10_ph_w4.dta;sect10a_com_w4.dta;sect10a_hh_w4.dta;sect10b_com_w4.dta;sect10b_hh_w4.dta;sect10c_hh_w4.dta;sect10d1_hh_w4.dta;sect10d2_hh_w4.dta;sect11_hh_w4.dta:saq01,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect10a_com_w4.dta:cs10q05__Accuracy,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect10a_com_w4.dta:cs10q05__Altitude,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect10a_com_w4.dta:cs10q05__Latitude,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect10a_com_w4.dta:cs10q05__Longitude,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect10a_com_w4.dta:cs10q05__Timestamp,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect1_hh_w4.dta:s1q12,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect3_pp_w4.dta:s3q08,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect3_pp_w4.dta:s3q09__Accuracy,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect3_pp_w4.dta:s3q09__Altitude,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect3_pp_w4.dta:s3q09__Latitude,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,climate_geography:sect3_pp_w4.dta:s3q09__Longitude,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:cons_agg_w4.dta:educ_cons_ann,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:cons_agg_w4.dta:hh_size,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:cons_agg_w4.dta:nom_educcons_aeq,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect02_com_w4.dta:cs2q03,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect02_com_w4.dta:cs2q07,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect04_com_w4.dta:cs4q59a,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect04_com_w4.dta:cs4q59b,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect05_com_w4.dta:cs5q10,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect05_com_w4.dta:cs5q11,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect10a_hh_w4.dta:s10aq39,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect10c_hh_w4.dta:s10c_q02d,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect10c_hh_w4.dta:s10c_q02e,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect10c_hh_w4.dta:s10c_q05b,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect10c_hh_w4.dta:s10c_q05c,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect10c_hh_w4.dta:s10c_q10b,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,demographics:sect10c_hh_w4.dta:s10c_q10c,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,health_need:sect3_hh_w4.dta:s3q05,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,health_need:sect3_hh_w4.dta:s3q06_1,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,health_need:sect3_hh_w4.dta:s3q06_2,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,health_need:sect3_hh_w4.dta:s3q06_os,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,health_need:sect3_hh_w4.dta:s3q07,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,health_need:sect3_hh_w4.dta:s3q09a,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,health_need:sect3_hh_w4.dta:s3q09b,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,health_need:sect3_hh_w4.dta:s3q10a,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,health_need:sect3_hh_w4.dta:s3q10b,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,household_id:ETH_HouseholdGeovariables_Y4.dta;ETH_PlotGeovariables_Y4.dta:household_id,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,household_id:sect10_ph_w4.dta;sect10a_hh_w4.dta;sect10b_hh_w4.dta;sect10c_hh_w4.dta;sect10d1_hh_w4.dta;sect10d2_hh_w4.dta;sect11_hh_w4.dta;sect11_ph_w4.dta;sect11b1_hh_w4.dta;sect11b2_hh_w4.dta;sect12a_hh_w4.dta;sect12b1_hh_w4.dta;sect12b2_hh_w4.dta;sect13_hh_w4_v2.dta;sect14_hh_w4.dta;sect15a_hh_w4.dta;sect15b_hh_w4.dta;sect1_hh_w4.dta;sect1_ph_w4.dta;sect1_pp_w4.dta:saq08,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,insurance:sect3_hh_w4.dta:s3q19,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect3_hh_w4.dta;sect3_pp_w4.dta:s3q18,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect8_3_ls_w4.dta:ls_s8_3q04,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect8_3_ls_w4.dta:ls_s8_3q06,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect8_3_ls_w4.dta:ls_s8_3q10a,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect8_3_ls_w4.dta:ls_s8_3q10b,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect8_3_ls_w4.dta:ls_s8_3q11,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect8_3_ls_w4.dta:ls_s8_3q12_1,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect8_3_ls_w4.dta:ls_s8_3q12_2,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect8_3_ls_w4.dta:ls_s8_3q14,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect8_3_ls_w4.dta:ls_s8_3q22,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,oop_health_expenditure:sect8_3_ls_w4.dta:ls_s8_3q24,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,psu_cluster:ETH_HouseholdGeovariables_Y4.dta;cons_agg_w4.dta;sect01a_com_w4.dta;sect01b_com_w4.dta;sect02_com_w4.dta;sect03_com_w4.dta;sect04_com_w4.dta;sect05_com_w4.dta;sect06_com_w4.dta;sect07_com_w4.dta;sect08_com_w4.dta;sect09_com_w4.dta;sect10_ph_w4.dta;sect10a_com_w4.dta;sect10a_hh_w4.dta;sect10b_com_w4.dta;sect10b_hh_w4.dta;sect10c_hh_w4.dta;sect10d1_hh_w4.dta;sect10d2_hh_w4.dta:ea_id,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,psu_cluster:sect01a_com_w4.dta;sect01b_com_w4.dta;sect02_com_w4.dta;sect03_com_w4.dta;sect04_com_w4.dta;sect05_com_w4.dta;sect06_com_w4.dta;sect07_com_w4.dta;sect08_com_w4.dta;sect09_com_w4.dta;sect10_ph_w4.dta;sect10a_com_w4.dta;sect10a_hh_w4.dta;sect10b_com_w4.dta;sect10b_hh_w4.dta;sect10c_hh_w4.dta;sect10d1_hh_w4.dta;sect10d2_hh_w4.dta;sect11_hh_w4.dta;sect11_ph_w4.dta:saq07,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,shocks_or_livelihood:ETH_HouseholdGeovariables_Y4.dta:anntot_avg,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,shocks_or_livelihood:ETH_HouseholdGeovariables_Y4.dta:h2018_tot,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,shocks_or_livelihood:ETH_HouseholdGeovariables_Y4.dta:h2018_wetQ,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
2,priority_10_wave_batch,Ethiopia,2018-2019,ETH_2018_ESS_v04_M,variable,shocks_or_livelihood:ETH_HouseholdGeovariables_Y4.dta:h2019_tot,raw_not_inspected,8,0,fill_raw_file_used; fill_raw_variable_used; fill_variable_label_verified; fill_value_distribution_checked; fill_missing_codes_documented; fill_unit_recall_period_documented; fill_merge_key_level_verified; fill_promote_to_harmonization_recipe,blocked_source_gate_not_ready,
