acquisition_batch_rank,batch_role,country,survey_name,wave,idno,concept,required_for,candidate_rank_within_concept,candidate_files,candidate_raw_variable,candidate_harmonized_variables,raw_label,metadata_confidence,confidence_reason,verification_checks,minimum_raw_evidence_needed,raw_file_status,raw_variable_status,verification_status,harmonization_decision,fill_raw_file_used,fill_raw_variable_used,fill_variable_label_verified,fill_value_distribution_checked,fill_missing_codes_documented,fill_unit_recall_period_documented,fill_merge_key_level_verified,fill_outlier_or_skip_pattern_notes,fill_promote_to_harmonization_recipe,review_notes
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_timing,main_financial_sample,3,hh2_tf,tfq6_c2,interview_date_or_survey_month,"Date of interview, month",high,explicit interview date/month/year evidence,parseable interview date/month/year; fieldwork calendar consistency; missing timing; usable lag windows,interview date/month or documented fieldwork month for climate lags,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_timing,main_financial_sample,4,hh2_tf,tfq6_c3,interview_date_or_survey_month,"Date of interview, year",high,explicit interview date/month/year evidence,parseable interview date/month/year; fieldwork calendar consistency; missing timing; usable lag windows,interview date/month or documented fieldwork month for climate lags,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_timing,main_financial_sample,5,hh3_health,hq03_d,interview_date_or_survey_month,Interview date (day),high,explicit interview date/month/year evidence,parseable interview date/month/year; fieldwork calendar consistency; missing timing; usable lag windows,interview date/month or documented fieldwork month for climate lags,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_timing,main_financial_sample,6,hh3_health,hq03_m,interview_date_or_survey_month,Interview date (month),high,explicit interview date/month/year evidence,parseable interview date/month/year; fieldwork calendar consistency; missing timing; usable lag windows,interview date/month or documented fieldwork month for climate lags,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_timing,main_financial_sample,7,hh3_health,hq03_y,interview_date_or_survey_month,Interview date (year),high,explicit interview date/month/year evidence,parseable interview date/month/year; fieldwork calendar consistency; missing timing; usable lag windows,interview date/month or documented fieldwork month for climate lags,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_timing,main_financial_sample,8,hh3_market_mids,mq03_d,interview_date_or_survey_month,Interview date (day),high,explicit interview date/month/year evidence,parseable interview date/month/year; fieldwork calendar consistency; missing timing; usable lag windows,interview date/month or documented fieldwork month for climate lags,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_timing,main_financial_sample,9,hh3_market_mids,mq03_m,interview_date_or_survey_month,Interview date (month),high,explicit interview date/month/year evidence,parseable interview date/month/year; fieldwork calendar consistency; missing timing; usable lag windows,interview date/month or documented fieldwork month for climate lags,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_timing,main_financial_sample,10,hh3_market_mids,mq03_y,interview_date_or_survey_month,Interview date (year),high,explicit interview date/month/year evidence,parseable interview date/month/year; fieldwork calendar consistency; missing timing; usable lag windows,interview date/month or documented fieldwork month for climate lags,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_weight,main_financial_sample,1,hh2_mortality;pi_mortality,mq18,household_weight_or_person_weight,Did she/he suffer from weight loss;Did she/he suffer from weight loss? Yes,high,explicit survey weight evidence,numeric positive weights; household vs person applicability; extreme weights; survey design documentation,household or person survey weight appropriate to the outcome unit,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_weight,main_financial_sample,2,hh2_mortality;pi_mortality,mq19,household_weight_or_person_weight,Degree of weight loss;What was the degree of the weight loss,high,explicit survey weight evidence,numeric positive weights; household vs person applicability; extreme weights; survey design documentation,household or person survey weight appropriate to the outcome unit,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_weight,main_financial_sample,3,hh3_mortality,d18,household_weight_or_person_weight,Did she/he suffer from weight loss? Yes,high,explicit survey weight evidence,numeric positive weights; household vs person applicability; extreme weights; survey design documentation,household or person survey weight appropriate to the outcome unit,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,survey_weight,main_financial_sample,4,hh3_mortality,d19,household_weight_or_person_weight,What was the degree of the weight loss,high,explicit survey weight evidence,numeric positive weights; household vs person applicability; extreme weights; survey design documentation,household or person survey weight appropriate to the outcome unit,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,total_consumption_or_income,main_financial_sample,1,hh2p1_s4;p1_s4,s4q03,total_consumption_or_income,Total consumption,high,explicit total consumption/income or welfare aggregate evidence,numeric type; local currency unit; recall/reference period; aggregate source; negative/zero values; household level,survey-team aggregate preferred; otherwise documented reconstruction components,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,total_consumption_or_income,main_financial_sample,2,hh2p1_s4;p1_s4,s4q03u,total_consumption_or_income,"Total consumption, Unit;Total consumption (unit)",high,explicit total consumption/income or welfare aggregate evidence,numeric type; local currency unit; recall/reference period; aggregate source; negative/zero values; household level,survey-team aggregate preferred; otherwise documented reconstruction components,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
3,priority_10_wave_batch,Malawi,"Marriage Transitions in Malawi 2007-2009, Panel Data",2007-2009,MWI_2007-2009_MTM_v01_M,total_consumption_or_income,main_financial_sample,3,hh2p1_s4;p1_s4,s4q03u_s,total_consumption_or_income,"Total consumption, Specify other unit;Total consumption, specify other unit",high,explicit total consumption/income or welfare aggregate evidence,numeric type; local currency unit; recall/reference period; aggregate source; negative/zero values; household level,survey-team aggregate preferred; otherwise documented reconstruction components,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,1,sect4a_harvestw2,s4aq10,care_sought,HOW MUCH DID YOU PAY FOR THE 1ST TRIP (TO & FROM)FOR CONSULTATION?(NAIRA),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,2,sect4a_harvestw2,s4aq11a,care_sought;reason_not_sought_distance,HOW LONG DID IT TAKE TO TRAVEL TO YOUR FIRST CONSULTATION (HOURS),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,3,sect4a_harvestw2,s4aq11b,care_sought;reason_not_sought_distance,HOW LONG DID IT TAKE TO TRAVEL TO YOUR FIRST CONSULTATION (MINUTES),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,4,sect4a_harvestw2;sect4a_plantingw2,s4aq12a,care_sought;coping_borrowed,HOW LONG DID YOU HAVE TO WAIT TO BE ATTENTED FOR 1ST CONSULTATION?(HRS);NAME OF FINANCIAL INSTITUTION USED TO BORROW MONEY(INSTITUTION 1),high,health-care access/barrier evidence;explicit borrowing/coping evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,5,sect4a_harvestw2;sect4a_plantingw2,s4aq12b,care_sought;coping_borrowed,HOW LONG DID YOU HAVE TO WAIT TO BE ATTENTED FOR 1ST CONSULTATION?(MIN);NAME OF FINANCIAL INSTITUTION USED TO BORROW MONEY(TYPE),high,health-care access/barrier evidence;explicit borrowing/coping evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,6,sect4a_harvestw2;sect4a_plantingw2,s4aq15,care_sought;coping_borrowed,"DURING LAST 12 MONTHS, WERE YOU ADMITTED TO A HOSPITAL/HEALTH FACILITY?;DID YOU TRY TO BORROW MONEY BUT WERE TURNED DOWN?",high,health-care access/barrier evidence;explicit borrowing/coping evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,7,sect4a_harvestw2,s4aq16,care_sought,HOW MANY NIGHTS DID YOU STAY IN HOSPITAL/HEALTH FACILITY(NIGHTS),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,8,sect4a_harvestw2,s4aq17,care_sought,HOW MUCH DID YOU PAY FOR STAYING IN A HOSPITAL OR HEALTH FACILITY?(NAIRA),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,9,sect4a_harvestw2,s4aq20,oop_health_expenditure;care_sought,WHO PAID FOR MOST OF YOUR HEALTH EXPENSES INCLUDING CONSULTATION/HOSPITAL STAY?,high,health payment/expenditure evidence;health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,10,sect4a_harvestw2,s4aq7a,care_sought,WHERE DID YOU CONSULTATION TAKE PLACE?(1ST),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,11,sect4a_harvestw2,s4aq7b,care_sought,WHERE DID YOU CONSULTATION TAKE PLACE?(2ND),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,12,sect4a_harvestw2,s4aq7c,care_sought,WHERE DID YOU CONSULTATION TAKE PLACE?(OTHER SPECIFY),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,13,sect4a_harvestw2,s4aq8a,care_sought,IN WHAT TYPE OF ESTABLISHMENT DID YOUR CONSULTATION TAKE PLACE?(1ST),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,14,sect4a_harvestw2,s4aq8b,care_sought,IN WHAT TYPE OF ESTABLISHMENT DID YOUR CONSULTATION TAKE PLACE?(2ND),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,15,sect4a_harvestw2,s4aq8c,care_sought,IN WHAT ESTABLISHMENT DID YOUR CONSULTATION TAKE PLACE?(OTHER SPECIFY),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,care_or_barrier,double_failure_sample,16,sect4a_harvestw2,s4aq9,care_sought,HOW MUCH DID YOU PAY FOR THE 1ST CONSULTATION?(NAIRA),high,health-care access/barrier evidence,care-seeking denominator; barrier categories; cost/distance/supply coding; skip pattern; multiple responses,care-seeking or reason/barrier for not seeking care,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,climate_geography,main_financial_sample,1,NGA_HouseholdGeovars_Y2,LAT_DD_MOD,latitude_or_longitude;psu_or_cluster_id,EA Latitude (offset),high,explicit coordinate/GPS evidence;explicit PSU/cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,climate_geography,main_financial_sample,2,NGA_HouseholdGeovars_Y2,LON_DD_MOD,latitude_or_longitude;psu_or_cluster_id,EA Longitude (offset),high,explicit coordinate/GPS evidence;explicit PSU/cluster evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,climate_geography,main_financial_sample,3,NGA_HouseholdGeovars_Y2,qa_type,latitude_or_longitude,Coordinate description,high,explicit coordinate/GPS evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,climate_geography,main_financial_sample,4,NGA_PlotGeovariables_Y2,plot_qa_type,latitude_or_longitude;agriculture_livelihood,Coordinate description,high,explicit coordinate/GPS evidence;agriculture/livelihood evidence; moderator role requires raw data,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,climate_geography,main_financial_sample,5,sect11a1_plantingw2,s11aq4c,latitude_or_longitude,GPS MEASURE IN METER SQ,high,explicit coordinate/GPS evidence,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,climate_geography,main_financial_sample,6,secta1_harvestw2,sa1q9c,latitude_or_longitude;agriculture_livelihood,WHAT IS THE AREA OF THE PLOT? (GPS MEASURE IN SQUARE METERS),high,explicit coordinate/GPS evidence;agriculture/livelihood evidence; moderator role requires raw data,admin level or GPS availability; coordinate displacement/suppression; merge key; rural/admin consistency; climate linkage precision,"admin geography, cluster, or GPS quality sufficient for climate linkage",raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,1,PTrack,age,age,"age of individual, first obs",high,explicit age evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,2,PTrack,sex,sex,"sex of individual, first obs",high,explicit sex/gender evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,3,cons_agg_wave2_visit1;cons_agg_wave2_visit2,edtexp,education,Total monetary value of education,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,4,cons_agg_wave2_visit1;cons_agg_wave2_visit2,nfdinsur,education,Other insurance excluding education and health,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,5,sect11b2_plantingw2,s11b2q10,household_head_marker,Relationship of the disputant to the household head,high,explicit household-head evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,6,sect12_harvestw2,s12q1d,education,NBR OF DAYS YOU HAD TO:REDUCE NBR OF MEAL EATEN IN A DAY (DAYS),high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,7,sect12_harvestw2,s12q4a,sex,WHO IN HH USUALLY EATS A MORE DIVERSE/LESS DIVERSE VARIETY OF FOODS(MALE),high,explicit sex/gender evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,8,sect12_harvestw2,s12q4b,sex,WHO IN HH USUALLY EATS A MORE DIVERSE/LESS DIVERSE VARIETY OF FOODS(FEMALE),high,explicit sex/gender evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,9,sect15b2_harvestw2,s15bq3,sex,WHAT WAS THE SEX?,high,explicit sex/gender evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,10,sect15b2_harvestw2,s15bq4,age,WHAT WAS NAME'S AGE WHEN HE/SHE DIED?(AGE),high,explicit age evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,11,sect1_harvestw2;sect1_plantingw2,s1q2,sex,SEX,high,explicit sex/gender evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,12,sect1_harvestw2,s1q21,education,HIGHEST EDUCATION OF BIOLOGICAL FATHER,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
4,priority_10_wave_batch,Nigeria,"General Household Survey, Panel  2012-2013, Wave 2",2012-2013,NGA_2012_GHSP-W2_v02_M,demographics,covariates_and_subgroups,13,sect1_harvestw2,s1q26,education,BIOLOGICAL MOTHER'S HIGHEST EDUCATIONAL LEVEL COMPLETED,high,explicit education evidence,age/sex/education/household roster logic; household head definition; derived age-structure feasibility,age/sex/education/household structure/assets for adjustment and heterogeneity,raw_files_not_present,raw_variable_catalog_absent,raw_not_inspected,blocked_until_raw_files_present,,,,,,,,,,
