download_priority_order,queue_role,country,wave,idno,requirement,metadata_status,metadata_evidence_excerpt,current_raw_package_status,requirement_acceptance_status,required_evidence,raw_review_action
7,core_selected_lsms_isa_aligned,Tanzania,2008-2009,TZA_2008_NPS-R1_v03_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,household_person_keys,metadata_hit_raw_review_required,y2_hhid: Unique Household Indentifier | y2_hhid: Unique Year 2 HH ID | y2_hhid: Unique Household Indentifier | indidy2: Individual ID | indidy2: Individual ID | indidy2: Individual ID,original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,weights_and_design,metadata_hit_raw_review_required,cm_j01b: Item Weight (Village/MTAA) | cm_j02b: Item Weight (District capital) | y2_weight: panel weight 2010/2011 | strataid: Unique ID for sampling stratum | strata: Strata | strata: Strata | ag2a_04: Area (Acres) Fa...,original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,consumption_or_income,metadata_hit_raw_review_required,"ag3a_04: Total income from renting out [PLOT] during the long rainy season 2010? | ag3b_04: Total income from renting out [PLOT] during the long rainy season 2010? | expm: Total consumption, annual, nominal",original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,oop_health_expenditure,metadata_weak_or_proxy_raw_review_required,cm_e01: Are there any farmers cooperative groups in this village? | cm_e03: How many farmers participate in these cooperatives in total? | cm_e04_1: Which of the following activities do the cooperative members do as a...,original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,health_need_and_access,metadata_hit_raw_review_required,"hh_d12_1: 1st type of illness or injury that led [NAME] to hospitaliza | hh_d12_2: 2nd type of illness or injury that led [NAME] to hospitaliza | hh_s09: Did [NAME] die of old age, an illness, or of some other caus | ...",original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,survey_timing,metadata_hit_raw_review_required,intmonth: Month of interview | quarter: Quarter of fieldwork | intmonth: Month of interview | intmonth: Month of interview | quarter: Quarter of fieldwork | intmonth: Month of interview | catalog years available,original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,climate_geography,metadata_hit_raw_review_required,ag2a_09: Area (Acres) GPS measurement | ag2a_10: Weather condition at GPS measurement | ag2b_20: Area (Acres) GPS measurement | id_01: 1.REGION | id_02: 2.DISTRICT | id_03: 3.WARD,original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
8,core_selected_lsms_isa_aligned,Tanzania,2010-2011,TZA_2010_NPS-R2_v03_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,household_person_keys,metadata_hit_raw_review_required,y3_hhid: Unique Household Identification NPS Y3 | y3_hhid: Unique Household Identification NPS Y3 | y3_hhid: Unique Household Identification NPS Y3 | indidy3: Individual ID | indidy3: Individual ID | indidy3: Individu...,original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,weights_and_design,metadata_hit_raw_review_required,cm_f06wght: Item Weight | cm_f06wght2: Item Weight (District Capital) | cm_g_weight: WEIGHT (IN KGS) in the village | strataid: Unique ID for sampling stratum | lf04_12: Has this household practiced any controlled mat...,original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,consumption_or_income,metadata_hit_raw_review_required,"ag3a_04: What was the total income from renting out this plot during the long rainy seaso | ag3b_04: What was the total income from renting out this plot during the long rainy seaso | expm: Total consumption, annual, ...",original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,oop_health_expenditure,metadata_weak_or_proxy_raw_review_required,cm_e01: Are there any farmers cooperative groups in this village? | cm_e03: How many farmers participate in these cooperatives in total? | cm_e04_1: Which of the following activities do the cooperative members do as a...,original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,health_need_and_access,metadata_hit_raw_review_required,"hh_d12_1: 1st type of illness or injury that led [NAME] to hospitalization | hh_d12_2: 2nd type of illness or injury that led [NAME] to hospitalization | hh_s09: Did [NAME] die of old age, an illness, or of some other...",original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,survey_timing,metadata_hit_raw_review_required,ag_a13: Date of interview | cm_a07: Date of interview | cm_a07_1: Date of interview - DAY | ag_a13: Date of interview | cm_a07: Date of interview | cm_a07_1: Date of interview - DAY | catalog years available,original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,metadata_hit_raw_review_required,ag2a_06_1: Plot GPS Latitude Degree (South) | ag2a_06_2: Plot GPS Latitude Minute Decimal (South) | ag2a_06_3: Plot GPS Longitude Degree (East) | ag_a01_1: Region Code | ag_a01_2: Region Name | ag_a02_1: District Code,original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
9,core_selected_lsms_isa_aligned,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",original_package_candidate_present,ready_for_raw_requirement_review,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,household_person_keys,metadata_hit_raw_review_required,t0_hhid: Household ID number linking household data to other waves | hhid: Unique 32-character long identifier of the interview | hhid: Unique 32-character long identifier of the interview | s2aq26__0: 26a. Which hous...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,weights_and_design,metadata_hit_raw_review_required,"hwgt_wc: Panel weight with all sections completed | wgt: Cross sectional weight 2019/2020 | s8aq02: 2. What was the avg live weight, of the %rostertitle% slaughtered in [REF PERIOD | s16q04a: 4a. 1st hh coping strateg...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,oop_health_expenditure,metadata_weak_or_proxy_raw_review_required,h9q03a__4: 3. Anyone in hh received advice/info from coop/farmers association-past 12 month,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,health_need_and_access,metadata_hit_raw_review_required,"s6aq11: 11. During the last 12 months, how many %rostertitle% were lost to injury, accid | s6bq11: 11. During the last 6 months, how many %rostertitle% were lost to injury, accide | s6cq11: 11. During the last 3 month...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,metadata_hit_raw_review_required,month: Month of Interview | month: Month of Interview | catalog years available,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,metadata_hit_raw_review_required,s2aq4: 4. Size of this parcel in acres? GPS with two decimal digits | s2aq04: 4. Size of this parcel in acres? GPS with two decimal digits | s2aq04_1: 4_1. Size of this plot in acres? GPS with two decimal digits | reg...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
10,core_replacement_primary,Uganda,2019-2020,UGA_2019_UNPS_v03_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,household_person_keys,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,weights_and_design,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,health_need_and_access,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,survey_timing,metadata_hit_raw_review_required,catalog years available,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,climate_geography,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
11,sixth_country_backup_candidate,Jamaica,1997,JAM_1997_SLC_v01_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,household_person_keys,metadata_hit_raw_review_required,hid: Household ID | aa3: HOUSEHOLD ID # | hid: Household ID | pid: None | pid: Individual ID | a1h4: HOUSEHOLD MEMBER ID #,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,weights_and_design,metadata_hit_raw_review_required,a1m1: RESPONDENT_S WEIGHT IN KGS | a1m37_2: ON WEIGHT CONTROL FOR DIABETES? | a1q3: RESPONDENT_S WEIGHT | ae1_56a: BOUGHT TEA IN PAST 7 DAYS? | ae1_56b: AMT OF TEA BOUGHT IN PAST 7 DAY | ae1_56c: AMT PAID FOR TEA IN P...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,consumption_or_income,metadata_hit_raw_review_required,khomcx: home consumption expenditure,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,oop_health_expenditure,metadata_weak_or_proxy_raw_review_required,ae2_2a: BUY BREAD IN COOPERATIVE? | ae2_2b: AMT OF BREAD BOUGHT IN COOPERAT | ae3_2a: BUY MEAT IN COOPERATIVE?,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,health_need_and_access,metadata_hit_raw_review_required,af14_4a: EARNED $ FROM SICK PAY IN PAST | af14_4b: AMT EARNED FROM SICK PAY IN PAS | a1l1: HAD HEALTH PROBLEMS IN LAST 30 | a1l10: RECEIVE ADDITIONAL TREATMENTS? | a1l15: PAID FOR MED OR TREATMENT WHILE | a1l16: AMT P...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,survey_timing,metadata_hit_raw_review_required,aa4_2: MONTH OF INTERVIEW | a1h7_2: MONTH OF INTERVIEW | a1h7_2: MONTH OF INTERVIEW | aa4_2: MONTH OF INTERVIEW | a1h7_2: MONTH OF INTERVIEW | a1h7_2: MONTH OF INTERVIEW | catalog years available,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,climate_geography,metadata_hit_raw_review_required,ae2_1a: BUY BREAD IN STATE STORE? | ae2_1b: AMT OF BREAD BOUGTH IN STATE ST | ae3_1a: BUY MEAT IN STATE STORE?,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
12,sixth_country_backup_candidate,Kyrgyz Republic,1993,KGZ_1993_KMPS_v01_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,household_person_keys,metadata_hit_raw_review_required,v10_02: person id code | v12_01: {12.01} person id-code | v21_idc: {21_pid} id code (in 2002),not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,weights_and_design,metadata_hit_raw_review_required,"v20_07: {20.07} weight (kgs, 1 decimal) | weight: {20.07} Weight (kgs, 1 decimal) | underwt: Underweight: weight-for-age < - 2SD | xstra: stratum in the nlss3 sample | xstra: stratum in the nlss3 sample | xstra: strat...",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,consumption_or_income,metadata_hit_raw_review_required,v13_71: {13.71} total income | v19_07: {19.07} opinion on family's total income | sh_food_30: Share of food_30 in total consumption,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,oop_health_expenditure,metadata_weak_or_proxy_raw_review_required,wi30_coop: Within 30min of coop,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,health_need_and_access,metadata_hit_raw_review_required,v08_04: {8.04} suffer from chronic illness | v08_05: {8.05} primary chronic illness | v08_06: {8.06} years of illness start | v08_15: {8.15} place of last consultation | v08_17a: {8.17} cost of consultation: fees (rs)...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,metadata_hit_raw_review_required,v21_02: {21.02} the household was found in the NLSS3 fieldwork | Date: Date of Interview | v21_02: {21.02} the household was found in the NLSS3 fieldwork | Date: Date of Interview | catalog years available,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,metadata_hit_raw_review_required,v00_dist: PSU geo-codes: District | v00_ward: PSU geo-codes: Ward | v00_subw: PSU geo-codes: Subward,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
13,sixth_country_backup_candidate,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,household_person_keys,metadata_hit_raw_review_required,case_id: Unique Household Identifier | HHID: Survey Solutions Unique HH Identifier | case_id: Unique Household Identifier | PID: ID Code | PID: Person ID | PID: Person ID on HH Roster,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,weights_and_design,metadata_hit_raw_review_required,hh_wgt: Household Sampling Weight | hh_v08: Weight of Child | conversion: KG-Equivalent Weight For Region-Crop-Unit-Condition Combo | ea_id: Unique Enumeration Area Code | hh_a03: EA CODE | hh_f102a_1: What is the are...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,consumption_or_income,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,oop_health_expenditure,not_found_in_public_metadata_raw_review_required,No public metadata hit; verify directly in original package and questionnaires.,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,health_need_and_access,metadata_hit_raw_review_required,hh_d04: During the past 2 weeks has [NAME] suffered from an illness or injury | hh_d05a: Illness 1 | hh_d05b: Illness 2 | com_cd53: CD53. Is this health facility… | com_cd54: CD54. Is this health facility electrified?...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,survey_timing,metadata_hit_raw_review_required,interviewDate: Interview Date | InterviewDate: Interview Start Date | smonth: Month of interview | interviewDate: Interview Date | InterviewDate: Interview Start Date | smonth: Month of interview | catalog years avail...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,climate_geography,metadata_hit_raw_review_required,hh_f102b: ENUMERATOR: GPS Measure Area in Acres | hh_f102_2a: Specify the HH members whom the GPS based area for [GARDEN] was shared... (ID 1) | hh_f102_2b: Specify the HH members whom the GPS based area for [GARDEN] ...,not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
14,replacement_backup_wave,Malawi,2019-2020,MWI_2019_IHS-V_v06_M,missing_codes_units_recall_skip_patterns,raw_review_required,"Public metadata cannot verify missing codes, skip patterns, units, and recall periods; inspect original raw files and documentation.",not_received_no_original_raw_package,blocked_no_original_package,"Original raw variables, labels, values, units, recall periods, missing codes, skip patterns, merge keys, and documentation must be reviewed directly.","Verify this requirement directly in the original raw package, questionnaires, codebooks, and value labels."
