download_rank,country,wave,idno,requirement,file_rank,file_name,file_description,candidate_variable_rows,strong_candidate_variable_rows,top_variable_names,official_metadata_status,raw_value_verification_status,minimum_batch_review_role,local_target_folder,data_write_gate_status,modeling_gate_status
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,1,COM_SEC_A1A2.NSDstat,"Community identification information including region, district, ward, regional capital identifier, location of market price information, and enumeration area, as well as survey staff inf...",4,4,cm_lon_g;cm_lon_m;cm_lon_s;y3_cluster,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,2,AG_SEC_2A.NSDstat,"Roster of all plots owned or cultivated by the household, including measurement information as calculated by GPS and farmer’s estimate, GPS coordinates, weather conditions at measurement,...",2,2,ag2a_06_3;ag2a_06_4,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,3,AG_SEC_A.NSDstat,"Household location variables, unique within panel round household identification variables, date and time of interview, analytic weights, cluster identification, sampling strata identific...",2,2,ag_a04_1;ag_a04_2,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,4,HH_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic...",2,2,hh_a04_1;hh_a04_2,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,blocked_no_data_write,blocked
8,Tanzania,2012-2013,TZA_2012_NPS-R3_v01_M,climate_geography,5,LF_SEC_A.NSDstat,"SECTION A: HOUSEHOLD IDENTIFICATION / SURVEY STAFF DETAILS Household location variables, unique within panel round household identification variables, date and time of interview, analytic...",2,2,lf_a04_1;lf_a04_2,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/TZA_2012_NPS-R3_v01_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,1,GSEC12_2.NSDstat,Non-Agricultural Household Enterprises/Activities Level of observation:Enterprise,3,0,h12q04;h12q12;h12q13,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,2,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,2,1,month;year,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,3,AGSEC5A.NSDstat,Quantification of Production – 1st Visit Parcel-Plot-Crop level,3,0,s5aq06f_1;s5aq06f_11;s5aq06f_1_1,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,4,GSEC2.NSDstat,Household Roster Level of observation:Individual,2,0,h2q9b;h2q9c,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,5,GSEC9.NSDstat,"Housing Conditions, Water and Sanitation Level of observation:Household",1,1,dwellingVisit,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,survey_timing,6,AGSEC9A.NSDstat,Extension Services Extension Source,1,1,h9q07a,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,1,pov2019_20.NSDstat,Consumption aggregate dataset,3,3,regurb;urban;district,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,2,GSEC1.NSDstat,Household Identification Particulars Level of observation:Household,1,1,urban,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,3,CSEC1A.NSDstat,Identification Particulars,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,4,CSEC2.NSDstat,Service Availability in LC1 Service type,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,5,CSEC2A.NSDstat,Land use and planning,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,6,CSEC2B.NSDstat,Client satisfaction with health facilities EA,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,7,CSEC2C.NSDstat,Water and Sanitation - toilets EA,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
9,Uganda,2019-2020,UGA_2019_UNPS_v03_M,climate_geography,8,CSEC2C_0.NSDstat,Water and Sanitation EA,1,1,Final_EA_code,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/UGA_2019_UNPS_v03_M/,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,1,S00,"This file contains household-level information such as date of interview, data entry and edit, religion of the household head, language spoken at the household, whether the household own ...",7,7,v00_int1_m;v00_int1_y;v00_int2_m;v00_int2_y;v00_int3_m;v00_int3_y;v00_sup_m,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,2,sys,,4,4,hsys_c1date;hsys_u1date;hsys_c2date;hsys_u2date,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,survey_timing,3,FINAL_PREF,,1,1,Date,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,1,S00,"This file contains household-level information such as date of interview, data entry and edit, religion of the household head, language spoken at the household, whether the household own ...",4,1,v00_zone;v00_headn;v00_team;v00_ward,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,2,FINAL_PREF,,4,0,district;district_name;Eastern;HEAD___,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,3,S04,"This file contains household-level information from Section 3 - Migration of the questionnaire. It contains the following information: First time in migration to the place of enumeration,...",2,0,v04_03b;v04_11b,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,4,S01,"This file contains household-member information from Section 1 - Household Roster of the questionnaire. It contains the following information: Demographic characteristics (including name,...",1,0,v01_05b,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,blocked_no_data_write,blocked
10,Nepal,2010-2011,NPL_2010_LSS-III_v01_M,climate_geography,5,S21,The file contains data for Section 21. Panel Sample Household Tracking Q (21.01 - 21.05) of the NLSS III (2010/11) questionnaire.,1,0,v21_ward,official_public_metadata_file_candidate,not_raw_value_verified,timing_geography_raw_review_required,temp/raw_downloads/NPL_2010_LSS-III_v01_M/,blocked_no_data_write,blocked
