download_priority_order,queue_role,country,wave,idno,archive_relative_path,member_name,member_key,member_role,read_status,read_error,row_count,column_count
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_n.dta,ag_mod_n.dta,ag_mod_n.dta,raw_tabular_or_workbook_candidate,readable_metadata,,10955,69
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_n.dta,ag_mod_n.dta,ag_mod_n.dta,raw_tabular_or_workbook_candidate,readable_metadata,,2807,56
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_o.dta,ag_mod_o.dta,ag_mod_o.dta,raw_tabular_or_workbook_candidate,readable_metadata,,10953,101
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_o.dta,ag_mod_o.dta,ag_mod_o.dta,raw_tabular_or_workbook_candidate,readable_metadata,,2806,92
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_p.dta,ag_mod_p.dta,ag_mod_p.dta,raw_tabular_or_workbook_candidate,readable_metadata,,12531,26
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_p.dta,ag_mod_p.dta,ag_mod_p.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3205,28
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_q.dta,ag_mod_q.dta,ag_mod_q.dta,raw_tabular_or_workbook_candidate,readable_metadata,,12330,94
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_q.dta,ag_mod_q.dta,ag_mod_q.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3145,85
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_r1.dta,ag_mod_r1.dta,ag_mod_r1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,107539,42
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_r1.dta,ag_mod_r1.dta,ag_mod_r1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,28404,42
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_r2.dta,ag_mod_r2.dta,ag_mod_r2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,10401,9
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_r2.dta,ag_mod_r2.dta,ag_mod_r2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,2666,11
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_s.dta,ag_mod_s.dta,ag_mod_s.dta,raw_tabular_or_workbook_candidate,readable_metadata,,50399,30
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_s.dta,ag_mod_s.dta,ag_mod_s.dta,raw_tabular_or_workbook_candidate,readable_metadata,,13264,32
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_t1.dta,ag_mod_t1.dta,ag_mod_t1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,145562,10
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_t1.dta,ag_mod_t1.dta,ag_mod_t1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,37272,10
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_mod_t2.dta,ag_mod_t2.dta,ag_mod_t2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,37272,16
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_mod_t2.dta,ag_mod_t2.dta,ag_mod_t2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,37272,18
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Agriculture/ag_network.dta,ag_network.dta,ag_network.dta,raw_tabular_or_workbook_candidate,readable_metadata,,33699,6
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Agriculture/ag_network.dta,ag_network.dta,ag_network.dta,raw_tabular_or_workbook_candidate,readable_metadata,,10011,8
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/aux1.dta,aux1.dta,aux1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,12271,13
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/aux2.dta,aux2.dta,aux2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,12268,43
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/aux3.dta,aux3.dta,aux3.dta,raw_tabular_or_workbook_candidate,readable_metadata,,12271,68
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/aux4.dta,aux4.dta,aux4.dta,raw_tabular_or_workbook_candidate,readable_metadata,,12270,46
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/aux5.dta,aux5.dta,aux5.dta,raw_tabular_or_workbook_candidate,readable_metadata,,655,15
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_ca.dta,com_ca.dta,com_ca.dta,raw_tabular_or_workbook_candidate,readable_metadata,,768,21
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_ca.dta,com_ca.dta,com_ca.dta,raw_tabular_or_workbook_candidate,readable_metadata,,204,21
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_cb.dta,com_cb.dta,com_cb.dta,raw_tabular_or_workbook_candidate,readable_metadata,,6480,9
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_cb.dta,com_cb.dta,com_cb.dta,raw_tabular_or_workbook_candidate,readable_metadata,,1698,9
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_cc.dta,com_cc.dta,com_cc.dta,raw_tabular_or_workbook_candidate,readable_metadata,,768,35
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_cc.dta,com_cc.dta,com_cc.dta,raw_tabular_or_workbook_candidate,readable_metadata,,204,35
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_cd.dta,com_cd.dta,com_cd.dta,raw_tabular_or_workbook_candidate,readable_metadata,,768,97
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_cd.dta,com_cd.dta,com_cd.dta,raw_tabular_or_workbook_candidate,readable_metadata,,204,97
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_ce.dta,com_ce.dta,com_ce.dta,raw_tabular_or_workbook_candidate,readable_metadata,,768,29
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_ce.dta,com_ce.dta,com_ce.dta,raw_tabular_or_workbook_candidate,readable_metadata,,204,29
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_cf.dta,com_cf.dta,com_cf.dta,raw_tabular_or_workbook_candidate,readable_metadata,,768,37
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_cf.dta,com_cf.dta,com_cf.dta,raw_tabular_or_workbook_candidate,readable_metadata,,204,37
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_cg1.dta,com_cg1.dta,com_cg1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,768,35
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_cg1.dta,com_cg1.dta,com_cg1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,204,35
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_cg2.dta,com_cg2.dta,com_cg2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3220,6
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_cg2.dta,com_cg2.dta,com_cg2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,861,6
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_ch.dta,com_ch.dta,com_ch.dta,raw_tabular_or_workbook_candidate,readable_metadata,,13824,40
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_ch.dta,com_ch.dta,com_ch.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3672,40
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_ci.dta,com_ci.dta,com_ci.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3839,33
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_ci.dta,com_ci.dta,com_ci.dta,raw_tabular_or_workbook_candidate,readable_metadata,,1020,33
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_cj.dta,com_cj.dta,com_cj.dta,raw_tabular_or_workbook_candidate,readable_metadata,,13824,10
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_cj.dta,com_cj.dta,com_cj.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3672,10
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Community/com_ck.dta,com_ck.dta,com_ck.dta,raw_tabular_or_workbook_candidate,readable_metadata,,39168,7
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Community/com_ck.dta,com_ck.dta,com_ck.dta,raw_tabular_or_workbook_candidate,readable_metadata,,10404,7
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_b_filt.dta,fs_mod_b_filt.dta,fs_mod_b_filt.dta,raw_tabular_or_workbook_candidate,readable_metadata,,78,21
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_c.dta,fs_mod_c.dta,fs_mod_c.dta,raw_tabular_or_workbook_candidate,readable_metadata,,87,17
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_d1.dta,fs_mod_d1.dta,fs_mod_d1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,624,12
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_d2.dta,fs_mod_d2.dta,fs_mod_d2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,390,16
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_d3.dta,fs_mod_d3.dta,fs_mod_d3.dta,raw_tabular_or_workbook_candidate,readable_metadata,,78,21
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_e1.dta,fs_mod_e1.dta,fs_mod_e1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,104,54
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_e2.dta,fs_mod_e2.dta,fs_mod_e2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,468,8
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_f1.dta,fs_mod_f1.dta,fs_mod_f1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,125,27
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_f2.dta,fs_mod_f2.dta,fs_mod_f2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,323,7
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_g.dta,fs_mod_g.dta,fs_mod_g.dta,raw_tabular_or_workbook_candidate,readable_metadata,,81,17
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_h1.dta,fs_mod_h1.dta,fs_mod_h1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,358,12
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_h2.dta,fs_mod_h2.dta,fs_mod_h2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,238,16
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_h3.dta,fs_mod_h3.dta,fs_mod_h3.dta,raw_tabular_or_workbook_candidate,readable_metadata,,78,21
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_i1.dta,fs_mod_i1.dta,fs_mod_i1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,81,55
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_i2.dta,fs_mod_i2.dta,fs_mod_i2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,278,8
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_j1.dta,fs_mod_j1.dta,fs_mod_j1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,94,29
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Fisheries/fs_mod_j2.dta,fs_mod_j2.dta,fs_mod_j2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,273,7
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_a_filt.dta,hh_mod_a_filt.dta,hh_mod_a_filt.dta,raw_tabular_or_workbook_candidate,readable_metadata,,12271,57
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_a_filt.dta,hh_mod_a_filt.dta,hh_mod_a_filt.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3246,59
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_b.dta,hh_mod_b.dta,hh_mod_b.dta,raw_tabular_or_workbook_candidate,readable_metadata,,56409,40
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_b.dta,hh_mod_b.dta,hh_mod_b.dta,raw_tabular_or_workbook_candidate,readable_metadata,,15597,42
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_c.dta,hh_mod_c.dta,hh_mod_c.dta,raw_tabular_or_workbook_candidate,readable_metadata,,56218,42
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_c.dta,hh_mod_c.dta,hh_mod_c.dta,raw_tabular_or_workbook_candidate,readable_metadata,,15597,45
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_d.dta,hh_mod_d.dta,hh_mod_d.dta,raw_tabular_or_workbook_candidate,readable_metadata,,56218,68
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_d.dta,hh_mod_d.dta,hh_mod_d.dta,raw_tabular_or_workbook_candidate,readable_metadata,,15597,71
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_e.dta,hh_mod_e.dta,hh_mod_e.dta,raw_tabular_or_workbook_candidate,readable_metadata,,56218,82
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_e.dta,hh_mod_e.dta,hh_mod_e.dta,raw_tabular_or_workbook_candidate,readable_metadata,,15597,85
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_f.dta,hh_mod_f.dta,hh_mod_f.dta,raw_tabular_or_workbook_candidate,readable_metadata,,12271,68
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_f.dta,hh_mod_f.dta,hh_mod_f.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3246,70
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_g1.dta,hh_mod_g1.dta,hh_mod_g1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,1521604,19
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_g1.dta,hh_mod_g1.dta,hh_mod_g1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,402504,21
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_g2.dta,hh_mod_g2.dta,hh_mod_g2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,122710,6
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_g2.dta,hh_mod_g2.dta,hh_mod_g2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,32460,8
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_g3.dta,hh_mod_g3.dta,hh_mod_g3.dta,raw_tabular_or_workbook_candidate,readable_metadata,,23263,8
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_g3.dta,hh_mod_g3.dta,hh_mod_g3.dta,raw_tabular_or_workbook_candidate,readable_metadata,,6321,10
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_h.dta,hh_mod_h.dta,hh_mod_h.dta,raw_tabular_or_workbook_candidate,readable_metadata,,12271,43
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_h.dta,hh_mod_h.dta,hh_mod_h.dta,raw_tabular_or_workbook_candidate,readable_metadata,,3246,45
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_i1.dta,hh_mod_i1.dta,hh_mod_i1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,110439,6
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_i1.dta,hh_mod_i1.dta,hh_mod_i1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,29214,8
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_i2.dta,hh_mod_i2.dta,hh_mod_i2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,245420,6
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_i2.dta,hh_mod_i2.dta,hh_mod_i2.dta,raw_tabular_or_workbook_candidate,readable_metadata,,64920,8
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_j.dta,hh_mod_j.dta,hh_mod_j.dta,raw_tabular_or_workbook_candidate,readable_metadata,,478569,6
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_j.dta,hh_mod_j.dta,hh_mod_j.dta,raw_tabular_or_workbook_candidate,readable_metadata,,126594,8
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_k.dta,hh_mod_k.dta,hh_mod_k.dta,raw_tabular_or_workbook_candidate,readable_metadata,,245420,7
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_k.dta,hh_mod_k.dta,hh_mod_k.dta,raw_tabular_or_workbook_candidate,readable_metadata,,64920,9
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_l.dta,hh_mod_l.dta,hh_mod_l.dta,raw_tabular_or_workbook_candidate,readable_metadata,,392672,10
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_l.dta,hh_mod_l.dta,hh_mod_l.dta,raw_tabular_or_workbook_candidate,readable_metadata,,103872,12
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_m.dta,hh_mod_m.dta,hh_mod_m.dta,raw_tabular_or_workbook_candidate,readable_metadata,,276396,22
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Panel/Household/hh_mod_m.dta,hh_mod_m.dta,hh_mod_m.dta,raw_tabular_or_workbook_candidate,readable_metadata,,70950,24
16,replacement_backup_wave,Malawi,2010-2011,MWI_2010_IHS-III_v01_M,temp/raw_downloads/MWI_2010_IHS-III_v01_M/Full_Sample/Household/hh_mod_n1.dta,hh_mod_n1.dta,hh_mod_n1.dta,raw_tabular_or_workbook_candidate,readable_metadata,,12271,13
