priority_rank,priority_score,idno,dataset,official_url,file_name,module_guess,unit_guess,candidate_categories,candidate_harmonized_variables,candidate_raw_variables_examples,candidate_variable_count,download_status,post_download_action,notes
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s04a_me_ner2021,other,unknown,health_need_access;survey_design,care_sought;psu_or_cluster_id,s04q16;grappe,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s05_me_ner2021,other,unknown,consumption;survey_design,food_consumption;psu_or_cluster_id,s05q08;grappe,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s07b_me_ner2021,consumption/welfare,household,shocks;survey_design,agriculture_livelihood;psu_or_cluster_id,grappe;s07bq04,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s09a_me_ner2021,consumption/welfare,unknown,consumption;survey_design,food_consumption;psu_or_cluster_id,s09aq07;grappe,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s10a_me_ner2021,agriculture,agriculture/plot,shocks;survey_design,agriculture_livelihood;psu_or_cluster_id,grappe;s10q10,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s13_2_me_ner2021,other,household,demographics;survey_design,age;psu_or_cluster_id,grappe;s13q14,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s16d_me_ner2021,agriculture,agriculture/plot,health_need_access;survey_design,psu_or_cluster_id;reason_not_sought_distance,s16dq20__4;grappe,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s20a_me_ner2021,consumption/welfare,unknown,demographics;survey_design,education;psu_or_cluster_id,grappe;s20aq07__3,2,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,ehcvm_ihpcreg_ner2021,other,unknown,geography,admin1_or_admin2,region,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s02_co_ner2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s04c_me_ner2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s07a_1_me_ner2021,consumption/welfare,household,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s07a_2_me_ner2021,consumption/welfare,household,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s08a_me_ner2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s09b_me_ner2021,consumption/welfare,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s09c_me_ner2021,consumption/welfare,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s09d_me_ner2021,consumption/welfare,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s09e_me_ner2021,consumption/welfare,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s09f_me_ner2021,consumption/welfare,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s12_me_ner2021,other,household,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s13_1_me_ner2021,other,household,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s15_me_ner2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s16b_me_ner2021,agriculture,agriculture/plot,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s16c_me_ner2021,agriculture,agriculture/plot,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s20b_1_me_ner2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s20b_2_me_ner2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s20b_3_me_ner2021,other,unknown,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
5,18,NER_2021_EHCVM-2_v01_M,"Niger - Enquête Harmonisée sur le Conditions de Vie des Ménages, 2021-2022 (2021-2022; NER_2021_EHCVM-2_v01_M)",https://microdata.worldbank.org/catalog/6276/get-microdata,s20c_me_ner2021,geography,community/geography,survey_design,psu_or_cluster_id,grappe,1,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,secta1_harvestw2,geography,community/geography,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id,lga;sa1q9c;state;ea;hhid;plotid;sa1q10c;sa1q11;sa1q11b;sa1q12;sa1q13;sa1q14,69,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect11b1_plantingw2,geography,community/geography,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;pid;psu_or_cluster_id,lga;state;ea;hhid;s11b1q23b;s11b1q23c;s11b1q23d;plotid;s11b1q11;s11b1q12a;s11b1q12b;s11b1q12c,58,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect11h_plantingw2,geography,community/geography,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;pid;psu_or_cluster_id;reason_not_sought_distance,s11hq15;s11hq16;s11hq16b;s11hq8;s11hq9;s11hq9b;lga;state;ea;hhid;s11hq7a;s11hq7b,50,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect4a_harvestw2,health,household,demographics;geography;health_expenditure;health_need_access;survey_design,admin1_or_admin2;age;care_sought;education;hhid;household_weight_or_person_weight;illness_or_injury_need;oop_health_expenditure;pid;psu_or_cluster_id;reason_not_sought_distance;sex,s4aq20;s4aq20b;s4aq10;s4aq11a;s4aq11a;s4aq11b;s4aq11b;s4aq12a;s4aq12b;s4aq15;s4aq16;s4aq17,40,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,secta3_harvestw2,geography,community/geography,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;care_not_sought_reason;hhid;psu_or_cluster_id,sa3q4;sa3q4b;lga;state;ea;hhid;cropcode;cropid;cropname;plotid;sa3q10;sa3q12b1,33,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect11d_plantingw2,geography,community/geography,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;pid;psu_or_cluster_id;reason_not_sought_distance,s11dq10;s11dq11;s11dq11b;s11dq17;s11dq18;s11dq18b;s11dq30;s11dq30b;s11dq31;lga;state;ea,31,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect9_harvestw2,geography,household,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance;reason_not_sought_supply;sex;shock_module_variable,s9q28c;s9q3;lga;state;ea;hhid;s9q14a;s9q14b;s9q16;s9q17;s9q18;s9q19a,29,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect11e_plantingw2,geography,community/geography,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance,s11eq12;s11eq13;s11eq13b;s11eq19;s11eq20;s11eq20b;s11eq31;s11eq32;s11eq32b;lga;state;ea,28,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,secta2_harvestw2,geography,community/geography,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,lga;state;ea;hhid;plotid;sa2q10;sa2q11a;sa2q11b;sa2q11c;sa2q11d;sa2q12a;sa2q12b,28,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect6_plantingw2,geography,household,demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;coping_borrowed;hhid;psu_or_cluster_id;reason_not_sought_distance;reason_not_sought_supply;sex;shock_module_variable,s6q3;s6q31c;lga;state;ea;hhid;s6q15a;s6q15b;s6q17;s6q18;s6q19;s6q20a,26,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,NGA_HouseholdGeovars_Y2,other,household,geography;health_need_access;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;latitude_or_longitude;psu_or_cluster_id;reason_not_sought_distance;shock_module_variable,distY1Y2;dist_admctr;dist_border2;dist_market;dist_popcenter2;dist_road2;LAT_DD_MOD;LON_DD_MOD;dist_admctr;h2012_grn;h2012_sen;lga,25,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect8_harvestw2,geography,household,demographics;geography;survey_design,admin1_or_admin2;asset_index_or_asset_variable;hhid;psu_or_cluster_id,lga;state;ea;hhid;s8q1;s8q14a;s8q14b;s8q17;s8q19;s8q2;s8q20;s8q24,25,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect11b2_plantingw2,geography,community/geography,demographics;geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;household_head_marker;psu_or_cluster_id,lga;state;ea;hhid;s11b2q10;plotid;s11b2q1;s11b2q11a;s11b2q11b;s11b2q11c;s11b2q12a;s11b2q12b,22,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect11c1_plantingw2,geography,community/geography,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,lga;state;ea;hhid;plotid;s11c1q1a2;s11c1q1a3;s11c1q1a4;s11c1q1b2;s11c1q1b3;s11c1q1b4;s11c1q1c2,22,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect11f_plantingw2,geography,community/geography,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,lga;state;ea;hhid;cropcode;cropid;cropname;plotid;s11fq1a;s11fq1b;s11fq2;s11fq2b,20,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect11g_plantingw2,geography,community/geography,geography;shocks;survey_design,admin1_or_admin2;agriculture_livelihood;hhid;psu_or_cluster_id,lga;state;ea;hhid;cropcode;cropid;cropname;plotid;s11gq1a;s11gq1b;s11gq2;s11gq3,20,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect1_plantingw2,geography,household,demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;hhid;pid;psu_or_cluster_id;reason_not_sought_distance;sex,s1q41;lga;s1q32a;s1q32b;s1q32c;s1q32d;state;ea;hhid;indiv;s1q2;s1q22,18,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect2a_harvestw2,geography,household,demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;hhid;pid;psu_or_cluster_id;reason_not_sought_distance,s2aq23e;lga;state;ea;hhid;indiv;s2aq2;s2aq23a;s2aq23b;s2aq23c;s2aq23d;s2aq23e,18,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,secta9b3_harvestw2,geography,community/geography,demographics;geography;survey_design,admin1_or_admin2;hhid;psu_or_cluster_id;sex,lga;state;ea;hhid;sa9bq10a;sa9bq10b;sa9bq11a;sa9bq11b;sa9bq15a;sa9bq15b;sa9bq17a1;sa9bq17a2,18,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect2b_harvestw2,geography,household,demographics;geography;health_need_access;survey_design,admin1_or_admin2;age;education;hhid;pid;psu_or_cluster_id;reason_not_sought_distance,s2bq14e;lga;state;ea;hhid;indiv;s2bq1;s2bq14a;s2bq14b;s2bq14c;s2bq14d;s2bq14e,17,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect15a_harvestw2,shocks,household,geography;shocks;survey_design,admin1_or_admin2;hhid;psu_or_cluster_id;shock_module_variable,lga;state;ea;hhid;s15aq1;s15aq4;s15aq5a;s15aq5b;s15aq5c;s15aq5d;s15aq6a;s15aq6b,16,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sect1_harvestw2,geography,household,demographics;geography;survey_design,admin1_or_admin2;age;education;hhid;psu_or_cluster_id;sex,lga;s1q31a;s1q31b;s1q31c;s1q31d;state;ea;hhid;s1q2;s1q21;s1q26;s1q4,16,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,sectc4b_plantingw2,geography,community/geography,geography;shocks;survey_design,admin1_or_admin2;coping_borrowed;psu_or_cluster_id,lga;state;ea;c4q10;c4q11;c4q12;c4q13;c4q14;c4q15;c4q16;c4q5;c4q6,16,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
6,18,NGA_2012_GHSP-W2_v02_M,"Nigeria - General Household Survey, Panel  2012-2013, Wave 2 (2012-2013; NGA_2012_GHSP-W2_v02_M)",https://microdata.worldbank.org/catalog/1952/get-microdata,cons_agg_wave2_visit1,consumption/welfare,unknown,consumption;demographics;geography;health_need_access;shocks;survey_design,admin1_or_admin2;asset_index_or_asset_variable;education;hhid;household_weight_or_person_weight;nonfood_consumption;psu_or_cluster_id;reason_not_sought_distance;rural;shock_module_variable;total_consumption_or_income,nfdfoth;totcons;nfdtrans;lga;rururb;state;ea;hhid;hhweight;edtexp;nfdelec;nfdinsur,14,pending_manual_download,"place raw file/archive under temp/raw_downloads, then run make all",metadata-derived checklist; verify against raw file names and codebook before harmonization
