download_rank,country,wave,idno,catalog_id,official_get_microdata_url,local_target_folder,file_id,expected_file_name,file_description,case_quantity,variable_quantity,priority_core_target,core_requirements,core_top_variable_names,current_official_file_match_status,matched_local_locations,acceptance_gate_status,post_download_acceptance_action,fill_received_file_or_archive_member,fill_sha256_verified,fill_units_recall_skip_reviewed,fill_ready_for_raw_value_review,data_write_gate_status,modeling_gate_status
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F113,cons_agg_wave3_visit1,Consumption aggregate data (visit 1),4590,80,1,climate_geography;consumption_or_income;weights_and_design,ea;totcons;nfdfoth;fdfishpr;fdothpr;fdrestby;ea;hhweight,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F114,cons_agg_wave3_visit2,Consumption aggregate data (visit 2),4579,80,1,climate_geography;consumption_or_income;weights_and_design,ea;totcons;nfdfoth;fdfishpr;fdothpr;fdrestby;ea;hhweight,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F115,secta_harvestw3,"Data on household identifier variables, enumerator, supervisor, and data entry clerk identifiers, date and time of interview and data entry, and observation notes by enumerator regarding the interview - collected through Post-Harvest Household Questionnaire, Section A-1 (Household Identification)",4592,53,1,survey_timing,saq14ah;saq14am;saq14bh;saq14bm;saq17ah;saq17am;saq17bh;saq17bm;saq20ah;saq20am;saq20bh;saq20bm,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F116,secta_plantingw3,"Household level data on Household identifier variables, enumerator, supervisor, and data entry clerk identifiers, date and time of interview and data entry, and observation notes by enumerator regarding the interview - collected through Post Planting Household Questionnaire, Section A-1 (Household Identification)",4696,48,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F12,sect8a_plantingw3,"Data on non-food expenditure within the household (in the past 7 days) - collected through Post Planting Household Questionnaire, Section 8 (Non-food Expenditure), questions 1 and 2",18363,10,1,consumption_or_income,ea;hhid,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F13,sect8b_plantingw3,"Data on non-food expenditure within the household (one month recall) - collected through Post Planting Household Questionnaire, Section 8 (Non-food Expenditure), questions 3 and 4",137729,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F14,sect8c_plantingw3,"Data on non-food expenditure within the household (6 month recall) - collected through Post Planting Household Questionnaire, Section 8 (Non-food Expenditure), questions 5 and 6",188230,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F15,sect9_plantingw3,"Household level data on food security status of households in during the past 7 days/12 months - collected through Post Planting Household Questionnaire, Section 9 (Food Security)",4591,34,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F16,sect9b_plantingw3,"Household level data on the stability of food consumption required to meet nutritional needs - collected through Post Planting Household Questionnaire, Section 9B (Subjective Wellbeing)",4611,18,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F17,sect11_plantingw3,"Household level data on homeownership and characteristics of home - collected through Post Planting Household Questionnaire, Section 11 (Housing)",4611,75,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F18,sectaa_plantingw3,"Household level data on household location and identification data as well as administrative data as regards administering and managing the questionnaire - collected through Post Planting Agriculture Questionnaire, Section A-1 (Household Identification)",4696,45,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F19,sect11a_plantingw3,"Plot level data on all plots owned and/or managed by the Household - collected through Post Planting Agriculture Questionnaire, Section 11A (Plot Roster), questions 1 and 2",4611,8,1,household_person_keys,hhid,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F2,sect1_plantingw3,"Individual level data on relationship to the household, gender, year of birth, age, marital status, spouse identification, parental status, and place of birth - collected through Post Planting Household Questionnaire, Section 1 (Household Roster)",32139,53,1,household_person_keys,hhid,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F20,sect11a1_plantingw3,"Plot level data on all plots owned and/or managed by the Household - collected through Post Planting Agriculture Questionnaire, Section 11A (Plot Roster), questions 4 to 6",5824,16,1,household_person_keys,hhid,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F21,sect11b1_plantingw3,"Data on plot acquisition, tenure and use - collected through Post Planting Agriculture Questionnaire, Section 11B1 (Land Inventory)",5824,86,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F22,sect11c1_plantingw3,"Plot level data on household members and hired labour that worked in planting activities on the plot - collected through Post Planting Agriculture Questionnaire, Section 11C1 (Labor)",5824,35,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F23,sect11e_plantingw3,"Crop level data on source, quantity and cost of seeds used on the plot - collected through Post Planting Agriculture Questionnaire, Section 11E (Seed Acquisition)",11840,57,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F24,sect11f_plantingw3,"Data on crops planted on the plot, amount of crops planted and expected harvest - collected through Post Planting Agriculture Questionnaire, Section 11F (Planted Field and Tree Crops)",11830,40,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F25,sect11i_plantingw3,"Data on farm animals owned by the household and commercial activity with these animals - collected through Post Planting Agriculture Questionnaire, Section 11I (Animal Holdings)",69275,47,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F26,sect11j_plantingw3,"Data on livestock farmer caretaker activities and costs - collected through Post Planting Agriculture Questionnaire, Section 11J (Animal Costs)",27197,14,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F27,sect11k_plantingw3,"Data on trading activity in agricultural by-products - collected through Post Planting Agriculture Questionnaire, Section 11K (Agricultural By-product)",24159,21,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F28,sect11l1_plantingw3,"Data on main source (government and non-governmental) of farming advice on select agricultural activities - collected through Post Planting Agriculture Questionnaire, Section 11L1 (Extension Services 1)",36239,11,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F29,sect11l2_plantingw3,"Data on details of information provided by main source on agricultural activities - collected through Post Planting Agriculture Questionnaire, Section 11L2 (Extension Services 2)",42279,21,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F3,sect3_plantingw3,"Individual level data on labor market participation during the last seven days, wage work, and domestic activities within the home (all individuals 5 years and above) - collected through Post Planting Household Questionnaire, Section 3 (Labor)",26735,73,1,health_need_and_access,s3q9b,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F30,sect12_plantingw3,"Roster of places or businesses where the household sells and purchases agricultural produce and/or supplies - collected through Post Planting Agriculture Questionnaire, Section 12 (Network Roster)",4793,10,1,household_person_keys,hhid,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F31,sectc_plantingw3,"Community level data - collected through Post Planting Community Questionnaire, Community Identification and Survey Staff Details Sections",500,7,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F32,sectc1_plantingw3,"Community data on respondent characteristics - collected through Post Planting Community Questionnaire, Section 1 (Respondent Characteristics)",2748,13,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F33,sectc2a_plantingw3,"Data on food price, 1st location - collected through Post Planting Community Questionnaire, Section 2 (Food Prices - 1st location)",27780,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F34,sectc2b_plantingw3,"Data on food price, 2nd location - collected through Post Planting Community Questionnaire, Section 2 (Food Prices - 2nd location)",10172,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F35,sectc3a_plantingw3,"Community level data on labor - collected through Post Planting Community Questionnaire, Section 3 (Labor), question 1",500,6,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F36,sectc3b_plantingw3,"Community level data on type of activities hired laborers performed in the fields - collected through Post Planting Community Questionnaire, Section 3 (Labor), questions 2 to 13",5808,18,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F37,sectc4a_plantingw3,"Community level data on access/ rights to land and land prices data - collected through Post Planting Community Questionnaire, Section 4 (Land Prices and Credit), questions 1 to 4",3388,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F38,sectc4b_plantingw3,"Community level data on credit - collected through Post Planting Community Questionnaire, Section 4 (Land Prices and Credit), questions 5 to 16",1936,18,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F4,sect4a_plantingw3,"Individual level data on saving and insurance (all individuals 15 years and above) - collected through Post Planting Household Questionnaire, Section 4A (Savings and Insurance)",26871,30,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F40,sect1_harvestw3,"Individual level data on relationship to the household, gender, year of birth, age, marital status, polygamous marriages, spouse identification, parental status, place of birth, date joined household if new, migration - collected through Post-Harvest Household Questionnaire, Section 1 (Household Roster)",32827,63,1,climate_geography;household_person_keys,s1q31a;s1q31b;s1q31c;s1q31d;hhid,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F41,sect2_harvestw3,"Individual level data on educational attainment, school characteristics, and expenditures - collected through Post-Harvest Household Questionnaire, Section 2 (Education)",26176,46,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F42,sect3_harvestw3,"Individual level data on labour market activity and information on employment in one or more industries in the past 6 months of all household members 5 years and older - collected through Post-Harvest Household Questionnaire, Section 3 (Labor)",26176,86,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F43,sect4a_harvestw3,"Household member/ individual level health data - collected through Post-Harvest Household Questionnaire, Section 4 (Health)",26176,63,1,health_need_and_access;oop_health_expenditure,s4aq15;s4aq16;s4aq17;s4aq1;s4aq6a;s4aq6a_os;s4aq6b;s4aq6b_os;s4aq3;s4aq3b;s4aq3b_os;s4aq20;s4aq20b;s4aq13;s4aq35a;s4aq35b;s4aq35c,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F44,sect4b_harvestw3,"Individual level (child between 2 and 18 years old) data on child development, information about ability to communucate and motor skills - collected through Post-Harvest Household Questionnaire, Section 4B (Child Development)",26176,40,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F45,sect6_harvestw3,"Individual level (10 years old or older) data on remittances received from abroad by household members 10 years and older - collected through Post-Harvest Household Questionnaire, Section 6 (Remittances)",25737,20,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F46,sect6a_harvestw3,"Household level data on household preferences - collected through Post-Harvest Household Questionnaire, Section 6A (Behavior)",4582,22,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F47,sect6b_harvestw3,"Household level data on emotional or mental state - collected through Post-Harvest Household Questionnaire, Section 6B (Attitude)",45820,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F48,sect9_harvestw3,"Data on income generating activity - collected through Post-Harvest Household Questionnaire, Section 9 (Non-farm enterprises and income generating activities), questions 1 to 28",6246,94,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F49,sect9b_harvestw3,"Data on income generating activity - collected through Post-Harvest Household Questionnaire, Section 9 (Non-farm enterprises and income generating activities), questions 29 and 30",4582,12,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F5,sect4b_plantingw3,"Individual level data on mobile phone access and usage habits (all individuals 10 years and above) - collected through Post Planting Household Questionnaire, Section 4B (Mobile Phone Banking)",26871,28,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F50,sect10a_harvestw3,"Data on meals prepared and consumed outside the home (in the past 7 days) - collected through Post Harvest Household Questionnaire, Section 10A (Meals Away from Home)",41238,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F52,sect10c_harvestw3,"Data on aggregate food consumption (in the past 7 days) - collected through Post Harvest Household Questionnaire, Section 10C (Aggregate Food Consumption), question 8",50402,9,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F53,sect10ca_harvestw3,"Data on aggregate food consumption (in the past 7 days) - collected through Post Harvest Household Questionnaire, Section 10C (Aggregate Food Consumption), question 9",4582,7,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F54,sect10cb_harvestw3,"Data on aggregate food consumption (in the past 7 days) - collected through Post Harvest Household Questionnaire, Section 10C (Aggregate Food Consumption), questions 10 and 11",6968,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F55,sect11a_harvestw3,"Data on non-food expenditure within the household (in the past 7 days) - collected through Post Harvest Household Questionnaire, Section 11 (Non-food Expenditure), questions 1 and 2",18328,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F56,sect11b_harvestw3,"Data on non-food expenditure within the household (one month recall) - collected through Post Harvest Household Questionnaire, Section 11 (Non-food Expenditure), questions 3 and 4",137460,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F57,sect11c_harvestw3,"Data on non-food expenditure within the household (six month recall) - collected through Post Harvest Household Questionnaire, Section 11 (Non-food Expenditure), questions 5 and 6",187862,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F58,sect11d_harvestw3,"Data on non-food expenditure within the household (twelve month recall) - collected through Post Harvest Household Questionnaire, Section 11 (Non-food Expenditure), questions 7 and 8",77894,10,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F59,sect11e_harvestw3,"Data on non-food expenditure within the household (twelve month recall) - collected through Post Harvest Household Questionnaire, Section 11 (Non-food Expenditure), questions 9 to 11",9164,11,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
4,Nigeria,2015-2016,NGA_2015_GHSP-W3_v02_M,2734,https://microdata.worldbank.org/catalog/2734/get-microdata,temp/raw_downloads/NGA_2015_GHSP-W3_v02_M/,F6,sect4c1_plantingw3,"Household level data on credit history including loans received, loans pending, or loan refusals - collected through Post Planting Household Questionnaire, Section 4C (Credit), question 1",4611,7,0,,,missing_expected_official_file,,missing_required_official_file,Confirm this file or its archive member is present after placing the complete official package locally.,,,,,blocked_no_data_write,blocked
