variable_name,status,dtype_2024,dtype_2025,dtype_changed,label_2024,label_2025,label_changed
AJB1_NETGRO2,common,integer,integer,False,Status Flag for EJB1_NETGRO2,Status Flag for EJB1_NETGRO2,False
AJB1_NETGRO3,common,integer,integer,False,Status Flag for EJB1_NETGRO3,Status Flag for EJB1_NETGRO3,False
AJB1_OCC,common,integer,integer,False,Status Flag for TJB1_OCC,Status Flag for TJB1_OCC,False
AJB1_OEXPAY,common,integer,integer,False,Status Flag for EJB1_OEXPAY,Status Flag for EJB1_OEXPAY,False
AJB1_OINCAMT,common,integer,integer,False,Status Flag for TJB1_OINCAMT,Status Flag for TJB1_OINCAMT,False
AJB1_OINCB,common,integer,integer,False,Status Flag for EJB1_OINCB,Status Flag for EJB1_OINCB,False
AJB1_OTHER1,common,integer,integer,False,Status Flag for TJB1_OTHER1,Status Flag for TJB1_OTHER1,False
AJB1_OTHER2,common,integer,integer,False,Status Flag for TJB1_OTHER2,Status Flag for TJB1_OTHER2,False
AJB1_OTHER3,common,integer,integer,False,Status Flag for TJB1_OTHER3,Status Flag for TJB1_OTHER3,False
AJB1_OXAMT,common,integer,integer,False,Status Flag for TJB1_OXAMT,Status Flag for TJB1_OXAMT,False
AJB1_OXMTH,common,integer,integer,False,Status Flag for EJB1_OXMTH,Status Flag for EJB1_OXMTH,False
AJB1_PARTB1,common,integer,integer,False,Status Flag for EJB1_PARTB1,Status Flag for EJB1_PARTB1,False
AJB1_PARTB2,common,integer,integer,False,Status Flag for EJB1_PARTB2,Status Flag for EJB1_PARTB2,False
AJB1_PARTB3,common,integer,integer,False,Status Flag for EJB1_PARTB3,Status Flag for EJB1_PARTB3,False
AJB1_PAYHR1,common,integer,integer,False,Status Flag for EJB1_PAYHR1,Status Flag for EJB1_PAYHR1,False
AJB1_PAYHR2,common,integer,integer,False,Status Flag for EJB1_PAYHR2,Status Flag for EJB1_PAYHR2,False
AJB1_PAYHR3,common,integer,integer,False,Status Flag for EJB1_PAYHR3,Status Flag for EJB1_PAYHR3,False
AJB1_PFTBCHK,common,integer,integer,False,Status Flag for EJB1_PFTBCHK,Status Flag for EJB1_PFTBCHK,False
AJB1_PFTLOSS,common,integer,integer,False,Status Flag for EJB1_PFTLOSS,Status Flag for EJB1_PFTLOSS,False
AJB1_PRFTB,common,integer,integer,False,Status Flag for TJB1_PRFTB,Status Flag for TJB1_PRFTB,False
AJB1_PROPB,common,integer,integer,False,Status Flag for EJB1_PROPB,Status Flag for EJB1_PROPB,False
AJB1_PTRESN1,common,integer,integer,False,Status Flag for EJB1_PTRESN1,Status Flag for EJB1_PTRESN1,False
AJB1_PTRESN2,common,integer,integer,False,Status Flag for EJB1_PTRESN2,Status Flag for EJB1_PTRESN2,False
AJB1_PTRESN3,common,integer,integer,False,Status Flag for EJB1_PTRESN3,Status Flag for EJB1_PTRESN3,False
AJB1_PVMILE,common,integer,integer,False,Status Flag for TJB1_PVMILE,Status Flag for TJB1_PVMILE,False
AJB1_PVOEXP,common,integer,integer,False,Status Flag for EJB1_PVOEXP,Status Flag for EJB1_PVOEXP,False
AJB1_PVOEXPC,common,integer,integer,False,Status Flag for TJB1_PVOEXPC,Status Flag for TJB1_PVOEXPC,False
AJB1_PVOTHRC,common,integer,integer,False,Status Flag for TJB1_PVOTHRC,Status Flag for TJB1_PVOTHRC,False
AJB1_PVPARK,common,integer,integer,False,Status Flag for EJB1_PVPARK,Status Flag for EJB1_PVPARK,False
AJB1_PVPARKC,common,integer,integer,False,Status Flag for TJB1_PVPARKC,Status Flag for TJB1_PVPARKC,False
AJB1_PVTIME,common,integer,integer,False,Status Flag for TJB1_PVTIME,Status Flag for TJB1_PVTIME,False
AJB1_PVTRPRM,common,integer,integer,False,Status Flag for EJB1_PVTRPRM,Status Flag for EJB1_PVTRPRM,False
AJB1_PVWKTRT,common,integer,integer,False,"Status Flag for EJB1_PVWKTR1, EJB1_PVWKTR2, EJB1_PVWKTR3, EJB1_PVWKTR4, EJB1_PVWKTR5, EJB1_PVWKTR6, EJB1_PVWKTR7, EJB1_PVWKTR8, EJB1_PVWKTR9, EJB1_PVWKTRA, EJB1_PVWKTRT,","Status Flag for EJB1_PVWKTR1, EJB1_PVWKTR2, EJB1_PVWKTR3, EJB1_PVWKTR4, EJB1_PVWKTR5, EJB1_PVWKTR6, EJB1_PVWKTR7, EJB1_PVWKTR8, EJB1_PVWKTR9, EJB1_PVWKTRA, EJB1_PVWKTRT,",False
AJB1_REIMBMI,common,integer,integer,False,Status Flag for EJB1_REIMBMI,Status Flag for EJB1_REIMBMI,False
AJB1_RENDB,common,integer,integer,False,Status Flag for EJB1_RENDB,Status Flag for EJB1_RENDB,False
AJB1_RSEND,common,integer,integer,False,Status Flag for EJB1_RSEND,Status Flag for EJB1_RSEND,False
AJB1_SCRNR,common,integer,integer,False,Status Flag for EJB1_SCRNR,Status Flag for EJB1_SCRNR,False
AJB1_SMTHLY1,common,integer,integer,False,Status Flag for TJB1_SMTHLY1,Status Flag for TJB1_SMTHLY1,False
AJB1_SMTHLY2,common,integer,integer,False,Status Flag for TJB1_SMTHLY2,Status Flag for TJB1_SMTHLY2,False
AJB1_SMTHLY3,common,integer,integer,False,Status Flag for TJB1_SMTHLY3,Status Flag for TJB1_SMTHLY3,False
AJB1_STARTWK,common,integer,integer,False,Status Flag for EJB1_STARTWK,Status Flag for EJB1_STARTWK,False
AJB1_STRTJAN,common,integer,integer,False,Status Flag for EJB1_STRTJAN,Status Flag for EJB1_STRTJAN,False
AJB1_STRTMON,common,integer,integer,False,Status Flag for EJB1_STRTMON,Status Flag for EJB1_STRTMON,False
AJB1_STRTYR,common,integer,integer,False,Status Flag for TJB1_STRTYR,Status Flag for TJB1_STRTYR,False
AJB1_TEXPAY,common,integer,integer,False,Status Flag for EJB1_TEXPAY,Status Flag for EJB1_TEXPAY,False
AJB1_TXAMT,common,integer,integer,False,Status Flag for TJB1_TXAMT,Status Flag for TJB1_TXAMT,False
AJB1_TXMTH,common,integer,integer,False,Status Flag for EJB1_TXMTH,Status Flag for EJB1_TXMTH,False
AJB1_TYPPAY1,common,integer,integer,False,Status Flag for EJB1_TYPPAY1,Status Flag for EJB1_TYPPAY1,False
AJB1_TYPPAY2,common,integer,integer,False,Status Flag for EJB1_TYPPAY2,Status Flag for EJB1_TYPPAY2,False
AJB1_TYPPAY3,common,integer,integer,False,Status Flag for EJB1_TYPPAY3,Status Flag for EJB1_TYPPAY3,False
AJB1_TYPPAY4,common,integer,integer,False,Status Flag for EJB1_TYPPAY4,Status Flag for EJB1_TYPPAY4,False
AJB1_TYPPAY5,common,integer,integer,False,Status Flag for EJB1_TYPPAY5,Status Flag for EJB1_TYPPAY5,False
AJB1_UNION,common,integer,integer,False,Status Flag for EJB1_UNION,Status Flag for EJB1_UNION,False
AJB1_WKHRS1,common,integer,integer,False,Status Flag for TJB1_WKHRS1,Status Flag for TJB1_WKHRS1,False
AJB1_WKHRS2,common,integer,integer,False,Status Flag for TJB1_WKHRS2,Status Flag for TJB1_WKHRS2,False
AJB1_WKHRS3,common,integer,integer,False,Status Flag for TJB1_WKHRS3,Status Flag for TJB1_WKHRS3,False
AJB1_WKHRS4,common,integer,integer,False,Status Flag for TJB1_WKHRS4,Status Flag for TJB1_WKHRS4,False
AJB1_WKHRS5,common,integer,integer,False,Status Flag for TJB1_WKHRS5,Status Flag for TJB1_WKHRS5,False
AJB1_WKLY1,common,integer,integer,False,Status Flag for TJB1_WKLY1,Status Flag for TJB1_WKLY1,False
AJB1_WKLY2,common,integer,integer,False,Status Flag for TJB1_WKLY2,Status Flag for TJB1_WKLY2,False
AJB1_WKLY3,common,integer,integer,False,Status Flag for TJB1_WKLY3,Status Flag for TJB1_WKLY3,False
AJB1_WKSUM1,common,integer,integer,False,Status Flag for TJB1_WKSUM1,Status Flag for TJB1_WKSUM1,False
AJB1_WKSUM2,common,integer,integer,False,Status Flag for TJB1_WKSUM2,Status Flag for TJB1_WKSUM2,False
AJB1_WKSUM3,common,integer,integer,False,Status Flag for TJB1_WKSUM3,Status Flag for TJB1_WKSUM3,False
AJB1_WKSUM4,common,integer,integer,False,Status Flag for TJB1_WKSUM4,Status Flag for TJB1_WKSUM4,False
AJB1_WKSUM5,common,integer,integer,False,Status Flag for TJB1_WKSUM5,Status Flag for TJB1_WKSUM5,False
AJB1_WSBEG,common,integer,integer,False,Status Flag for TJB1_WSBEG,Status Flag for TJB1_WSBEG,False
AJB1_WSEND,common,integer,integer,False,Status Flag for TJB1_WSEND,Status Flag for TJB1_WSEND,False
AJB1_WSHMDY,common,integer,integer,False,"Status Flag for EJB1_DYSWKDH, EJB1_WSHMFRI, EJB1_WSHMMON, EJB1_WSHMSAT, EJB1_WSHMSUN, EJB1_WSHMTHU, EJB1_WSHMTUE, EJB1_WSHMWED,","Status Flag for EJB1_DYSWKDH, EJB1_WSHMFRI, EJB1_WSHMMON, EJB1_WSHMSAT, EJB1_WSHMSUN, EJB1_WSHMTHU, EJB1_WSHMTUE, EJB1_WSHMWED,",False
AJB1_WSHMWRK,common,integer,integer,False,Status Flag for EJB1_WSHMWRK,Status Flag for EJB1_WSHMWRK,False
AJB1_WSJOB,common,integer,integer,False,Status Flag for EJB1_WSJOB,Status Flag for EJB1_WSJOB,False
AJB1_WSMNR,common,integer,integer,False,Status Flag for EJB1_WSMNR,Status Flag for EJB1_WSMNR,False
AJB1_WSWHDY,common,integer,integer,False,"Status Flag for EJB1_DYSWKD, EJB1_WSWHFRI, EJB1_WSWHMON, EJB1_WSWHSAT, EJB1_WSWHSUN, EJB1_WSWHTHU, EJB1_WSWHTUE, EJB1_WSWHWED,","Status Flag for EJB1_DYSWKD, EJB1_WSWHFRI, EJB1_WSWHMON, EJB1_WSWHSAT, EJB1_WSWHSUN, EJB1_WSWHTHU, EJB1_WSWHTUE, EJB1_WSWHWED,",False
AJB2_ANNSAL1,common,integer,integer,False,Status Flag for TJB2_ANNSAL1,Status Flag for TJB2_ANNSAL1,False
AJB2_ANNSAL2,common,integer,integer,False,Status Flag for TJB2_ANNSAL2,Status Flag for TJB2_ANNSAL2,False
AJB2_ANNSAL3,common,integer,integer,False,Status Flag for TJB2_ANNSAL3,Status Flag for TJB2_ANNSAL3,False
AJB2_AWOP1,common,integer,integer,False,Status Flag for EJB2_AWOP1,Status Flag for EJB2_AWOP1,False
AJB2_AWOP2,common,integer,integer,False,Status Flag for EJB2_AWOP2,Status Flag for EJB2_AWOP2,False
AJB2_AWOP3,common,integer,integer,False,Status Flag for EJB2_AWOP3,Status Flag for EJB2_AWOP3,False
AJB2_AWOPEM1,common,integer,integer,False,Status Flag for EJB2_AWOPEM1,Status Flag for EJB2_AWOPEM1,False
AJB2_AWOPEM2,common,integer,integer,False,Status Flag for EJB2_AWOPEM2,Status Flag for EJB2_AWOPEM2,False
AJB2_AWOPEM3,common,integer,integer,False,Status Flag for EJB2_AWOPEM3,Status Flag for EJB2_AWOPEM3,False
AJB2_AWOPEW1,common,integer,integer,False,Status Flag for EJB2_AWOPEW1,Status Flag for EJB2_AWOPEW1,False
AJB2_AWOPEW2,common,integer,integer,False,Status Flag for EJB2_AWOPEW2,Status Flag for EJB2_AWOPEW2,False
AJB2_AWOPEW3,common,integer,integer,False,Status Flag for EJB2_AWOPEW3,Status Flag for EJB2_AWOPEW3,False
AJB2_AWOPRE1,common,integer,integer,False,Status Flag for EJB2_AWOPRE1,Status Flag for EJB2_AWOPRE1,False
AJB2_AWOPRE2,common,integer,integer,False,Status Flag for EJB2_AWOPRE2,Status Flag for EJB2_AWOPRE2,False
AJB2_AWOPRE3,common,integer,integer,False,Status Flag for EJB2_AWOPRE3,Status Flag for EJB2_AWOPRE3,False
AJB2_AWOPSM1,common,integer,integer,False,Status Flag for EJB2_AWOPSM1,Status Flag for EJB2_AWOPSM1,False
AJB2_AWOPSM2,common,integer,integer,False,Status Flag for EJB2_AWOPSM2,Status Flag for EJB2_AWOPSM2,False
AJB2_AWOPSM3,common,integer,integer,False,Status Flag for EJB2_AWOPSM3,Status Flag for EJB2_AWOPSM3,False
AJB2_AWOPSW1,common,integer,integer,False,Status Flag for EJB2_AWOPSW1,Status Flag for EJB2_AWOPSW1,False
AJB2_AWOPSW2,common,integer,integer,False,Status Flag for EJB2_AWOPSW2,Status Flag for EJB2_AWOPSW2,False
AJB2_AWOPSW3,common,integer,integer,False,Status Flag for EJB2_AWOPSW3,Status Flag for EJB2_AWOPSW3,False
AJB2_BMONTH,common,integer,integer,False,Status Flag for EJB2_BMONTH,Status Flag for EJB2_BMONTH,False
AJB2_BSLRYB,common,integer,integer,False,Status Flag for EJB2_BSLRYB,Status Flag for EJB2_BSLRYB,False
AJB2_BWKLY1,common,integer,integer,False,Status Flag for TJB2_BWKLY1,Status Flag for TJB2_BWKLY1,False
AJB2_BWKLY2,common,integer,integer,False,Status Flag for TJB2_BWKLY2,Status Flag for TJB2_BWKLY2,False
AJB2_BWKLY3,common,integer,integer,False,Status Flag for TJB2_BWKLY3,Status Flag for TJB2_BWKLY3,False
AJB2_BXAMT,common,integer,integer,False,Status Flag for TJB2_BXAMT,Status Flag for TJB2_BXAMT,False
AJB2_BXMTH,common,integer,integer,False,Status Flag for EJB2_BXMTH,Status Flag for EJB2_BXMTH,False
AJB2_CEXPAY,common,integer,integer,False,Status Flag for EJB2_CEXPAY,Status Flag for EJB2_CEXPAY,False
AJB2_CFLG,common,integer,integer,False,Status Flag for RJB2_CFLG,Status Flag for RJB2_CFLG,False
AJB2_CHEARN1,common,integer,integer,False,Status Flag for EJB2_CHEARN1,Status Flag for EJB2_CHEARN1,False
AJB2_CHEARN2,common,integer,integer,False,Status Flag for EJB2_CHEARN2,Status Flag for EJB2_CHEARN2,False
AJB2_CHERMN1,common,integer,integer,False,Status Flag for EJB2_CHERMN1,Status Flag for EJB2_CHERMN1,False
AJB2_CHERMN2,common,integer,integer,False,Status Flag for EJB2_CHERMN2,Status Flag for EJB2_CHERMN2,False
AJB2_CHERWK1,common,integer,integer,False,Status Flag for EJB2_CHERWK1,Status Flag for EJB2_CHERWK1,False
AJB2_CHERWK2,common,integer,integer,False,Status Flag for EJB2_CHERWK2,Status Flag for EJB2_CHERWK2,False
AJB2_CHHOMN1,common,integer,integer,False,Status Flag for EJB2_CHHOMN1,Status Flag for EJB2_CHHOMN1,False
AJB2_CHHOMN2,common,integer,integer,False,Status Flag for EJB2_CHHOMN2,Status Flag for EJB2_CHHOMN2,False
AJB2_CHHOUR1,common,integer,integer,False,Status Flag for EJB2_CHHOUR1,Status Flag for EJB2_CHHOUR1,False
AJB2_CHHOUR2,common,integer,integer,False,Status Flag for EJB2_CHHOUR2,Status Flag for EJB2_CHHOUR2,False
AJB2_CHHOWK1,common,integer,integer,False,Status Flag for EJB2_CHHOWK1,Status Flag for EJB2_CHHOWK1,False
AJB2_CHHOWK2,common,integer,integer,False,Status Flag for EJB2_CHHOWK2,Status Flag for EJB2_CHHOWK2,False
AJB2_CLWRK,common,integer,integer,False,Status Flag for EJB2_CLWRK,Status Flag for EJB2_CLWRK,False
AJB2_CNTRC,common,integer,integer,False,Status Flag for EJB2_CNTRC,Status Flag for EJB2_CNTRC,False
AJB2_CONCHK,common,integer,integer,False,Status Flag for EJB2_CONCHK,Status Flag for EJB2_CONCHK,False
AJB2_CXAMT,common,integer,integer,False,Status Flag for TJB2_CXAMT,Status Flag for TJB2_CXAMT,False
AJB2_CXMTH,common,integer,integer,False,Status Flag for EJB2_CXMTH,Status Flag for EJB2_CXMTH,False
AJB2_EMONTH,common,integer,integer,False,Status Flag for EJB2_EMONTH,Status Flag for EJB2_EMONTH,False
AJB2_EMPALL,common,integer,integer,False,Status Flag for TJB2_EMPALL,Status Flag for TJB2_EMPALL,False
AJB2_EMPB,common,integer,integer,False,Status Flag for TJB2_EMPB,Status Flag for TJB2_EMPB,False
AJB2_EMPLOC,common,integer,integer,False,Status Flag for EJB2_EMPLOC,Status Flag for EJB2_EMPLOC,False
AJB2_EMPSIZE,common,integer,integer,False,Status Flag for EJB2_EMPSIZE,Status Flag for EJB2_EMPSIZE,False
AJB2_ENDWK,common,integer,integer,False,Status Flag for EJB2_ENDWK,Status Flag for EJB2_ENDWK,False
AJB2_GAMT1,common,integer,integer,False,Status Flag for TJB2_GAMT1,Status Flag for TJB2_GAMT1,False
AJB2_HOURLY1,common,integer,integer,False,Status Flag for TJB2_HOURLY1,Status Flag for TJB2_HOURLY1,False
AJB2_HOURLY2,common,integer,integer,False,Status Flag for TJB2_HOURLY2,Status Flag for TJB2_HOURLY2,False
AJB2_HOURLY3,common,integer,integer,False,Status Flag for TJB2_HOURLY3,Status Flag for TJB2_HOURLY3,False
AJB2_HPRTB,common,integer,integer,False,Status Flag for EJB2_HPRTB,Status Flag for EJB2_HPRTB,False
AJB2_IMBMIC,common,integer,integer,False,Status Flag for TJB2_IMBMIC,Status Flag for TJB2_IMBMIC,False
AJB2_INCPB,common,integer,integer,False,Status Flag for EJB2_INCPB,Status Flag for EJB2_INCPB,False
AJB2_IND,common,integer,integer,False,Status Flag for TJB2_IND,Status Flag for TJB2_IND,False
AJB2_JBORSE,common,integer,integer,False,Status Flag for EJB2_JBORSE,Status Flag for EJB2_JBORSE,False
AJB2_JOBHRS1,common,integer,integer,False,Status Flag for TJB2_JOBHRS1,Status Flag for TJB2_JOBHRS1,False
AJB2_JOBHRS2,common,integer,integer,False,Status Flag for TJB2_JOBHRS2,Status Flag for TJB2_JOBHRS2,False
AJB2_JOBHRS3,common,integer,integer,False,Status Flag for TJB2_JOBHRS3,Status Flag for TJB2_JOBHRS3,False
AJB2_JOBID,common,integer,integer,False,Status Flag for EJB2_JOBID,Status Flag for EJB2_JOBID,False
AJB2_MSUM,common,integer,integer,False,Status Flag for TJB2_MSUM,Status Flag for TJB2_MSUM,False
AJB2_MSUMALT,common,integer,integer,False,Status Flag for TJB2_MSUMALT,Status Flag for TJB2_MSUMALT,False
AJB2_MTHLY1,common,integer,integer,False,Status Flag for TJB2_MTHLY1,Status Flag for TJB2_MTHLY1,False
AJB2_MTHLY2,common,integer,integer,False,Status Flag for TJB2_MTHLY2,Status Flag for TJB2_MTHLY2,False
AJB2_MTHLY3,common,integer,integer,False,Status Flag for TJB2_MTHLY3,Status Flag for TJB2_MTHLY3,False
AJB2_MWKHRS,common,integer,integer,False,Status Flag for TJB2_MWKHRS,Status Flag for TJB2_MWKHRS,False
AJB2_NETGRO1,common,integer,integer,False,Status Flag for EJB2_NETGRO1,Status Flag for EJB2_NETGRO1,False
AJB2_NETGRO2,common,integer,integer,False,Status Flag for EJB2_NETGRO2,Status Flag for EJB2_NETGRO2,False
AJB2_NETGRO3,common,integer,integer,False,Status Flag for EJB2_NETGRO3,Status Flag for EJB2_NETGRO3,False
AJB2_OCC,common,integer,integer,False,Status Flag for TJB2_OCC,Status Flag for TJB2_OCC,False
AJB2_OEXPAY,common,integer,integer,False,Status Flag for EJB2_OEXPAY,Status Flag for EJB2_OEXPAY,False
AJB2_OINCAMT,common,integer,integer,False,Status Flag for TJB2_OINCAMT,Status Flag for TJB2_OINCAMT,False
AJB2_OINCB,common,integer,integer,False,Status Flag for EJB2_OINCB,Status Flag for EJB2_OINCB,False
AJB2_OTHER1,common,integer,integer,False,Status Flag for TJB2_OTHER1,Status Flag for TJB2_OTHER1,False
AJB2_OTHER2,common,integer,integer,False,Status Flag for TJB2_OTHER2,Status Flag for TJB2_OTHER2,False
AJB2_OTHER3,common,integer,integer,False,Suppressed,Suppressed,False
AJB2_OXAMT,common,integer,integer,False,Status Flag for TJB2_OXAMT,Status Flag for TJB2_OXAMT,False
AJB2_OXMTH,common,integer,integer,False,Status Flag for EJB2_OXMTH,Status Flag for EJB2_OXMTH,False
AJB2_PARTB1,common,integer,integer,False,Status Flag for EJB2_PARTB1,Status Flag for EJB2_PARTB1,False
AJB2_PARTB2,common,integer,integer,False,Status Flag for EJB2_PARTB2,Status Flag for EJB2_PARTB2,False
AJB2_PARTB3,common,integer,integer,False,Suppressed,Suppressed,False
AJB2_PAYHR1,common,integer,integer,False,Status Flag for EJB2_PAYHR1,Status Flag for EJB2_PAYHR1,False
AJB2_PAYHR2,common,integer,integer,False,Status Flag for EJB2_PAYHR2,Status Flag for EJB2_PAYHR2,False
AJB2_PAYHR3,common,integer,integer,False,Status Flag for EJB2_PAYHR3,Status Flag for EJB2_PAYHR3,False
AJB2_PFTBCHK,common,integer,integer,False,Status Flag for EJB2_PFTBCHK,Status Flag for EJB2_PFTBCHK,False
AJB2_PFTLOSS,common,integer,integer,False,Status Flag for EJB2_PFTLOSS,Status Flag for EJB2_PFTLOSS,False
AJB2_PRFTB,common,integer,integer,False,Status Flag for TJB2_PRFTB,Status Flag for TJB2_PRFTB,False
AJB2_PROPB,common,integer,integer,False,Status Flag for EJB2_PROPB,Status Flag for EJB2_PROPB,False
AJB2_PTRESN1,common,integer,integer,False,Status Flag for EJB2_PTRESN1,Status Flag for EJB2_PTRESN1,False
AJB2_PTRESN2,common,integer,integer,False,Status Flag for EJB2_PTRESN2,Status Flag for EJB2_PTRESN2,False
AJB2_PTRESN3,common,integer,integer,False,Status Flag for EJB2_PTRESN3,Status Flag for EJB2_PTRESN3,False
AJB2_PVMILE,common,integer,integer,False,Status Flag for TJB2_PVMILE,Status Flag for TJB2_PVMILE,False
AJB2_PVOEXP,common,integer,integer,False,Status Flag for EJB2_PVOEXP,Status Flag for EJB2_PVOEXP,False
AJB2_PVOEXPC,common,integer,integer,False,Status Flag for TJB2_PVOEXPC,Status Flag for TJB2_PVOEXPC,False
AJB2_PVOTHRC,common,integer,integer,False,Status Flag for TJB2_PVOTHRC,Status Flag for TJB2_PVOTHRC,False
AJB2_PVPARK,common,integer,integer,False,Status Flag for EJB2_PVPARK,Status Flag for EJB2_PVPARK,False
AJB2_PVPARKC,common,integer,integer,False,Status Flag for TJB2_PVPARKC,Status Flag for TJB2_PVPARKC,False
AJB2_PVTIME,common,integer,integer,False,Status Flag for TJB2_PVTIME,Status Flag for TJB2_PVTIME,False
AJB2_PVTRPRM,common,integer,integer,False,Status Flag for EJB2_PVTRPRM,Status Flag for EJB2_PVTRPRM,False
AJB2_PVWKTRT,common,integer,integer,False,"Status Flag for EJB2_PVWKTR1, EJB2_PVWKTR2, EJB2_PVWKTR3, EJB2_PVWKTR4, EJB2_PVWKTR5, EJB2_PVWKTR6, EJB2_PVWKTR7, EJB2_PVWKTR8, EJB2_PVWKTR9, EJB2_PVWKTRA, EJB2_PVWKTRT,","Status Flag for EJB2_PVWKTR1, EJB2_PVWKTR2, EJB2_PVWKTR3, EJB2_PVWKTR4, EJB2_PVWKTR5, EJB2_PVWKTR6, EJB2_PVWKTR7, EJB2_PVWKTR8, EJB2_PVWKTR9, EJB2_PVWKTRA, EJB2_PVWKTRT,",False
AJB2_REIMBMI,common,integer,integer,False,Status Flag for EJB2_REIMBMI,Status Flag for EJB2_REIMBMI,False
AJB2_RENDB,common,integer,integer,False,Status Flag for EJB2_RENDB,Status Flag for EJB2_RENDB,False
AJB2_RSEND,common,integer,integer,False,Status Flag for EJB2_RSEND,Status Flag for EJB2_RSEND,False
AJB2_SCRNR,common,integer,integer,False,Status Flag for EJB2_SCRNR,Status Flag for EJB2_SCRNR,False
AJB2_SMTHLY1,common,integer,integer,False,Status Flag for TJB2_SMTHLY1,Status Flag for TJB2_SMTHLY1,False
AJB2_SMTHLY2,common,integer,integer,False,Status Flag for TJB2_SMTHLY2,Status Flag for TJB2_SMTHLY2,False
AJB2_SMTHLY3,common,integer,integer,False,Suppressed,Status Flag for TJB2_SMTHLY3,True
AJB2_STARTWK,common,integer,integer,False,Status Flag for EJB2_STARTWK,Status Flag for EJB2_STARTWK,False
AJB2_STRTJAN,common,integer,integer,False,Status Flag for EJB2_STRTJAN,Status Flag for EJB2_STRTJAN,False
AJB2_STRTMON,common,integer,integer,False,Status Flag for EJB2_STRTMON,Status Flag for EJB2_STRTMON,False
AJB2_STRTYR,common,integer,integer,False,Status Flag for TJB2_STRTYR,Status Flag for TJB2_STRTYR,False
AJB2_TEXPAY,common,integer,integer,False,Status Flag for EJB2_TEXPAY,Status Flag for EJB2_TEXPAY,False
AJB2_TXAMT,common,integer,integer,False,Status Flag for TJB2_TXAMT,Status Flag for TJB2_TXAMT,False
AJB2_TXMTH,common,integer,integer,False,Status Flag for EJB2_TXMTH,Status Flag for EJB2_TXMTH,False
AJB2_TYPPAY1,common,integer,integer,False,Status Flag for EJB2_TYPPAY1,Status Flag for EJB2_TYPPAY1,False
AJB2_TYPPAY2,common,integer,integer,False,Status Flag for EJB2_TYPPAY2,Status Flag for EJB2_TYPPAY2,False
AJB2_TYPPAY3,common,integer,integer,False,Status Flag for EJB2_TYPPAY3,Status Flag for EJB2_TYPPAY3,False
AJB2_TYPPAY4,common,integer,integer,False,Status Flag for EJB2_TYPPAY4,Status Flag for EJB2_TYPPAY4,False
AJB2_TYPPAY5,common,integer,integer,False,Status Flag for EJB2_TYPPAY5,Status Flag for EJB2_TYPPAY5,False
AJB2_UNION,common,integer,integer,False,Status Flag for EJB2_UNION,Status Flag for EJB2_UNION,False
AJB2_WKHRS1,common,integer,integer,False,Status Flag for TJB2_WKHRS1,Status Flag for TJB2_WKHRS1,False
AJB2_WKHRS2,common,integer,integer,False,Status Flag for TJB2_WKHRS2,Status Flag for TJB2_WKHRS2,False
AJB2_WKHRS3,common,integer,integer,False,Status Flag for TJB2_WKHRS3,Status Flag for TJB2_WKHRS3,False
AJB2_WKHRS4,common,integer,integer,False,Status Flag for TJB2_WKHRS4,Status Flag for TJB2_WKHRS4,False
AJB2_WKHRS5,common,integer,integer,False,Status Flag for TJB2_WKHRS5,Status Flag for TJB2_WKHRS5,False
AJB2_WKLY1,common,integer,integer,False,Status Flag for TJB2_WKLY1,Status Flag for TJB2_WKLY1,False
AJB2_WKLY2,common,integer,integer,False,Status Flag for TJB2_WKLY2,Status Flag for TJB2_WKLY2,False
AJB2_WKLY3,common,integer,integer,False,Suppressed,Status Flag for TJB2_WKLY3,True
AJB2_WKSUM1,common,integer,integer,False,Status Flag for TJB2_WKSUM1,Status Flag for TJB2_WKSUM1,False
AJB2_WKSUM2,common,integer,integer,False,Status Flag for TJB2_WKSUM2,Status Flag for TJB2_WKSUM2,False
AJB2_WKSUM3,common,integer,integer,False,Status Flag for TJB2_WKSUM3,Status Flag for TJB2_WKSUM3,False
AJB2_WKSUM4,common,integer,integer,False,Status Flag for TJB2_WKSUM4,Status Flag for TJB2_WKSUM4,False
AJB2_WKSUM5,common,integer,integer,False,Status Flag for TJB2_WKSUM5,Status Flag for TJB2_WKSUM5,False
AJB2_WSBEG,common,integer,integer,False,Status Flag for TJB2_WSBEG,Status Flag for TJB2_WSBEG,False
AJB2_WSEND,common,integer,integer,False,Status Flag for TJB2_WSEND,Status Flag for TJB2_WSEND,False
AJB2_WSHMDY,common,integer,integer,False,"Status Flag for EJB2_DYSWKDH, EJB2_WSHMFRI, EJB2_WSHMMON, EJB2_WSHMSAT, EJB2_WSHMSUN, EJB2_WSHMTHU, EJB2_WSHMTUE, EJB2_WSHMWED,","Status Flag for EJB2_DYSWKDH, EJB2_WSHMFRI, EJB2_WSHMMON, EJB2_WSHMSAT, EJB2_WSHMSUN, EJB2_WSHMTHU, EJB2_WSHMTUE, EJB2_WSHMWED,",False
AJB2_WSHMWRK,common,integer,integer,False,Status Flag for EJB2_WSHMWRK,Status Flag for EJB2_WSHMWRK,False
AJB2_WSJOB,common,integer,integer,False,Status Flag for EJB2_WSJOB,Status Flag for EJB2_WSJOB,False
AJB2_WSMNR,common,integer,integer,False,Status Flag for EJB2_WSMNR,Status Flag for EJB2_WSMNR,False
