year,filename,official_url,listed_last_modified,listed_size,directory_fetched_at_utc,directory_http_date,directory_last_modified,directory_cache_age_seconds,directory_cf_cache_status,present_in_prior_catalog,prior_listed_last_modified,prior_listed_size,listed_metadata_changed,live_snapshot_relative_path
2020,2020_sipp_r_input_example.r,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/2020_sipp_r_input_example.r,2021-10-27 15:11,3.1K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 15:11,3.1K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr2.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2.csv.gz,2021-10-27 14:29,30M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:29,30M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr2.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2.dta.gz,2021-10-27 14:27,36M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:27,36M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr2.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2.sas7bdat.gz,2021-10-27 14:26,36M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:26,36M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr2_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2_csv.zip,2021-10-27 13:11,30M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:11,30M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr2_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2_dta.zip,2021-10-27 13:13,36M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:13,36M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr2_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2_sas.zip,2021-10-27 13:13,36M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:13,36M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr2_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2_schema.json,2021-10-27 13:16,22K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:16,22K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr2_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr2_validate.xls,2021-10-27 13:16,53K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:16,53K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr3.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3.csv.gz,2021-10-27 14:24,29M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:24,29M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr3.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3.dta.gz,2021-10-27 14:26,34M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:26,34M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr3.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3.sas7bdat.gz,2021-10-27 14:05,34M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:05,34M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr3_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_csv.zip,2021-10-27 13:11,29M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:11,29M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr3_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_dta.zip,2021-10-27 13:12,34M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:12,34M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr3_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_sas.zip,2021-10-27 13:12,34M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:12,34M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr3_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_schema.json,2021-10-27 13:16,22K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:16,22K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtrw2020yr3_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtrw2020yr3_validate.xls,2021-10-27 13:16,53K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:16,53K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr2.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2.csv.gz,2021-10-27 14:27,225K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:27,225K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr2.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2.dta.gz,2021-10-27 14:19,231K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:19,231K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr2.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2.sas7bdat.gz,2021-10-27 14:18,273K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:18,273K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr2_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2_csv.zip,2021-10-27 13:11,225K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:11,225K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr2_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2_dta.zip,2021-10-27 13:11,231K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:11,231K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr2_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2_sas.zip,2021-10-27 13:11,273K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:11,273K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr2_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2_schema.json,2021-10-27 13:17,348,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:17,348,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr2_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr2_validate.xls,2021-10-27 13:17,26K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:17,26K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr3.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3.csv.gz,2021-10-27 14:17,211K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:17,211K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr3.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3.dta.gz,2021-10-27 14:13,215K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:13,215K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr3.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3.sas7bdat.gz,2021-10-27 14:06,249K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:06,249K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr3_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_csv.zip,2021-10-27 13:11,211K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:11,211K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr3_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_dta.zip,2021-10-27 13:11,216K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:11,216K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr3_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_sas.zip,2021-10-27 13:11,249K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:11,249K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr3_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_schema.json,2021-10-27 13:17,348,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:17,348,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,lgtwgt2020yr3_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/lgtwgt2020yr3_validate.xls,2021-10-27 13:17,26K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:17,26K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,pu2020.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020.csv.gz,2025-07-23 08:30,133M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2025-07-23 08:30,133M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,pu2020.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020.dta.gz,2025-07-23 08:45,134M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2025-07-23 08:45,134M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,pu2020.dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020.dta.zip,2021-10-27 13:15,130M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:15,130M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,pu2020.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020.sas7bdat.gz,2025-07-23 08:45,485M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2025-07-23 08:45,485M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,pu2020_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_csv.zip,2025-07-23 08:45,133M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2025-07-23 08:45,133M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,pu2020_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_dta.zip,2025-07-23 08:46,134M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2025-07-23 08:46,134M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,pu2020_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_sas.zip,2025-07-23 08:46,485M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2025-07-23 08:46,485M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,pu2020_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_schema.json,2025-07-23 08:46,711K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2025-07-23 08:46,711K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,pu2020_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_validate.xls,2025-07-23 08:46,258K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2025-07-23 08:46,258K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,pu2020_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/pu2020_validate.xlsx,2025-07-23 10:15,258K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2025-07-23 10:15,258K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,rw2020.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020.csv.gz,2021-10-27 14:20,816M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:20,816M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,rw2020.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020.dta.gz,2021-10-27 14:33,803M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:33,803M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,rw2020.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020.sas7bdat.gz,2021-10-27 14:05,806M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:05,806M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,rw2020_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_csv.zip,2021-10-27 13:45,816M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:45,816M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,rw2020_dictionary.txt,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_dictionary.txt,2021-10-27 13:17,1.4K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:17,1.4K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,rw2020_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_dta.zip,2021-10-27 14:12,803M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 14:12,803M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,rw2020_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_sas.zip,2021-10-27 13:36,806M,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:36,806M,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,rw2020_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_schema.json,2021-10-27 13:17,22K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:17,22K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2020,rw2020_validate.xls,https://www2.census.gov/programs-surveys/sipp/data/datasets/2020/rw2020_validate.xls,2021-10-27 13:17,58K,2026-07-16T01:42:47Z,"Thu, 16 Jul 2026 01:42:50 GMT","Thu, 16 Jul 2026 01:40:58 GMT",112,HIT,True,2021-10-27 13:17,58K,False,temp\source_metadata\census_sipp\2020\official_dataset_directory_index_reaudit_20260716.html
2021,2021_sipp_python_input_example.py,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/2021_sipp_python_input_example.py,2022-08-30 13:28,4.6K,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 13:28,4.6K,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,2021_sipp_r_input_example.R,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/2021_sipp_r_input_example.R,2022-08-30 13:28,3.2K,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 13:28,3.2K,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr2.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2.csv.gz,2022-08-30 14:12,43M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:12,43M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr2.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2.dta.gz,2022-08-30 14:12,52M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:12,52M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr2.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2.sas7bdat.gz,2022-08-30 14:12,52M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:12,52M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr2_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_csv.zip,2022-08-30 14:10,43M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:10,43M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr2_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_dta.zip,2022-08-30 14:11,52M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:11,52M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr2_sas.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_sas.zip,2022-08-30 14:11,52M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:11,52M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr2_schema.json,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_schema.json,2022-08-30 14:12,22K,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:12,22K,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr2_validate.xlsx,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr2_validate.xlsx,2022-08-30 14:12,18K,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:12,18K,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr3.csv.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr3.csv.gz,2022-08-30 14:15,22M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:15,22M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr3.dta.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr3.dta.gz,2022-08-30 14:15,26M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:15,26M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr3.sas7bdat.gz,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr3.sas7bdat.gz,2022-08-30 14:15,26M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:15,26M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr3_csv.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr3_csv.zip,2022-08-30 14:15,22M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:15,22M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
2021,lgtrw2021yr3_dta.zip,https://www2.census.gov/programs-surveys/sipp/data/datasets/2021/lgtrw2021yr3_dta.zip,2022-08-30 14:15,26M,2026-07-16T01:42:49Z,"Thu, 16 Jul 2026 01:42:53 GMT","Thu, 16 Jul 2026 01:38:40 GMT",252,HIT,True,2022-08-30 14:15,26M,False,temp\source_metadata\census_sipp\2021\official_dataset_directory_index_reaudit_20260716.html
