file_year_page,title,description,official_url,domain_tags,current_panel_variables_named,current_panel_variable_match_count,issue_language_in_title_or_description,audit_priority_for_current_panel,page_modified_date,http_last_modified,fetched_at_utc,snapshot_relative_path,snapshot_sha256_project_generated
2019,2019 SIPP: Inconsistent Multiple Partner Fertility Information,User note concerning inconsistencies with multiple partner fertility information.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-inconsis-mult-partnr-fert-info.html,income_poverty|weights_sampling|employment|family_relationship|education,,0,True,medium,2021-10-08T12:31:50.311-04:00,,2026-07-16T02:32:41Z,temp\source_metadata\census_sipp\user_notes\2019\2019-inconsis-mult-partnr-fert-info.html,ee7da54e200f86beba26a34c16af747bfc2e0c631e3c7890de6050a1e69d1fbc
2019,2019 SIPP: Inconsistent Shared Fertility Histories,User note concerning inconsistencies between the fertility histories of two members of a childbearing couple.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-inconsis-shar-fert-hist.html,income_poverty|weights_sampling|employment|family_relationship|education,,0,True,medium,2021-10-08T12:31:50.192-04:00,,2026-07-16T02:32:41Z,temp\source_metadata\census_sipp\user_notes\2019\2019-inconsis-shar-fert-hist.html,0b94a8aa08db5c8d5f0473cfdfeaf494966ebc25abdfacc2c9ef859826fe0c5e
2019,2019 SIPP: Inconsistent SSI Receipt for Partial Year Respondents,User note concerning an error in RSSI_YRYN for partial year respondents with SSI receipt in at least one month.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-inconsis-ssi-recpt-for-part-yr-resp.html,income_poverty|weights_sampling|employment|education,RSSI_MNYN|RSSI_YRYN,2,True,high,2021-10-08T12:31:50.089-04:00,,2026-07-16T02:32:42Z,temp\source_metadata\census_sipp\user_notes\2019\2019-inconsis-ssi-recpt-for-part-yr-resp.html,7beaaa16982146554225c7f54ed52c8bc4c829a700861df7bbd5d29736d9c2a1
2019,2019 SIPP: Inconsistencies in Type of Child Care,User note concerning a small number of inconsistencies in Child Care content.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-inconsis-typ-chld-care.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2021-10-08T12:31:50.483-04:00,,2026-07-16T02:32:42Z,temp\source_metadata\census_sipp\user_notes\2019\2019-inconsis-typ-chld-care.html,0743980c85fed34fcb676d169e3e4257822e8bf09ecf8d45a08d509c992064b9
2019,2019 SIPP: Incorrect Duration of Residence Values,User note concerning incorrect duration of residence values for records from Wave 2 of the 2018 SIPP Panel in 2019 SIPP data.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-incorr-dur-res-val.html,income_poverty|weights_sampling|employment|education,TRESDUR,1,True,high,2022-03-07T10:29:00.318-05:00,,2026-07-16T02:32:43Z,temp\source_metadata\census_sipp\user_notes\2019\2019-incorr-dur-res-val.html,74ef332390dedaa1dcaea4fbcd0237e87bc6b9ec22799f083018af8e15f0cb61
2019,2019 SIPP: Incorrect Fertility Status Flag Universes,User note concerning incorrect status flag universe values.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-incorr-fert-stat-flg-univ.html,income_poverty|weights_sampling|employment|family_relationship|education,,0,True,medium,2021-10-08T12:31:50.295-04:00,,2026-07-16T02:32:43Z,temp\source_metadata\census_sipp\user_notes\2019\2019-incorr-fert-stat-flg-univ.html,02d7a6a355bb8ef35e1b7e3a497d74401442b6cd23904d2607da4a137b0b5e06
2019,2019 SIPP: Incorrect Filing Status for Some Earned Income Tax Credit Recipients,User note concerning mismatch between tax filing status and EITC receipt for some married couples.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-incorr-filng-stat-some-earn-inc-tax-crdt-recip.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2021-10-08T12:31:50.140-04:00,,2026-07-16T02:32:44Z,temp\source_metadata\census_sipp\user_notes\2019\2019-incorr-filng-stat-some-earn-inc-tax-crdt-recip.html,608a822e66b9f6f80c5e6d3f5099e4857b8267e10939c3f8648b72f1bce36aab
2019,2019 SIPP: Incorrect Status Flags for Household Relationship Variables,User note concerning assignment of status flags for individuals who do not have a value for household relationship variables.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-incorr-stat-flags-hhl-rel-var.html,income_poverty|weights_sampling|employment|family_relationship|education,EPNSPOUSE,1,True,high,2021-10-08T12:31:50.070-04:00,,2026-07-16T02:32:45Z,temp\source_metadata\census_sipp\user_notes\2019\2019-incorr-stat-flags-hhl-rel-var.html,d4cd17cb7f1c33d23881bad89d694bd9fd52196bcc52845ddbae8f847e57dde3
2019,2019 SIPP: Incorrect Tax Filing and EITC Status Flag Values,"User note concerning status flags structure for fact of filing, intent to file, tax filing status and EITC receipt for some married couples.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-incorr-tax-fil-eitc-stat-flag-val.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-03-07T10:23:53.531-05:00,,2026-07-16T02:32:45Z,temp\source_metadata\census_sipp\user_notes\2019\2019-incorr-tax-fil-eitc-stat-flag-val.html,fbe313460397d676bf9bf0568a6af7c9d2380804319d51827e24f001523dee85
2019,2019 SIPP: Incorrect Universe for EWELACTV3,User note concerning an error in the universe for EWELACTV3.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-incorrect-universe.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-04-07T10:13:14.834-04:00,,2026-07-16T02:32:45Z,temp\source_metadata\census_sipp\user_notes\2019\2019-incorrect-universe.html,fcba13d3802a982018bc7bfa9cefba7dbb17279875f6ea1dae1abe3064a5371c
2019,2019 SIPP: Insufficient Geographic Coverage and Unit Nonresponse,User note concerning insufficient geographic coverage and unit nonresponse in 2019 SIPP.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-insuff-geo-cov-unit-nonresp.html,health_insurance|income_poverty|weights_sampling|employment|education,,0,False,medium,2024-02-21T10:23:05.397-05:00,,2026-07-16T02:32:46Z,temp\source_metadata\census_sipp\user_notes\2019\2019-insuff-geo-cov-unit-nonresp.html,f299682d2c92d6feb57adc764b78653f85a4663b0187a60f0b158634ffa6d282
2019,2019 SIPP: Medicaid End-Month Variable Error,User note concerning processing error that affects Medicaid spell end-month variable.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-medicaid-variable-error.html,health_insurance|income_poverty|weights_sampling|employment|education,EMD_BMONTH|EMD_EMONTH|MONTHCODE,3,True,high,2025-07-22T17:48:35.843-04:00,,2026-07-16T02:32:46Z,temp\source_metadata\census_sipp\user_notes\2019\2019-medicaid-variable-error.html,395b0c0fa8b4e3ea440c1d2a14593dfc25052f81823113480443f59ac693c0e0
2019,2019 SIPP: Monthly Health Insurance Variables Error,"User note concerning processing error that affects monthly Medicare, Medicaid, and Other health coverage.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-monthly-hi-variables-error.html,health_insurance|income_poverty|weights_sampling|employment|education,ECRMTH|EMDMTH|EMD_BMONTH|EMD_EMONTH|MONTHCODE|RHLTHMTH|RPRIMTH|RPUBMTH|RPUBTYPE1|RPUBTYPE2,10,True,high,2025-07-23T18:23:03.101-04:00,,2026-07-16T02:32:53Z,temp\source_metadata\census_sipp\user_notes\2019\2019-monthly-hi-variables-error.html,27ecb0a8215b375bd76a1e785db38a0e1aac45531d23394b893000fffa63355e
2019,2019 SIPP: One Case with Negative Hourly Earning Values,User note discussing one respondent with a negative hourly earnings value assigned.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-one-case-neg-hrly-earn-val.html,income_poverty|weights_sampling|employment|education,MONTHCODE|PNUM|SSUID|TJB1_MSUM|TPEARN,5,False,medium,2022-03-24T14:55:50.960-04:00,,2026-07-16T02:32:47Z,temp\source_metadata\census_sipp\user_notes\2019\2019-one-case-neg-hrly-earn-val.html,98d1d76b7093ffa058486ff74521059c5a1ca016cd544d1769a401d507199c56
2019,2019 SIPP: Other Assistance Universe and Logical-Imputation Rates,"User note concerning some annual, means-tested program assistance universes and logical-imputation rates.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-othr-assist-univ-logical-imput-rates.html,income_poverty|weights_sampling|employment|food_security|education,,0,False,medium,2023-01-11T16:42:39.222-05:00,,2026-07-16T02:32:52Z,temp\source_metadata\census_sipp\user_notes\2019\2019-othr-assist-univ-logical-imput-rates.html,00d5d46a77df89c41e364eff569c7edd817c5df558d4ed71b16d972a98f88571
2019,2019 SIPP: Other Health Insurance Coverage Reports,User Note concerning interpretation of &lsquo;Other Coverage&rsquo; reports.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-othr-health-ins-covr-reprts.html,health_insurance|income_poverty|weights_sampling|employment|education,,0,False,medium,2021-10-08T12:31:50.448-04:00,,2026-07-16T02:32:49Z,temp\source_metadata\census_sipp\user_notes\2019\2019-othr-health-ins-covr-reprts.html,dddc3bc2d6683ecff7da6f0faa632b18b8e8902875aa164a9355a8854b18e637
2019,2019 SIPP: “Other Support Paid” Universe,User note concerning an error in the universe of &ldquo;Other Support Paid&rdquo;.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-othr-supprt-paid-univ.html,income_poverty|weights_sampling|employment|education,TAGE_EHC,1,True,high,2023-01-11T15:36:48.699-05:00,,2026-07-16T02:32:48Z,temp\source_metadata\census_sipp\user_notes\2019\2019-othr-supprt-paid-univ.html,c1060f821cce11101f8a23e31b6b58121e9051ba608995d7de8df44ed6d6aa08
2019,2019 SIPP: Parents' Nativity Imputation,User note concerning incorrectly assigned status flags and imputation rates.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-parents-nativity-imputation.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-04-07T10:30:13.763-04:00,,2026-07-16T02:32:49Z,temp\source_metadata\census_sipp\user_notes\2019\2019-parents-nativity-imputation.html,b2839f514026b9db535e197029a113dc0dc8ed24540bbff0b6b659cc1bcdf395
2019,2019 SIPP: Pass-Through Child Support Universe Error,User note concerning an error in the universe for the receipt of pass-through child support variable.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-pass-thr-child-supprt-univ-error.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2025-03-11T13:54:14.574-04:00,,2026-07-16T02:32:49Z,temp\source_metadata\census_sipp\user_notes\2019\2019-pass-thr-child-supprt-univ-error.html,e2274d9d2ee5d7c1f9bc3f6588bae4c45315b2f2f25b23e84024d2371e6c1ba6
2019,2019 SIPP: Problem with Age at Birth,User note concerning age at birth exceeding the age cap.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-prob-with-age-at-brth.html,income_poverty|weights_sampling|employment|education,,0,False,medium,2021-10-08T12:31:50.410-04:00,,2026-07-16T02:32:53Z,temp\source_metadata\census_sipp\user_notes\2019\2019-prob-with-age-at-brth.html,80c83a238fac09f43a1ed2cdbfa76d749b61b7afb9cfd0a357e9a572533b3e40
2019,2019 SIPP: Processing Error Effects on Uninsured Care,User note concerning effects of processing error in monthly health insurance variables on Uninsured Care.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-processing-error-effects.html,health_insurance|income_poverty|weights_sampling|employment|education,,0,True,medium,2025-07-23T19:11:38.424-04:00,,2026-07-16T02:32:54Z,temp\source_metadata\census_sipp\user_notes\2019\2019-processing-error-effects.html,6d01d4c358ade5b75db9d7b4e65da4c61133a404386913802476218a92dd348c
2019,2019 SIPP: Reasons Did Not Have Private and/or Public Health Insurance,User note concerning reasons respondent did not have private and/or public health insurance coverage for at least one month.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-reas-not-priv-pub-health-ins.html,health_insurance|income_poverty|weights_sampling|employment|education,,0,False,medium,2021-10-08T12:31:50.430-04:00,,2026-07-16T02:32:52Z,temp\source_metadata\census_sipp\user_notes\2019\2019-reas-not-priv-pub-health-ins.html,7b39a9635048bda9e9eca7dea337a245eb68fe7a810fdfc4889f1f66b38b9d8a
2019,2019 SIPP: Reasons Type of Health Insurance Coverage Ended,User note concerning reasons why a respondent&rsquo;s specific type of health insurance coverage ended.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-reas-typ-health-ins-covr-end.html,health_insurance|income_poverty|weights_sampling|employment|education,,0,False,medium,2021-10-08T12:31:50.155-04:00,,2026-07-16T02:32:52Z,temp\source_metadata\census_sipp\user_notes\2019\2019-reas-typ-health-ins-covr-end.html,891fb8fe539b9c8e9a2ca13cf7bd8e8bad796bba2a8ac62c463980f4ec138d99
2019,2019 SIPP: Registered Domestic Partnership Allocation Flag,User note concerning allocation flag values for registered domestic partnership variable (AREGDOMPART).,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-reg-dom-partnr-alloc-flg.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2021-10-08T12:31:50.389-04:00,,2026-07-16T02:32:56Z,temp\source_metadata\census_sipp\user_notes\2019\2019-reg-dom-partnr-alloc-flg.html,679869bc232023cf0e0cdca4afd6b9bae77ea07672b7514537e64ecc22ef47d3
2019,2019 SIPP: “_SCRNR” Health Insurance Variables Versus Recodes,User note advising against the use of health insurance &ldquo;_SCRNR&rdquo; variables in favor of using recodes.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-scrnr-health-ins-var-vs-recodes.html,health_insurance|income_poverty|weights_sampling|employment|education,RPRIMTH|RPRITYPE1|RPRITYPE2|RPUBMTH|RPUBTYPE1|RPUBTYPE2|RPUBTYPE3,7,False,medium,2022-12-07T14:08:23.454-05:00,,2026-07-16T02:32:57Z,temp\source_metadata\census_sipp\user_notes\2019\2019-scrnr-health-ins-var-vs-recodes.html,82e2b46d53ac4e23ae81677ea8d980e013272462cbc3d78b4fffde1847ad6f13
2019,2019 SIPP: Social Security Parent-Child Linkage Variables,User note concerning variables that can be used to link children with adults receiving Social Security on behalf of a child.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-social-security-parent-child-linkage-variable.html,health_insurance|income_poverty|weights_sampling|employment|family_relationship|education,PNUM,1,False,medium,2024-07-09T17:26:03.908-04:00,,2026-07-16T02:32:54Z,temp\source_metadata\census_sipp\user_notes\2019\2019-social-security-parent-child-linkage-variable.html,7642bf1ea7e262b12573673ab80db786d1b59367b9823478e0a62bc194686125
2019,2019 SIPP: Some Marital History and Cohabiting Partner Inconsistencies,User note concerning inconsistencies between marital history and cohabiting partner variables for a small number of cases.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-some-marital-hist-cohab-partnr-inconsis.html,income_poverty|weights_sampling|employment|family_relationship|education,EMS,1,True,high,2021-10-08T12:31:50.541-04:00,,2026-07-16T02:32:56Z,temp\source_metadata\census_sipp\user_notes\2019\2019-some-marital-hist-cohab-partnr-inconsis.html,83c929dcb1ef51412eda9369c8a0af47d56a2e9d922006295a7d125105776d24
2019,2019 SIPP: Status Flag Error for Miscellaneous Income,User note concerning status flag error for &ldquo;any miscellaneous income&rdquo; receipt.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-status-flag-error.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2024-07-01T13:40:07.531-04:00,,2026-07-16T02:32:55Z,temp\source_metadata\census_sipp\user_notes\2019\2019-status-flag-error.html,2dd3df36cebef9bdc73c645fb7bb937ab96446c1b047c7c505513f1cc35fd542
2019,2019 SIPP: TDRAW_AMT and Retirement Income,User note concerning TDRAW_AMT and how to incorporate it into a person-month retirement income recode.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-tdraw_amt-and-retirement-income.html,income_poverty|weights_sampling|employment|education,TAGE_EHC,1,False,medium,2023-08-10T16:57:28.604-04:00,,2026-07-16T02:33:00Z,temp\source_metadata\census_sipp\user_notes\2019\2019-tdraw_amt-and-retirement-income.html,dff58430e089bb8ef07a7d17c52ebb5ea5bcdd233bdc31183390ebbd09d9d0fb
2019,2019 SIPP: TPEARN Historical Comparison User Note,"A user note concerning, TPEARN and comparisons across SIPP panels.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-tpearn-hist-compar.html,income_poverty|weights_sampling|employment|education,TFINCPOV|TFTOTINC|TPEARN|TPTOTINC,4,False,medium,2021-10-08T12:31:50.351-04:00,,2026-07-16T02:32:59Z,temp\source_metadata\census_sipp\user_notes\2019\2019-tpearn-hist-compar.html,13f612fad65daa00e3a1d4bfe8e34d7e81eba13da82df2c2237578522088787e
2019,2019 SIPP: Universing Error for RGED,User note concerning universing error that omits respondents aged 15 to 17 with at least a high school credential from being assigned an RGED value.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-universing-error-rged.html,income_poverty|weights_sampling|employment|education,EEDUC|TAGE,2,True,high,2025-07-23T13:25:00.842-04:00,,2026-07-16T02:32:58Z,temp\source_metadata\census_sipp\user_notes\2019\2019-universing-error-rged.html,f8e405c21bb6f01abe152d020b789c38914b1ccd01bb44190bad9833047e778e
2019,2019 SIPP: Update to Residence Editing Process in Waves 2+,User note concerning an update to the residence editing process for Wave 2+ cases.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-upd-res-edt-procs-wv2plus.html,income_poverty|weights_sampling|employment|education,,0,False,medium,2021-10-08T12:31:50.522-04:00,,2026-07-16T02:32:59Z,temp\source_metadata\census_sipp\user_notes\2019\2019-upd-res-edt-procs-wv2plus.html,4a76124dda6d749eb404c5dd136aaf5d57bac1744d47bdfb6740ba6a2fc6cb41
2019,2019 SIPP: Update to End-of-Spell Coding,"User note concerning a change in how the end of some spells are dealt with in SNAP, WIC, SSI, TANF, and GA content.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-update-end-spell-cdng.html,income_poverty|weights_sampling|employment|food_security|education,,0,False,medium,2021-10-08T12:31:50.211-04:00,,2026-07-16T02:32:59Z,temp\source_metadata\census_sipp\user_notes\2019\2019-update-end-spell-cdng.html,4ceae27ed7bdaf6503c58ad253661cda7fd6b0cbc561c6c237368962cfa29e7b
2019,2019 SIPP: Updates to Residence Allocation Methods and Status Flags,User note concerning updates to data allocation for EEHC_PVTEN (previous tenure status) and denotation of allocation in residence status flags.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2019-usernotes/2019-updt-res-alloc-methd-stat-flgs.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2021-10-08T12:31:50.463-04:00,,2026-07-16T02:33:00Z,temp\source_metadata\census_sipp\user_notes\2019\2019-updt-res-alloc-methd-stat-flgs.html,3d09919f729f8fbd7e5fa04e5454062aed3d50aa7d83b6cd776661e5f79324eb
2020,2020 SIPP: 2008-Comparable Recodes,User note concerning 2008-comparable recodes.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2008-comprble-recds.html,health_insurance|income_poverty|weights_sampling|employment|education,,0,False,medium,2021-10-26T12:02:16.207-04:00,,2026-07-16T02:33:03Z,temp\source_metadata\census_sipp\user_notes\2020\2008-comprble-recds.html,b5c1b817c435784fee19754bc8c75fb9986a2d7e8a16375ac82fa70f5667e97b
2020,2020 SIPP: Business Profits Collection and Processing Issue,User note discussing an error with the business profits question asking for annual profits but allowing multiple reports.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-bus-prof-data-coll-proc-issue.html,income_poverty|weights_sampling|employment|education,TPEARN,1,True,high,2022-03-24T14:54:43.651-04:00,,2026-07-16T02:33:03Z,temp\source_metadata\census_sipp\user_notes\2020\2020-bus-prof-data-coll-proc-issue.html,6848362771c7adecdacd831ae26beefc5120f8a0f9f4115941c70abf21d1fd68
2020,2020 SIPP: Child Care Assistance Universe and Allocation Rates,User note concerning the universe of child-care assistance and higher allocation rates.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-child-care-assist-univ-alloc-rates.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2023-01-11T16:56:36.190-05:00,,2026-07-16T02:33:02Z,temp\source_metadata\census_sipp\user_notes\2020\2020-child-care-assist-univ-alloc-rates.html,03b9afd44a26bfccde60bed94de448b746cee2ef8f2f943d8e079130ba3a984b
2020,2020 SIPP: Data Issue Concerning ESPEAK and TLANG1,User note concerning errors affecting observations of ESPEAK and TLANG1,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-data-issue-espeak-tlang1.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2024-07-02T14:30:53.644-04:00,,2026-07-16T02:33:01Z,temp\source_metadata\census_sipp\user_notes\2020\2020-data-issue-espeak-tlang1.html,a724ed0a8d7a22b8a79456ef1c28bb5926bccd0c6afed8f25bd5ef7a54565848
2020,2020 SIPP: Errors in Debt Allocation Flag Variable Names,"User note concerning variable names for allocation flags associated with EDEBT_CC, EDEBT_ED, EDEBT_OT, TDEBT_CC, TDEBT_ED, and TDEBT_OT.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-err-debt-alloc-flag-var-nam.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2023-09-20T14:38:53.074-04:00,,2026-07-16T02:33:02Z,temp\source_metadata\census_sipp\user_notes\2020\2020-err-debt-alloc-flag-var-nam.html,4bf14c1d4e5ee9445dc41d23d36ef1a43ee448cfca49cc5fddb624f929860475
2020,2020 SIPP: ESPEAK Errors Affecting the Other Three Language Variables,"User note concerning misclassified ESPEAK observations affecting TLANG1, EHOWWELL, and RLNGISOL.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-espeak-errors.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2025-07-23T11:13:22.977-04:00,,2026-07-16T02:33:02Z,temp\source_metadata\census_sipp\user_notes\2020\2020-espeak-errors.html,ff915f683d0a3a4919e16d198f11dd135179e766b61a58bf521f44fb0a7671ae
2020,2020 SIPP: Health Insurance Premium Expenditure Question Note,User note concerning health insurance premium expenditures and Social Security deductions.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-health-ins-prem-expend-quest-note.html,health_insurance|income_poverty|weights_sampling|employment|education,,0,False,medium,2022-12-09T10:40:24.189-05:00,,2026-07-16T02:33:04Z,temp\source_metadata\census_sipp\user_notes\2020\2020-health-ins-prem-expend-quest-note.html,52ec7a2d02c2f4504f5e332fef80c187fc90d8d7668613a71a176000eb019b38
2020,2020 SIPP: Health Insurance Begin/End Month Status Flag Error,User note concerning status flag error for begin- and end-month health insurance variables.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-hi-month-flag-status.html,health_insurance|income_poverty|weights_sampling|employment|education,EMD_BMONTH|EMD_EMONTH,2,True,high,2025-07-23T08:46:07.255-04:00,,2026-07-16T02:33:05Z,temp\source_metadata\census_sipp\user_notes\2020\2020-hi-month-flag-status.html,8114252938f7e79037d8d0a116feb3aa57c03ca51f35252eafef3d303eaa4ecc
2020,2020 SIPP: Hot-deck Allocation Error,User note concerning 2014-2022 SIPP Food Security hot-deck error.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-hot-deck-alloc-error.html,income_poverty|weights_sampling|employment|food_security|education,,0,True,medium,2024-12-30T11:30:42.955-05:00,,2026-07-16T02:33:05Z,temp\source_metadata\census_sipp\user_notes\2020\2020-hot-deck-alloc-error.html,d3fbd6f8d7ca0a44700c74cf08510c51579b9671c62abf7715fea239cf55938f
2020,2020 SIPP: Hot Deck Corrections for Attainment Values,User note concerning correction applied to attainment hot decks for EEDUC and RGED.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-hot-deck-corrections.html,income_poverty|weights_sampling|employment|education,EEDUC,1,False,medium,2025-07-23T11:44:28.258-04:00,,2026-07-16T02:33:05Z,temp\source_metadata\census_sipp\user_notes\2020\2020-hot-deck-corrections.html,b62d5580560cb7bafea690a7b85e38d9bef517f33510ac719c57ac31b5e207f7
2020,"2020 SIPP: Hot Deck Issues for ECERT, EPROCERT, EWHOCERT","User note concerning corrections applied to the hot decks for ECERT, EPROCERT, and EWHOCERT.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-hot-deck-issues.html,income_poverty|weights_sampling|employment|education,,0,False,medium,2025-07-23T12:25:12.506-04:00,,2026-07-16T02:33:06Z,temp\source_metadata\census_sipp\user_notes\2020\2020-hot-deck-issues.html,07b06884b070633cf733bb28c21a9b42aab973cb67d8c9895c13110c32510deb
2020,2020 SIPP: Incorrect Duration of Residence Values,User note concerning incorrect duration of residence values for records from Wave 3 of the 2018 SIPP Panel in 2020 SIPP data.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-incorr-dur-res-val.html,income_poverty|weights_sampling|employment|education,ERESIDENCEID|TRESDUR,2,True,high,2022-03-07T10:32:25.146-05:00,,2026-07-16T02:33:06Z,temp\source_metadata\census_sipp\user_notes\2020\2020-incorr-dur-res-val.html,ac26e6834d50a7dbc08bc816c70824277177b9471d6155761c036572ca99d426
2020,2020 SIPP: Incorrect Tax Filing and EITC Status Flag Values,"User note concerning status flags structure for fact of filing, intent to file, tax filing status and EITC receipt for some married couples.",https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-incorr-tax-fil-eitc-stat-flag-val.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-03-07T10:27:07.365-05:00,,2026-07-16T02:33:08Z,temp\source_metadata\census_sipp\user_notes\2020\2020-incorr-tax-fil-eitc-stat-flag-val.html,60bcd29fd9b00fe765e4832bc80e1597e741a7bd4657b509a639cfa87ba445c2
2020,2020 SIPP: Incorrect Filing Status for Some EITC Recipients,User note concerning variables that can be used to link children with adults receiving Social Security on behalf of the child.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-incorrect-filing-status-for-some-recipients.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-02-11T08:35:31.256-05:00,,2026-07-16T02:33:07Z,temp\source_metadata\census_sipp\user_notes\2020\2020-incorrect-filing-status-for-some-recipients.html,7fad37327228f366c34050e7f4d01bd7609a4b7924897df62946a80a3cc6c799
2020,2020 SIPP: Incorrect Universe for EWELACTV3,User note concerning an error in the universe for EWELACTV3.,https://www.census.gov/programs-surveys/sipp/tech-documentation/user-notes/2020-usernotes/2020-incorrect-universe.html,income_poverty|weights_sampling|employment|education,,0,True,medium,2022-04-07T11:01:34.900-04:00,,2026-07-16T02:33:08Z,temp\source_metadata\census_sipp\user_notes\2020\2020-incorrect-universe.html,b8d9b6a498ac9c8cdbed88db0f982370b6b429c16330442ad087d4c29e42f4a2
