variable_name,years_present,n_years_present,label_description,universe_restrictions,record_level_inferred,code_list_or_range,recommended_construction_use,harmonization_safe_initial,recoding_needed_initial,missingness_visible_in_metadata
AJB3_SMTHLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_SMTHLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_STARTWK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_STRTJAN,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_STRTMON,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_STRTYR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_TEXPAY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_TXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_TXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB3_TYPPAY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_TYPPAY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_TYPPAY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_TYPPAY4,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_TYPPAY5,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_UNION,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKHRS1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKHRS2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKHRS3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKHRS4,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKHRS5,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKSUM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKSUM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKSUM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKSUM4,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WKSUM5,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WSBEG,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WSEND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WSHMDY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WSHMWRK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WSJOB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WSMNR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB3_WSWHDY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_ANNSAL1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_ANNSAL2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_ANNSAL3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOP1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOP2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOP3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPEM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPEM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPEM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPEW1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPEW2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPEW3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPRE1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPRE2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPRE3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPSM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPSM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPSM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPSW1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPSW2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_AWOPSW3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_BMONTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB4_BSLRYB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_BWKLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_BWKLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_BWKLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_BXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_BXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB4_CEXPAY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CFLG,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHEARN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHEARN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHERMN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHERMN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHERWK1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHERWK2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHHOMN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHHOMN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHHOUR1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHHOUR2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHHOWK1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CHHOWK2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CLWRK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CNTRC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CONCHK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_CXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB4_EMONTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB4_EMPALL,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_EMPB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_EMPLOC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_EMPSIZE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_ENDWK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_GAMT1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_HOURLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_HOURLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_HOURLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_HPRTB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_IMBMIC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_INCPB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_IND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_JBORSE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_JOBHRS1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_JOBHRS2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_JOBHRS3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_JOBID,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_MSUM,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_MSUMALT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_MTHLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_MTHLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_MTHLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_MWKHRS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_NETGRO1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_NETGRO2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_NETGRO3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_OCC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_OEXPAY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_OINCAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_OINCB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_OTHER1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_OTHER2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_OTHER3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_OXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_OXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB4_PARTB1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PARTB2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PARTB3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PAYHR1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PAYHR2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PAYHR3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PFTBCHK,2020;2021;2022;2023;2024,5,,,unknown,,,False,False,
AJB4_PFTLOSS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PRFTB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PROPB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PTRESN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PTRESN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PTRESN3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PVMILE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PVOEXP,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PVOEXPC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PVOTHRC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PVPARK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PVPARKC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PVTIME,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PVTRPRM,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_PVWKTRT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_REIMBMI,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_RENDB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_RSEND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_SCRNR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_SMTHLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_SMTHLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_SMTHLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_STARTWK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_STRTJAN,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_STRTMON,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_STRTYR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_TEXPAY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_TXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_TXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB4_TYPPAY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_TYPPAY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_TYPPAY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_TYPPAY4,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_TYPPAY5,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_UNION,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKHRS1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKHRS2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKHRS3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKHRS4,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKHRS5,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKSUM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKSUM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKSUM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKSUM4,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WKSUM5,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WSBEG,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WSEND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WSHMDY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WSHMWRK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WSJOB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WSMNR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB4_WSWHDY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_ANNSAL1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_ANNSAL2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_ANNSAL3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOP1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOP2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOP3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPEM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPEM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPEM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPEW1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPEW2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPEW3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPRE1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPRE2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPRE3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPSM1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPSM2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPSM3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPSW1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPSW2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_AWOPSW3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_BMONTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB5_BSLRYB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_BWKLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_BWKLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_BWKLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_BXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_BXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB5_CEXPAY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CFLG,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHEARN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHEARN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHERMN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHERMN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHERWK1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHERWK2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHHOMN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHHOMN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHHOUR1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHHOUR2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHHOWK1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CHHOWK2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CLWRK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CNTRC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CONCHK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_CXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB5_EMONTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB5_EMPALL,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_EMPB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_EMPLOC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_EMPSIZE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_ENDWK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_GAMT1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_HOURLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_HOURLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_HOURLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_HPRTB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_IMBMIC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_INCPB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_IND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_JBORSE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_JOBHRS1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_JOBHRS2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_JOBHRS3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_JOBID,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_MSUM,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_MSUMALT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_MTHLY1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_MTHLY2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_MTHLY3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_MWKHRS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_NETGRO1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_NETGRO2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_NETGRO3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_OCC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_OEXPAY,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_OINCAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_OINCB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_OTHER1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_OTHER2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_OTHER3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_OXAMT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_OXMTH,2018;2019;2020;2021;2022;2023;2024,7,,,monthly,,,True,False,
AJB5_PARTB1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PARTB2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PARTB3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PAYHR1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PAYHR2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PAYHR3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PFTBCHK,2020;2021;2022;2023;2024,5,,,unknown,,,False,False,
AJB5_PFTLOSS,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PRFTB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PROPB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PTRESN1,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PTRESN2,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PTRESN3,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PVMILE,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PVOEXP,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PVOEXPC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PVOTHRC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PVPARK,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PVPARKC,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PVTIME,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PVTRPRM,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_PVWKTRT,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_REIMBMI,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_RENDB,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_RSEND,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
AJB5_SCRNR,2018;2019;2020;2021;2022;2023;2024,7,,,unknown,,,True,False,
