outcome,timing,cohort_start,month,event_time,period,att,treated_delta,control_delta,n_treated_states,n_control_states
flowout_to_national_backup_rate,operational_start,2022-04-01,2021-08-01,-8,pre,-0.1488570331818015,-0.12735886069384755,0.021498172487953923,1,51
flowout_to_national_backup_rate,operational_start,2022-04-01,2021-09-01,-7,pre,-0.1613986924955232,-0.13367889420521,0.027719798290313184,1,51
flowout_to_national_backup_rate,operational_start,2022-04-01,2021-10-01,-6,pre,-0.1438618820617974,-0.11994998204697849,0.023911900014818913,1,50
flowout_to_national_backup_rate,operational_start,2022-04-01,2021-11-01,-5,pre,-0.1416622900209685,-0.12639794286647799,0.015264347154490512,1,50
flowout_to_national_backup_rate,operational_start,2022-04-01,2021-12-01,-4,pre,-0.16387565978345084,-0.15615460185202032,0.007721057931430526,1,50
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-01-01,-3,pre,-0.12595881472120193,-0.115459163384943,0.010499651336258947,1,49
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-02-01,-2,pre,-0.10182358275233323,-0.1011442084176386,0.0006793743346946333,1,49
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-04-01,0,post,-0.0787568566434622,-0.07796684412696275,0.000790012516499441,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-05-01,1,post,-0.0685932176192844,-0.07143056363333675,-0.002837346014052352,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-06-01,2,post,-0.08038976153816459,-0.0845396140800144,-0.004149852541849806,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-07-01,3,post,-0.17945306672415295,-0.19920412375621666,-0.019751057032063705,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-08-01,4,post,-0.2077972011976993,-0.24075191492587342,-0.032954713728174136,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-09-01,5,post,-0.15159318369100594,-0.15804893702124145,-0.006455753330235518,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-10-01,6,post,-0.09767289346400773,-0.09541911875031261,0.002253774713695117,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-11-01,7,post,-0.10298988013576041,-0.11093131233257289,-0.007941432196812476,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2022-12-01,8,post,-0.16229775700863333,-0.16378354795715835,-0.001485790948525026,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-01-01,9,post,-0.11999248940812485,-0.130383920924206,-0.010391431516081155,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-02-01,10,post,-0.04465304712018912,-0.05374101477558979,-0.009087967655400674,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-03-01,11,post,-0.10740913168165278,-0.12194747620542767,-0.014538344523774893,1,48
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-04-01,12,post,-0.14044979403743038,-0.161235984974736,-0.020786190937305642,1,47
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-05-01,13,post,-0.15146641684417905,-0.17084192016263317,-0.0193755033184541,1,47
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-06-01,14,post,-0.10903296018595246,-0.1271703815897067,-0.01813742140375424,1,47
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-07-01,15,post,-0.19516091246175282,-0.21153833456652527,-0.016377422104772457,1,47
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-08-01,16,post,-0.21251067441742,-0.23548427836353536,-0.02297360394611536,1,47
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-09-01,17,post,-0.2260026109163655,-0.24916745671773544,-0.023164845801369932,1,46
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-10-01,18,post,-0.2149291100809725,-0.2435552886181839,-0.028626178537211378,1,46
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-11-01,19,post,-0.2222227006735721,-0.2450770081863498,-0.022854307512777693,1,46
flowout_to_national_backup_rate,operational_start,2022-04-01,2023-12-01,20,post,-0.20847345388443,-0.22434136174485309,-0.01586790786042307,1,46
flowout_to_national_backup_rate,operational_start,2022-04-01,2024-01-01,21,post,-0.21363496481168753,-0.23226808050887812,-0.018633115697190582,1,46
flowout_to_national_backup_rate,operational_start,2022-04-01,2024-02-01,22,post,-0.18102987617337965,-0.20003483548882728,-0.019004959315447635,1,46
flowout_to_national_backup_rate,operational_start,2022-04-01,2024-03-01,23,post,-0.11079905076169541,-0.13969199638418733,-0.028892945622491922,1,46
flowout_to_national_backup_rate,operational_start,2022-04-01,2024-04-01,24,post,-0.08752586347134689,-0.12000368052999633,-0.032477817058649446,1,43
flowout_to_national_backup_rate,operational_start,2022-04-01,2024-05-01,25,post,-0.08350062749132312,-0.11281523578696645,-0.029314608295643335,1,43
flowout_to_national_backup_rate,operational_start,2022-04-01,2024-06-01,26,post,-0.13902386164166577,-0.14951158601942607,-0.010487724377760287,1,43
flowout_to_national_backup_rate,operational_start,2022-04-01,2024-07-01,27,post,-0.027922360071423437,-0.03947007652796633,-0.011547716456542895,1,43
flowout_to_national_backup_rate,operational_start,2022-04-01,2024-08-01,28,post,0.2549983375504578,0.2370921436909434,-0.01790619385951444,1,43
flowout_to_national_backup_rate,operational_start,2022-04-01,2024-09-01,29,post,-0.07663604423811429,-0.1256985381585556,-0.04906249392044132,1,43
flowout_to_national_backup_rate,operational_start,2022-04-01,2024-10-01,30,post,-0.0810386681623202,-0.1262533738517713,-0.045214705689451094,1,43
flowout_to_national_backup_rate,operational_start,2023-04-01,2022-04-01,-12,pre,-0.020403826646330246,-0.005075469606055913,0.015328357040274333,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2022-05-01,-11,pre,-0.018134182050825,-0.006433183541102455,0.011700998509722544,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2022-06-01,-10,pre,-0.006843248770306121,0.003545243211618967,0.010388491981925088,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2022-07-01,-9,pre,0.005863047642589265,0.0006503351343004563,-0.005212712508288809,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2022-08-01,-8,pre,0.013151171022294574,-0.0052651981821046755,-0.01841636920439925,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2022-09-01,-7,pre,0.00426709482586388,0.012349686019403254,0.008082591193539374,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2022-10-01,-6,pre,-0.018894114321468584,-0.002101995083998576,0.01679211923747001,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2022-11-01,-5,pre,-0.01253886725571558,-0.005941954928753162,0.006596912326962416,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2022-12-01,-4,pre,-0.018767979108451682,-0.005715425533201819,0.013052553575249865,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-01-01,-3,pre,-0.010638229099790873,-0.0064913160920971325,0.00414691300769374,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-02-01,-2,pre,-0.0046343646869591954,0.0008160121814150198,0.005450376868374215,1,48
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-04-01,0,post,0.0006577375458475861,-0.005186465651108125,-0.005844203196955711,1,47
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-05-01,1,post,-0.002350471875458917,-0.006783987453563089,-0.004433515578104172,1,47
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-06-01,2,post,-0.0032935790573021912,-0.0064890127207064986,-0.0031954336634043073,1,47
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-07-01,3,post,-0.001797296985011279,-0.0032327313494338056,-0.0014354343644225266,1,47
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-08-01,4,post,0.0032037252764031514,-0.004827890929362281,-0.008031616205765433,1,47
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-09-01,5,post,0.004811703307611934,-0.0013721221257140589,-0.006183825433325993,1,46
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-10-01,6,post,0.011418383584938798,-0.00022677458422863672,-0.011645158169167434,1,46
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-11-01,7,post,0.0073879608198527584,0.0015146736751190035,-0.005873287144733755,1,46
flowout_to_national_backup_rate,operational_start,2023-04-01,2023-12-01,8,post,0.023626303629883293,0.024739416137504168,0.001113112507620877,1,46
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-01-01,9,post,0.02803437286099399,0.026382277531847347,-0.001652095329146643,1,46
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-02-01,10,post,0.019924992801062285,0.01790105385365859,-0.0020239389474036966,1,46
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-03-01,11,post,0.02250649538580702,0.010594570131359038,-0.011911925254447984,1,46
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-04-01,12,post,0.03394137399919229,0.020287997575517823,-0.013653376423674464,1,43
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-05-01,13,post,0.041808255869333066,0.03131808820866472,-0.010490167660668346,1,43
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-06-01,14,post,0.041258947159772394,0.0495956634169871,0.008336716257214705,1,43
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-07-01,15,post,0.05472250737141154,0.06199923154984363,0.0072767241784320955,1,43
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-08-01,16,post,0.1006430245841529,0.10156127135961346,0.0009182467754605525,1,43
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-09-01,17,post,0.08806209033389616,0.05782403704842984,-0.030238053285466315,1,43
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-10-01,18,post,0.0704116458419419,0.044021380787465814,-0.02639026505447609,1,43
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-11-01,19,post,0.06031684238798447,0.04218953367794386,-0.018127308710040608,1,43
flowout_to_national_backup_rate,operational_start,2023-04-01,2024-12-01,20,post,0.06479020330031765,0.03747744512283979,-0.02731275817747785,1,43
flowout_to_national_backup_rate,operational_start,2023-04-01,2025-01-01,21,post,0.05177982772597451,0.024343957542146834,-0.027435870183827676,1,42
flowout_to_national_backup_rate,operational_start,2023-04-01,2025-03-01,23,post,0.06881571399239614,0.03988499985929221,-0.028930714133103934,1,42
flowout_to_national_backup_rate,operational_start,2023-04-01,2025-04-01,24,post,0.06687848329709563,0.03788879187146407,-0.028989691425631552,1,42
flowout_to_national_backup_rate,operational_start,2023-04-01,2025-05-01,25,post,0.044960079110322085,0.020921146808403325,-0.024038932301918763,1,42
flowout_to_national_backup_rate,operational_start,2023-04-01,2025-06-01,26,post,0.037539060257507736,0.013950670732734748,-0.023588389524772987,1,42
flowout_to_national_backup_rate,operational_start,2023-04-01,2025-07-01,27,post,0.02916215511596596,0.009809717728267291,-0.019352437387698672,1,40
flowout_to_national_backup_rate,operational_start,2023-04-01,2025-08-01,28,post,0.020090312697117634,0.006738770938040808,-0.013351541759076824,1,40
flowout_to_national_backup_rate,operational_start,2023-04-01,2025-09-01,29,post,0.018924406346175038,0.008933934359950655,-0.009990471986224384,1,40
flowout_to_national_backup_rate,operational_start,2023-04-01,2025-10-01,30,post,0.027241390851728563,0.012141891301734193,-0.01509949954999437,1,39
flowout_to_national_backup_rate,operational_start,2023-09-01,2022-09-01,-12,pre,-0.09052635000852802,-0.07447888688581494,0.016047463122713074,1,48
flowout_to_national_backup_rate,operational_start,2023-09-01,2022-10-01,-11,pre,-0.07388872454629071,-0.04913173337964699,0.024756991166643715,1,48
flowout_to_national_backup_rate,operational_start,2023-09-01,2022-11-01,-10,pre,-0.09072362329911403,-0.07616183904297791,0.014561784256136115,1,48
flowout_to_national_backup_rate,operational_start,2023-09-01,2022-12-01,-9,pre,-0.05390342454629449,-0.03288599904187092,0.021017425504423565,1,48
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-01-01,-8,pre,-0.08656510945049424,-0.0744533245136268,0.01211178493686744,1,48
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-02-01,-7,pre,-0.12029058972980075,-0.10687534093225284,0.013415248797547914,1,48
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-03-01,-6,pre,-0.08616817508148669,-0.078203303152313,0.0079648719291737,1,48
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-04-01,-5,pre,-0.0849759795604622,-0.08278856655165248,0.00218741300880972,1,47
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-05-01,-4,pre,-0.06260195741199119,-0.05900385678432993,0.00359810062766126,1,47
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-06-01,-3,pre,-0.037440566930549896,-0.03260438438818877,0.004836182542361125,1,47
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-07-01,-2,pre,-0.022022981634652147,-0.015426799793309243,0.006596181841342903,1,47
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-09-01,0,post,-0.02919828233355004,-0.025475819401152372,0.0037224629323976675,1,46
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-10-01,1,post,-0.06156162492238391,-0.06330049472582769,-0.001738869803443779,1,46
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-11-01,2,post,-0.08425829080076777,-0.08022528957977787,0.004033001220989902,1,46
flowout_to_national_backup_rate,operational_start,2023-09-01,2023-12-01,3,post,-0.09056228534753806,-0.07954288447419353,0.011019400873344532,1,46
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-01-01,4,post,-0.06344739503510596,-0.05519320199852895,0.008254193036577014,1,46
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-02-01,5,post,0.024104166397100155,0.03198651581542011,0.00788234941831996,1,46
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-03-01,6,post,-0.013451896201038283,-0.01545753308976261,-0.002005636888724327,1,46
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-04-01,7,post,-0.038281939265634383,-0.039017486067819046,-0.0007355468021846625,1,43
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-05-01,8,post,-0.008366359103958785,-0.005938697143137328,0.002427661960821457,1,43
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-06-01,9,post,-0.02500553118694889,-0.0037509853082443867,0.021254545878704505,1,43
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-07-01,10,post,0.028367783232370117,0.04856233703229201,0.020194553799921897,1,43
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-08-01,11,post,-0.004659026766127247,0.009177049630823109,0.013836076396950356,1,43
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-09-01,12,post,-0.07895709815632533,-0.09627732182030185,-0.01732022366397652,1,43
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-10-01,13,post,-0.06410583045134652,-0.07757826588433281,-0.01347243543298629,1,43
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-11-01,14,post,-0.09060219420841832,-0.09581167329696913,-0.005209479088550804,1,43
flowout_to_national_backup_rate,operational_start,2023-09-01,2024-12-01,15,post,-0.07789020782693916,-0.09228513638292721,-0.01439492855598805,1,43
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-01-01,16,post,-0.07432963577650777,-0.08852451624614552,-0.014194880469637752,1,42
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-03-01,18,post,-0.08709465354079693,-0.10278437795971093,-0.015689724418914,1,42
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-04-01,19,post,-0.10092276986362378,-0.11667147157506541,-0.015748701711441628,1,42
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-05-01,20,post,-0.08527141842299694,-0.09606936101072577,-0.010797942587728834,1,42
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-06-01,21,post,-0.08386037747815633,-0.09420777728873939,-0.010347399810583057,1,42
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-07-01,22,post,-0.19478428524992575,-0.2012858698474077,-0.006501584597481955,1,40
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-08-01,23,post,-0.21403434556894257,-0.21453503453780268,-0.0005006889688601114,1,40
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-09-01,24,post,-0.2153311497000942,-0.21247076889610186,0.0028603808039923267,1,40
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-10-01,25,post,-0.20601162822214217,-0.2100300550622995,-0.004018426840157317,1,39
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-11-01,26,post,-0.2044813755405894,-0.20853273995807292,-0.004051364417483514,1,39
flowout_to_national_backup_rate,operational_start,2023-09-01,2025-12-01,27,post,-0.206078160358299,-0.211035180131746,-0.004957019773446973,1,39
flowout_to_national_backup_rate,operational_start,2023-09-01,2026-01-01,28,post,-0.20019942803430626,-0.20911974814001782,-0.00892032010571156,1,39
flowout_to_national_backup_rate,operational_start,2023-09-01,2026-02-01,29,post,-0.19678557277860528,-0.2043245695100279,-0.007538996731422603,1,39
flowout_to_national_backup_rate,operational_start,2023-09-01,2026-03-01,30,post,-0.19047898172236816,-0.20023408761490247,-0.00975510589253432,1,39
flowout_to_national_backup_rate,operational_start,2024-04-01,2023-04-01,-12,pre,-0.0219605059900555,-0.017481245535052557,0.004479260455002946,3,47
flowout_to_national_backup_rate,operational_start,2024-04-01,2023-05-01,-11,pre,-0.007995392714815133,-0.0021054446409606484,0.005889948073854485,3,47
flowout_to_national_backup_rate,operational_start,2024-04-01,2023-06-01,-10,pre,-0.0013902691346702033,0.005737760853884148,0.007128029988554351,3,47
flowout_to_national_backup_rate,operational_start,2024-04-01,2023-07-01,-9,pre,-0.005215202388012374,0.003672826899523756,0.00888802928753613,3,47
flowout_to_national_backup_rate,operational_start,2024-04-01,2023-08-01,-8,pre,0.011404972504636852,0.01369681995083008,0.002291847446193227,3,47
flowout_to_national_backup_rate,operational_start,2024-04-01,2023-09-01,-7,pre,-0.010156944043564625,-0.004428844222442631,0.0057280998211219954,3,46
flowout_to_national_backup_rate,operational_start,2024-04-01,2023-10-01,-6,pre,0.0179126461141519,0.018179413199432448,0.00026676708528054776,3,46
flowout_to_national_backup_rate,operational_start,2024-04-01,2023-11-01,-5,pre,0.008877479605190917,0.014916117714905147,0.00603863810971423,3,46
flowout_to_national_backup_rate,operational_start,2024-04-01,2023-12-01,-4,pre,0.03039643286011308,0.043421470622181935,0.013025037762068857,3,46
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-01-01,-3,pre,-0.00400679243318198,0.006253037492119359,0.010259829925301339,3,46
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-02-01,-2,pre,-0.010672142031401946,-0.0007841557243576566,0.009887986307044289,3,46
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-04-01,0,post,-0.0066768444997618364,-0.0062224183477876905,0.0004544261519741461,3,43
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-05-01,1,post,-0.0027053648313960367,0.0009122700835842296,0.0036176349149802662,3,43
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-06-01,2,post,-0.023527024571435597,-0.0010825057385722865,0.02244451883286331,3,43
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-07-01,3,post,-0.03402515232955011,-0.012640625575469404,0.02138452675408071,3,43
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-08-01,4,post,-0.018699569257373882,-0.003673519906264716,0.015026049351109166,3,43
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-09-01,5,post,-0.009979876832707818,-0.026110127542525525,-0.016130250709817707,3,43
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-10-01,6,post,-0.026402198069129326,-0.03868466054795681,-0.012282462478827482,3,43
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-11-01,7,post,-0.03621095507102848,-0.040230461205420474,-0.004019506134391996,3,43
flowout_to_national_backup_rate,operational_start,2024-04-01,2024-12-01,8,post,-0.03332883929879715,-0.046533794900626396,-0.013204955601829247,3,43
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-01-01,9,post,-0.009720006922490957,-0.022720703073248378,-0.013000696150757421,3,42
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-03-01,11,post,-0.029679396370979726,-0.0441749364710134,-0.014495540100033674,3,42
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-04-01,12,post,-0.026980512535371995,-0.041535029927933294,-0.014554517392561297,3,42
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-05-01,13,post,-0.021460568839174986,-0.031064327108023496,-0.009603758268848508,3,42
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-06-01,14,post,-0.043817141556336585,-0.05297035704803931,-0.009153215491702728,3,42
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-07-01,15,post,-0.05202082279333216,-0.05727999671083622,-0.005259173917504062,3,40
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-08-01,16,post,-0.06282883988809601,-0.062087118176978234,0.0007417217111177835,3,40
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-09-01,17,post,-0.0642766859172245,-0.06017389443325428,0.004102791483970224,3,40
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-10-01,18,post,-0.06234712664774782,-0.06575548988230541,-0.0034083632345575867,3,39
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-11-01,19,post,-0.061491796145483675,-0.06493309695736746,-0.003441300811883782,3,39
flowout_to_national_backup_rate,operational_start,2024-04-01,2025-12-01,20,post,-0.05725472809631385,-0.06160168426416109,-0.004346956167847241,3,39
flowout_to_national_backup_rate,operational_start,2024-04-01,2026-01-01,21,post,-0.06144065514126,-0.06975091164137183,-0.008310256500111832,3,39
flowout_to_national_backup_rate,operational_start,2024-04-01,2026-02-01,22,post,-0.05906972085454478,-0.06599865398036765,-0.0069289331258228695,3,39
flowout_to_national_backup_rate,operational_start,2024-04-01,2026-03-01,23,post,-0.054193050383713165,-0.06333809267064776,-0.009145042286934591,3,39
flowout_to_national_backup_rate,operational_start,2024-04-01,2026-04-01,24,post,-0.049225916307686635,-0.06090858919279904,-0.011682672885112405,3,39
flowout_to_national_backup_rate,operational_start,2024-04-01,2026-05-01,25,post,-0.05349314073194328,-0.06147402871196906,-0.007980887980025778,3,39
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-01-01,-12,pre,-0.014721312056885502,0.010917093424514463,0.025638405481399965,1,46
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-02-01,-11,pre,-0.019806665586630006,0.005459896276512905,0.02526656186314291,1,46
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-03-01,-10,pre,-0.00977575938139623,0.005602816174702398,0.01537857555609863,1,46
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-04-01,-9,pre,-0.0024302395235638423,0.01122914223023955,0.013659381753803393,1,43
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-05-01,-8,pre,-0.010389798889372179,0.006432791627437335,0.016822590516809514,1,43
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-06-01,-7,pre,-0.008491070802603137,0.027158403632089424,0.03564947443469256,1,43
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-07-01,-6,pre,-0.018227696313496893,0.01636178604241306,0.03458948235590995,1,43
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-08-01,-5,pre,-0.015233463131638219,0.01299754182130019,0.02823100495293841,1,43
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-09-01,-4,pre,0.0034955136360105914,0.0005702185280221307,-0.0029252951079884607,1,43
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-10-01,-3,pre,-0.0008069046444507461,0.00011558847855101806,0.0009224931230017642,1,43
flowout_to_national_backup_rate,operational_start,2025-01-01,2024-11-01,-2,pre,-0.009250155736461542,-6.470626902429187e-05,0.00918544946743725,1,43
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-01-01,0,post,0.00047560958434144117,0.0008608723551067586,0.00038526277076531744,1,42
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-03-01,2,post,-0.0002962184986250627,-0.0014057996771359973,-0.0011095811785109347,1,42
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-04-01,3,post,0.0005581607297051284,-0.0006103977413334288,-0.0011685584710385572,1,42
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-05-01,4,post,-0.005398566628137301,-0.00161636597546307,0.0037822006526742314,1,42
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-06-01,5,post,-0.0056406226619214635,-0.0014078792321014486,0.004232743429820014,1,42
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-07-01,6,post,-0.009091535418270225,-0.001491880419797386,0.007599654998472839,1,40
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-08-01,7,post,-0.014504816727776527,-0.0009042661006818452,0.013600550627094681,1,40
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-09-01,8,post,-0.01676357311260325,0.00019804728734387333,0.016961620399947124,1,40
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-10-01,9,post,-0.009829659120977937,-0.00031643571700494793,0.00951322340397299,1,39
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-11-01,10,post,-0.009408832789847414,7.145303679938165e-05,0.009480285826646796,1,39
flowout_to_national_backup_rate,operational_start,2025-01-01,2025-12-01,11,post,-0.009833839641171394,-0.0012592091704880586,0.008574630470683336,1,39
flowout_to_national_backup_rate,operational_start,2025-01-01,2026-01-01,12,post,-0.005706618690694562,-0.0010952885522758147,0.004611330138418747,1,39
flowout_to_national_backup_rate,operational_start,2025-01-01,2026-02-01,13,post,-0.006696286371092449,-0.0007036328583847407,0.0059926535127077084,1,39
flowout_to_national_backup_rate,operational_start,2025-01-01,2026-03-01,14,post,-0.004669683715225914,-0.0008931393636299261,0.003776544351595988,1,39
flowout_to_national_backup_rate,operational_start,2025-01-01,2026-04-01,15,post,-0.0028907484231335233,-0.0016518346697153518,0.0012389137534181715,1,39
flowout_to_national_backup_rate,operational_start,2025-01-01,2026-05-01,16,post,-0.006523738472776328,-0.0015830398142715292,0.004940698658504799,1,39
flowout_to_national_backup_rate,operational_start,2025-10-01,2024-10-01,-12,pre,-0.06590186515096089,-0.08225654655479234,-0.016354681403831454,1,41
flowout_to_national_backup_rate,operational_start,2025-10-01,2024-11-01,-11,pre,-0.06920473087598054,-0.07632142542808805,-0.007116694552107504,1,41
flowout_to_national_backup_rate,operational_start,2025-10-01,2024-12-01,-10,pre,-0.041793833623209396,-0.05834658638626376,-0.016552752763054367,1,41
flowout_to_national_backup_rate,operational_start,2025-10-01,2025-01-01,-9,pre,-0.057927611081600355,-0.07444278215888632,-0.016515171077285964,1,40
flowout_to_national_backup_rate,operational_start,2025-10-01,2025-03-01,-7,pre,-0.08369778783687912,-0.10165164381147568,-0.017953855974596554,1,40
flowout_to_national_backup_rate,operational_start,2025-10-01,2025-04-01,-6,pre,-0.09317152015294364,-0.11042430531974559,-0.017252785166801954,1,40
flowout_to_national_backup_rate,operational_start,2025-10-01,2025-05-01,-5,pre,-0.10983806675921044,-0.12189693119056517,-0.012058864431354737,1,40
flowout_to_national_backup_rate,operational_start,2025-10-01,2025-06-01,-4,pre,-0.1000519016120096,-0.11126680114362797,-0.011214899531618376,1,40
flowout_to_national_backup_rate,operational_start,2025-10-01,2025-07-01,-3,pre,-0.012536568969801418,-0.021898534371275702,-0.009361965401474284,1,40
flowout_to_national_backup_rate,operational_start,2025-10-01,2025-08-01,-2,pre,0.014487692033860518,0.011126622261008079,-0.0033610697728524387,1,40
flowout_to_national_backup_rate,operational_start,2025-10-01,2025-10-01,0,post,-0.00958359262424829,-0.015970836646214306,-0.006387244021966017,1,39
flowout_to_national_backup_rate,operational_start,2025-10-01,2025-11-01,1,post,-0.03635512007744959,-0.0427753016767418,-0.006420181599292212,1,39
flowout_to_national_backup_rate,operational_start,2025-10-01,2025-12-01,2,post,-0.050304897977829645,-0.05763073493308532,-0.007325836955255673,1,39
